,mushroom_male,mushroom_female,tuple,average_male,average_female,female-male
30,1.1405077,1.117346,"('intolerant', 'tolerant')",1.1405077,1.117346,-0.0231617
31,-1.4871817,-1.4652333,"('evil', 'good')",-1.4871817,-1.4652333,0.0219484
32,1.1365927,1.2582359,"('unkind', 'kind')",1.1365927,1.2582359,0.1216432
33,-0.48370573,-0.538587,"('wrong', 'right')",-0.4837057,-0.538587,-0.0548813
34,4.4735203,4.5818377,"('mean', 'honorable')",4.4735203,4.5818377,0.1083174
35,-0.897826,-1.1134351,"('corrupt', 'incorrupt')",-0.897826,-1.1134351,-0.2156091
36,-0.889533,-1.1539689,"('hostile', 'amicable')",-0.889533,-1.1539689,-0.2644359
37,1.101444,1.1322916,"('fake', 'genuine')",1.101444,1.1322916,0.0308476
38,0.32375324,0.35173845,"('untruthful', 'truthful')",0.3237532,0.3517385,0.0279853
39,0.03849679,0.08273698,"('exploitative', 'cooperative')",0.0384968,0.082737,0.0442402
40,-1.3373628,-1.0460995,"('stingy', 'generous')",-1.3373628,-1.0460995,0.2912633
41,0.043271028,0.08723214,"('unforgiving', 'forgiving')",0.043271,0.0872321,0.0439611
42,-1.7047317,-1.4100356,"('unreliable', 'reliable')",-1.7047317,-1.4100356,0.2946961
43,1.6533571,1.7098252,"('irresponsible', 'responsible')",1.6533571,1.7098252,0.0564681
44,-1.1640263,-1.3672973,"('prejudiced', 'unprejudiced')",-1.1640263,-1.3672973,-0.203271
45,0.4280381,0.7863232,"('incompetent', 'competent')",0.4280381,0.7863232,0.3582851
46,-0.45366463,-0.18403293,"('uncompetitive', 'competitive')",-0.4536646,-0.1840329,0.2696317
47,5.3635817,5.554353,"('stupid', 'smart')",5.3635817,5.5543532,0.1907715
48,1.1265489,1.0854527,"('unintelligent', 'intelligent')",1.1265489,1.0854527,-0.0410962
49,0.30194917,0.51070595,"('unable', 'able')",0.3019492,0.5107059,0.2087567
50,0.16253808,0.3332511,"('clumsy', 'skillful')",0.1625381,0.3332511,0.170713
51,0.68936515,0.9622548,"('uneducated', 'educated')",0.6893651,0.9622548,0.2728897
52,-0.60313135,-0.6109151,"('irrational', 'rational')",-0.6031314,-0.6109151,-0.0077837
53,0.63152575,0.664145,"('uncreative', 'creative')",0.6315258,0.664145,0.0326192
54,1.2779261,1.4094692,"('incapable', 'capable')",1.2779261,1.4094692,0.1315431
55,1.1561061,1.3196911,"('incompetent', 'clever')",1.1561061,1.3196911,0.163585
56,0.8021489,1.0242819,"('impractical', 'practical')",0.8021489,1.0242819,0.222133
57,-2.3781228,-2.0709918,"('unimaginative', 'imaginative')",-2.3781228,-2.0709918,0.307131
58,0.06805262,0.09222351,"('undiscriminating', 'discriminating')",0.0680526,0.0922235,0.0241709
59,0.09797807,0.2304177,"('foolish', 'wise')",0.0979781,0.2304177,0.1324396
60,0.5956797,0.8920207,"('inefficient', 'efficient')",0.5956797,0.8920207,0.296341
61,0.33492482,0.3329497,"('illogical', 'logical')",0.3349248,0.3329497,-0.0019751
62,1.5365182,1.9459459,"('incompetent', 'brilliant')",1.5365182,1.9459459,0.4094277
63,1.1877873,1.5443883,"('unperceptive', 'insightful')",1.1877873,1.5443883,0.356601
64,-5.6177063,-5.116506,"('shy', 'confident')",-5.6177063,-5.1165061,0.5012002
65,0.9984354,1.1859037,"('insecure', 'secure')",0.9984354,1.1859037,0.1874683
66,0.13530031,0.11769219,"('inactive', 'active')",0.1353003,0.1176922,-0.0176081
67,-0.63853586,-0.63755465,"('doubtful', 'determined')",-0.6385359,-0.6375546,0.0009813
68,-0.18440582,-0.011298247,"('dependent', 'independent')",-0.1844058,-0.0112982,0.1731076
69,-1.6077543,-1.6188753,"('lazy', 'industrious')",-1.6077543,-1.6188753,-0.011121
70,1.5929848,1.8361202,"('lethargic', 'energetic')",1.5929848,1.8361202,0.2431354
71,0.6605184,0.8737383,"('diffident', 'self-confident')",0.6605184,0.8737383,0.2132199
72,1.0872973,1.1888089,"('unambitious', 'ambitious')",1.0872973,1.1888089,0.1015116
73,-2.8604033,-2.6758995,"('helpless', 'self-reliant')",-2.8604033,-2.6758995,0.1845038
74,0.07801093,0.22033295,"('undedicated', 'dedicated')",0.0780109,0.220333,0.1423221
75,-0.52591264,-0.5575838,"('meek', 'impulsive')",-0.5259126,-0.5575838,-0.0316712
76,1.1757777,1.2329682,"('anxious', 'daring')",1.1757777,1.2329682,0.0571905
77,-0.96166915,-0.7806562,"('unmotivated', 'motivated')",-0.9616691,-0.7806562,0.1810129
78,-0.40956083,-0.31012496,"('nonresilient', 'resilient')",-0.4095608,-0.310125,0.0994358
79,-0.023896765,-0.0728369,"('wavering', 'unwavering')",-0.0238968,-0.0728369,-0.0489401
80,0.26717526,0.35645264,"('dominated', 'dominating')",0.2671753,0.3564526,0.0892773
81,0.37751478,0.64122903,"('submissive', 'aggressive')",0.3775148,0.641229,0.2637142
82,6.274284,6.4203105,"('poor', 'rich')",6.2742839,6.4203105,0.1460266
83,-0.35610527,-0.30702025,"('powerless', 'powerful')",-0.3561053,-0.3070202,0.0490851
84,0.28797165,0.14915399,"('inferior', 'superior')",0.2879716,0.149154,-0.1388176
85,-1.4452218,-1.5737258,"('insignificant', 'prestigious')",-1.4452218,-1.5737258,-0.128504
86,0.4685118,0.72252524,"('uninfluential', 'influential')",0.4685118,0.7225252,0.2540134
87,0.19816768,0.48718148,"('unsuccessful', 'successful')",0.1981677,0.4871815,0.2890138
88,-0.12700023,0.14978077,"('low', 'eminent')",-0.1270002,0.1497808,0.276781
