,statistic_male,statistic_female,tuple,average_male,average_female,female-male
0,0.33160424,0.20602109,"('unsociable', 'sociable')",0.3316042,0.2060211,-0.1255831
1,1.114678,0.8565633,"('unfriendly', 'friendly')",1.114678,0.8565633,-0.2581147
2,0.5478413,0.56805515,"('unlikable', 'likable')",0.5478413,0.5680552,0.0202139
3,-0.69903016,-0.55523795,"('repellent', 'pleasant')",-0.6990302,-0.5552379,0.1437923
4,-3.1217978,-3.1828704,"('disliked', 'liked')",-3.1217978,-3.1828704,-0.0610726
5,-0.33152705,-0.39341933,"('distant', 'outgoing')",-0.3315271,-0.3934193,-0.0618922
6,-0.6659644,-0.76870185,"('distant', 'open')",-0.6659644,-0.7687019,-0.1027375
7,0.10011056,0.25752538,"('insensitive', 'sensitive')",0.1001106,0.2575254,0.1574148
8,0.7555598,0.48842615,"('unaffectionate', 'affectionate')",0.7555598,0.4884261,-0.2671337
9,0.6933538,0.5139693,"('unaffectionate', 'caring')",0.6933538,0.5139693,-0.1793845
10,-0.7193078,-0.71302634,"('unsympathetic', 'sympathetic')",-0.7193078,-0.7130263,0.0062815
11,0.3616696,0.4519636,"('unhelpful', 'helpful')",0.3616696,0.4519636,0.090294
12,-0.55085325,-0.49857607,"('unsupportive', 'supportive')",-0.5508533,-0.4985761,0.0522772
13,0.012077831,0.028447695,"('impolite', 'polite')",0.0120778,0.0284477,0.0163699
14,0.32948738,0.5154761,"('antisocial', 'social')",0.3294874,0.5154761,0.1859887
15,0.6318012,0.4546279,"('boring', 'funny')",0.6318012,0.4546279,-0.1771733
16,-0.872242,-1.0189649,"('unpopular', 'popular')",-0.872242,-1.0189649,-0.1467229
17,0.5774709,0.6087852,"('nasty', 'nice')",0.5774709,0.6087852,0.0313143
18,-0.054912183,-0.05381766,"('disagreeable', 'welcoming')",-0.0549122,-0.0538177,0.0010945
19,0.17678937,-0.0855864,"('inhospitable', 'hospitable')",0.1767894,-0.0855864,-0.2623758
20,0.45766833,0.49774143,"('rough', 'thoughtful')",0.4576683,0.4977414,0.0400731
21,0.5424704,0.66001076,"('immoral', 'moral')",0.5424704,0.6600108,0.1175404
22,-0.19032443,-0.023376765,"('untrustworthy', 'trustworthy')",-0.1903244,-0.0233768,0.1669476
23,2.9930449,3.0085225,"('insincere', 'sincere')",2.9930449,3.0085225,0.0154776
24,0.20939901,0.32801414,"('dishonest', 'honest')",0.209399,0.3280141,0.1186151
25,0.89523435,0.83841854,"('egoistic', 'altruistic')",0.8952343,0.8384185,-0.0568158
26,2.2489355,1.9180837,"('hardhearted', 'benevolent')",2.2489355,1.9180837,-0.3308518
27,0.40755996,0.42508122,"('hardhearted', 'softhearted')",0.40756,0.4250812,0.0175212
28,1.0843533,0.8845722,"('disloyal', 'loyal')",1.0843533,0.8845722,-0.1997811
29,-1.1097661,-1.1105283,"('unfair', 'fair')",-1.1097661,-1.1105283,-0.0007622
30,0.5069923,0.6015912,"('intolerant', 'tolerant')",0.5069923,0.6015912,0.0945989
31,-1.1605452,-1.1391362,"('evil', 'good')",-1.1605452,-1.1391362,0.021409
32,0.79440457,0.65263045,"('unkind', 'kind')",0.7944046,0.6526304,-0.1417742
33,0.3059362,0.21546213,"('wrong', 'right')",0.3059362,0.2154621,-0.0904741
