,sysco_male,sysco_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.4499205,-1.6523699,"('unsociable', 'sociable')",-0.37700784,-0.5893061,-0.9134642,-1.1208379,-0.2073737
1,0.06923333,-0.2661151,"('unfriendly', 'friendly')",1.621723,1.4356626,0.8454782,0.5847738,-0.2607044
2,0.8049178,0.8867486,"('unlikable', 'likable')",0.69856435,0.70217687,0.7517411,0.7944627,0.0427216
3,-0.8729083,-0.72063047,"('repellent', 'pleasant')",0.8921863,0.9601084,0.009639,0.119739,0.1101
4,0.24074678,0.117793545,"('disliked', 'liked')",-6.6718435,-6.8270407,-3.2155483,-3.3546236,-0.1390753
5,0.6615921,0.50354266,"('distant', 'outgoing')",-0.2828779,-0.2865023,0.1893571,0.1085202,-0.0808369
6,0.41736662,0.25122523,"('distant', 'open')",-0.19680557,-0.22900747,0.1102805,0.0111089,-0.0991716
7,-1.2642809,-1.1849394,"('insensitive', 'sensitive')",0.31475335,0.27333274,-0.4747638,-0.4558033,0.0189605
8,-0.21198365,-0.521816,"('unaffectionate', 'affectionate')",1.063294,0.9659263,0.4256552,0.2220551,-0.2036001
9,-0.1847099,-0.48445505,"('unaffectionate', 'caring')",1.2866199,1.2389405,0.550955,0.3772427,-0.1737123
10,-2.3966367,-2.4803166,"('unsympathetic', 'sympathetic')",-0.753111,-0.8257091,-1.5748739,-1.6530129,-0.078139
11,-0.61471385,-0.67376614,"('unhelpful', 'helpful')",1.366818,1.4770083,0.3760521,0.4016211,0.025569
12,-0.49544436,-0.53389084,"('unsupportive', 'supportive')",-1.9996778,-2.0837336,-1.2475611,-1.3088121,-0.061251
13,-1.41557,-1.4910569,"('impolite', 'polite')",-1.0425599,-0.99316436,-1.2290649,-1.2421106,-0.0130457
14,-0.8321297,-0.8598983,"('antisocial', 'social')",-0.007585129,-0.18720044,-0.4198574,-0.5235494,-0.103692
15,0.70006335,0.5345875,"('boring', 'funny')",0.16818443,0.117954165,0.4341239,0.3262708,-0.1078531
16,-0.06963144,0.08323231,"('unpopular', 'popular')",0.21049818,0.24564412,0.0704334,0.1644382,0.0940048
17,0.19063394,0.2175537,"('nasty', 'nice')",-0.5325016,-0.4886495,-0.1709338,-0.1355479,0.0353859
18,-0.5598403,-0.6272883,"('disagreeable', 'welcoming')",-0.5316033,-0.571611,-0.5457218,-0.5994496,-0.0537278
19,-0.2770877,-0.49505872,"('inhospitable', 'hospitable')",-0.35888806,-0.3580807,-0.3179879,-0.4265697,-0.1085818
20,0.0517613,0.12985584,"('rough', 'thoughtful')",0.83059484,0.8019556,0.4411781,0.4659057,0.0247276
21,-0.773037,-0.7351668,"('immoral', 'moral')",-0.7343753,-0.6864492,-0.7537062,-0.710808,0.0428982
22,-0.7428578,-0.757361,"('untrustworthy', 'trustworthy')",-0.96298814,-1.0774614,-0.852923,-0.9174112,-0.0644882
23,-0.990031,-1.0782363,"('insincere', 'sincere')",5.6236215,5.7128406,2.3167953,2.3173022,0.0005069
24,-0.44745663,-0.58012986,"('dishonest', 'honest')",0.4736103,0.42845932,0.0130768,-0.0758353,-0.0889121
25,0.51032,0.50001585,"('egoistic', 'altruistic')",1.230679,1.263811,0.8704995,0.8819134,0.0114139
26,1.2859613,1.0045266,"('hardhearted', 'benevolent')",1.886309,1.637928,1.5861351,1.3212273,-0.2649078
27,-0.34742025,-0.3516896,"('hardhearted', 'softhearted')",1.2358046,1.1308799,0.4441922,0.3895952,-0.054597
28,-0.45099205,-0.6737035,"('disloyal', 'loyal')",1.009697,0.88844407,0.2793525,0.1073703,-0.1719822
29,-0.5585945,-0.62320364,"('unfair', 'fair')",-0.29439768,-0.5542259,-0.4264961,-0.5887148,-0.1622187
30,-0.78677356,-0.9285112,"('intolerant', 'tolerant')",0.50443804,0.43652475,-0.1411678,-0.2459932,-0.1048254
31,0.7726754,0.7434746,"('evil', 'good')",-0.36801448,-0.5442166,0.2023305,0.099629,-0.1027015
32,-0.73244816,-0.8793459,"('unkind', 'kind')",0.49424946,0.27339134,-0.1190993,-0.3029773,-0.183878
33,1.1451783,0.98390573,"('wrong', 'right')",-0.3193601,-0.40965483,0.4129091,0.2871255,-0.1257836
34,-0.29498067,-0.045844026,"('mean', 'honorable')",5.2200365,5.561577,2.462528,2.7578664,0.2953384
