,norwegian_male,norwegian_female,tuple,cruise_male,cruise_female,line_male,line_female,hldgs_male,hldgs_female,ltd_male,ltd_female,average_male,average_female,female-male
0,0.047258377,0.22349682,"('unsociable', 'sociable')",0.88513565,1.2955289,1.4408625,1.8199965,-0.7770115,-0.6269461,-0.18242656,-0.100503,0.2827637,0.5223146,0.2395509
1,0.44626442,0.3023097,"('unfriendly', 'friendly')",1.4106474,1.7098796,-0.48237646,-0.48751834,-1.2660083,-1.2493802,1.7380744,1.5622072,0.3693203,0.3674996,-0.0018207
2,0.41258216,0.38126093,"('unlikable', 'likable')",1.6947713,1.7403096,0.995466,1.0907899,0.6467738,0.63184065,0.1848969,0.12843646,0.786898,0.7945275,0.0076295
3,0.25013077,0.29719183,"('repellent', 'pleasant')",-1.0857414,-0.99324524,0.78381294,1.1307213,0.33494312,0.4092557,0.62407726,0.74085224,0.1814445,0.3169552,0.1355107
4,-0.5308997,-0.57449704,"('disliked', 'liked')",0.26769513,0.2377617,-0.48828226,-0.52599096,0.46183005,0.49161687,-6.9555573,-6.819964,-1.4490428,-1.4382147,0.0108281
5,-0.58523524,-0.6639931,"('distant', 'outgoing')",1.1820446,1.2822609,-2.6097662,-2.7901797,-1.3015007,-1.1764215,-0.8710401,-0.9141897,-0.8370995,-0.8525046,-0.0154051
6,-0.03153587,-0.12984014,"('distant', 'open')",0.37037435,0.42865837,-2.4463325,-2.568694,-1.448731,-1.3125638,-0.11552015,-0.19007051,-0.734349,-0.7545021,-0.0201531
7,0.3373043,0.44819188,"('insensitive', 'sensitive')",-0.035311744,0.26778775,-0.4399333,-0.27695724,-0.67488945,-0.55403703,0.5068864,0.5208604,-0.0611888,0.0811691,0.1423579
8,0.76005095,0.6761652,"('unaffectionate', 'affectionate')",1.5161324,1.5035293,-0.81680757,-1.128886,-1.1060668,-1.1753004,0.9031106,0.72443736,0.2512839,0.1199891,-0.1312948
9,1.2366339,1.2068087,"('unaffectionate', 'caring')",1.1806386,1.2857292,-1.325669,-1.4481673,-1.3655279,-1.3517299,1.0701907,0.9704309,0.1592533,0.1326143,-0.026639
10,0.2315629,0.3955836,"('unsympathetic', 'sympathetic')",-1.0171576,-0.6822214,-0.016226098,0.3750189,-1.4911119,-1.360018,0.167428,0.238697,-0.4251009,-0.206588,0.2185129
11,0.1434819,0.17357253,"('unhelpful', 'helpful')",-0.16932316,-0.038254194,-0.35983646,-0.17926079,-1.1006037,-1.0818474,1.7861209,1.8583746,0.0599679,0.1465169,0.086549
12,1.2992259,1.350458,"('unsupportive', 'supportive')",1.4678376,1.6477884,0.31778672,0.35569352,-0.5507931,-0.40439168,-2.0750477,-2.000463,0.0918019,0.189817,0.0980151
13,0.8822339,1.0453922,"('impolite', 'polite')",0.66490203,0.8924935,1.441458,1.5028985,-0.37948754,-0.37182346,-0.11479443,-0.026361126,0.4988624,0.6085198,0.1096574
14,1.0236017,1.151015,"('antisocial', 'social')",1.3552667,1.5872629,1.4827532,1.7530931,0.45639223,0.53716767,-0.28669387,-0.18515949,0.8062639,0.9686758,0.1624119
15,0.6471543,0.5536761,"('boring', 'funny')",2.1920376,2.12075,-0.7077169,-1.0307547,-0.10628637,-0.20694008,0.0053051375,-0.035218682,0.4060987,0.2803025,-0.1257962
16,-0.7472695,-0.78747237,"('unpopular', 'popular')",0.67229414,0.6280846,0.22673705,0.21616873,0.24984078,0.23851687,0.19669397,0.31992686,0.1196593,0.1230449,0.0033856
17,-0.039886337,0.016490776,"('nasty', 'nice')",-0.13965273,-0.063810565,-0.52910066,-0.5433784,-0.033284836,0.051505372,-0.5673791,-0.40302372,-0.2618608,-0.1884433,0.0734175
18,1.145508,1.1826094,"('disagreeable', 'welcoming')",1.2574449,1.3766167,-0.4797231,-0.53864586,-0.23354998,-0.16700181,-0.85800576,-0.8268531,0.1663348,0.2053451,0.0390103
19,-0.9068395,-0.8892536,"('inhospitable', 'hospitable')",-0.60379803,-0.30758217,-2.6706536,-2.4534461,-1.2043068,-1.0764108,-1.0986788,-0.9851826,-1.2968554,-1.1423751,0.1544803
20,-0.26232326,-0.22302207,"('rough', 'thoughtful')",-0.804378,-0.7373469,0.09319784,0.38858238,-0.87551874,-0.8181733,0.89410734,0.8788413,-0.190983,-0.1022237,0.0887593
21,-0.06333236,-0.02798077,"('immoral', 'moral')",-0.468812,-0.21107607,0.8874103,1.3461545,-0.6357256,-0.535227,-0.9332837,-0.89564943,-0.2427487,-0.0647558,0.1779929
22,0.59227645,0.65434337,"('untrustworthy', 'trustworthy')",-0.7034688,-0.54103625,0.89820826,1.2376404,0.26121908,0.3777606,-0.84554577,-0.7461247,0.0405378,0.1965167,0.1559789
23,0.45439604,0.47864074,"('insincere', 'sincere')",-0.43729526,-0.1526477,-0.2821999,-0.029824235,-0.9361105,-0.8592374,6.1567326,6.043655,0.9911046,1.0961173,0.1050127
24,0.7593556,0.8699954,"('dishonest', 'honest')",-0.66861045,-0.48092362,-1.8397815,-1.7891479,-1.1249771,-1.027696,0.8909668,0.84298974,-0.3966093,-0.3169565,0.0796528
25,1.3406442,1.2472628,"('egoistic', 'altruistic')",0.7668995,0.72795904,1.0067226,0.7874967,-0.13466188,-0.21528988,1.0031594,0.8588929,0.7965528,0.6812644,-0.1152884
26,0.853171,0.743349,"('hardhearted', 'benevolent')",1.4817606,1.6412599,-0.49276346,-0.55908227,-0.2818845,-0.3321271,2.0665638,1.8688648,0.7253695,0.6724529,-0.0529166
27,-0.6036288,-0.62625796,"('hardhearted', 'softhearted')",0.6361745,0.6263815,-1.7131753,-1.9751624,-0.48426542,-0.5436348,0.6174056,0.34588298,-0.3094979,-0.4345581,-0.1250602
28,1.3804414,1.417146,"('disloyal', 'loyal')",0.058280695,0.32114363,-0.25782347,-0.03973165,-1.1061314,-1.057474,1.6103675,1.4953442,0.337027,0.4272856,0.0902586
29,-0.9475764,-0.9070584,"('unfair', 'fair')",0.037322972,-0.039733585,0.03653683,0.0244199,-0.25573954,-0.20979285,-0.731171,-0.86803746,-0.3721254,-0.4000405,-0.0279151
30,1.1429286,1.1779743,"('intolerant', 'tolerant')",0.1347935,0.5225259,-0.6144097,-0.4499731,-1.072389,-1.0408089,0.60890985,0.5803564,0.0399667,0.1580149,0.1180482
31,-1.1639836,-1.3163778,"('evil', 'good')",-0.5133262,-0.62437326,-1.8068414,-1.8832185,-0.814837,-0.82787496,-1.5942328,-1.7266924,-1.1786442,-1.2757074,-0.0970632
32,0.254292,0.26659605,"('unkind', 'kind')",0.3717626,0.46626619,-0.023157291,0.14085603,0.15362062,0.14752513,1.2792016,1.1443843,0.4071439,0.4331255,0.0259816
33,0.7923071,0.73323303,"('wrong', 'right')",1.137893,1.1852484,-0.23442575,-0.41808778,-0.27763048,-0.25569722,-0.50523907,-0.6117486,0.182581,0.1265896,-0.0559914
34,-0.70753455,-0.6872608,"('mean', 'honorable')",-1.2774777,-1.0841818,-0.26993653,-0.15389034,-0.8330624,-0.74624854,5.726815,5.709537,0.5277608,0.6075911,0.0798303
35,-0.35691106,-0.50256,"('corrupt', 'incorrupt')",0.061089974,-0.25048035,-0.9817749,-1.192594,-0.3128307,-0.3753437,-0.64937675,-0.7801358,-0.4479607,-0.6202228,-0.1722621
36,0.022868153,-0.1515531,"('hostile', 'amicable')",-0.056160584,-0.16939239,-0.60350144,-0.6874405,-0.9264655,-0.927789,0.20886564,0.109492615,-0.2708787,-0.3653365,-0.0944578
