,parallelogram_male,parallelogram_female,tuple,average_male,average_female,female-male
0,0.5835616,0.59586924,"('unsociable', 'sociable')",0.5835616,0.5958692,0.0123076
1,0.5638759,0.042791806,"('unfriendly', 'friendly')",0.5638759,0.0427918,-0.5210841
2,-0.28058195,-0.31049973,"('unlikable', 'likable')",-0.280582,-0.3104997,-0.0299177
3,-0.5840566,-0.37018096,"('repellent', 'pleasant')",-0.5840566,-0.370181,0.2138756
4,-2.0862112,-2.2765276,"('disliked', 'liked')",-2.0862112,-2.2765276,-0.1903164
5,-0.69535494,-0.9397309,"('distant', 'outgoing')",-0.6953549,-0.9397309,-0.244376
6,-0.7125317,-1.0559696,"('distant', 'open')",-0.7125317,-1.0559696,-0.3434379
7,-0.051512137,0.041954905,"('insensitive', 'sensitive')",-0.0515121,0.0419549,0.093467
8,-0.13254738,-0.50190234,"('unaffectionate', 'affectionate')",-0.1325474,-0.5019023,-0.3693549
9,-0.19115774,-0.49104497,"('unaffectionate', 'caring')",-0.1911577,-0.491045,-0.2998873
10,-0.8361388,-0.735324,"('unsympathetic', 'sympathetic')",-0.8361388,-0.735324,0.1008148
11,0.7492577,0.83509964,"('unhelpful', 'helpful')",0.7492577,0.8350996,0.0858419
12,-0.82787544,-0.80700815,"('unsupportive', 'supportive')",-0.8278754,-0.8070081,0.0208673
13,0.0624441,0.15466477,"('impolite', 'polite')",0.0624441,0.1546648,0.0922207
14,-0.07664719,0.1307612,"('antisocial', 'social')",-0.0766472,0.1307612,0.2074084
15,1.0416071,0.84153086,"('boring', 'funny')",1.0416071,0.8415309,-0.2000762
16,-1.1334869,-1.2322974,"('unpopular', 'popular')",-1.1334869,-1.2322974,-0.0988105
17,-0.3080492,-0.2938001,"('nasty', 'nice')",-0.3080492,-0.2938001,0.0142491
18,-0.33762592,-0.4139424,"('disagreeable', 'welcoming')",-0.3376259,-0.4139424,-0.0763165
19,-0.6332237,-0.7860564,"('inhospitable', 'hospitable')",-0.6332237,-0.7860564,-0.1528327
20,0.54980236,0.5106523,"('rough', 'thoughtful')",0.5498024,0.5106523,-0.0391501
21,-0.10390254,0.115994185,"('immoral', 'moral')",-0.1039025,0.1159942,0.2198967
22,0.6602166,0.6547754,"('untrustworthy', 'trustworthy')",0.6602166,0.6547754,-0.0054412
23,1.6647536,1.7347761,"('insincere', 'sincere')",1.6647536,1.7347761,0.0700225
24,-0.24440697,-0.18874185,"('dishonest', 'honest')",-0.244407,-0.1887418,0.0556652
25,0.4785351,0.35971096,"('egoistic', 'altruistic')",0.4785351,0.359711,-0.1188241
26,1.3368834,0.94967955,"('hardhearted', 'benevolent')",1.3368834,0.9496796,-0.3872038
27,-0.38480335,-0.5367937,"('hardhearted', 'softhearted')",-0.3848034,-0.5367937,-0.1519903
28,0.45306167,0.15334883,"('disloyal', 'loyal')",0.4530617,0.1533488,-0.2997129
29,-0.3640195,-0.4636548,"('unfair', 'fair')",-0.3640195,-0.4636548,-0.0996353
