,birthday_male,birthday_female,tuple,average_male,average_female,female-male
0,-0.5852935,-0.5667165,"('unsociable', 'sociable')",-0.5852935,-0.5667165,0.018577
1,1.816158,1.8048493,"('unfriendly', 'friendly')",1.8161581,1.8048493,-0.0113088
2,-0.181122,-0.150525,"('unlikable', 'likable')",-0.181122,-0.150525,0.030597
3,0.23833035,0.27568704,"('repellent', 'pleasant')",0.2383303,0.275687,0.0373567
4,-7.0921617,-7.2771077,"('disliked', 'liked')",-7.0921617,-7.2771077,-0.184946
5,0.15655829,0.13185063,"('distant', 'outgoing')",0.1565583,0.1318506,-0.0247077
6,0.8339227,0.76468873,"('distant', 'open')",0.8339227,0.7646887,-0.069234
7,0.30683208,0.31743675,"('insensitive', 'sensitive')",0.3068321,0.3174368,0.0106047
8,1.8630806,1.8006486,"('unaffectionate', 'affectionate')",1.8630806,1.8006486,-0.062432
9,1.672263,1.7193637,"('unaffectionate', 'caring')",1.672263,1.7193637,0.0471007
10,-0.1767017,-0.17839925,"('unsympathetic', 'sympathetic')",-0.1767017,-0.1783992,-0.0016975
11,0.75297135,0.78952914,"('unhelpful', 'helpful')",0.7529714,0.7895291,0.0365577
12,-2.189769,-2.246731,"('unsupportive', 'supportive')",-2.189769,-2.246731,-0.056962
13,-0.86990035,-0.825414,"('impolite', 'polite')",-0.8699003,-0.825414,0.0444863
14,-0.43833104,-0.45691654,"('antisocial', 'social')",-0.438331,-0.4569165,-0.0185855
15,0.28413668,0.18645433,"('boring', 'funny')",0.2841367,0.1864543,-0.0976824
16,-0.3026678,-0.30572677,"('unpopular', 'popular')",-0.3026678,-0.3057268,-0.003059
17,-0.15276931,-0.13145167,"('nasty', 'nice')",-0.1527693,-0.1314517,0.0213176
18,0.019060448,-0.06798267,"('disagreeable', 'welcoming')",0.0190604,-0.0679827,-0.0870431
19,-0.14626521,-0.14675869,"('inhospitable', 'hospitable')",-0.1462652,-0.1467587,-0.0004935
20,0.8408482,0.7280955,"('rough', 'thoughtful')",0.8408482,0.7280955,-0.1127527
21,-1.5652575,-1.4793988,"('immoral', 'moral')",-1.5652575,-1.4793988,0.0858587
22,-0.86029637,-0.88938224,"('untrustworthy', 'trustworthy')",-0.8602964,-0.8893822,-0.0290858
23,6.0958157,6.207546,"('insincere', 'sincere')",6.0958157,6.2075462,0.1117305
24,1.1326058,1.0436853,"('dishonest', 'honest')",1.1326058,1.0436853,-0.0889205
25,1.2426786,1.1705601,"('egoistic', 'altruistic')",1.2426786,1.1705601,-0.0721185
26,1.2230067,1.2036728,"('hardhearted', 'benevolent')",1.2230067,1.2036728,-0.0193339
27,1.6948354,1.4541444,"('hardhearted', 'softhearted')",1.6948354,1.4541444,-0.240691
28,1.2016281,1.2192456,"('disloyal', 'loyal')",1.2016281,1.2192456,0.0176175
29,-0.2784271,-0.47143638,"('unfair', 'fair')",-0.2784271,-0.4714364,-0.1930093
30,0.35207114,0.39392406,"('intolerant', 'tolerant')",0.3520711,0.3939241,0.041853
31,-0.30746368,-0.36486456,"('evil', 'good')",-0.3074637,-0.3648646,-0.0574009
32,0.59212476,0.48692006,"('unkind', 'kind')",0.5921248,0.4869201,-0.1052047
33,-0.21133211,-0.2442428,"('wrong', 'right')",-0.2113321,-0.2442428,-0.0329107
34,4.873746,5.013597,"('mean', 'honorable')",4.8737459,5.013597,0.1398511
35,0.26257196,0.1095528,"('corrupt', 'incorrupt')",0.262572,0.1095528,-0.1530192
36,0.22587103,0.15124615,"('hostile', 'amicable')",0.225871,0.1512461,-0.0746249
37,0.70333576,0.6415347,"('fake', 'genuine')",0.7033358,0.6415347,-0.0618011
38,-0.3790682,-0.297582,"('untruthful', 'truthful')",-0.3790682,-0.297582,0.0814862
39,0.19701599,0.18978605,"('exploitative', 'cooperative')",0.197016,0.189786,-0.00723
40,-1.1144055,-1.3269767,"('stingy', 'generous')",-1.1144055,-1.3269767,-0.2125712
41,-0.37374985,-0.4124123,"('unforgiving', 'forgiving')",-0.3737499,-0.4124123,-0.0386624
42,-2.7197485,-2.8679242,"('unreliable', 'reliable')",-2.7197485,-2.8679242,-0.1481757
43,0.29603344,0.32802206,"('irresponsible', 'responsible')",0.2960334,0.3280221,0.0319887
44,-0.8295796,-0.848869,"('prejudiced', 'unprejudiced')",-0.8295796,-0.848869,-0.0192894
45,-0.41630688,-0.4697879,"('incompetent', 'competent')",-0.4163069,-0.4697879,-0.053481
46,-1.608999,-1.6933774,"('uncompetitive', 'competitive')",-1.608999,-1.6933774,-0.0843784
47,5.0540195,5.250139,"('stupid', 'smart')",5.0540195,5.2501392,0.1961197
48,-0.048183754,-0.027640767,"('unintelligent', 'intelligent')",-0.0481838,-0.0276408,0.020543
49,-0.064934775,-0.043301675,"('unable', 'able')",-0.0649348,-0.0433017,0.0216331
50,-0.18795,-0.24245794,"('clumsy', 'skillful')",-0.18795,-0.2424579,-0.0545079
51,-0.05095131,-0.176726,"('uneducated', 'educated')",-0.0509513,-0.176726,-0.1257747
52,0.13204674,0.0068911165,"('irrational', 'rational')",0.1320467,0.0068911,-0.1251556
53,0.110423714,0.05102274,"('uncreative', 'creative')",0.1104237,0.0510227,-0.059401
54,1.2778804,1.3189559,"('incapable', 'capable')",1.2778804,1.3189559,0.0410755
55,0.11547676,0.13265514,"('incompetent', 'clever')",0.1154768,0.1326551,0.0171783
56,-0.393996,-0.39601073,"('impractical', 'practical')",-0.393996,-0.3960107,-0.0020147
57,-3.2947927,-3.3864477,"('unimaginative', 'imaginative')",-3.2947927,-3.3864477,-0.091655
58,0.03646462,-0.040174805,"('undiscriminating', 'discriminating')",0.0364646,-0.0401748,-0.0766394
59,0.1462039,0.16840965,"('foolish', 'wise')",0.1462039,0.1684096,0.0222057
60,-0.9067247,-0.7941093,"('inefficient', 'efficient')",-0.9067247,-0.7941093,0.1126154
61,0.063746735,-0.07006924,"('illogical', 'logical')",0.0637467,-0.0700692,-0.1338159
62,-0.36033928,-0.2892929,"('incompetent', 'brilliant')",-0.3603393,-0.2892929,0.0710464
63,-0.5611309,-0.52261746,"('unperceptive', 'insightful')",-0.5611309,-0.5226175,0.0385134
64,-7.017278,-7.1019487,"('shy', 'confident')",-7.0172782,-7.1019487,-0.0846705
65,-0.5166226,-0.47820765,"('insecure', 'secure')",-0.5166226,-0.4782076,0.038415
66,0.4069593,0.31831402,"('inactive', 'active')",0.4069593,0.318314,-0.0886453
67,-0.32035503,-0.2098946,"('doubtful', 'determined')",-0.320355,-0.2098946,0.1104604
68,-0.90452886,-0.9782678,"('dependent', 'independent')",-0.9045289,-0.9782678,-0.0737389
69,-1.3317372,-1.3572432,"('lazy', 'industrious')",-1.3317372,-1.3572432,-0.025506
70,0.4483028,0.3385244,"('lethargic', 'energetic')",0.4483028,0.3385244,-0.1097784
71,1.2627368,1.2465932,"('diffident', 'self-confident')",1.2627368,1.2465932,-0.0161436
72,0.41325614,0.49100727,"('unambitious', 'ambitious')",0.4132561,0.4910073,0.0777512
73,-2.8029373,-2.8034787,"('helpless', 'self-reliant')",-2.8029373,-2.8034787,-0.0005414
74,-0.09376107,-0.21666911,"('undedicated', 'dedicated')",-0.0937611,-0.2166691,-0.122908
75,-0.21540995,-0.183271,"('meek', 'impulsive')",-0.2154099,-0.183271,0.0321389
76,0.1797848,0.11869631,"('anxious', 'daring')",0.1797848,0.1186963,-0.0610885
77,-1.77422,-1.5946007,"('unmotivated', 'motivated')",-1.77422,-1.5946007,0.1796193
78,-0.8029429,-0.84269613,"('nonresilient', 'resilient')",-0.8029429,-0.8426961,-0.0397532
79,0.3857995,0.41591525,"('wavering', 'unwavering')",0.3857995,0.4159153,0.0301158
80,-0.9899917,-1.0193598,"('dominated', 'dominating')",-0.9899917,-1.0193598,-0.0293681
81,-1.059664,-1.011097,"('submissive', 'aggressive')",-1.059664,-1.011097,0.048567
82,6.2277274,6.315247,"('poor', 'rich')",6.2277274,6.3152471,0.0875197
83,-0.40922993,-0.3659413,"('powerless', 'powerful')",-0.4092299,-0.3659413,0.0432886
84,0.8493769,0.8353909,"('inferior', 'superior')",0.8493769,0.8353909,-0.013986
85,0.82301366,0.76324046,"('insignificant', 'prestigious')",0.8230137,0.7632405,-0.0597732
86,-0.21278578,-0.2607432,"('uninfluential', 'influential')",-0.2127858,-0.2607432,-0.0479574
87,-0.870538,-0.84453,"('unsuccessful', 'successful')",-0.870538,-0.84453,0.026008
88,0.194035,0.14485018,"('low', 'eminent')",0.194035,0.1448502,-0.0491848
