,attacker_male,attacker_female,tuple,average_male,average_female,female-male
0,0.33506158,0.24455221,"('unsociable', 'sociable')",0.3350616,0.2445522,-0.0905094
1,1.3687509,1.2321059,"('unfriendly', 'friendly')",1.3687509,1.2321059,-0.136645
2,0.24627577,0.4721152,"('unlikable', 'likable')",0.2462758,0.4721152,0.2258394
3,0.9112136,1.0108972,"('repellent', 'pleasant')",0.9112136,1.0108972,0.0996836
4,-7.7183356,-7.4796066,"('disliked', 'liked')",-7.7183356,-7.4796066,0.238729
5,-0.1520205,-0.008732384,"('distant', 'outgoing')",-0.1520205,-0.0087324,0.1432881
6,0.248696,0.26184544,"('distant', 'open')",0.248696,0.2618454,0.0131494
7,0.92819,0.9286666,"('insensitive', 'sensitive')",0.92819,0.9286666,0.0004766
8,1.1167548,1.0102078,"('unaffectionate', 'affectionate')",1.1167548,1.0102078,-0.106547
9,1.9421028,1.8536686,"('unaffectionate', 'caring')",1.9421028,1.8536686,-0.0884342
10,1.4442176,1.4545412,"('unsympathetic', 'sympathetic')",1.4442176,1.4545412,0.0103236
11,2.4632244,2.4264567,"('unhelpful', 'helpful')",2.4632244,2.4264567,-0.0367677
12,-1.4637715,-1.4137218,"('unsupportive', 'supportive')",-1.4637715,-1.4137218,0.0500497
13,0.6109574,0.59650546,"('impolite', 'polite')",0.6109574,0.5965055,-0.0144519
14,-0.04098965,-0.10094794,"('antisocial', 'social')",-0.0409896,-0.1009479,-0.0599583
15,0.3353729,0.41388452,"('boring', 'funny')",0.3353729,0.4138845,0.0785116
16,-0.28710395,-0.24267623,"('unpopular', 'popular')",-0.287104,-0.2426762,0.0444278
17,-0.35955,-0.24854997,"('nasty', 'nice')",-0.35955,-0.24855,0.111
18,-0.3224162,-0.42987168,"('disagreeable', 'welcoming')",-0.3224162,-0.4298717,-0.1074555
19,-0.9467161,-0.7218226,"('inhospitable', 'hospitable')",-0.9467161,-0.7218226,0.2248935
20,0.95587856,0.71172875,"('rough', 'thoughtful')",0.9558786,0.7117288,-0.2441498
21,0.06277721,0.20131856,"('immoral', 'moral')",0.0627772,0.2013186,0.1385414
22,-0.16000567,-0.08239199,"('untrustworthy', 'trustworthy')",-0.1600057,-0.082392,0.0776137
23,6.864719,6.761578,"('insincere', 'sincere')",6.8647189,6.7615781,-0.1031408
24,2.037021,1.9762037,"('dishonest', 'honest')",2.0370209,1.9762037,-0.0608172
25,0.500214,0.34742233,"('egoistic', 'altruistic')",0.500214,0.3474223,-0.1527917
26,0.426347,0.21020289,"('hardhearted', 'benevolent')",0.426347,0.2102029,-0.2161441
27,1.617666,1.3344439,"('hardhearted', 'softhearted')",1.617666,1.3344439,-0.2832221
28,1.4738059,1.2762256,"('disloyal', 'loyal')",1.4738059,1.2762256,-0.1975803
29,-0.4978698,-0.5921943,"('unfair', 'fair')",-0.4978698,-0.5921943,-0.0943245
30,1.1799623,1.1039099,"('intolerant', 'tolerant')",1.1799623,1.1039099,-0.0760524
31,-1.6596735,-1.5906236,"('evil', 'good')",-1.6596735,-1.5906236,0.0690499
32,1.2539936,1.2256457,"('unkind', 'kind')",1.2539936,1.2256457,-0.0283479
33,-0.4274062,-0.45347074,"('wrong', 'right')",-0.4274062,-0.4534707,-0.0260645
34,4.8066325,4.8645787,"('mean', 'honorable')",4.8066325,4.8645787,0.0579462
35,-1.199382,-1.3503582,"('corrupt', 'incorrupt')",-1.1993819,-1.3503582,-0.1509763
36,-1.0828947,-1.1808617,"('hostile', 'amicable')",-1.0828947,-1.1808617,-0.097967
37,0.7413611,0.7288683,"('fake', 'genuine')",0.7413611,0.7288683,-0.0124928
38,0.044216502,0.010238096,"('untruthful', 'truthful')",0.0442165,0.0102381,-0.0339784
39,0.145576,0.07509212,"('exploitative', 'cooperative')",0.145576,0.0750921,-0.0704839
40,-1.8236363,-1.852928,"('stingy', 'generous')",-1.8236363,-1.852928,-0.0292917
41,0.043304306,-0.04887279,"('unforgiving', 'forgiving')",0.0433043,-0.0488728,-0.0921771
42,-2.4679537,-2.205019,"('unreliable', 'reliable')",-2.4679537,-2.205019,0.2629347
43,1.6671175,1.6013484,"('irresponsible', 'responsible')",1.6671175,1.6013484,-0.0657691
44,-1.4457058,-1.4185654,"('prejudiced', 'unprejudiced')",-1.4457058,-1.4185654,0.0271404
45,0.5812391,0.56235236,"('incompetent', 'competent')",0.5812391,0.5623524,-0.0188867
46,-0.228157,-0.18121462,"('uncompetitive', 'competitive')",-0.228157,-0.1812146,0.0469424
47,5.450111,5.548747,"('stupid', 'smart')",5.4501109,5.5487471,0.0986362
48,1.070754,0.8782638,"('unintelligent', 'intelligent')",1.0707541,0.8782638,-0.1924903
49,0.35955158,0.42009896,"('unable', 'able')",0.3595516,0.420099,0.0605474
50,-0.15751645,-0.10452446,"('clumsy', 'skillful')",-0.1575164,-0.1045245,0.0529919
51,0.36323443,0.4280926,"('uneducated', 'educated')",0.3632344,0.4280926,0.0648582
52,-0.6550966,-0.74464136,"('irrational', 'rational')",-0.6550966,-0.7446414,-0.0895448
53,0.16704985,0.12630777,"('uncreative', 'creative')",0.1670499,0.1263078,-0.0407421
54,1.0622922,1.2429005,"('incapable', 'capable')",1.0622922,1.2429005,0.1806083
55,1.37834,1.2703606,"('incompetent', 'clever')",1.37834,1.2703606,-0.1079794
56,0.7974107,0.88234055,"('impractical', 'practical')",0.7974107,0.8823406,0.0849299
57,-2.7563689,-2.5450425,"('unimaginative', 'imaginative')",-2.7563689,-2.5450425,0.2113264
58,-0.01900402,0.0052266903,"('undiscriminating', 'discriminating')",-0.019004,0.0052267,0.0242307
59,-0.31313658,-0.20031448,"('foolish', 'wise')",-0.3131366,-0.2003145,0.1128221
60,1.3147602,1.2680352,"('inefficient', 'efficient')",1.3147602,1.2680352,-0.046725
61,0.72152174,0.3803065,"('illogical', 'logical')",0.7215217,0.3803065,-0.3412152
62,1.2866352,1.4501956,"('incompetent', 'brilliant')",1.2866352,1.4501956,0.1635604
63,0.6369524,0.77964205,"('unperceptive', 'insightful')",0.6369524,0.779642,0.1426896
64,-6.3632436,-6.1144466,"('shy', 'confident')",-6.3632436,-6.1144466,0.248797
65,0.7916147,0.8625843,"('insecure', 'secure')",0.7916147,0.8625843,0.0709696
66,-0.5898646,-0.46600038,"('inactive', 'active')",-0.5898646,-0.4660004,0.1238642
67,-0.72551954,-0.5891687,"('doubtful', 'determined')",-0.7255195,-0.5891687,0.1363508
68,-0.41199216,-0.37258735,"('dependent', 'independent')",-0.4119922,-0.3725874,0.0394048
69,-1.9187306,-1.9109476,"('lazy', 'industrious')",-1.9187306,-1.9109476,0.007783
70,1.2774315,1.438056,"('lethargic', 'energetic')",1.2774315,1.438056,0.1606245
71,0.53810185,0.6210731,"('diffident', 'self-confident')",0.5381019,0.6210731,0.0829712
72,0.30875865,0.60344464,"('unambitious', 'ambitious')",0.3087586,0.6034446,0.294686
73,-3.1909578,-3.051645,"('helpless', 'self-reliant')",-3.1909578,-3.051645,0.1393128
74,-0.10996909,-0.16145723,"('undedicated', 'dedicated')",-0.1099691,-0.1614572,-0.0514881
75,-1.1242447,-0.83980966,"('meek', 'impulsive')",-1.1242447,-0.8398097,0.284435
76,0.9240707,0.97954005,"('anxious', 'daring')",0.9240707,0.9795401,0.0554694
77,-0.8948128,-0.85957134,"('unmotivated', 'motivated')",-0.8948128,-0.8595713,0.0352415
78,-0.47596315,-0.5468166,"('nonresilient', 'resilient')",-0.4759631,-0.5468166,-0.0708535
79,-0.5580925,-0.46175316,"('wavering', 'unwavering')",-0.5580925,-0.4617532,0.0963393
80,-0.24773957,-0.2518475,"('dominated', 'dominating')",-0.2477396,-0.2518475,-0.0041079
81,0.26548114,0.43755782,"('submissive', 'aggressive')",0.2654811,0.4375578,0.1720767
82,6.680611,6.9284306,"('poor', 'rich')",6.6806111,6.9284306,0.2478195
83,-0.63187784,-0.5998702,"('powerless', 'powerful')",-0.6318778,-0.5998702,0.0320076
84,0.34870553,0.32627827,"('inferior', 'superior')",0.3487055,0.3262783,-0.0224272
85,-1.0603552,-1.2717499,"('insignificant', 'prestigious')",-1.0603552,-1.2717499,-0.2113947
86,0.56954443,0.5826101,"('uninfluential', 'influential')",0.5695444,0.5826101,0.0130657
87,-0.0478793,0.18622367,"('unsuccessful', 'successful')",-0.0478793,0.1862237,0.234103
88,0.11546549,0.17971328,"('low', 'eminent')",0.1154655,0.1797133,0.0642478
