,gun_male,gun_female,tuple,average_male,average_female,female-male
0,0.043463577,-0.09424843,"('unsociable', 'sociable')",0.0434636,-0.0942484,-0.137712
1,1.4575078,1.5167656,"('unfriendly', 'friendly')",1.4575078,1.5167656,0.0592578
2,0.0257959,0.06952915,"('unlikable', 'likable')",0.0257959,0.0695292,0.0437333
3,0.43390486,0.4708265,"('repellent', 'pleasant')",0.4339049,0.4708265,0.0369216
4,-7.61487,-7.7155533,"('disliked', 'liked')",-7.6148701,-7.7155533,-0.1006832
5,-0.86427844,-0.77559906,"('distant', 'outgoing')",-0.8642784,-0.7755991,0.0886793
6,-0.21905059,-0.14866623,"('distant', 'open')",-0.2190506,-0.1486662,0.0703844
7,1.09151,1.1293486,"('insensitive', 'sensitive')",1.0915101,1.1293486,0.0378385
8,1.1524963,1.1369181,"('unaffectionate', 'affectionate')",1.1524963,1.1369181,-0.0155782
9,1.5919328,1.650112,"('unaffectionate', 'caring')",1.5919328,1.650112,0.0581792
10,1.1201398,1.0547326,"('unsympathetic', 'sympathetic')",1.1201398,1.0547326,-0.0654072
11,1.7433953,1.8125306,"('unhelpful', 'helpful')",1.7433953,1.8125306,0.0691353
12,-1.517484,-1.5482478,"('unsupportive', 'supportive')",-1.5174839,-1.5482478,-0.0307639
13,-0.40893555,-0.4774971,"('impolite', 'polite')",-0.4089355,-0.4774971,-0.0685616
14,0.2038179,0.106794186,"('antisocial', 'social')",0.2038179,0.1067942,-0.0970237
15,0.1685086,0.09067158,"('boring', 'funny')",0.1685086,0.0906716,-0.077837
16,-0.5188289,-0.41853887,"('unpopular', 'popular')",-0.5188289,-0.4185389,0.10029
17,-0.5873115,-0.4918058,"('nasty', 'nice')",-0.5873115,-0.4918058,0.0955057
18,-0.37505367,-0.4078974,"('disagreeable', 'welcoming')",-0.3750537,-0.4078974,-0.0328437
19,-0.4353463,-0.4224209,"('inhospitable', 'hospitable')",-0.4353463,-0.4224209,0.0129254
20,1.0011042,0.9688528,"('rough', 'thoughtful')",1.0011042,0.9688528,-0.0322514
21,-0.21460898,-0.2321675,"('immoral', 'moral')",-0.214609,-0.2321675,-0.0175585
22,-0.61516064,-0.7156037,"('untrustworthy', 'trustworthy')",-0.6151606,-0.7156037,-0.1004431
23,6.841831,6.912813,"('insincere', 'sincere')",6.8418312,6.9128132,0.070982
24,1.7398365,1.6264144,"('dishonest', 'honest')",1.7398365,1.6264144,-0.1134221
25,0.81631386,0.7850047,"('egoistic', 'altruistic')",0.8163139,0.7850047,-0.0313092
26,0.90324366,0.8750118,"('hardhearted', 'benevolent')",0.9032437,0.8750118,-0.0282319
27,1.3921888,1.2583455,"('hardhearted', 'softhearted')",1.3921888,1.2583455,-0.1338433
28,1.4921365,1.4288558,"('disloyal', 'loyal')",1.4921365,1.4288558,-0.0632807
29,-0.5782848,-0.6488477,"('unfair', 'fair')",-0.5782848,-0.6488477,-0.0705629
30,1.0280219,0.9872207,"('intolerant', 'tolerant')",1.0280219,0.9872207,-0.0408012
31,-1.5761471,-1.453088,"('evil', 'good')",-1.5761471,-1.453088,0.1230591
32,1.3876508,1.3070378,"('unkind', 'kind')",1.3876508,1.3070378,-0.080613
33,-0.51409376,-0.53168535,"('wrong', 'right')",-0.5140938,-0.5316854,-0.0175916
