,bank_male,bank_female,tuple,of_male,of_female,new_male,new_female,york_male,york_female,mellon_male,mellon_female,corp_male,corp_female,average_male,average_female,female-male
0,0.1146248,0.10114861,"('unsociable', 'sociable')",-0.37659487,-0.4483349,-1.1452914,-1.1790881,-0.97914064,-1.147746,-1.1411742,-1.2608614,-0.27273834,-0.43087986,-0.6333858,-0.727627,-0.0942412
1,1.0868205,1.0468436,"('unfriendly', 'friendly')",-1.1110897,-1.0276585,-0.99334675,-0.967032,-0.9515102,-0.8990753,2.3171167,2.295502,1.5436234,1.4274453,0.315269,0.3126708,-0.0025982
2,1.926622,1.9930996,"('unlikable', 'likable')",1.1887025,1.3144519,0.97646505,1.0250425,2.1036854,2.114943,1.9308894,1.9681258,0.7768016,0.91249067,1.483861,1.5546923,0.0708313
3,-0.33014184,-0.19907442,"('repellent', 'pleasant')",-0.360346,-0.24202791,-1.3064897,-1.2012984,-0.49457797,-0.4318028,-1.878659,-1.7572805,0.8992938,0.8359328,-0.5784868,-0.4992585,0.0792283
4,-0.16755755,-0.2271071,"('disliked', 'liked')",0.66374284,0.6873126,0.42726618,0.6034751,-0.5692979,-0.42348567,0.21616432,0.25335968,-6.7623963,-6.8336577,-1.0320131,-0.9900172,0.0419959
5,0.63016975,0.63457036,"('distant', 'outgoing')",-1.3535905,-1.2323574,1.0985051,1.1186035,0.20551032,0.29806015,2.551411,2.595174,-0.6760901,-0.53798056,0.4093192,0.479345,0.0700258
6,0.3236034,0.42636523,"('distant', 'open')",-1.8717163,-1.6645858,0.92535526,0.98608863,-0.016552456,0.12982789,2.7419412,2.8131778,-0.45732182,-0.33051217,0.2742182,0.3933936,0.1191754
7,0.35236984,0.5406292,"('insensitive', 'sensitive')",0.22724207,0.14155826,-1.1153684,-1.265538,-0.88130957,-0.9781877,-0.7195791,-0.6757572,0.40215477,0.38663232,-0.2890818,-0.3084438,-0.019362
8,0.8989314,0.819777,"('unaffectionate', 'affectionate')",-0.51722765,-0.4526496,-0.41588554,-0.34930143,-0.3552121,-0.26409078,3.0829377,3.0621111,0.5972617,0.5771107,0.5484676,0.5654929,0.0170253
9,1.4871027,1.468727,"('unaffectionate', 'caring')",-0.93614,-0.9218671,-0.2914682,-0.31424895,0.12814653,0.08774549,3.373148,3.3461285,1.3653705,1.4002736,0.8543599,0.8444597,-0.0099002
10,-0.6117188,-0.4036881,"('unsympathetic', 'sympathetic')",-0.5913076,-0.6645416,-1.4908328,-1.5585625,-0.7245793,-0.7964979,-1.9819791,-1.9971282,0.12952733,0.055446453,-0.8784817,-0.8941619,-0.0156802
11,0.7488823,0.84467375,"('unhelpful', 'helpful')",0.52306867,0.30213112,-0.56194574,-0.69260097,0.8833233,0.7232427,0.17868301,0.19607967,2.5708308,2.6612582,0.723807,0.6724641,-0.0513429
12,0.8308474,1.0662993,"('unsupportive', 'supportive')",0.09629201,0.25465292,0.0022964254,0.07694786,0.6777983,0.7808611,0.8517789,0.97168076,-1.8551434,-1.7834499,0.1006449,0.227832,0.1271871
13,0.82326245,0.8908092,"('impolite', 'polite')",0.56637734,0.43197885,0.108840056,-0.08536524,0.12908295,-0.10257404,-0.5965817,-0.67651,-0.69147635,-0.694505,0.0565841,-0.039361,-0.0959451
14,0.91552263,0.9898194,"('antisocial', 'social')",1.0264871,1.0306768,0.058881037,-0.031892817,0.3697108,0.23638816,-0.618923,-0.65329653,-0.22008371,-0.2619925,0.2552658,0.2182838,-0.036982
15,1.3114558,1.2184749,"('boring', 'funny')",0.7137923,0.5240862,0.8038044,0.77659696,0.29026026,0.27534914,1.4789402,1.460495,0.01665873,0.12622412,0.769152,0.7302043,-0.0389477
16,-0.17716144,-0.21144624,"('unpopular', 'popular')",-0.760465,-0.8020456,-0.7026699,-0.65966356,-1.1172808,-1.0663469,-0.8394064,-0.8884304,-0.08200586,-0.077071846,-0.613165,-0.6175008,-0.0043358
17,0.19047403,0.24209097,"('nasty', 'nice')",-0.25414425,-0.28140184,0.036029056,0.101319015,-0.37587208,-0.282803,0.07614207,0.07298855,-0.8526488,-0.7780254,-0.19667,-0.1543053,0.0423647
18,-0.21246016,-0.16339353,"('disagreeable', 'welcoming')",0.6067317,0.9005476,1.0771585,1.198899,0.34082526,0.49876687,0.48684385,0.5717316,-0.71530145,-0.70384747,0.2639663,0.383784,0.1198177
19,-0.2656718,-0.2818126,"('inhospitable', 'hospitable')",-1.212105,-1.156002,-0.20786357,-0.14986864,0.09536652,0.15173435,1.0479136,1.0072572,-0.97029316,-0.8582853,-0.2521089,-0.2144962,0.0376127
20,-0.07367246,0.0017931461,"('rough', 'thoughtful')",-0.50942194,-0.5157802,-0.35290152,-0.32988328,-0.39591125,-0.34238863,0.14554307,0.21028176,0.6155614,0.64469504,-0.0951338,-0.0552137,0.0399201
21,0.5843606,0.63899976,"('immoral', 'moral')",0.6594839,0.6054911,-0.593482,-0.67827475,-0.27783567,-0.3847782,-1.1249434,-1.1796954,-0.8280075,-0.8353044,-0.263404,-0.3055936,-0.0421896
22,-0.14455146,-0.07847127,"('untrustworthy', 'trustworthy')",0.47273865,0.48538777,-0.7630487,-0.72291046,-0.515506,-0.48752323,-1.5415612,-1.4892852,-0.7099721,-0.7035982,-0.5336502,-0.4994001,0.0342501
23,1.1277384,1.2652512,"('insincere', 'sincere')",-0.12246969,-0.25250548,-1.116965,-1.2505921,-0.23267008,-0.4513196,0.25858074,0.2128734,6.0776067,6.0013986,0.9986368,0.920851,-0.0777858
24,0.41256493,0.59039325,"('dishonest', 'honest')",0.5213897,0.5121099,-0.07012521,-0.11928477,-0.10100139,-0.14247422,0.2543672,0.28837293,1.1087503,1.0998471,0.3543243,0.371494,0.0171697
25,0.3954157,0.35773876,"('egoistic', 'altruistic')",-0.26712948,-0.2544601,0.6712666,0.6699807,0.2300976,0.19852786,1.3299611,1.2833215,1.0648088,0.97579515,0.5707367,0.538484,-0.0322527
26,1.0998572,1.1472865,"('hardhearted', 'benevolent')",-0.04995092,0.05757234,0.2528219,0.18983239,0.34502938,0.32988867,2.4070363,2.39797,1.7128717,1.6936452,0.9612776,0.9693659,0.0080883
27,-0.1491624,0.09500604,"('hardhearted', 'softhearted')",-0.2003596,-0.035711404,-0.3284592,-0.35322526,-0.3552431,-0.38619125,0.80427843,0.79677194,0.4874231,0.49935508,0.0430795,0.1026675,0.059588
28,0.5607188,0.50099194,"('disloyal', 'loyal')",-0.6475399,-0.7336387,-0.58214724,-0.7471782,-0.51462144,-0.7668648,0.42753968,0.260348,1.6885725,1.4978869,0.1554204,0.0019242,-0.1534962
29,-0.30923975,-0.2663133,"('unfair', 'fair')",-0.7546862,-0.7919967,-0.38154966,-0.43897253,-1.0790666,-1.0748419,-0.83725256,-0.79596865,-0.38923466,-0.49521095,-0.6251716,-0.643884,-0.0187124
30,0.32143837,0.42490992,"('intolerant', 'tolerant')",0.35202312,0.35162964,-1.0577775,-1.0128396,-0.1919995,-0.1877711,-0.48199978,-0.48318475,0.38761955,0.46286613,-0.1117826,-0.074065,0.0377176
31,-0.6663418,-0.70739746,"('evil', 'good')",-0.72545797,-0.49495277,0.19376698,0.47209567,-0.7248057,-0.3032945,1.1447768,1.3131541,-1.5552857,-1.5433466,-0.3888912,-0.2106236,0.1782676
32,1.0414017,1.2004,"('unkind', 'kind')",1.4363339,1.3339555,-0.6859071,-0.94030136,0.030114304,-0.34042665,0.57430273,0.45445615,1.4368255,1.3274139,0.6388452,0.5059163,-0.1329289
33,0.5903737,0.4833797,"('wrong', 'right')",0.014299955,-0.11927916,0.70509106,0.58485734,0.23093517,0.13989456,1.8184742,1.7524338,-0.69455296,-0.72102034,0.4441035,0.3533777,-0.0907258
34,1.894145,2.0185275,"('mean', 'honorable')",1.0160905,1.161272,-0.58746266,-0.43131414,0.2672184,0.46641392,0.61114544,0.74077696,5.1215243,5.347481,1.3871101,1.5505261,0.163416
35,-0.9369082,-1.0765518,"('corrupt', 'incorrupt')",-1.6915907,-1.7101183,0.5758215,0.5058351,-0.29394406,-0.30674258,1.443098,1.3191395,-1.0645539,-1.1231486,-0.3280129,-0.3985978,-0.0705849
36,0.47443575,0.30384228,"('hostile', 'amicable')",-1.3427615,-1.228671,0.62865454,0.71811855,0.1132192,0.30741596,3.1771705,3.1207757,-0.6110593,-0.67598164,0.4066099,0.42425,0.0176401
37,-1.3429456,-1.2294104,"('fake', 'genuine')",0.0020861328,0.08686912,-1.7973479,-1.7610157,-0.8708247,-0.8862811,-0.22766706,-0.21385057,0.18432611,0.20369342,-0.6753955,-0.6333325,0.042063
38,1.0778308,1.2013041,"('untruthful', 'truthful')",-0.09128662,-0.121276245,-0.3813,-0.42668325,0.26306587,0.2030502,0.7372868,0.7785485,0.19096157,0.29118648,0.2994264,0.3210216,0.0215952
39,0.88181126,0.9723626,"('exploitative', 'cooperative')",0.68180496,0.66740364,0.13379887,0.078897424,0.3897382,0.3546469,1.6273224,1.7010013,0.41979277,0.50356585,0.6890448,0.7129796,0.0239348
40,0.7162413,0.7290031,"('stingy', 'generous')",0.91369534,1.0175856,1.3418438,1.36163,0.7814923,0.8762455,1.1474725,1.1614672,-2.0724695,-2.241984,0.4713793,0.4839912,0.0126119
41,1.0106018,1.0909445,"('unforgiving', 'forgiving')",0.012631543,0.16416004,-0.30385756,-0.2034286,-0.22054008,-0.10529473,0.6896667,0.7385367,-0.40841988,-0.3999568,0.1300137,0.2141602,0.0841465
42,0.95540583,1.1358546,"('unreliable', 'reliable')",1.2776448,1.4611408,0.83038735,0.86929685,0.62705183,0.70136666,-0.7710575,-0.6634076,-2.8035412,-2.601046,0.0193152,0.1505342,0.131219
43,0.50734293,0.81302834,"('irresponsible', 'responsible')",-0.36740446,-0.17904001,-1.6365213,-1.5962322,-0.5747768,-0.54128665,-1.6198975,-1.4546413,0.59062266,0.7338572,-0.5167724,-0.3707191,0.1460533
44,-0.5183688,-0.4327295,"('prejudiced', 'unprejudiced')",0.5548938,0.6312581,0.91601497,0.9266208,0.18063304,0.18962614,-1.6793636,-1.5933946,-1.5801578,-1.4425155,-0.3543914,-0.2868558,0.0675356
45,-0.54364854,-0.37830356,"('incompetent', 'competent')",-1.01455,-1.0398736,-2.2480154,-2.1305969,-1.3241303,-1.2368501,-1.8044635,-1.7387311,-0.37731782,-0.37197238,-1.2186876,-1.1493879,0.0692997
46,0.23306125,0.34198454,"('uncompetitive', 'competitive')",-0.18285309,-0.1555058,-2.0498009,-2.014049,-0.60732615,-0.55448,-2.0386019,-1.9934086,-0.91028523,-0.95981485,-0.9259677,-0.8892123,0.0367554
47,0.9993005,1.1649821,"('stupid', 'smart')",0.21653458,0.24828316,-0.26819938,-0.30699193,0.079698645,0.038373265,0.034965087,0.084978856,5.144227,5.252103,1.034421,1.080288,0.045867
48,-0.90270174,-0.8429237,"('unintelligent', 'intelligent')",-0.86913455,-0.95826846,-2.036087,-2.0787492,-1.2050842,-1.2795918,-0.6434772,-0.6651161,0.6327655,0.53188807,-0.8372866,-0.882127,-0.0448404
49,0.14778917,0.30475888,"('unable', 'able')",-0.85988694,-0.7485451,-0.8246738,-0.7818057,-0.47559232,-0.46665114,0.46784675,0.5078032,-0.6077246,-0.49565586,-0.358707,-0.280016,0.078691
50,-0.53564864,-0.5098799,"('clumsy', 'skillful')",0.34776592,0.30493933,-0.69800264,-0.6825651,-0.040144563,-0.066503614,0.25931627,0.16467306,0.19696276,0.1800102,-0.0782918,-0.1015543,-0.0232625
51,0.012344693,-0.09165018,"('uneducated', 'educated')",1.2781248,0.9982431,0.06533267,-0.15917106,1.4794687,1.1861097,-0.23101753,-0.4406315,0.79248923,0.5799489,0.5661238,0.3454748,-0.220649
52,0.40298882,0.07485747,"('irrational', 'rational')",-0.86897,-1.109468,0.79038686,0.7109393,0.22335157,0.14057103,1.8930323,1.7383178,0.17499721,0.06612244,0.4359645,0.2702233,-0.1657412
53,0.102653414,0.057194006,"('uncreative', 'creative')",-0.6109058,-0.5598167,0.24827598,0.14606199,0.5204775,0.40605587,1.5276508,1.4490227,0.6109699,0.5324019,0.3998536,0.3384866,-0.061367
54,0.97348034,0.98789793,"('incapable', 'capable')",0.14907321,0.031179711,0.16598639,-0.017395932,0.05885995,-0.106414236,1.2731785,1.1673648,0.86900514,0.83083487,0.5815972,0.4822445,-0.0993527
55,0.15064062,0.22866538,"('incompetent', 'clever')",0.29197532,0.2718783,-0.8819715,-0.7778619,-0.28510657,-0.23249051,-1.7333436,-1.6515291,0.46815833,0.4118222,-0.3316079,-0.2915859,0.040022
56,1.3459988,1.47116,"('impractical', 'practical')",0.14674014,0.105038516,-0.8840955,-0.96122515,-0.6237077,-0.7414909,-1.2826945,-1.240204,-0.25652158,-0.18320474,-0.2590467,-0.258321,0.0007257
