,rectangle_male,rectangle_female,tuple,average_male,average_female,female-male
0,0.8392704,0.67449147,"('unsociable', 'sociable')",0.8392704,0.6744915,-0.1647789
1,0.10052125,-0.09771001,"('unfriendly', 'friendly')",0.1005213,-0.09771,-0.1982313
2,0.45830247,0.5650384,"('unlikable', 'likable')",0.4583025,0.5650384,0.1067359
3,0.12006918,0.33573452,"('repellent', 'pleasant')",0.1200692,0.3357345,0.2156653
4,-3.7179904,-3.8506603,"('disliked', 'liked')",-3.7179904,-3.8506603,-0.1326699
5,-0.8991976,-0.9953439,"('distant', 'outgoing')",-0.8991976,-0.9953439,-0.0961463
6,-0.8681482,-1.030241,"('distant', 'open')",-0.8681482,-1.030241,-0.1620928
7,1.1999116,1.376814,"('insensitive', 'sensitive')",1.1999116,1.376814,0.1769024
8,-0.11326507,-0.21846864,"('unaffectionate', 'affectionate')",-0.1132651,-0.2184686,-0.1052035
9,0.36324024,0.36679718,"('unaffectionate', 'caring')",0.3632402,0.3667972,0.003557
10,0.76179767,0.7590712,"('unsympathetic', 'sympathetic')",0.7617977,0.7590712,-0.0027265
11,1.5208092,1.7018936,"('unhelpful', 'helpful')",1.5208092,1.7018936,0.1810844
12,-0.9264463,-0.783894,"('unsupportive', 'supportive')",-0.9264463,-0.783894,0.1425523
13,0.19531697,0.28539652,"('impolite', 'polite')",0.195317,0.2853965,0.0900795
14,1.3000522,1.3024181,"('antisocial', 'social')",1.3000522,1.3024181,0.0023659
15,0.10891896,-0.004749967,"('boring', 'funny')",0.108919,-0.00475,-0.113669
16,-0.68436325,-0.5296321,"('unpopular', 'popular')",-0.6843632,-0.5296321,0.1547311
17,-0.09312917,-0.0699523,"('nasty', 'nice')",-0.0931292,-0.0699523,0.0231769
18,-0.8635856,-0.68895113,"('disagreeable', 'welcoming')",-0.8635856,-0.6889511,0.1746345
19,-1.3531573,-1.3825862,"('inhospitable', 'hospitable')",-1.3531573,-1.3825862,-0.0294289
20,0.694397,0.81323594,"('rough', 'thoughtful')",0.694397,0.8132359,0.1188389
21,0.18850212,0.5323805,"('immoral', 'moral')",0.1885021,0.5323805,0.3438784
22,0.5774278,0.5705309,"('untrustworthy', 'trustworthy')",0.5774278,0.5705309,-0.0068969
23,3.3274162,3.6064126,"('insincere', 'sincere')",3.3274162,3.6064126,0.2789964
24,0.8766438,0.84527004,"('dishonest', 'honest')",0.8766438,0.84527,-0.0313738
25,-0.1440571,-0.17100263,"('egoistic', 'altruistic')",-0.1440571,-0.1710026,-0.0269455
26,0.8544567,0.45226732,"('hardhearted', 'benevolent')",0.8544567,0.4522673,-0.4021894
27,0.851107,0.880742,"('hardhearted', 'softhearted')",0.851107,0.880742,0.029635
28,0.058671817,0.026756063,"('disloyal', 'loyal')",0.0586718,0.0267561,-0.0319157
29,0.085787885,0.01847457,"('unfair', 'fair')",0.0857879,0.0184746,-0.0673133
30,1.3229029,1.3501976,"('intolerant', 'tolerant')",1.3229029,1.3501976,0.0272947
31,-1.4521459,-1.6694138,"('evil', 'good')",-1.4521459,-1.6694138,-0.2172679
32,1.0220263,1.0090505,"('unkind', 'kind')",1.0220263,1.0090505,-0.0129758
33,-0.28197116,-0.32971728,"('wrong', 'right')",-0.2819712,-0.3297173,-0.0477461
34,2.5633905,2.7817442,"('mean', 'honorable')",2.5633905,2.7817442,0.2183537
35,-0.8511359,-1.1256074,"('corrupt', 'incorrupt')",-0.8511359,-1.1256074,-0.2744715
36,-0.88372767,-1.1491072,"('hostile', 'amicable')",-0.8837277,-1.1491072,-0.2653795
37,0.53764707,0.5476702,"('fake', 'genuine')",0.5376471,0.5476702,0.0100231
38,0.49514127,0.5068448,"('untruthful', 'truthful')",0.4951413,0.5068448,0.0117035
39,0.9806618,1.133236,"('exploitative', 'cooperative')",0.9806618,1.1332361,0.1525743
40,-1.1994342,-1.1421928,"('stingy', 'generous')",-1.1994342,-1.1421928,0.0572414
41,0.7643753,0.65538335,"('unforgiving', 'forgiving')",0.7643753,0.6553833,-0.108992
42,-0.7734344,-0.7125814,"('unreliable', 'reliable')",-0.7734344,-0.7125814,0.060853
43,0.89089864,0.93462044,"('irresponsible', 'responsible')",0.8908986,0.9346204,0.0437218
