,fluor_male,fluor_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.7815797,-0.9827348,"('unsociable', 'sociable')",0.048941344,-0.16123973,-0.3663192,-0.5719873,-0.2056681
1,-0.35848144,-0.5625513,"('unfriendly', 'friendly')",1.380699,1.2974036,0.5111088,0.3674261,-0.1436827
2,0.57894075,0.6128048,"('unlikable', 'likable')",0.739568,0.6687877,0.6592544,0.6407962,-0.0184582
3,-0.81518835,-0.70186853,"('repellent', 'pleasant')",0.80983794,0.81526196,-0.0026752,0.0566967,0.0593719
4,0.024960022,0.024108758,"('disliked', 'liked')",-6.5787024,-6.683428,-3.2768712,-3.3296595,-0.0527883
5,-0.14467472,-0.14872102,"('distant', 'outgoing')",-0.5390995,-0.42518857,-0.3418871,-0.2869548,0.0549323
6,-0.56147575,-0.5441818,"('distant', 'open')",-0.47377864,-0.38505888,-0.5176272,-0.4646204,0.0530068
7,-0.4629245,-0.3958282,"('insensitive', 'sensitive')",0.4865387,0.4380952,0.0118071,0.0211335,0.0093264
8,-0.8501052,-0.9645957,"('unaffectionate', 'affectionate')",1.1278905,1.0876523,0.1388926,0.0615283,-0.0773643
9,-0.8661078,-0.957986,"('unaffectionate', 'caring')",1.3302327,1.3152411,0.2320625,0.1786276,-0.0534349
10,-1.2120744,-1.3112365,"('unsympathetic', 'sympathetic')",-0.3618136,-0.536904,-0.786944,-0.9240702,-0.1371262
11,-0.8306864,-0.78975654,"('unhelpful', 'helpful')",1.3456035,1.4942755,0.2574585,0.3522595,0.094801
12,-0.3664402,-0.33442926,"('unsupportive', 'supportive')",-1.771914,-1.847671,-1.0691772,-1.0910501,-0.0218729
13,-0.8020804,-0.8658455,"('impolite', 'polite')",-0.930875,-0.9007076,-0.8664777,-0.8832766,-0.0167989
14,-0.18434629,-0.2673568,"('antisocial', 'social')",0.29713786,0.065952286,0.0563958,-0.1007023,-0.1570981
15,0.035498332,-0.11500678,"('boring', 'funny')",0.040491976,0.031714775,0.0379952,-0.041646,-0.0796412
16,-0.45423943,-0.39941826,"('unpopular', 'popular')",0.2391938,0.27993053,-0.1075228,-0.0597439,0.0477789
17,-0.39567366,-0.3055485,"('nasty', 'nice')",-0.68037534,-0.63176775,-0.5380245,-0.4686581,0.0693664
18,-0.96560234,-0.89972067,"('disagreeable', 'welcoming')",-0.49444783,-0.49296126,-0.7300251,-0.696341,0.0336841
19,-1.2173413,-1.2723844,"('inhospitable', 'hospitable')",-0.51344573,-0.410841,-0.8653935,-0.8416127,0.0237808
20,0.06448691,0.124334775,"('rough', 'thoughtful')",0.7540298,0.71616673,0.4092584,0.4202507,0.0109923
21,-0.44286585,-0.45030817,"('immoral', 'moral')",-0.2958054,-0.33058587,-0.3693356,-0.390447,-0.0211114
22,-0.606441,-0.60385615,"('untrustworthy', 'trustworthy')",-0.7792501,-0.888142,-0.6928456,-0.7459991,-0.0531535
23,-0.6372541,-0.682194,"('insincere', 'sincere')",5.567421,5.6818194,2.4650834,2.4998126,0.0347292
24,-0.97509724,-0.981661,"('dishonest', 'honest')",0.7468704,0.7256378,-0.1141134,-0.1280116,-0.0138982
25,0.32227877,0.33407646,"('egoistic', 'altruistic')",1.3871282,1.446055,0.8547035,0.8900658,0.0353623
26,0.521134,0.22609787,"('hardhearted', 'benevolent')",2.0747068,1.8404927,1.2979205,1.0332953,-0.2646252
27,0.6202004,0.66504014,"('hardhearted', 'softhearted')",1.3587211,1.3116038,0.9894608,0.988322,-0.0011388
28,-0.9519528,-1.0343089,"('disloyal', 'loyal')",1.2072667,1.137784,0.1276569,0.0517375,-0.0759194
29,-0.48389658,-0.55418986,"('unfair', 'fair')",-0.28615737,-0.44441196,-0.385027,-0.4993009,-0.1142739
30,-0.45946652,-0.4906319,"('intolerant', 'tolerant')",0.77585334,0.6831714,0.1581934,0.0962697,-0.0619237
31,-0.36636776,-0.27709126,"('evil', 'good')",-0.71402043,-0.72259456,-0.5401941,-0.4998429,0.0403512
32,-0.4402033,-0.56497693,"('unkind', 'kind')",1.0093645,0.78839064,0.2845806,0.1117069,-0.1728737
33,0.7450695,0.6422072,"('wrong', 'right')",-0.48070985,-0.54207057,0.1321798,0.0500683,-0.0821115
34,-0.25846094,-0.08279265,"('mean', 'honorable')",5.124285,5.52085,2.4329121,2.7190287,0.2861166
35,0.54656756,0.48990035,"('corrupt', 'incorrupt')",-0.45109534,-0.4605565,0.0477361,0.0146719,-0.0330642
36,-0.44867274,-0.56373465,"('hostile', 'amicable')",-0.26289022,-0.34168673,-0.3557815,-0.4527107,-0.0969292
37,0.03778778,0.036756374,"('fake', 'genuine')",0.32289597,0.34441176,0.1803419,0.1905841,0.0102422
38,-0.8928706,-0.9212297,"('untruthful', 'truthful')",-0.2810836,-0.14572746,-0.5869771,-0.5334786,0.0534985
39,0.39147097,0.51181966,"('exploitative', 'cooperative')",0.23497663,0.24627492,0.3132238,0.3790473,0.0658235
40,-0.21050549,-0.14569056,"('stingy', 'generous')",-1.5088369,-1.5955589,-0.8596712,-0.8706247,-0.0109535
41,-0.08160114,-0.10361847,"('unforgiving', 'forgiving')",0.22294025,0.08368842,0.0706696,-0.009965,-0.0806346
42,-0.36795038,-0.28540388,"('unreliable', 'reliable')",-3.3897357,-3.460119,-1.8788431,-1.8727615,0.0060816
43,-1.1415452,-1.0873518,"('irresponsible', 'responsible')",0.338628,0.27854636,-0.4014586,-0.4044027,-0.0029441
44,-0.17685488,-0.09155827,"('prejudiced', 'unprejudiced')",-1.5648341,-1.5908221,-0.8708445,-0.8411902,0.0296543
45,-1.1628344,-1.182457,"('incompetent', 'competent')",0.25431776,0.1420354,-0.4542583,-0.5202108,-0.0659525
46,-0.6995578,-0.6843354,"('uncompetitive', 'competitive')",-1.0275499,-1.1029673,-0.8635538,-0.8936514,-0.0300976
47,0.10797337,0.18480356,"('stupid', 'smart')",5.005392,5.209821,2.5566828,2.6973124,0.1406296
48,-0.61176187,-0.60879666,"('unintelligent', 'intelligent')",0.6801579,0.6627873,0.034198,0.0269953,-0.0072027
49,-0.4082931,-0.24093604,"('unable', 'able')",-0.4196765,-0.29571682,-0.4139848,-0.2683264,0.1456584
50,-0.14233452,-0.14742553,"('clumsy', 'skillful')",-0.057330668,-0.13488032,-0.0998326,-0.1411529,-0.0413203
51,-0.8440761,-1.0760344,"('uneducated', 'educated')",0.3996512,0.31043416,-0.2222124,-0.3828001,-0.1605877
52,-0.2812192,-0.4373141,"('irrational', 'rational')",0.21447228,0.16404194,-0.0333735,-0.1366361,-0.1032626
53,-1.1859049,-1.2694834,"('uncreative', 'creative')",0.085754275,0.071913995,-0.5500753,-0.5987847,-0.0487094
54,-0.6210691,-0.73965275,"('incapable', 'capable')",0.7805083,0.78209203,0.0797196,0.0212196,-0.0585
55,-0.9307292,-0.8767616,"('incompetent', 'clever')",0.4870484,0.42043158,-0.2218404,-0.228165,-0.0063246
56,0.052452937,-0.014358908,"('impractical', 'practical')",-0.81689185,-0.78509504,-0.3822195,-0.399727,-0.0175075
57,-1.0296506,-1.1854281,"('unimaginative', 'imaginative')",-2.847727,-3.0622437,-1.9386888,-2.123836,-0.1851472
58,0.9023553,0.83135104,"('undiscriminating', 'discriminating')",0.33544722,0.23099497,0.6189013,0.531173,-0.0877283
59,0.18311527,0.22470705,"('foolish', 'wise')",-0.03504964,0.07397199,0.0740328,0.1493395,0.0753067
60,-0.6432166,-0.4867821,"('inefficient', 'efficient')",-0.21644783,-0.07411906,-0.4298322,-0.2804506,0.1493816
61,-0.3758578,-0.46078902,"('illogical', 'logical')",0.6099398,0.40832853,0.117041,-0.0262302,-0.1432712
62,-0.2075701,-0.03345824,"('incompetent', 'brilliant')",0.38665947,0.52927256,0.0895447,0.2479072,0.1583625
63,-0.7973578,-0.7570052,"('unperceptive', 'insightful')",0.40528402,0.45024115,-0.1960369,-0.153382,0.0426549
64,-0.80311,-0.7754885,"('shy', 'confident')",-6.332827,-6.556297,-3.5679686,-3.6658926,-0.097924
65,-0.282972,-0.32614398,"('insecure', 'secure')",-0.27806866,-0.26692975,-0.2805203,-0.2965369,-0.0160166
66,-0.242661,-0.31325838,"('inactive', 'active')",0.13637008,0.12252716,-0.0531455,-0.0953656,-0.0422201
67,0.37968627,0.29524836,"('doubtful', 'determined')",-0.61333007,-0.6952675,-0.1168219,-0.2000096,-0.0831877
68,-0.49742964,-0.47011137,"('dependent', 'independent')",-0.8796329,-0.83501214,-0.6885313,-0.6525618,0.0359695
69,0.7853046,0.82435524,"('lazy', 'industrious')",-0.7098205,-0.6897266,0.037742,0.0673143,0.0295723
70,-0.75201195,-0.72856987,"('lethargic', 'energetic')",0.06592919,-0.01691663,-0.3430414,-0.3727432,-0.0297018
71,-0.38998494,-0.40527248,"('diffident', 'self-confident')",0.22579585,0.26243496,-0.0820945,-0.0714188,0.0106757
72,-0.08893159,-0.14376804,"('unambitious', 'ambitious')",-0.29619285,-0.31688565,-0.1925622,-0.2303268,-0.0377646
73,1.013366,1.0041488,"('helpless', 'self-reliant')",-2.8759456,-2.8625991,-0.9312898,-0.9292251,0.0020647
74,0.021253794,-0.032086316,"('undedicated', 'dedicated')",-0.015326645,-0.19035293,0.0029636,-0.1112196,-0.1141832
75,0.21362571,0.21177661,"('meek', 'impulsive')",-0.7280388,-0.6311133,-0.2572065,-0.2096683,0.0475382
76,-0.3157755,-0.22574705,"('anxious', 'daring')",-0.46268016,-0.39967358,-0.3892278,-0.3127103,0.0765175
77,-0.7547368,-0.67140466,"('unmotivated', 'motivated')",-1.3218818,-1.169482,-1.0383093,-0.9204433,0.117866
78,-0.39762446,-0.35161465,"('nonresilient', 'resilient')",-0.013218163,0.026949532,-0.2054213,-0.1623326,0.0430887
79,-0.17713949,-0.26631543,"('wavering', 'unwavering')",-0.4564848,-0.37050316,-0.3168122,-0.3184093,-0.0015971
80,0.28305078,0.30908138,"('dominated', 'dominating')",-0.699615,-0.69954395,-0.2082821,-0.1952313,0.0130508
81,-0.36397815,-0.38504508,"('submissive', 'aggressive')",-0.7950434,-0.7788749,-0.5795108,-0.58196,-0.0024492
82,-0.6030119,-0.6661584,"('poor', 'rich')",6.047794,6.211159,2.7223909,2.7725005,0.0501096
83,0.012140304,0.0005896017,"('powerless', 'powerful')",-1.1312828,-1.1624013,-0.5595713,-0.5809059,-0.0213346
84,0.5790908,0.54059696,"('inferior', 'superior')",0.56222016,0.6206256,0.5706555,0.5806113,0.0099558
85,0.3234382,0.31931856,"('insignificant', 'prestigious')",0.030076955,0.06976319,0.1767576,0.1945409,0.0177833
86,-1.3213944,-1.6205254,"('uninfluential', 'influential')",0.09808593,-0.15591969,-0.6116543,-0.8882225,-0.2765682
87,0.43003175,0.312701,"('unsuccessful', 'successful')",1.0782175,1.1044787,0.7541246,0.7085899,-0.0455347
88,-0.59817386,-0.7222096,"('low', 'eminent')",-0.36116117,-0.45401075,-0.4796675,-0.5881101,-0.1084426
