,first_male,first_female,tuple,horizon_male,horizon_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.43460894,-0.6489235,"('unsociable', 'sociable')",-0.22259587,-0.53908986,-0.26577494,-0.42291203,-0.3076599,-0.5369751,-0.2293152
1,-1.5960064,-1.6251767,"('unfriendly', 'friendly')",-0.47750157,-0.6276614,1.4734949,1.4120892,-0.2000044,-0.2802496,-0.0802452
2,0.7027981,0.68519205,"('unlikable', 'likable')",0.9652711,0.998867,0.85867846,0.90754014,0.8422492,0.8638664,0.0216172
3,0.49711704,0.51264685,"('repellent', 'pleasant')",0.19351134,0.26320204,0.80473727,0.83441496,0.4984552,0.5367546,0.0382994
4,-0.84891295,-0.8259833,"('disliked', 'liked')",-0.19166479,-0.08072969,-6.7385845,-6.948499,-2.5930541,-2.6184041,-0.02535
5,-1.5950857,-1.5623616,"('distant', 'outgoing')",-1.3118557,-1.2014842,-0.39408323,-0.23454338,-1.1003416,-0.9994631,0.1008785
6,-1.5336913,-1.4796238,"('distant', 'open')",-1.7880925,-1.668377,-0.4695913,-0.28725016,-1.2637917,-1.1450836,0.1187081
7,1.1914862,1.1724138,"('insensitive', 'sensitive')",0.93567014,0.84250736,0.13430603,0.17905918,0.7538207,0.7313268,-0.0224939
8,-1.4880751,-1.4996686,"('unaffectionate', 'affectionate')",-0.5938853,-0.6356323,0.60041744,0.69295096,-0.4938477,-0.4807833,0.0130644
9,-0.24252173,-0.19084466,"('unaffectionate', 'caring')",0.054664955,0.0027412307,1.2584682,1.4058659,0.3568705,0.4059208,0.0490503
10,0.5806091,0.4817434,"('unsympathetic', 'sympathetic')",-0.4022049,-0.63635135,-0.801274,-0.7457996,-0.2076233,-0.3001359,-0.0925126
11,0.98976994,0.95646673,"('unhelpful', 'helpful')",0.30742276,0.25771412,1.9665722,2.070814,1.0879216,1.0949982,0.0070766
12,0.5473702,0.5990019,"('unsupportive', 'supportive')",0.9437969,0.9811456,-2.254488,-2.1928124,-0.2544403,-0.2042216,0.0502187
13,1.0804576,0.8564313,"('impolite', 'polite')",0.82384294,0.57699895,-0.68434054,-0.6747333,0.4066533,0.252899,-0.1537543
14,0.52153677,0.40562943,"('antisocial', 'social')",0.62012494,0.42158052,-0.27634266,-0.45301285,0.2884397,0.1247324,-0.1637073
15,0.04600682,-0.05915545,"('boring', 'funny')",-0.09432061,-0.22554813,-0.2336211,-0.21293923,-0.0939783,-0.1658809,-0.0719026
