,q_male,q_female,tuple,e_male,e_female,p_male,p_female,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,0.48014778,0.14530885,"('unsociable', 'sociable')",-0.54590017,-0.7436634,0.57582366,0.42631564,0.6144159,0.47805193,-0.32718128,-0.423452,0.1594612,-0.0234878,-0.182949
1,-1.7305745,-1.7829082,"('unfriendly', 'friendly')",-2.4113843,-2.4293282,-1.3308158,-1.4138646,0.2490258,0.017150197,1.4456875,1.3751123,-0.7556122,-0.8467676,-0.0911554
2,1.4938415,1.5807517,"('unlikable', 'likable')",1.4547288,1.5756739,1.0999646,1.1274953,1.1804527,1.1804147,0.74692976,0.87724566,1.1951835,1.2683163,0.0731328
3,1.1798795,1.1629093,"('repellent', 'pleasant')",0.6531413,0.71419406,0.7541324,0.8115127,1.3574461,1.4936463,0.23831697,0.32301658,0.8365833,0.9010558,0.0644725
4,0.0032379432,0.03355651,"('disliked', 'liked')",0.25974256,0.30680293,0.6043587,0.5891081,-0.37427863,-0.48029703,-5.8617177,-5.964678,-1.0737314,-1.1031014,-0.02937
5,-1.4957277,-1.392609,"('distant', 'outgoing')",-0.43544227,-0.36870065,-0.39641008,-0.39094213,0.11391708,0.15582104,0.019677166,0.034033928,-0.4387971,-0.3924793,0.0463178
6,-1.2361412,-1.1085776,"('distant', 'open')",-0.24825639,-0.111530825,-0.39260414,-0.32432562,-0.8254884,-0.8045714,0.3144374,0.33313847,-0.4776105,-0.4031734,0.0744371
7,0.6463127,0.5368319,"('insensitive', 'sensitive')",-0.5346964,-0.63599116,0.103878036,0.036076322,1.1368021,1.1420593,0.8518183,0.86218804,0.440823,0.3882329,-0.0525901
8,-1.5734493,-1.5828475,"('unaffectionate', 'affectionate')",-2.0742562,-2.0302656,-1.548128,-1.5560888,-0.8594359,-0.918756,0.55818313,0.5438114,-1.0994173,-1.1088293,-0.009412
9,-0.48068565,-0.5163844,"('unaffectionate', 'caring')",-1.6385593,-1.6240245,-0.44355303,-0.40578997,0.8379638,0.7763939,1.0432969,1.0711496,-0.1363075,-0.1397311,-0.0034236
10,0.7592761,0.5218263,"('unsympathetic', 'sympathetic')",-0.20893344,-0.28174943,-0.22307861,-0.27377883,0.11400173,0.09035895,-0.026404526,-0.057749216,0.0829723,-0.0002184,-0.0831907
11,0.7344055,0.6617481,"('unhelpful', 'helpful')",-0.6834099,-0.7189665,0.8986158,0.93552625,1.1760083,1.2215183,1.9732686,2.0260608,0.8197777,0.8251774,0.0053997
12,0.98690677,0.95263195,"('unsupportive', 'supportive')",-0.21841857,-0.16563118,0.96663123,1.0733023,1.038186,1.089363,-1.6427221,-1.5816221,0.2261167,0.2736088,0.0474921
13,0.9747902,0.8498829,"('impolite', 'polite')",0.6886607,0.6150762,1.2514126,1.2471615,0.58843875,0.60450244,0.05664075,-0.010192428,0.7119886,0.6612861,-0.0507025
14,1.7268475,1.5302896,"('antisocial', 'social')",1.3814067,1.2177999,1.4084954,1.3739818,0.9847488,0.96444815,-0.25955233,-0.33108276,1.0483891,0.9510873,-0.0973018
15,0.5583633,0.5454506,"('boring', 'funny')",0.32692474,0.22804767,0.6515641,0.59684074,-0.36118045,-0.41680697,0.6950966,0.62164664,0.3741537,0.3150357,-0.059118
16,-0.26891118,-0.22625217,"('unpopular', 'popular')",0.10630637,0.26136553,0.08534354,0.13690637,0.017727636,-0.018891227,0.47701263,0.4371168,0.0834958,0.1180491,0.0345533
17,0.58730346,0.58460236,"('nasty', 'nice')",0.3226188,0.37761885,0.6380629,0.7199751,-0.03640066,0.10513261,-0.3800809,-0.32554412,0.2263007,0.292357,0.0660563
18,-1.3505714,-1.2644626,"('disagreeable', 'welcoming')",-0.91255623,-0.76363575,-0.72060204,-0.7087456,-1.1563113,-1.1709113,-0.6772591,-0.61788124,-0.96346,-0.9051273,0.0583327
19,-0.178657,-0.07011449,"('inhospitable', 'hospitable')",-0.4752294,-0.3223112,0.57809824,0.6766017,-1.1380357,-1.0195465,-0.22381604,-0.11928119,-0.287528,-0.1709303,0.1165977
20,-0.26278815,-0.31530023,"('rough', 'thoughtful')",-0.71689856,-0.64538,-0.49071154,-0.40427274,-0.30983955,-0.25620317,0.860307,0.8343613,-0.1839862,-0.157359,0.0266272
21,1.4420459,1.3639072,"('immoral', 'moral')",0.9806931,0.9786965,1.5563428,1.6007845,1.2361321,1.2356594,-0.67814016,-0.6112818,0.9074147,0.9135531,0.0061384
22,2.0889263,2.0580337,"('untrustworthy', 'trustworthy')",1.8941495,1.8898375,0.98448473,0.9550845,-0.097028606,-0.13850689,-0.7531947,-0.75633234,0.8234674,0.8016232,-0.0218442
23,0.9544944,0.82096183,"('insincere', 'sincere')",-1.1061344,-1.190382,0.016645495,-0.047729116,1.3807802,1.3337253,5.6174197,5.564874,1.3726411,1.29629,-0.0763511
24,0.16267827,0.13769859,"('dishonest', 'honest')",-0.38467363,-0.3793243,-1.2899833,-1.4267375,0.5300251,0.4383547,0.868433,0.83541167,-0.0227041,-0.0789194,-0.0562153
25,-1.3099973,-1.31769,"('egoistic', 'altruistic')",-0.49267173,-0.42639244,-1.1080656,-1.0922575,0.09310493,0.016802423,1.0392653,0.9987079,-0.3556729,-0.3641659,-0.008493
26,-1.3662565,-1.374357,"('hardhearted', 'benevolent')",-0.82721615,-0.86889976,-1.3455398,-1.4304762,0.49953377,0.44553998,1.3909764,1.3550422,-0.3297005,-0.3746302,-0.0449297
27,-1.1739643,-1.2038572,"('hardhearted', 'softhearted')",-1.7045231,-1.6578113,-1.2631042,-1.1647437,-0.22084226,-0.119673245,1.1821065,1.1094005,-0.6360655,-0.607337,0.0287285
