,catalent_male,catalent_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.30107003,-0.47842896,"('unsociable', 'sociable')",-0.5082947,-0.6605121,-0.4046824,-0.5694705,-0.1647881
1,-1.4839824,-1.6011947,"('unfriendly', 'friendly')",2.124633,2.0918458,0.3203253,0.2453255,-0.0749998
2,0.5133007,0.4359193,"('unlikable', 'likable')",0.59147257,0.5858763,0.5523866,0.5108978,-0.0414888
3,-1.0170712,-0.9505254,"('repellent', 'pleasant')",0.15434414,0.26841667,-0.4313636,-0.3410544,0.0903092
4,-0.551595,-0.59261,"('disliked', 'liked')",-6.0237937,-6.0091257,-3.2876945,-3.3008678,-0.0131733
5,-1.427231,-1.3745757,"('distant', 'outgoing')",0.2395186,0.31145597,-0.5938562,-0.5315599,0.0622963
6,-1.8043712,-1.774668,"('distant', 'open')",0.4823503,0.5568968,-0.6610105,-0.6088856,0.0521249
7,-0.13421258,-0.06769888,"('insensitive', 'sensitive')",0.5743339,0.7066463,0.2200607,0.3194737,0.099413
8,-1.1908486,-1.25973,"('unaffectionate', 'affectionate')",1.1814588,1.1115276,-0.0046949,-0.0741012,-0.0694063
9,-1.4692792,-1.4935405,"('unaffectionate', 'caring')",1.2132039,1.2561897,-0.1280376,-0.1186754,0.0093622
10,-0.68571293,-0.7366051,"('unsympathetic', 'sympathetic')",-0.8409627,-0.8769001,-0.7633379,-0.8067526,-0.0434147
11,0.11030654,0.11027351,"('unhelpful', 'helpful')",1.6070825,1.7112095,0.8586945,0.9107415,0.052047
12,-0.30843696,-0.281928,"('unsupportive', 'supportive')",-1.6848936,-1.6261353,-0.9966653,-0.9540317,0.0426336
13,-0.34484676,-0.5030996,"('impolite', 'polite')",-0.8035865,-0.82087255,-0.5742166,-0.6619861,-0.0877695
14,0.45526627,0.42964348,"('antisocial', 'social')",-0.52892727,-0.6240761,-0.0368305,-0.0972163,-0.0603858
15,0.29665264,0.17189719,"('boring', 'funny')",0.66683596,0.58348775,0.4817443,0.3776925,-0.1040518
16,-0.73505527,-0.7188553,"('unpopular', 'popular')",0.43838573,0.5065397,-0.1483348,-0.1061578,0.042177
17,-0.20512079,-0.20902193,"('nasty', 'nice')",-0.16394877,-0.118197955,-0.1845348,-0.1636099,0.0209249
18,-0.26160067,-0.23476613,"('disagreeable', 'welcoming')",0.033189077,0.034739185,-0.1142058,-0.1000135,0.0141923
19,-1.4192634,-1.4265708,"('inhospitable', 'hospitable')",0.3592846,0.4074872,-0.5299894,-0.5095417,0.0204477
20,0.12756735,0.10155535,"('rough', 'thoughtful')",0.9395416,0.8805454,0.5335544,0.4910504,-0.042504
21,0.5353115,0.43009982,"('immoral', 'moral')",-0.6016251,-0.6091132,-0.0331568,-0.0895067,-0.0563499
22,0.35555604,0.30965528,"('untrustworthy', 'trustworthy')",-0.70188284,-0.7309997,-0.1731634,-0.2106722,-0.0375088
23,-0.5021358,-0.55712575,"('insincere', 'sincere')",5.6128187,5.7007785,2.5553415,2.5718265,0.016485
24,-0.36515328,-0.42834964,"('dishonest', 'honest')",0.7567254,0.712925,0.195786,0.1422877,-0.0534983
25,-0.0047253184,-0.006572861,"('egoistic', 'altruistic')",2.0376377,1.9921013,1.0164562,0.9927642,-0.023692
26,-0.14575721,-0.31056583,"('hardhearted', 'benevolent')",1.8132583,1.5780953,0.8337505,0.6337647,-0.1999858
27,-0.37109947,-0.36010432,"('hardhearted', 'softhearted')",1.7191172,1.6417644,0.6740088,0.64083,-0.0331788
28,-0.3356089,-0.40718043,"('disloyal', 'loyal')",1.0607896,0.99908173,0.3625903,0.2959507,-0.0666396
29,-0.40015325,-0.4466297,"('unfair', 'fair')",-0.23683512,-0.43973562,-0.3184942,-0.4431826,-0.1246884
30,0.3724541,0.295275,"('intolerant', 'tolerant')",1.3495154,1.3037479,0.8609848,0.7995114,-0.0614734
31,-1.4999313,-1.5242211,"('evil', 'good')",-0.5041644,-0.5500889,-1.0020479,-1.0371549,-0.035107
32,0.48218936,0.33715788,"('unkind', 'kind')",1.0908188,0.88688385,0.786504,0.6120209,-0.1744831
33,-0.22286123,-0.26373616,"('wrong', 'right')",-0.28565496,-0.35570863,-0.2542581,-0.3097224,-0.0554643
34,0.04230544,0.10542561,"('mean', 'honorable')",5.9481053,6.161736,2.9952054,3.1335809,0.1383755
35,-0.11486737,-0.13237302,"('corrupt', 'incorrupt')",0.23464285,0.06187963,0.0598877,-0.0352467,-0.0951344
36,-1.3811685,-1.4673657,"('hostile', 'amicable')",0.4959259,0.26932067,-0.4426213,-0.5990225,-0.1564012
37,0.3086931,0.30178893,"('fake', 'genuine')",0.3474594,0.381505,0.3280762,0.341647,0.0135708
38,-0.7569462,-0.7929122,"('untruthful', 'truthful')",0.03231303,0.12925014,-0.3623166,-0.331831,0.0304856
39,0.9417355,0.8869324,"('exploitative', 'cooperative')",0.1763648,0.08603718,0.5590501,0.4864848,-0.0725653
40,0.006393967,0.00930416,"('stingy', 'generous')",-1.1779957,-1.2105408,-0.5858009,-0.6006183,-0.0148174
41,0.33474573,0.24699974,"('unforgiving', 'forgiving')",0.058951795,-0.077869326,0.1968488,0.0845652,-0.1122836
42,0.7657852,0.78792745,"('unreliable', 'reliable')",-3.4476466,-3.3510315,-1.3409307,-1.2815521,0.0593786
43,-0.11956431,-0.18718281,"('irresponsible', 'responsible')",0.43602535,0.3965717,0.1582305,0.1046944,-0.0535361
44,0.543576,0.468693,"('prejudiced', 'unprejudiced')",-1.6612922,-1.752621,-0.5588581,-0.641964,-0.0831059
45,-0.19172744,-0.22955877,"('incompetent', 'competent')",-0.26391038,-0.24557737,-0.2278189,-0.2375681,-0.0097492
46,-0.30207735,-0.32035255,"('uncompetitive', 'competitive')",-0.88701534,-0.9129389,-0.5945463,-0.6166457,-0.0220994
47,0.1678273,0.15599063,"('stupid', 'smart')",5.2496467,5.4336443,2.7087369,2.7948174,0.0860805
48,0.13407367,0.030445926,"('unintelligent', 'intelligent')",0.7626583,0.7050353,0.448366,0.3677406,-0.0806254
49,0.21918195,0.30065987,"('unable', 'able')",0.11378817,0.2978452,0.1664851,0.2992525,0.1327674
50,0.39885214,0.4135165,"('clumsy', 'skillful')",0.24457763,0.2959152,0.3217149,0.3547158,0.0330009
51,0.07251316,-0.08305401,"('uneducated', 'educated')",0.57481897,0.48158315,0.3236661,0.1992646,-0.1244015
52,-0.7049044,-0.85195553,"('irrational', 'rational')",0.51610845,0.34860542,-0.094398,-0.2516751,-0.1572771
53,-1.8453496,-1.7951974,"('uncreative', 'creative')",0.7212103,0.7437799,-0.5620697,-0.5257087,0.036361
54,-0.7179986,-0.790116,"('incapable', 'capable')",1.3161001,1.3247763,0.2990507,0.2673301,-0.0317206
55,0.65218645,0.6376736,"('incompetent', 'clever')",-0.009510659,-0.020721383,0.3213379,0.3084761,-0.0128618
56,0.777202,0.7443725,"('impractical', 'practical')",-0.5828227,-0.4616152,0.0971897,0.1413786,0.0441889
57,-0.55012673,-0.62049747,"('unimaginative', 'imaginative')",-2.538115,-2.614496,-1.5441209,-1.6174967,-0.0733758
58,-0.5231708,-0.56056887,"('undiscriminating', 'discriminating')",0.23228283,0.22291264,-0.145444,-0.1688281,-0.0233841
59,-0.008658789,-0.0017902963,"('foolish', 'wise')",0.64944094,0.64736676,0.3203911,0.3227882,0.0023971
60,1.0204885,1.0194916,"('inefficient', 'efficient')",-0.29572254,-0.14741758,0.362383,0.436037,0.073654
61,-0.75345635,-0.910447,"('illogical', 'logical')",0.2828404,0.07809412,-0.235308,-0.4161764,-0.1808684
62,0.15582833,0.21685487,"('incompetent', 'brilliant')",0.042075634,0.3228808,0.098952,0.2698678,0.1709158
63,-0.71403855,-0.7533371,"('unperceptive', 'insightful')",0.7154453,0.85086733,0.0007034,0.0487651,0.0480617
64,0.33023575,0.22051229,"('shy', 'confident')",-6.7444496,-6.8477216,-3.2071068,-3.3136046,-0.1064978
65,0.4614377,0.37375587,"('insecure', 'secure')",-0.6989257,-0.7281233,-0.118744,-0.1771837,-0.0584397
66,-1.4911798,-1.5404084,"('inactive', 'active')",0.38954002,0.29446265,-0.5508199,-0.6229728,-0.0721529
67,0.24498077,0.21769685,"('doubtful', 'determined')",-0.8018994,-0.86627275,-0.2784593,-0.324288,-0.0458287
68,-0.20736243,-0.2100266,"('dependent', 'independent')",-0.14078094,-0.12978916,-0.1740717,-0.1699079,0.0041638
69,0.1354237,0.12997009,"('lazy', 'industrious')",-0.28780165,-0.34597734,-0.076189,-0.1080036,-0.0318146
70,0.08687191,0.055591814,"('lethargic', 'energetic')",0.14105159,0.19149752,0.1139617,0.1235447,0.009583
71,-0.5084581,-0.46864325,"('diffident', 'self-confident')",0.50044173,0.5446972,-0.0040082,0.038027,0.0420352
72,-0.48640513,-0.47476318,"('unambitious', 'ambitious')",-0.7399536,-0.7071784,-0.6131793,-0.5909708,0.0222085
73,0.34180498,0.35237193,"('helpless', 'self-reliant')",-2.5706358,-2.484283,-1.1144154,-1.0659555,0.0484599
74,0.14939564,0.08852197,"('undedicated', 'dedicated')",0.0057800515,-0.05895271,0.0775879,0.0147846,-0.0628033
75,-0.21865118,-0.23511879,"('meek', 'impulsive')",-0.37601736,-0.30295515,-0.2973343,-0.269037,0.0282973
76,0.5512234,0.573641,"('anxious', 'daring')",-0.23679194,-0.20449722,0.1572157,0.1845719,0.0273562
77,-0.10227448,-0.10557047,"('unmotivated', 'motivated')",-1.3022001,-1.1844112,-0.7022372,-0.6449908,0.0572464
78,-0.10208178,0.0064661372,"('nonresilient', 'resilient')",0.13469216,0.28602153,0.0163052,0.1462438,0.1299386
79,-0.9975259,-1.0219101,"('wavering', 'unwavering')",0.13869123,0.15561804,-0.4294173,-0.433146,-0.0037287
80,0.022039615,0.06683746,"('dominated', 'dominating')",-1.6087505,-1.5241616,-0.7933554,-0.7286621,0.0646933
81,0.82198495,0.708982,"('submissive', 'aggressive')",-0.9577629,-0.96285063,-0.067889,-0.1269343,-0.0590453
82,-0.000779327,-0.004316993,"('poor', 'rich')",6.0249796,6.2449727,3.0121002,3.1203279,0.1082277
83,-0.3043743,-0.34592217,"('powerless', 'powerful')",-1.1063077,-1.1596618,-0.705341,-0.752792,-0.047451
84,0.5219507,0.48000067,"('inferior', 'superior')",0.97931576,0.9415898,0.7506332,0.7107952,-0.039838
85,-0.6690354,-0.7735521,"('insignificant', 'prestigious')",1.0326757,0.9491037,0.1818202,0.0877758,-0.0940444
86,-1.222208,-1.3668808,"('uninfluential', 'influential')",0.07818733,-0.12144371,-0.5720103,-0.7441623,-0.172152
87,0.021664055,-0.050620295,"('unsuccessful', 'successful')",0.7156466,0.8085348,0.3686554,0.3789572,0.0103018
88,-0.550344,-0.7166477,"('low', 'eminent')",0.4372687,0.39799982,-0.0565376,-0.1593239,-0.1027863
