,akamai_male,akamai_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.8336658,-1.9326792,"('unsociable', 'sociable')",-0.12688461,-0.29440594,-0.87557095,-1.0787771,-0.9453738,-1.1019541,-0.1565803
1,-0.2693827,-0.4071293,"('unfriendly', 'friendly')",0.48016462,0.2795596,2.212698,2.1402528,0.8078267,0.6708944,-0.1369323
2,0.77132916,0.7879692,"('unlikable', 'likable')",0.34082794,0.41329846,0.5686196,0.7028635,0.5602589,0.6347104,0.0744515
3,-0.60164565,-0.45925602,"('repellent', 'pleasant')",0.6071212,0.6748452,0.11619063,0.0984185,0.0405554,0.1046692,0.0641138
4,1.0104907,0.9611064,"('disliked', 'liked')",-0.7389139,-0.7989405,-5.990181,-6.0007033,-1.9062014,-1.9461791,-0.0399777
5,-0.2764754,-0.30675444,"('distant', 'outgoing')",-1.0118577,-0.9234037,-0.05148524,0.08228054,-0.4466062,-0.3826259,0.0639803
6,-0.12528951,-0.12306274,"('distant', 'open')",-1.2273706,-1.1636802,0.6500486,0.80401814,-0.2342039,-0.1609083,0.0732956
7,-0.42716998,-0.3543661,"('insensitive', 'sensitive')",0.84481066,0.9006526,0.6238122,0.617345,0.347151,0.3878771,0.0407261
8,0.1331312,0.059958078,"('unaffectionate', 'affectionate')",0.5203079,0.48755616,1.3777654,1.3605896,0.6770682,0.6360346,-0.0410336
9,-0.4240539,-0.49846074,"('unaffectionate', 'caring')",0.43647188,0.32187635,1.3803698,1.3417108,0.4642626,0.3883755,-0.0758871
10,-1.5330534,-1.4249672,"('unsympathetic', 'sympathetic')",-0.10109025,-0.14360839,-0.9080366,-1.0289482,-0.8473934,-0.8658412,-0.0184478
11,-0.75694877,-0.71044326,"('unhelpful', 'helpful')",1.0633245,1.0861148,1.4748062,1.4656852,0.5937273,0.6137856,0.0200583
12,-0.45402193,-0.3120934,"('unsupportive', 'supportive')",0.5761686,0.6735946,-1.9687293,-1.9322499,-0.6155276,-0.5235829,0.0919447
13,-0.9981409,-1.0083684,"('impolite', 'polite')",-0.06537546,-0.1020706,-0.6170437,-0.6928459,-0.5601867,-0.601095,-0.0409083
14,-0.90121603,-0.87211984,"('antisocial', 'social')",1.1321771,1.1393195,-0.8683173,-1.0134888,-0.2124521,-0.248763,-0.0363109
15,0.7271131,0.5967867,"('boring', 'funny')",0.04658313,-0.02981504,0.87104696,0.8384155,0.5482477,0.4684624,-0.0797853
16,0.15034595,0.095181644,"('unpopular', 'popular')",-0.6473061,-0.6096745,0.53071964,0.57079726,0.0112532,0.0187681,0.0075149
17,-0.13561392,-0.07701725,"('nasty', 'nice')",-0.35834673,-0.2947932,-0.04458569,-0.00026385486,-0.1795154,-0.1240248,0.0554906
18,0.3037654,0.37499097,"('disagreeable', 'welcoming')",0.43423164,0.49388587,-0.16014646,-0.12026358,0.1926169,0.2495377,0.0569208
19,-0.19011208,-0.1968239,"('inhospitable', 'hospitable')",-1.0113332,-0.994317,0.20794696,0.40033272,-0.3311661,-0.2636027,0.0675634
20,0.31701615,0.31905088,"('rough', 'thoughtful')",1.0336311,1.130699,1.069577,0.98347676,0.8067414,0.8110755,0.0043341
21,-0.24444146,-0.2423268,"('immoral', 'moral')",0.87804455,0.8002512,-1.0682638,-1.1433936,-0.1448869,-0.1951564,-0.0502695
22,-0.7277038,-0.63125765,"('untrustworthy', 'trustworthy')",-0.12043457,-0.1355047,-1.0505546,-1.1386418,-0.6328977,-0.6351347,-0.002237
23,-1.0611907,-1.0876578,"('insincere', 'sincere')",0.32024252,0.2737936,5.182814,5.0286317,1.480622,1.4049225,-0.0756995
24,-0.56679606,-0.57877016,"('dishonest', 'honest')",-0.8272125,-0.9050692,0.4639197,0.3580163,-0.3100296,-0.3752743,-0.0652447
25,0.16113728,0.07720667,"('egoistic', 'altruistic')",0.89101523,0.8163271,1.9943376,1.9500749,1.0154967,0.9478695,-0.0676272
26,1.040064,0.9527004,"('hardhearted', 'benevolent')",1.1694337,1.162295,2.126921,2.0455847,1.4454729,1.3868601,-0.0586128
27,-0.09604162,-0.028047064,"('hardhearted', 'softhearted')",0.28349593,0.3055513,1.4094908,1.3799287,0.5323151,0.5524776,0.0201625
28,-0.12118773,-0.2481918,"('disloyal', 'loyal')",0.6010604,0.4531408,1.1025195,0.89630413,0.5274641,0.3670844,-0.1603797
29,-0.55712867,-0.5784286,"('unfair', 'fair')",-0.8790554,-0.86980146,-0.4268833,-0.54558164,-0.6210225,-0.6646039,-0.0435814
30,-0.2887325,-0.301134,"('intolerant', 'tolerant')",1.7264985,1.6491522,1.0373865,0.98805195,0.8250508,0.77869,-0.0463608
31,-0.42181185,-0.39591056,"('evil', 'good')",-0.877599,-0.9057195,-0.47290602,-0.46032938,-0.5907723,-0.5873198,0.0034525
32,-0.89078814,-0.93794876,"('unkind', 'kind')",0.18687108,0.18700865,0.60408163,0.44812995,-0.0332785,-0.1009367,-0.0676582
33,0.6601777,0.6186282,"('wrong', 'right')",0.13842228,0.1180494,-0.039640814,-0.07318246,0.2529864,0.221165,-0.0318214
34,-0.13168193,-0.06925991,"('mean', 'honorable')",0.34999222,0.47179177,6.2925453,6.435154,2.1702852,2.2792285,0.1089433
35,1.1486973,1.0326774,"('corrupt', 'incorrupt')",-0.9895656,-1.0295256,0.22792146,0.2013057,0.1290177,0.0681525,-0.0608652
36,0.921517,0.7628287,"('hostile', 'amicable')",-0.8630799,-1.0056912,1.0788091,0.9852539,0.3790821,0.2474638,-0.1316183
37,-0.21159258,-0.20528814,"('fake', 'genuine')",-0.17373045,-0.1765293,0.17178683,0.20526893,-0.0711787,-0.0588495,0.0123292
38,-0.41967654,-0.35950238,"('untruthful', 'truthful')",-1.0136746,-0.9935864,-0.17991725,-0.119544685,-0.5377561,-0.4908779,0.0468782
39,0.29782897,0.30373046,"('exploitative', 'cooperative')",0.8912809,0.9084809,0.41849914,0.3798997,0.5358696,0.5307037,-0.0051659
40,0.04158563,0.018852198,"('stingy', 'generous')",0.18335412,0.17340803,-1.4468632,-1.5187031,-0.4073078,-0.4421476,-0.0348398
41,0.050801914,0.067682445,"('unforgiving', 'forgiving')",-0.34423304,-0.29937416,0.42222,0.30513722,0.0429296,0.0244818,-0.0184478
42,0.10457582,0.29189566,"('unreliable', 'reliable')",-1.3741186,-1.1513586,-3.5191343,-3.3811924,-1.5962257,-1.4135518,0.1826739
43,-1.1978045,-1.0473691,"('irresponsible', 'responsible')",-0.4754083,-0.35242826,-0.16664648,-0.14714666,-0.6132864,-0.515648,0.0976384
44,-0.3829457,-0.35614443,"('prejudiced', 'unprejudiced')",-0.7142963,-0.61741686,-1.3037443,-1.2297449,-0.8003287,-0.7344354,0.0658933
45,-1.0485649,-0.9562757,"('incompetent', 'competent')",0.09471077,0.08529948,-0.6437565,-0.7454757,-0.5325369,-0.5388173,-0.0062804
46,-0.994818,-0.9140495,"('uncompetitive', 'competitive')",0.7808415,0.8061362,-0.80843526,-0.94636583,-0.3408039,-0.3514264,-0.0106225
47,-1.0409211,-0.9158433,"('stupid', 'smart')",0.8223983,0.9333153,5.008071,5.083081,1.596516,1.7001842,0.1036682
48,-0.6305125,-0.672328,"('unintelligent', 'intelligent')",1.5763791,1.4919218,0.36220226,0.28393912,0.436023,0.3678443,-0.0681787
49,-0.6641476,-0.46951017,"('unable', 'able')",0.49890664,0.69474864,-0.22489637,-0.0692193,-0.1300458,0.0520064,0.1820522
50,0.92751354,1.0269171,"('clumsy', 'skillful')",-0.31197524,-0.18091144,-0.034701277,0.031090181,0.1936123,0.2923653,0.098753
51,-0.661502,-0.730668,"('uneducated', 'educated')",-0.04120232,-0.16838455,0.0042261574,-0.12064591,-0.2328261,-0.3398995,-0.1070734
52,0.45294476,0.29007828,"('irrational', 'rational')",-0.3226822,-0.49437883,0.7232158,0.646122,0.2844928,0.1472738,-0.137219
53,-1.1729388,-1.1460147,"('uncreative', 'creative')",0.6295877,0.70132476,0.94192284,0.9444338,0.1328572,0.1665813,0.0337241
54,0.4086951,0.31636482,"('incapable', 'capable')",0.27726328,0.21419007,1.3138894,1.3615193,0.6666159,0.6306914,-0.0359245
55,-0.9396797,-0.8706142,"('incompetent', 'clever')",1.0598779,1.0393375,-0.4101849,-0.5201992,-0.0966622,-0.1171586,-0.0204964
56,-0.8045707,-0.7192931,"('impractical', 'practical')",0.24338767,0.22402759,-0.7417342,-0.7956224,-0.4343057,-0.430296,0.0040097
57,-0.6318609,-0.60919654,"('unimaginative', 'imaginative')",0.9702835,0.93309915,-2.152752,-2.2466512,-0.6047765,-0.6409162,-0.0361397
58,-0.042361498,0.027690254,"('undiscriminating', 'discriminating')",0.49920022,0.5385952,0.24063087,0.18890192,0.2324899,0.2517291,0.0192392
59,0.95494485,0.96884364,"('foolish', 'wise')",-0.49797386,-0.48187023,0.30929354,0.38854536,0.2554215,0.2918396,0.0364181
60,-0.9533661,-0.8051868,"('inefficient', 'efficient')",1.4199084,1.5142838,-0.792235,-0.78088963,-0.1085642,-0.0239309,0.0846333
61,-0.59070504,-0.65439844,"('illogical', 'logical')",0.6655905,0.52743435,0.16115376,-0.023474082,0.0786798,-0.0501461,-0.1288259
62,-1.0885574,-0.9234114,"('incompetent', 'brilliant')",1.025034,1.1014231,-0.578011,-0.48249602,-0.2138448,-0.1014948,0.11235
63,-0.83809054,-0.7077912,"('unperceptive', 'insightful')",0.04735545,0.1507123,0.31619298,0.40249953,-0.1581807,-0.0515265,0.1066542
64,-0.46755257,-0.4455751,"('shy', 'confident')",-0.9095995,-0.89753056,-7.0063043,-7.0600867,-2.7944854,-2.8010642,-0.0065788
65,-1.3503326,-1.3670545,"('insecure', 'secure')",-0.21913564,-0.27604818,-1.016201,-1.1000072,-0.8618898,-0.9143699,-0.0524801
66,-0.3824251,-0.4189216,"('inactive', 'active')",-1.1873881,-1.2253448,0.920328,0.9578113,-0.216495,-0.2288184,-0.0123234
67,-0.29341155,-0.25195804,"('doubtful', 'determined')",-0.21321294,-0.10646543,-0.7861201,-0.7001795,-0.4309149,-0.3528677,0.0780472
68,-0.70549643,-0.71324205,"('dependent', 'independent')",-0.4076711,-0.45801076,-0.9133165,-0.930212,-0.6754947,-0.7004882,-0.0249935
69,0.7479145,0.79463494,"('lazy', 'industrious')",0.060326487,0.23721227,-0.48343304,-0.33156964,0.1082693,0.2334259,0.1251566
70,-0.52508837,-0.41689253,"('lethargic', 'energetic')",0.18612906,0.24938706,0.33280826,0.33392435,-0.0020504,0.055473,0.0575234
71,0.28132766,0.18471944,"('diffident', 'self-confident')",0.6596258,0.6671052,0.377725,0.40365505,0.4395595,0.4184932,-0.0210663
72,-0.41001052,-0.39053875,"('unambitious', 'ambitious')",-0.47113052,-0.4403878,-1.1333357,-1.1521246,-0.6714923,-0.6610171,0.0104752
73,1.8911653,1.8963988,"('helpless', 'self-reliant')",0.3608217,0.33942863,-2.8895445,-2.7930827,-0.2125192,-0.1857518,0.0267674
74,-0.13019326,0.05062008,"('undedicated', 'dedicated')",0.49940822,0.5984759,-0.26719645,-0.25644687,0.0340062,0.130883,0.0968768
75,1.0622247,1.0560293,"('meek', 'impulsive')",-0.10310434,-0.065938234,0.012742627,0.16826041,0.3239543,0.3861172,0.0621629
76,-0.6180558,-0.42967644,"('anxious', 'daring')",0.039345413,0.18614762,-0.35904893,-0.28912756,-0.3125865,-0.1775521,0.1350344
77,-0.66608125,-0.648848,"('unmotivated', 'motivated')",0.8215564,0.81015503,-1.3271418,-1.3161744,-0.3905555,-0.3849558,0.0055997
78,-0.4156424,-0.33899692,"('nonresilient', 'resilient')",0.7483808,0.8817992,0.05601001,0.14575498,0.1295828,0.2295191,0.0999363
79,-0.2050131,-0.20951998,"('wavering', 'unwavering')",-1.564301,-1.6115727,0.10118892,0.18798119,-0.5560417,-0.5443705,0.0116712
80,-0.5924559,-0.5426556,"('dominated', 'dominating')",0.05215886,0.110419706,-1.6238928,-1.6435423,-0.7213966,-0.6919261,0.0294705
81,-0.8301778,-0.95357716,"('submissive', 'aggressive')",1.2036911,1.0382192,-1.187932,-1.2979238,-0.2714729,-0.4044273,-0.1329544
82,-0.44304377,-0.46000892,"('poor', 'rich')",0.5453211,0.50271994,5.869956,5.866388,1.9907444,1.9696995,-0.0210449
83,-0.37149692,-0.36523998,"('powerless', 'powerful')",-0.040731966,0.005757656,-0.9975399,-1.0917536,-0.4699229,-0.4837453,-0.0138224
