,density_male,density_female,tuple,average_male,average_female,female-male
0,0.38599336,0.16049147,"('unsociable', 'sociable')",0.3859934,0.1604915,-0.2255019
1,0.55999273,0.6851639,"('unfriendly', 'friendly')",0.5599927,0.6851639,0.1251712
2,-0.34396124,-0.3010998,"('unlikable', 'likable')",-0.3439612,-0.3010998,0.0428614
3,1.0424207,1.0237433,"('repellent', 'pleasant')",1.0424207,1.0237433,-0.0186774
4,-7.4327283,-7.614582,"('disliked', 'liked')",-7.4327283,-7.6145821,-0.1818538
5,-1.5808959,-1.2714715,"('distant', 'outgoing')",-1.5808959,-1.2714715,0.3094244
6,-0.95177615,-0.7795704,"('distant', 'open')",-0.9517761,-0.7795704,0.1722057
7,1.3773739,1.2027403,"('insensitive', 'sensitive')",1.3773739,1.2027403,-0.1746336
8,0.91745853,0.8269497,"('unaffectionate', 'affectionate')",0.9174585,0.8269497,-0.0905088
9,1.5099806,1.344385,"('unaffectionate', 'caring')",1.5099806,1.344385,-0.1655956
10,1.4889643,1.3147421,"('unsympathetic', 'sympathetic')",1.4889643,1.3147421,-0.1742222
11,1.6602162,1.630687,"('unhelpful', 'helpful')",1.6602162,1.630687,-0.0295292
12,-1.5563147,-1.8070387,"('unsupportive', 'supportive')",-1.5563147,-1.8070387,-0.250724
13,-0.08791978,-0.11408794,"('impolite', 'polite')",-0.0879198,-0.1140879,-0.0261681
14,0.85744077,0.6536496,"('antisocial', 'social')",0.8574408,0.6536496,-0.2037912
15,-0.26513505,-0.257551,"('boring', 'funny')",-0.265135,-0.257551,0.007584
16,-0.8324551,-0.79320836,"('unpopular', 'popular')",-0.8324551,-0.7932084,0.0392467
17,-0.51106197,-0.37713018,"('nasty', 'nice')",-0.511062,-0.3771302,0.1339318
18,-0.4665586,-0.43772784,"('disagreeable', 'welcoming')",-0.4665586,-0.4377278,0.0288308
19,-0.95735717,-0.9964401,"('inhospitable', 'hospitable')",-0.9573572,-0.9964401,-0.0390829
20,1.0169089,0.97628343,"('rough', 'thoughtful')",1.0169089,0.9762834,-0.0406255
21,0.15879586,-0.04067461,"('immoral', 'moral')",0.1587959,-0.0406746,-0.1994705
22,-0.26834327,-0.27835637,"('untrustworthy', 'trustworthy')",-0.2683433,-0.2783564,-0.0100131
23,6.4717183,6.506727,"('insincere', 'sincere')",6.4717183,6.5067272,0.0350089
24,1.5795026,1.3492023,"('dishonest', 'honest')",1.5795026,1.3492023,-0.2303003
25,0.44889358,0.47124797,"('egoistic', 'altruistic')",0.4488936,0.471248,0.0223544
26,1.0263681,0.8309369,"('hardhearted', 'benevolent')",1.0263681,0.8309369,-0.1954312
27,1.5576081,1.4376444,"('hardhearted', 'softhearted')",1.5576081,1.4376444,-0.1199637
28,1.2024119,1.0127859,"('disloyal', 'loyal')",1.2024119,1.0127859,-0.189626
29,-1.0979989,-0.9549138,"('unfair', 'fair')",-1.0979989,-0.9549138,0.1430851
30,1.4487267,1.29153,"('intolerant', 'tolerant')",1.4487267,1.29153,-0.1571967
31,-2.2488198,-1.9480407,"('evil', 'good')",-2.2488198,-1.9480407,0.3007791
32,1.0943542,0.87452984,"('unkind', 'kind')",1.0943542,0.8745298,-0.2198244
33,-0.7583301,-0.8487898,"('wrong', 'right')",-0.7583301,-0.8487898,-0.0904597
34,4.5832357,4.7657957,"('mean', 'honorable')",4.5832357,4.7657957,0.18256
35,-1.0006082,-1.2388835,"('corrupt', 'incorrupt')",-1.0006082,-1.2388835,-0.2382753
36,-1.1830434,-1.1283709,"('hostile', 'amicable')",-1.1830434,-1.1283709,0.0546725
37,0.8286734,0.7995683,"('fake', 'genuine')",0.8286734,0.7995683,-0.0291051
38,-0.4857158,-0.5066585,"('untruthful', 'truthful')",-0.4857158,-0.5066585,-0.0209427
39,0.886211,0.77617675,"('exploitative', 'cooperative')",0.886211,0.7761768,-0.1100342
40,-1.3258284,-1.449296,"('stingy', 'generous')",-1.3258284,-1.449296,-0.1234676
41,0.1978715,0.097161725,"('unforgiving', 'forgiving')",0.1978715,0.0971617,-0.1007098
42,-1.9773544,-2.0861318,"('unreliable', 'reliable')",-1.9773544,-2.0861318,-0.1087774
43,1.1485225,1.0759201,"('irresponsible', 'responsible')",1.1485225,1.0759201,-0.0726024
44,-1.0814452,-0.8803548,"('prejudiced', 'unprejudiced')",-1.0814452,-0.8803548,0.2010904
45,0.20113118,0.09188364,"('incompetent', 'competent')",0.2011312,0.0918836,-0.1092476
46,-0.17573002,-0.32382387,"('uncompetitive', 'competitive')",-0.17573,-0.3238239,-0.1480939
47,5.2685657,5.4129963,"('stupid', 'smart')",5.2685657,5.4129963,0.1444306
48,0.6593855,0.49630556,"('unintelligent', 'intelligent')",0.6593855,0.4963056,-0.1630799
49,0.257732,0.23230627,"('unable', 'able')",0.257732,0.2323063,-0.0254257
50,-0.5385669,-0.570585,"('clumsy', 'skillful')",-0.5385669,-0.570585,-0.0320181
51,0.8994913,0.6388041,"('uneducated', 'educated')",0.8994913,0.6388041,-0.2606872
52,-0.8051108,-0.9231477,"('irrational', 'rational')",-0.8051108,-0.9231477,-0.1180369
53,-0.15818988,-0.27304983,"('uncreative', 'creative')",-0.1581899,-0.2730498,-0.1148599
54,1.0369853,0.9999784,"('incapable', 'capable')",1.0369853,0.9999784,-0.0370069
55,1.173718,1.0512825,"('incompetent', 'clever')",1.173718,1.0512825,-0.1224355
56,0.94654566,0.6464947,"('impractical', 'practical')",0.9465457,0.6464947,-0.300051
57,-2.4052472,-2.4967656,"('unimaginative', 'imaginative')",-2.4052472,-2.4967656,-0.0915184
58,0.121577606,0.15891966,"('undiscriminating', 'discriminating')",0.1215776,0.1589197,0.0373421
59,-0.51864684,-0.50714904,"('foolish', 'wise')",-0.5186468,-0.507149,0.0114978
60,0.8876743,0.875008,"('inefficient', 'efficient')",0.8876743,0.875008,-0.0126663
61,0.55933243,0.31029275,"('illogical', 'logical')",0.5593324,0.3102928,-0.2490396
62,0.7872165,0.655963,"('incompetent', 'brilliant')",0.7872165,0.655963,-0.1312535
63,0.3103084,0.17236874,"('unperceptive', 'insightful')",0.3103084,0.1723687,-0.1379397
64,-6.3702917,-6.470486,"('shy', 'confident')",-6.3702917,-6.4704862,-0.1001945
65,0.5245754,0.60072213,"('insecure', 'secure')",0.5245754,0.6007221,0.0761467
66,-0.40108997,-0.47362608,"('inactive', 'active')",-0.40109,-0.4736261,-0.0725361
67,-0.22118585,-0.27810156,"('doubtful', 'determined')",-0.2211858,-0.2781016,-0.0569158
68,-0.84486604,-0.8137434,"('dependent', 'independent')",-0.844866,-0.8137434,0.0311226
69,-2.610578,-2.5247302,"('lazy', 'industrious')",-2.6105781,-2.5247302,0.0858479
70,1.9451035,1.7069697,"('lethargic', 'energetic')",1.9451035,1.7069697,-0.2381338
71,0.6228472,0.6108327,"('diffident', 'self-confident')",0.6228472,0.6108327,-0.0120145
72,0.6401481,0.7141827,"('unambitious', 'ambitious')",0.6401481,0.7141827,0.0740346
73,-3.0859175,-3.0350478,"('helpless', 'self-reliant')",-3.0859175,-3.0350478,0.0508697
74,0.46734253,0.15355352,"('undedicated', 'dedicated')",0.4673425,0.1535535,-0.313789
75,-1.285856,-1.0191361,"('meek', 'impulsive')",-1.285856,-1.0191361,0.2667199
76,1.1354507,1.2023189,"('anxious', 'daring')",1.1354507,1.2023189,0.0668682
77,-1.2728584,-1.2695733,"('unmotivated', 'motivated')",-1.2728584,-1.2695733,0.0032851
78,-0.515532,-0.5686844,"('nonresilient', 'resilient')",-0.515532,-0.5686844,-0.0531524
79,-0.8272921,-0.7275597,"('wavering', 'unwavering')",-0.8272921,-0.7275597,0.0997324
80,0.4759867,0.115697876,"('dominated', 'dominating')",0.4759867,0.1156979,-0.3602888
81,0.73172474,0.5743407,"('submissive', 'aggressive')",0.7317247,0.5743407,-0.157384
82,6.095943,6.2140007,"('poor', 'rich')",6.095943,6.2140007,0.1180577
83,0.028409824,-0.07543925,"('powerless', 'powerful')",0.0284098,-0.0754393,-0.1038491
84,0.6881043,0.7164855,"('inferior', 'superior')",0.6881043,0.7164855,0.0283812
85,-0.75879925,-0.79303825,"('insignificant', 'prestigious')",-0.7587993,-0.7930382,-0.0342389
86,0.76538205,0.41261005,"('uninfluential', 'influential')",0.7653821,0.4126101,-0.352772
87,-0.2673156,-0.43382767,"('unsuccessful', 'successful')",-0.2673156,-0.4338277,-0.1665121
88,0.53100103,0.34900063,"('low', 'eminent')",0.531001,0.3490006,-0.1820004
