,legislation_male,legislation_female,tuple,average_male,average_female,female-male
0,1.195513,1.0977564,"('unsociable', 'sociable')",1.195513,1.0977564,-0.0977566
1,0.17378613,0.21113506,"('unfriendly', 'friendly')",0.1737861,0.2111351,0.037349
2,0.3355345,0.32012117,"('unlikable', 'likable')",0.3355345,0.3201212,-0.0154133
3,0.54349416,0.6562612,"('repellent', 'pleasant')",0.5434942,0.6562612,0.112767
4,-6.220833,-6.557448,"('disliked', 'liked')",-6.2208328,-6.5574479,-0.3366151
5,-1.5881442,-1.5730836,"('distant', 'outgoing')",-1.5881442,-1.5730836,0.0150606
6,-1.5298182,-1.4585071,"('distant', 'open')",-1.5298182,-1.4585071,0.0713111
7,2.5743847,2.5553482,"('insensitive', 'sensitive')",2.5743847,2.5553482,-0.0190365
8,0.32630143,0.37911606,"('unaffectionate', 'affectionate')",0.3263014,0.3791161,0.0528147
9,1.1556084,1.2324276,"('unaffectionate', 'caring')",1.1556084,1.2324276,0.0768192
10,1.6628863,1.6912726,"('unsympathetic', 'sympathetic')",1.6628863,1.6912726,0.0283863
11,2.8893776,2.8518143,"('unhelpful', 'helpful')",2.8893776,2.8518143,-0.0375633
12,-0.04276999,-0.123299904,"('unsupportive', 'supportive')",-0.04277,-0.1232999,-0.0805299
13,0.75284857,0.69480425,"('impolite', 'polite')",0.7528486,0.6948043,-0.0580443
14,1.8468854,1.7306768,"('antisocial', 'social')",1.8468854,1.7306768,-0.1162086
15,0.6593313,0.4781204,"('boring', 'funny')",0.6593313,0.4781204,-0.1812109
16,-1.5814658,-1.4522908,"('unpopular', 'popular')",-1.5814658,-1.4522908,0.129175
17,-0.28950706,-0.3157687,"('nasty', 'nice')",-0.2895071,-0.3157687,-0.0262616
18,-1.069506,-0.9806726,"('disagreeable', 'welcoming')",-1.069506,-0.9806726,0.0888334
19,-1.010736,-1.0575827,"('inhospitable', 'hospitable')",-1.010736,-1.0575827,-0.0468467
20,0.98598635,0.92574775,"('rough', 'thoughtful')",0.9859864,0.9257478,-0.0602386
21,1.1478662,1.2022756,"('immoral', 'moral')",1.1478662,1.2022756,0.0544094
22,0.87125826,0.7844358,"('untrustworthy', 'trustworthy')",0.8712583,0.7844358,-0.0868225
23,6.4016476,6.581445,"('insincere', 'sincere')",6.4016476,6.5814452,0.1797976
24,1.5978228,1.705226,"('dishonest', 'honest')",1.5978228,1.7052259,0.1074031
25,0.21292053,0.32052505,"('egoistic', 'altruistic')",0.2129205,0.3205251,0.1076046
26,1.6238619,1.4113228,"('hardhearted', 'benevolent')",1.6238619,1.4113228,-0.2125391
27,0.5743112,0.6578116,"('hardhearted', 'softhearted')",0.5743112,0.6578116,0.0835004
28,1.7104173,1.5714166,"('disloyal', 'loyal')",1.7104173,1.5714166,-0.1390007
29,-0.37788695,-0.4862852,"('unfair', 'fair')",-0.377887,-0.4862852,-0.1083982
30,1.9879783,2.0120816,"('intolerant', 'tolerant')",1.9879783,2.0120816,0.0241033
31,-3.2694054,-3.132269,"('evil', 'good')",-3.2694054,-3.1322689,0.1371365
32,1.7726071,1.8112272,"('unkind', 'kind')",1.7726071,1.8112272,0.0386201
33,-0.43361557,-0.5388812,"('wrong', 'right')",-0.4336156,-0.5388812,-0.1052656
34,3.856589,4.279012,"('mean', 'honorable')",3.8565891,4.2790122,0.4224231
35,-2.158823,-2.2584476,"('corrupt', 'incorrupt')",-2.158823,-2.2584476,-0.0996246
36,-2.5918646,-2.5646682,"('hostile', 'amicable')",-2.5918646,-2.5646682,0.0271964
37,0.83450866,0.8764388,"('fake', 'genuine')",0.8345087,0.8764388,0.0419301
38,0.8275342,0.73473537,"('untruthful', 'truthful')",0.8275342,0.7347354,-0.0927988
39,0.5628774,0.58713186,"('exploitative', 'cooperative')",0.5628774,0.5871319,0.0242545
40,-1.8330519,-1.8418677,"('stingy', 'generous')",-1.8330519,-1.8418677,-0.0088158
41,0.16154663,0.11064016,"('unforgiving', 'forgiving')",0.1615466,0.1106402,-0.0509064
42,-1.600814,-1.660653,"('unreliable', 'reliable')",-1.600814,-1.660653,-0.059839
43,2.3981738,2.3974783,"('irresponsible', 'responsible')",2.3981738,2.3974783,-0.0006955
44,-2.1497412,-2.072822,"('prejudiced', 'unprejudiced')",-2.1497412,-2.0728221,0.0769191
45,1.165019,0.98064286,"('incompetent', 'competent')",1.165019,0.9806429,-0.1843761
46,0.5255711,0.4794414,"('uncompetitive', 'competitive')",0.5255711,0.4794414,-0.0461297
47,4.679338,4.8862524,"('stupid', 'smart')",4.679338,4.8862524,0.2069144
48,0.419901,0.5151834,"('unintelligent', 'intelligent')",0.419901,0.5151834,0.0952824
49,0.05109337,0.10009357,"('unable', 'able')",0.0510934,0.1000936,0.0490002
50,-0.9901192,-1.0686935,"('clumsy', 'skillful')",-0.9901192,-1.0686935,-0.0785743
51,1.0300972,1.0755816,"('uneducated', 'educated')",1.0300972,1.0755816,0.0454844
52,-1.8699738,-1.9207412,"('irrational', 'rational')",-1.8699738,-1.9207412,-0.0507674
53,-0.12794124,-0.12997761,"('uncreative', 'creative')",-0.1279412,-0.1299776,-0.0020364
54,0.9348873,1.0263348,"('incapable', 'capable')",0.9348873,1.0263348,0.0914475
55,1.9455577,1.9184062,"('incompetent', 'clever')",1.9455577,1.9184062,-0.0271515
56,2.415416,2.3100572,"('impractical', 'practical')",2.415416,2.3100572,-0.1053588
57,-1.2002953,-1.4085689,"('unimaginative', 'imaginative')",-1.2002953,-1.4085689,-0.2082736
58,0.9311187,0.7784888,"('undiscriminating', 'discriminating')",0.9311187,0.7784888,-0.1526299
59,-0.4317208,-0.53473914,"('foolish', 'wise')",-0.4317208,-0.5347391,-0.1030183
60,1.9531256,2.088515,"('inefficient', 'efficient')",1.9531256,2.088515,0.1353894
61,0.5676595,0.43427286,"('illogical', 'logical')",0.5676595,0.4342729,-0.1333866
62,1.9341872,1.9218813,"('incompetent', 'brilliant')",1.9341872,1.9218813,-0.0123059
63,1.4722861,1.4544481,"('unperceptive', 'insightful')",1.4722861,1.4544481,-0.017838
64,-4.3346567,-4.4788685,"('shy', 'confident')",-4.3346567,-4.4788685,-0.1442118
65,1.1438751,1.1179092,"('insecure', 'secure')",1.1438751,1.1179092,-0.0259659
66,0.25769973,0.17134194,"('inactive', 'active')",0.2576997,0.1713419,-0.0863578
67,0.24184716,0.109952874,"('doubtful', 'determined')",0.2418472,0.1099529,-0.1318943
68,-0.5993453,-0.53542155,"('dependent', 'independent')",-0.5993453,-0.5354216,0.0639237
69,-2.1447392,-2.1935165,"('lazy', 'industrious')",-2.1447392,-2.1935165,-0.0487773
70,2.0258443,2.052257,"('lethargic', 'energetic')",2.0258443,2.0522571,0.0264128
71,-0.4731298,-0.36131677,"('diffident', 'self-confident')",-0.4731298,-0.3613168,0.111813
72,1.2036531,1.2192111,"('unambitious', 'ambitious')",1.2036531,1.2192111,0.015558
73,-3.166216,-3.128649,"('helpless', 'self-reliant')",-3.1662159,-3.128649,0.0375669
