,twine_male,twine_female,tuple,average_male,average_female,female-male
0,0.038535744,-0.21883276,"('unsociable', 'sociable')",0.0385357,-0.2188328,-0.2573685
1,-0.485452,-0.51326925,"('unfriendly', 'friendly')",-0.485452,-0.5132692,-0.0278172
2,0.20902903,0.23722029,"('unlikable', 'likable')",0.209029,0.2372203,0.0281913
3,-0.63012606,-0.561174,"('repellent', 'pleasant')",-0.6301261,-0.561174,0.0689521
4,-2.7641218,-2.6540172,"('disliked', 'liked')",-2.7641218,-2.6540172,0.1101046
5,-0.68812555,-0.4598049,"('distant', 'outgoing')",-0.6881256,-0.4598049,0.2283207
6,-0.9743489,-0.79487425,"('distant', 'open')",-0.9743489,-0.7948743,0.1794746
7,-0.40126935,-0.30065086,"('insensitive', 'sensitive')",-0.4012693,-0.3006509,0.1006184
8,-0.21427797,-0.23425414,"('unaffectionate', 'affectionate')",-0.214278,-0.2342541,-0.0199761
9,-0.28925958,-0.24690998,"('unaffectionate', 'caring')",-0.2892596,-0.24691,0.0423496
10,-0.5918159,-0.70364577,"('unsympathetic', 'sympathetic')",-0.5918159,-0.7036458,-0.1118299
11,0.7615166,0.7639535,"('unhelpful', 'helpful')",0.7615166,0.7639535,0.0024369
12,-1.0740587,-1.038757,"('unsupportive', 'supportive')",-1.0740587,-1.038757,0.0353017
13,-0.18436968,-0.41749853,"('impolite', 'polite')",-0.1843697,-0.4174985,-0.2331288
14,0.4080389,0.20265743,"('antisocial', 'social')",0.4080389,0.2026574,-0.2053815
15,0.71667236,0.539429,"('boring', 'funny')",0.7166724,0.539429,-0.1772434
16,-0.23636858,-0.20813227,"('unpopular', 'popular')",-0.2363686,-0.2081323,0.0282363
17,-0.44841692,-0.41052604,"('nasty', 'nice')",-0.4484169,-0.410526,0.0378909
18,-1.3827071,-1.3408469,"('disagreeable', 'welcoming')",-1.3827071,-1.3408469,0.0418602
19,-0.6107552,-0.5725982,"('inhospitable', 'hospitable')",-0.6107552,-0.5725982,0.038157
20,-0.053644538,-0.033912256,"('rough', 'thoughtful')",-0.0536445,-0.0339123,0.0197322
21,-0.44709513,-0.60896146,"('immoral', 'moral')",-0.4470951,-0.6089615,-0.1618664
22,-0.79981965,-0.8064946,"('untrustworthy', 'trustworthy')",-0.7998196,-0.8064946,-0.006675
