,hp_male,hp_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.014533522,-0.05642885,"('unsociable', 'sociable')",-0.2789463,-0.3630544,-0.1467399,-0.2097416,-0.0630017
1,1.2163117,1.1223303,"('unfriendly', 'friendly')",1.6338362,1.4474498,1.4250739,1.2848901,-0.1401838
2,0.7004426,0.8087473,"('unlikable', 'likable')",0.29913348,0.3429844,0.499788,0.5758659,0.0760779
3,0.007474712,0.13488561,"('repellent', 'pleasant')",0.36341083,0.43339205,0.1854428,0.2841388,0.098696
4,-0.62714994,-0.67010474,"('disliked', 'liked')",-5.9915247,-6.1441054,-3.3093374,-3.407105,-0.0977676
5,0.12883337,0.07947156,"('distant', 'outgoing')",-0.4014518,-0.503764,-0.1363092,-0.2121462,-0.075837
6,0.08382717,0.060762413,"('distant', 'open')",0.05729504,-0.05503301,0.0705611,0.0028647,-0.0676964
7,-0.243362,-0.21321963,"('insensitive', 'sensitive')",0.32896826,0.33633977,0.0428031,0.0615601,0.018757
8,-0.029957615,-0.097210534,"('unaffectionate', 'affectionate')",0.6610377,0.5045777,0.31554,0.2036836,-0.1118564
9,0.95715785,0.93248177,"('unaffectionate', 'caring')",0.89813817,0.781796,0.927648,0.8571389,-0.0705091
10,-0.1457758,-0.1085143,"('unsympathetic', 'sympathetic')",-0.70282483,-0.69107324,-0.4243003,-0.3997938,0.0245065
11,0.48123503,0.5218617,"('unhelpful', 'helpful')",1.4480636,1.4833604,0.9646493,1.002611,0.0379617
12,0.63620055,0.7639184,"('unsupportive', 'supportive')",-1.774159,-1.8104076,-0.5689792,-0.5232446,0.0457346
13,-0.9359003,-0.9273974,"('impolite', 'polite')",-0.81761605,-0.78104997,-0.8767582,-0.8542237,0.0225345
14,-0.16049346,-0.13556826,"('antisocial', 'social')",-0.73578304,-0.7366923,-0.4481382,-0.4361303,0.0120079
15,0.04945167,0.0046208184,"('boring', 'funny')",0.25068548,0.21091145,0.1500686,0.1077661,-0.0423025
16,-0.5599934,-0.643816,"('unpopular', 'popular')",0.81380844,0.7544376,0.1269075,0.0553108,-0.0715967
