,dean_male,dean_female,tuple,foods_male,foods_female,co_male,co_female,average_male,average_female,female-male
0,-0.036060013,-0.05071523,"('unsociable', 'sociable')",0.4541531,0.41031218,-0.3717556,-0.5199578,0.0154458,-0.0534536,-0.0688994
1,-0.7017498,-0.6631806,"('unfriendly', 'friendly')",0.4258839,0.4049535,1.8845376,1.7970351,0.5362239,0.512936,-0.0232879
2,0.9797623,1.1020074,"('unlikable', 'likable')",0.5159624,0.5192199,0.53828686,0.6764628,0.6780039,0.7658967,0.0878928
3,0.115530886,0.33810973,"('repellent', 'pleasant')",-1.695675,-1.5435578,0.18680124,0.2611627,-0.4644477,-0.3147618,0.1496859
4,-1.2238379,-1.2371812,"('disliked', 'liked')",0.5471461,0.57515234,-6.976842,-7.037708,-2.551178,-2.5665789,-0.0154009
5,-1.2753594,-1.2397802,"('distant', 'outgoing')",0.6000651,0.57346493,-0.42656437,-0.3611679,-0.3672862,-0.3424944,0.0247918
6,-1.5056533,-1.4089425,"('distant', 'open')",0.5045659,0.5167414,0.13452807,0.1597614,-0.2888531,-0.2441465,0.0447066
7,0.70332605,0.6766627,"('insensitive', 'sensitive')",-0.6069036,-0.4933891,0.04630163,0.06080466,0.0475747,0.0813594,0.0337847
8,-0.11900395,-0.20569772,"('unaffectionate', 'affectionate')",0.87284917,0.7803863,0.98602533,0.9338333,0.5799568,0.5028406,-0.0771162
9,0.09625457,0.06499078,"('unaffectionate', 'caring')",0.7456406,0.69076526,1.3169496,1.3175502,0.7196149,0.691102,-0.0285129
10,0.31214252,0.35491684,"('unsympathetic', 'sympathetic')",-0.8626113,-0.74377346,-0.47726536,-0.43788192,-0.3425781,-0.2755795,0.0669986
11,0.38548964,0.39367414,"('unhelpful', 'helpful')",-0.4925875,-0.46546578,1.5983472,1.6531395,0.4970831,0.5271159,0.0300328
12,1.12325,1.220047,"('unsupportive', 'supportive')",0.38094515,0.513266,-2.3951716,-2.3085003,-0.2969921,-0.1917291,0.105263
13,0.82800335,0.78511083,"('impolite', 'polite')",0.5114869,0.54723054,-0.58988196,-0.629058,0.2498694,0.2344278,-0.0154416
14,0.5717025,0.4962034,"('antisocial', 'social')",-0.12096232,-0.1509015,-0.39855102,-0.51470715,0.0173964,-0.0564684,-0.0738648
15,-0.23598662,-0.47277936,"('boring', 'funny')",0.7535117,0.62637836,0.35923228,0.28766698,0.2922525,0.1470887,-0.1451638
16,-1.760097,-1.7269472,"('unpopular', 'popular')",-0.6250008,-0.5577298,-0.049465075,-0.08309719,-0.811521,-0.7892581,0.0222629
17,-0.16722822,-0.13376734,"('nasty', 'nice')",-0.5642471,-0.48715645,-0.4701718,-0.38826534,-0.400549,-0.3363964,0.0641526
