,qualcomm_male,qualcomm_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.964826,-2.1123018,"('unsociable', 'sociable')",-0.16992217,-0.30181068,-1.0673741,-1.2070563,-0.1396822
1,-0.5807012,-0.8600717,"('unfriendly', 'friendly')",1.9732083,1.7180743,0.6962535,0.4290013,-0.2672522
2,0.61031073,0.57480395,"('unlikable', 'likable')",0.71928096,0.81617975,0.6647959,0.6954919,0.030696
3,-0.9641309,-0.8522316,"('repellent', 'pleasant')",-0.16529444,-0.086024225,-0.5647126,-0.4691279,0.0955847
4,0.30115283,0.19660656,"('disliked', 'liked')",-5.7085066,-5.7914863,-2.7036769,-2.7974398,-0.0937629
5,0.17232856,0.028082954,"('distant', 'outgoing')",0.14607483,0.017873436,0.1592017,0.0229782,-0.1362235
6,0.2803155,0.13836321,"('distant', 'open')",0.64370525,0.48184758,0.4620104,0.3101054,-0.151905
7,-1.5486887,-1.5306299,"('insensitive', 'sensitive')",0.6838833,0.68785447,-0.4324027,-0.4213877,0.011015
8,-1.2592993,-1.4375372,"('unaffectionate', 'affectionate')",0.9020267,0.7167473,-0.1786363,-0.360395,-0.1817587
9,-1.5686736,-1.7555727,"('unaffectionate', 'caring')",1.3313907,1.2006745,-0.1186414,-0.2774491,-0.1588077
10,-3.1064506,-3.139825,"('unsympathetic', 'sympathetic')",-0.23633516,-0.28963152,-1.6713929,-1.7147284,-0.0433355
11,-1.7554779,-1.773361,"('unhelpful', 'helpful')",1.5691912,1.543918,-0.0931433,-0.1147215,-0.0215782
12,-1.7674471,-1.7742789,"('unsupportive', 'supportive')",-1.786582,-1.78799,-1.7770145,-1.7811344,-0.0041199
13,-1.7782553,-1.8073871,"('impolite', 'polite')",-0.4400695,-0.40028194,-1.1091624,-1.1038345,0.0053279
14,-0.4479836,-0.4492954,"('antisocial', 'social')",-0.20666015,-0.20502633,-0.3273219,-0.3271609,0.000161
15,0.5830975,0.49950778,"('boring', 'funny')",0.89471096,0.8165961,0.7389042,0.658052,-0.0808522
16,0.4842247,0.51299566,"('unpopular', 'popular')",0.41999602,0.49447575,0.4521104,0.5037357,0.0516253
17,0.0027053691,-0.043451566,"('nasty', 'nice')",-0.21760973,-0.1842308,-0.1074522,-0.1138412,-0.006389
18,-0.02343925,-0.100800835,"('disagreeable', 'welcoming')",-0.21355408,-0.25806397,-0.1184967,-0.1794324,-0.0609357
19,-0.58814687,-0.7436728,"('inhospitable', 'hospitable')",-0.03976173,-0.11251325,-0.3139543,-0.428093,-0.1141387
20,0.83351123,0.8471088,"('rough', 'thoughtful')",1.3639218,1.3900114,1.0987165,1.1185601,0.0198436
21,-0.90707386,-0.8807964,"('immoral', 'moral')",-0.8519953,-0.7231946,-0.8795346,-0.8019955,0.0775391
22,0.024248276,-0.0006689988,"('untrustworthy', 'trustworthy')",-0.89207035,-0.9148885,-0.433911,-0.4577788,-0.0238678
23,-1.9831574,-2.070635,"('insincere', 'sincere')",5.3384013,5.2700186,1.677622,1.5996917,-0.0779303
24,-1.3370507,-1.3933318,"('dishonest', 'honest')",0.9894427,0.93411,-0.173804,-0.2296109,-0.0558069
25,0.39956066,0.39190724,"('egoistic', 'altruistic')",1.4562389,1.4300083,0.9278998,0.9109578,-0.016942
26,0.6047269,0.41659203,"('hardhearted', 'benevolent')",2.0534432,1.9356998,1.3290851,1.1761459,-0.1529392
27,-1.1368767,-1.1009052,"('hardhearted', 'softhearted')",1.4500345,1.3844299,0.1565789,0.1417624,-0.0148165
28,-1.4919075,-1.6224008,"('disloyal', 'loyal')",0.86862,0.6835831,-0.3116437,-0.4694088,-0.1577651
29,0.8254349,0.7627312,"('unfair', 'fair')",-0.40604883,-0.60845274,0.209693,0.0771392,-0.1325538
30,-0.92997515,-0.9721748,"('intolerant', 'tolerant')",1.6861596,1.6436697,0.3780922,0.3357475,-0.0423447
