,stryker_male,stryker_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.42902887,0.09323533,"('unsociable', 'sociable')",-0.3472752,-0.5046183,0.0408768,-0.2056915,-0.2465683
1,1.2024599,1.3473595,"('unfriendly', 'friendly')",1.503279,1.5233232,1.3528695,1.4353414,0.0824719
2,0.5320223,0.52038544,"('unlikable', 'likable')",0.3063355,0.25260842,0.4191789,0.3864969,-0.032682
3,-0.18789603,-0.22435662,"('repellent', 'pleasant')",1.0985398,1.0326979,0.4553219,0.4041706,-0.0511513
4,-0.409529,-0.29877418,"('disliked', 'liked')",-6.4723954,-6.524838,-3.4409623,-3.4118061,0.0291562
5,-0.72773373,-0.5189058,"('distant', 'outgoing')",-0.1141752,0.09630816,-0.4209545,-0.2112988,0.2096557
6,-1.1088749,-0.8118893,"('distant', 'open')",-0.43684068,-0.20247859,-0.7728578,-0.5071839,0.2656739
7,0.29236788,0.13814968,"('insensitive', 'sensitive')",0.41938812,0.37195948,0.355878,0.2550546,-0.1008234
8,1.3351626,1.4586452,"('unaffectionate', 'affectionate')",0.7267549,0.73928803,1.0309588,1.0989666,0.0680078
9,1.7790691,1.8178587,"('unaffectionate', 'caring')",1.305758,1.4317617,1.5424135,1.6248102,0.0823967
10,-0.053183805,-0.45466667,"('unsympathetic', 'sympathetic')",-1.079234,-1.227864,-0.5662089,-0.8412653,-0.2750564
11,0.6330549,0.40948984,"('unhelpful', 'helpful')",1.7906091,1.7363244,1.211832,1.0729071,-0.1389249
12,1.6129334,1.5218252,"('unsupportive', 'supportive')",-1.9283383,-1.8368891,-0.1577024,-0.157532,0.0001704
13,-0.8304869,-1.0922868,"('impolite', 'polite')",-1.317285,-1.448977,-1.0738859,-1.2706319,-0.196746
14,0.48318678,0.15772581,"('antisocial', 'social')",-0.035012,-0.22871885,0.2240874,-0.0354965,-0.2595839
15,0.3223121,0.27265802,"('boring', 'funny')",-0.11281828,-0.08699685,0.1047469,0.0928306,-0.0119163
16,-1.6264669,-1.5014073,"('unpopular', 'popular')",0.50693023,0.5597847,-0.5597683,-0.4708113,0.088957
17,-1.2930938,-1.2361645,"('nasty', 'nice')",-0.60358185,-0.5063733,-0.9483378,-0.8712689,0.0770689
18,-0.049447924,-0.029540122,"('disagreeable', 'welcoming')",-0.38559943,-0.39929062,-0.2175237,-0.2144154,0.0031083
19,-0.44856915,-0.27856898,"('inhospitable', 'hospitable')",-0.40067685,-0.2838724,-0.424623,-0.2812207,0.1434023
20,-0.24367133,-0.3621431,"('rough', 'thoughtful')",0.5956895,0.55555964,0.1760091,0.0967083,-0.0793008
21,0.60651803,0.28112838,"('immoral', 'moral')",-0.5297557,-0.7000013,0.0383812,-0.2094365,-0.2478177
22,0.34762466,0.10588844,"('untrustworthy', 'trustworthy')",-0.8006476,-0.9218344,-0.2265115,-0.407973,-0.1814615
23,1.2514002,0.9814107,"('insincere', 'sincere')",6.037506,6.031786,3.644453,3.5065982,-0.1378548
