,stericycle_male,stericycle_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0826321,-1.1005445,"('unsociable', 'sociable')",-0.15653338,-0.245243,-0.6195827,-0.6728937,-0.053311
1,-1.05378,-1.1336123,"('unfriendly', 'friendly')",1.9569879,1.8186228,0.4516039,0.3425053,-0.1090986
2,0.68357515,0.71138847,"('unlikable', 'likable')",0.6917522,0.7241164,0.6876637,0.7177525,0.0300888
3,-0.992904,-0.87084645,"('repellent', 'pleasant')",-0.026276136,0.04462731,-0.5095901,-0.4131096,0.0964805
4,0.01164262,-0.012061669,"('disliked', 'liked')",-5.891728,-6.0564013,-2.9400427,-3.0342314,-0.0941887
5,-0.20253198,-0.18103793,"('distant', 'outgoing')",0.0035052896,-0.08107279,-0.0995133,-0.1310554,-0.0315421
6,-0.32641274,-0.32615265,"('distant', 'open')",0.32451922,0.2356646,-0.0009468,-0.045244,-0.0442972
7,-0.96270704,-0.9255207,"('insensitive', 'sensitive')",0.24215688,0.3098773,-0.3602751,-0.3078217,0.0524534
8,-0.80147743,-0.86822873,"('unaffectionate', 'affectionate')",1.0444233,0.94706386,0.121473,0.0394176,-0.0820554
9,-1.2599542,-1.3126106,"('unaffectionate', 'caring')",1.0441904,1.0147291,-0.1078819,-0.1489407,-0.0410588
10,-1.7551227,-1.6767977,"('unsympathetic', 'sympathetic')",-0.6440227,-0.604821,-1.1995727,-1.1408094,0.0587633
11,-0.6625769,-0.6371357,"('unhelpful', 'helpful')",1.3917613,1.4697477,0.3645922,0.416306,0.0517138
12,-0.72068155,-0.5996501,"('unsupportive', 'supportive')",-1.7003169,-1.6599439,-1.2104993,-1.129797,0.0807023
13,-0.8359894,-0.7874193,"('impolite', 'polite')",-0.9653163,-0.9300843,-0.9006529,-0.8587518,0.0419011
14,-0.23415262,-0.2058101,"('antisocial', 'social')",-0.4119441,-0.44080678,-0.3230484,-0.3233084,-0.00026
15,0.7894303,0.7070688,"('boring', 'funny')",0.8045952,0.7279301,0.7970127,0.7174995,-0.0795132
16,0.0040137284,-0.003034763,"('unpopular', 'popular')",0.56145567,0.5538712,0.2827347,0.2754182,-0.0073165
17,0.33598292,0.38639262,"('nasty', 'nice')",-0.26190957,-0.22779152,0.0370367,0.0793006,0.0422639
18,-0.24200428,-0.196495,"('disagreeable', 'welcoming')",-0.23555177,-0.3299741,-0.238778,-0.2632346,-0.0244566
19,-0.9093125,-0.8851774,"('inhospitable', 'hospitable')",0.056403257,0.10718746,-0.4264546,-0.388995,0.0374596
