,everest_male,everest_female,tuple,re_male,re_female,group_male,group_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.6199699,-0.6889174,"('unsociable', 'sociable')",1.900471,1.8436091,0.6087408,0.51145524,-0.055573396,-0.10346101,0.4584171,0.3906715,-0.0677456
1,0.48078838,0.38504887,"('unfriendly', 'friendly')",-1.5539393,-1.50722,0.5111324,0.39304757,1.9535519,1.8510951,0.3478833,0.2804929,-0.0673904
2,-0.17093872,-0.11360092,"('unlikable', 'likable')",1.8248073,1.8787985,1.1897722,1.2206059,0.40715432,0.50764436,0.8126988,0.8733619,0.0606631
3,-0.3638046,-0.33099,"('repellent', 'pleasant')",1.6155763,1.5985372,0.48307887,0.5296841,0.45077807,0.51293653,0.5464072,0.577542,0.0311348
4,-0.92175245,-0.9500028,"('disliked', 'liked')",-1.2791599,-1.2861373,0.22853008,0.20349845,-5.058656,-5.1455593,-1.7577597,-1.7945503,-0.0367906
5,-0.14627823,-0.13682812,"('distant', 'outgoing')",-2.44484,-2.3065658,-0.8845069,-0.9194298,-0.10221246,-0.1050538,-0.8944594,-0.8669694,0.02749
6,-0.3449422,-0.34905326,"('distant', 'open')",-2.9909234,-2.8430104,-1.075387,-1.115839,0.15312526,0.13286473,-1.0645318,-1.0437595,0.0207723
7,0.07371001,0.08357094,"('insensitive', 'sensitive')",2.1882048,2.1529508,0.34029913,0.33570474,1.0174102,1.008596,0.904906,0.8952056,-0.0097004
8,0.09261634,0.036461756,"('unaffectionate', 'affectionate')",-2.4295325,-2.3550057,-0.51500857,-0.56055176,0.8087696,0.73381066,-0.5107888,-0.5363212,-0.0255324
9,0.26547685,0.25630406,"('unaffectionate', 'caring')",-0.94728905,-0.89986193,-0.30564442,-0.36070722,1.077499,1.0263476,0.0225106,0.0055206,-0.01699
10,0.32190847,0.34313184,"('unsympathetic', 'sympathetic')",2.7706873,2.736873,-0.48559842,-0.48626536,0.36047968,0.45426047,0.7418693,0.762,0.0201307
11,-0.5036174,-0.46100664,"('unhelpful', 'helpful')",2.247562,2.2808776,-0.6519139,-0.59125185,1.8184861,1.9183781,0.7276292,0.7867493,0.0591201
12,0.5661316,0.6014122,"('unsupportive', 'supportive')",0.7992644,0.8689401,0.33269322,0.40152806,-1.2267522,-1.2273124,0.1178343,0.161142,0.0433077
13,-0.17542724,-0.17362238,"('impolite', 'polite')",2.6323845,2.6309125,-0.29174203,-0.2742016,-0.13715196,-0.08392067,0.5070158,0.524792,0.0177762
14,-0.3784698,-0.3944117,"('antisocial', 'social')",3.2221844,3.2482963,1.5186697,1.5340763,0.41496006,0.4645507,1.1943361,1.2131279,0.0187918
15,-0.47693175,-0.52267736,"('boring', 'funny')",0.6479008,0.62650603,-0.1755898,-0.23972446,0.38431302,0.35322243,0.0949231,0.0543317,-0.0405914
16,-0.5889787,-0.6145917,"('unpopular', 'popular')",-1.0687766,-1.1166236,0.25744396,0.2570533,0.22872409,0.193153,-0.2928968,-0.3202523,-0.0273555
17,-0.5387045,-0.48591784,"('nasty', 'nice')",0.4486087,0.43944937,-0.2850618,-0.18733253,-0.20601636,-0.13353321,-0.1452935,-0.0918335,0.05346
18,0.47830874,0.45542085,"('disagreeable', 'welcoming')",-0.76529896,-0.64341664,-0.46607843,-0.46982068,-1.029489,-1.03357,-0.4456394,-0.4228466,0.0227928
19,-1.7108071,-1.6204345,"('inhospitable', 'hospitable')",-1.4192811,-1.3522184,-1.4971694,-1.4540298,-0.5692441,-0.5150896,-1.2991254,-1.235443,0.0636824
20,0.023551911,0.048703108,"('rough', 'thoughtful')",0.76354337,0.80552995,0.8146019,0.85307837,1.0157614,1.0002387,0.6543646,0.6768875,0.0225229
21,-0.1988418,-0.22667968,"('immoral', 'moral')",2.7770405,2.731886,-0.50289994,-0.504046,-0.6770565,-0.6407434,0.3495606,0.3401042,-0.0094564
22,0.1535032,0.13322517,"('untrustworthy', 'trustworthy')",2.3233325,2.2636545,1.5449921,1.4847995,-0.070819825,-0.055355527,0.987752,0.9565809,-0.0311711
23,0.612491,0.616788,"('insincere', 'sincere')",2.8844593,2.8655484,0.32768688,0.33892485,5.359438,5.3366923,2.2960186,2.2894883,-0.0065303
24,1.0983709,1.0824434,"('dishonest', 'honest')",1.4920609,1.5159535,-0.42203552,-0.4087116,0.58522636,0.599783,0.6884056,0.697367,0.0089614
25,-0.10108358,-0.15315701,"('egoistic', 'altruistic')",-1.4683788,-1.4178195,-0.118282855,-0.18548301,0.9291694,0.82270694,-0.1896439,-0.2334381,-0.0437942
26,1.1829661,1.085235,"('hardhearted', 'benevolent')",0.47357818,0.45283574,1.1966616,1.1526192,2.3960645,2.315365,1.3123176,1.2515137,-0.0608039
27,-0.91021705,-0.8499542,"('hardhearted', 'softhearted')",-0.159998,-0.103662,-0.23605096,-0.28778908,0.6067107,0.47780052,-0.1748888,-0.1909012,-0.0160124
28,-0.426812,-0.50330687,"('disloyal', 'loyal')",0.58823043,0.4955947,-0.23826727,-0.3248073,1.0568978,0.916915,0.2450122,0.1460989,-0.0989133
29,-0.72588694,-0.73130846,"('unfair', 'fair')",-0.12549706,-0.13903444,-0.12019479,-0.15815614,-0.53228575,-0.62284195,-0.3759661,-0.4128352,-0.0368691
30,0.85736245,0.8437758,"('intolerant', 'tolerant')",2.578437,2.6577148,0.066639856,0.08123323,1.2303374,1.2927375,1.1831942,1.2188654,0.0356712
31,-0.8042018,-0.7826397,"('evil', 'good')",-2.875041,-2.8803396,-0.8408922,-0.8402462,-0.576095,-0.63497746,-1.2740575,-1.2845507,-0.0104932
32,0.16488837,0.13349825,"('unkind', 'kind')",1.6216152,1.5948504,1.103968,1.067386,1.0818279,0.9769653,0.9930748,0.9431751,-0.0498997
33,1.1128018,1.0584086,"('wrong', 'right')",-0.54586244,-0.5104227,-0.15076753,-0.1962108,-0.18096319,-0.29862225,0.0588022,0.0132882,-0.045514
34,0.15759629,0.19397707,"('mean', 'honorable')",-0.30178586,-0.24927786,-0.6060097,-0.5247307,4.882588,5.0679693,1.0330971,1.1219845,0.0888874
35,0.052888136,0.027620818,"('corrupt', 'incorrupt')",-2.8933864,-2.9309535,-0.8522766,-0.9617317,-0.3160711,-0.49941403,-1.0022115,-1.0911196,-0.0889081
36,-0.6398865,-0.6793695,"('hostile', 'amicable')",-3.474098,-3.5219343,-0.87519574,-0.95655155,0.51104623,0.36404717,-1.1195335,-1.1984521,-0.0789186
37,-0.4518382,-0.4083589,"('fake', 'genuine')",0.35917357,0.41599032,-0.48391736,-0.41873896,0.023328377,0.05211948,-0.1383134,-0.089747,0.0485664
38,0.5594726,0.56703466,"('untruthful', 'truthful')",0.083546236,0.0999263,-1.1704978,-1.1383302,0.5274429,0.5909506,-9e-06,0.0298953,0.0299043
39,0.82348466,0.8874849,"('exploitative', 'cooperative')",1.8156564,1.8601712,1.6262612,1.6973119,0.19553053,0.21549895,1.1152332,1.1651168,0.0498836
40,0.15958185,0.12074037,"('stingy', 'generous')",0.09244855,0.09275532,0.22004229,0.20831385,-1.5545819,-1.6271453,-0.2706273,-0.3013339,-0.0307066
41,-0.17475468,-0.20012024,"('unforgiving', 'forgiving')",0.3416316,0.30535847,0.51263314,0.4752826,0.6681266,0.60253775,0.3369092,0.2957647,-0.0411445
42,-0.20135075,-0.16377726,"('unreliable', 'reliable')",1.5447809,1.6624414,1.5865014,1.675477,-2.4114776,-2.274539,0.1296135,0.2249005,0.095287
43,0.6782454,0.727735,"('irresponsible', 'responsible')",2.7911868,2.8867388,0.41901034,0.51167834,0.9792811,1.0760093,1.216931,1.3005403,0.0836093
44,-1.2603079,-1.1779418,"('prejudiced', 'unprejudiced')",-0.33872622,-0.21178818,0.488214,0.5421585,-1.7330558,-1.6864413,-0.710969,-0.6335032,0.0774658
45,-0.47223586,-0.4390879,"('incompetent', 'competent')",2.8782604,2.8131902,0.35270035,0.37312865,0.8171843,0.81075114,0.8939773,0.8894956,-0.0044817
46,-0.043814193,-0.050135177,"('uncompetitive', 'competitive')",1.7414182,1.7109976,0.83278495,0.8035213,0.15879017,0.13730827,0.6722948,0.650423,-0.0218718
47,-0.1622073,-0.11795191,"('stupid', 'smart')",1.7431717,1.7779754,0.15953614,0.26860553,5.0120525,5.17118,1.6881382,1.7749522,0.086814
48,-0.040929005,-0.062160455,"('unintelligent', 'intelligent')",0.40633178,0.4074785,-1.2143534,-1.1966512,0.31491283,0.33949953,-0.1335095,-0.1279584,0.0055511
49,-1.1104934,-0.99484855,"('unable', 'able')",-0.83703,-0.7043969,-1.3641641,-1.283078,-0.63388395,-0.5213117,-0.9863929,-0.8759088,0.1104841
50,-0.19169116,-0.15371859,"('clumsy', 'skillful')",-0.13732097,-0.11167811,0.33454788,0.34223354,-0.5637533,-0.5538404,-0.1395544,-0.1192509,0.0203035
