,excellence_male,excellence_female,tuple,average_male,average_female,female-male
0,0.7682498,0.5565933,"('unsociable', 'sociable')",0.7682498,0.5565933,-0.2116565
1,0.799258,0.9112405,"('unfriendly', 'friendly')",0.799258,0.9112405,0.1119825
2,-0.0009398237,-0.039644454,"('unlikable', 'likable')",-0.0009398,-0.0396445,-0.0387047
3,0.62166387,0.62851715,"('repellent', 'pleasant')",0.6216639,0.6285172,0.0068533
4,-6.6792316,-6.8198624,"('disliked', 'liked')",-6.6792316,-6.8198624,-0.1406308
5,-0.38282815,-0.34590536,"('distant', 'outgoing')",-0.3828281,-0.3459054,0.0369227
6,-0.10443449,-0.03793563,"('distant', 'open')",-0.1044345,-0.0379356,0.0664989
7,1.7637746,1.7236481,"('insensitive', 'sensitive')",1.7637746,1.7236481,-0.0401265
8,0.5397831,0.65663964,"('unaffectionate', 'affectionate')",0.5397831,0.6566396,0.1168565
9,1.776828,1.8729101,"('unaffectionate', 'caring')",1.7768281,1.8729101,0.096082
10,1.6124085,1.5450078,"('unsympathetic', 'sympathetic')",1.6124085,1.5450078,-0.0674007
11,2.5844362,2.6616938,"('unhelpful', 'helpful')",2.5844362,2.6616938,0.0772576
12,-0.7984084,-0.8629554,"('unsupportive', 'supportive')",-0.7984084,-0.8629554,-0.064547
13,-0.09879952,-0.24492435,"('impolite', 'polite')",-0.0987995,-0.2449244,-0.1461249
14,-0.14414023,-0.3661086,"('antisocial', 'social')",-0.1441402,-0.3661086,-0.2219684
15,0.19576694,0.12067008,"('boring', 'funny')",0.1957669,0.1206701,-0.0750968
16,-0.20566878,-0.1961357,"('unpopular', 'popular')",-0.2056688,-0.1961357,0.0095331
17,-0.30206284,-0.3441928,"('nasty', 'nice')",-0.3020628,-0.3441928,-0.04213
18,-0.7700573,-0.7968145,"('disagreeable', 'welcoming')",-0.7700573,-0.7968145,-0.0267572
19,-0.087362975,-0.06765407,"('inhospitable', 'hospitable')",-0.087363,-0.0676541,0.0197089
20,1.1153816,1.0154967,"('rough', 'thoughtful')",1.1153816,1.0154967,-0.0998849
21,0.57292485,0.45093662,"('immoral', 'moral')",0.5729249,0.4509366,-0.1219883
22,0.012865853,-0.0668551,"('untrustworthy', 'trustworthy')",0.0128659,-0.0668551,-0.079721
23,7.110483,7.1935563,"('insincere', 'sincere')",7.1104832,7.1935563,0.0830731
24,1.2089372,1.1763865,"('dishonest', 'honest')",1.2089372,1.1763865,-0.0325507
25,0.39358136,0.45050585,"('egoistic', 'altruistic')",0.3935814,0.4505059,0.0569245
26,0.8546561,0.7543334,"('hardhearted', 'benevolent')",0.8546561,0.7543334,-0.1003227
27,1.5467652,1.4366914,"('hardhearted', 'softhearted')",1.5467652,1.4366914,-0.1100738
28,1.4891078,1.5184604,"('disloyal', 'loyal')",1.4891078,1.5184604,0.0293526
29,-1.1922673,-1.2871958,"('unfair', 'fair')",-1.1922673,-1.2871958,-0.0949285
30,1.5921488,1.3699764,"('intolerant', 'tolerant')",1.5921488,1.3699764,-0.2221724
31,-1.983619,-1.9323269,"('evil', 'good')",-1.983619,-1.9323269,0.0512921
32,1.0304825,0.9087576,"('unkind', 'kind')",1.0304825,0.9087576,-0.1217249
33,-0.46601892,-0.5545606,"('wrong', 'right')",-0.4660189,-0.5545606,-0.0885417
