,avalonbay_male,avalonbay_female,tuple,communities_male,communities_female,inc_male,inc_female,average_male,average_female,female-male
0,0.49534538,0.52813053,"('unsociable', 'sociable')",1.1125569,1.020637,-0.5438647,-0.6237658,0.3546792,0.3083339,-0.0463453
1,-0.15754655,-0.20938982,"('unfriendly', 'friendly')",0.13378523,0.11060522,1.698523,1.5749283,0.5582539,0.4920479,-0.066206
2,0.23212463,0.24436158,"('unlikable', 'likable')",0.14943574,0.21993566,0.51559997,0.60635215,0.2990535,0.3568831,0.0578296
3,0.3199223,0.49207225,"('repellent', 'pleasant')",0.5973118,0.6572422,0.40280414,0.4565159,0.4400127,0.5352768,0.0952641
4,-0.9667553,-1.0410892,"('disliked', 'liked')",-0.70776576,-0.777265,-6.7967587,-6.7363944,-2.8237597,-2.8515828,-0.0278231
5,-1.14884,-1.2511103,"('distant', 'outgoing')",-0.44208133,-0.44631726,-0.08930196,-0.06902681,-0.5600744,-0.5888181,-0.0287437
6,-1.386434,-1.4441432,"('distant', 'open')",-1.4352276,-1.446532,0.5499494,0.55483997,-0.7572374,-0.7786117,-0.0213743
7,1.5731915,1.7357038,"('insensitive', 'sensitive')",1.4584175,1.6311517,0.8322706,0.85855925,1.2879599,1.4084716,0.1205117
8,-0.69636554,-0.7385986,"('unaffectionate', 'affectionate')",-0.6927928,-0.67955333,0.7115558,0.6197058,-0.2258675,-0.2661487,-0.0402812
9,0.2539172,0.24775854,"('unaffectionate', 'caring')",0.98283756,1.0263318,1.2899426,1.273322,0.8422325,0.8491375,0.006905
10,0.77630633,0.9728366,"('unsympathetic', 'sympathetic')",0.7454446,0.78939503,-0.29817086,-0.28620592,0.40786,0.4920086,0.0841486
11,0.9488932,1.0548176,"('unhelpful', 'helpful')",1.9999365,2.0969932,2.0144436,2.1058505,1.6544243,1.7525536,0.0981293
12,1.1156085,1.2210048,"('unsupportive', 'supportive')",2.16148,2.345199,-1.6262646,-1.5691755,0.5502746,0.6656762,0.1154016
13,1.8984445,1.9136881,"('impolite', 'polite')",1.7640772,1.7418761,-0.22433594,-0.3083109,1.146062,1.1157511,-0.0303109
14,1.1071628,1.2246016,"('antisocial', 'social')",1.9798216,1.9806789,-0.7445795,-0.72165066,0.7808016,0.8278766,0.047075
15,0.046861593,-0.033964835,"('boring', 'funny')",0.21845943,0.22402532,0.41514993,0.4459009,0.2268236,0.2119871,-0.0148365
16,-1.0915431,-1.1429873,"('unpopular', 'popular')",-0.4532101,-0.40517938,0.27631655,0.26799464,-0.4228122,-0.426724,-0.0039118
17,-0.34847978,-0.2798054,"('nasty', 'nice')",0.5080316,0.5685909,-0.14896797,-0.109577894,0.003528,0.0597359,0.0562079
18,0.5881503,0.6497897,"('disagreeable', 'welcoming')",0.34636596,0.54000235,-0.17032534,-0.1676415,0.2547303,0.3407168,0.0859865
19,-1.8177843,-1.7923728,"('inhospitable', 'hospitable')",-1.4525665,-1.4013667,-0.045078963,0.04503052,-1.1051433,-1.0495696,0.0555737
20,-0.4437502,-0.30915317,"('rough', 'thoughtful')",-0.026010044,0.000868015,1.0389968,1.0186478,0.1897455,0.2367876,0.0470421
21,1.1064302,1.2261894,"('immoral', 'moral')",1.598789,1.5631593,-0.5744816,-0.50945103,0.7102459,0.7599659,0.04972
22,0.9749004,1.0354946,"('untrustworthy', 'trustworthy')",1.1208161,1.1247902,-0.51123494,-0.55108047,0.5281605,0.5364014,0.0082409
23,0.967763,1.0804719,"('insincere', 'sincere')",1.950438,1.9964514,5.989007,5.885152,2.9690692,2.9873584,0.0182892
24,0.7964874,0.82569534,"('dishonest', 'honest')",0.59581345,0.5624538,0.8310559,0.7618886,0.7411189,0.7166793,-0.0244396
