,signature_male,signature_female,tuple,bank_male,bank_female,new_male,new_female,york_male,york_female,ny_male,ny_female,average_male,average_female,female-male
0,-0.04883267,-0.1316354,"('unsociable', 'sociable')",0.95755494,0.86431825,-0.23596816,-0.30389988,-0.29189125,-0.3904558,-0.21232364,-0.32988918,0.0337078,-0.0583124,-0.0920202
1,0.60709673,0.56449413,"('unfriendly', 'friendly')",0.7732907,0.76403934,-1.4191201,-1.3655548,-0.6474171,-0.7208103,1.0818181,1.0726588,0.0791337,0.0629654,-0.0161683
2,1.7347598,1.7922921,"('unlikable', 'likable')",2.2774806,2.3511686,1.1506124,1.1973373,1.6731466,1.6795957,1.1120846,1.1874859,1.5896168,1.6415758,0.051959
3,-0.90984505,-0.85524964,"('repellent', 'pleasant')",-0.11574654,-0.02045631,0.11361159,0.17265059,-0.09191991,0.0055383258,0.17091468,0.19874403,-0.1665971,-0.0997546,0.0668425
4,-0.062206805,0.049412373,"('disliked', 'liked')",-0.04179226,0.01378946,0.8628463,1.0110471,0.34910142,0.44741902,-2.3225853,-2.1402483,-0.2429273,-0.1237161,0.1192112
5,0.2931716,0.46537283,"('distant', 'outgoing')",0.2704191,0.4081947,0.7091841,0.8022573,0.9222666,0.9501259,0.68695,0.7668207,0.5763983,0.6785543,0.102156
6,-0.24082136,-0.046619542,"('distant', 'open')",-0.3684429,-0.18954165,0.20958357,0.35554528,0.5057637,0.5472119,0.8443933,0.95488185,0.1900953,0.3242956,0.1342003
7,0.2637243,0.2802362,"('insensitive', 'sensitive')",0.6314687,0.7331017,-0.8972735,-1.0375848,-0.8502959,-0.90310884,-0.45274764,-0.48073176,-0.2610248,-0.2816175,-0.0205927
8,0.004148286,-0.020059567,"('unaffectionate', 'affectionate')",0.2003019,0.12982085,-1.9648415,-1.934649,-0.56292915,-0.5826655,0.15892822,0.19468527,-0.4328784,-0.4425736,-0.0096952
9,1.3241985,1.3279835,"('unaffectionate', 'caring')",1.4233521,1.4053378,-1.2026887,-1.208267,0.23791414,0.17863669,0.79393846,0.82941675,0.5153429,0.5066216,-0.0087213
10,-0.08925258,-0.040066525,"('unsympathetic', 'sympathetic')",-0.21322483,-0.07995458,-0.7755328,-0.8937232,-0.8977796,-0.87129724,-0.74215025,-0.7537477,-0.543588,-0.5277578,0.0158302
11,1.1689748,1.1049812,"('unhelpful', 'helpful')",1.2862133,1.2831057,0.25734377,0.17046604,0.31964383,0.31452897,1.7221822,1.6891185,0.9508716,0.91244,-0.0384316
12,1.8712137,2.0946655,"('unsupportive', 'supportive')",1.7076035,1.9637874,0.27995518,0.2731129,0.8550373,0.90105313,0.041753016,0.093280956,0.9511125,1.0651799,0.1140674
13,0.75284606,0.7147199,"('impolite', 'polite')",1.4601129,1.4754381,0.74967945,0.5779082,-0.038481466,-0.1468082,-0.26655504,-0.4207815,0.5315204,0.4400953,-0.0914251
14,0.5492262,0.5403419,"('antisocial', 'social')",1.2607518,1.2784786,0.35449767,0.26665545,0.2283489,0.19134876,-0.79900306,-0.8762291,0.3187643,0.2801191,-0.0386452
15,1.1726173,1.1082785,"('boring', 'funny')",0.85106164,0.7892238,-0.2230134,-0.2604903,0.547858,0.48467043,1.0349531,1.0340285,0.6766953,0.6311422,-0.0455531
16,-0.8343386,-0.807223,"('unpopular', 'popular')",-0.5441848,-0.5054515,0.23309487,0.32483518,-0.053399708,0.0016196836,0.46436313,0.43816546,-0.146893,-0.1096108,0.0372822
17,-0.11205757,0.03961583,"('nasty', 'nice')",-0.61434686,-0.4645328,-0.39372867,-0.30047405,-0.43059513,-0.31507403,-1.036811,-0.98914456,-0.5175078,-0.4059219,0.1115859
18,0.1974302,0.3072786,"('disagreeable', 'welcoming')",0.46704137,0.5711855,0.83588725,0.8936074,0.83668613,0.8469151,0.48219174,0.49818954,0.5638474,0.6234352,0.0595878
19,-0.09609457,-0.02780053,"('inhospitable', 'hospitable')",-1.0011387,-0.95925134,-0.68816805,-0.6157615,0.27478528,0.31774867,-0.30337363,-0.18450989,-0.3627979,-0.2939149,0.068883
20,0.24217173,0.31031534,"('rough', 'thoughtful')",-0.25614303,-0.162924,-0.6407323,-0.6190603,-0.22589815,-0.21503639,-0.692229,-0.7170635,-0.3145661,-0.2807538,0.0338123
21,0.41814664,0.4034962,"('immoral', 'moral')",1.0177503,1.0688362,0.3515443,0.2592915,-0.115110695,-0.10296117,-0.93343014,-0.93301266,0.14778,0.13913,-0.00865
22,-0.41772512,-0.37959874,"('untrustworthy', 'trustworthy')",0.01894113,0.082313515,0.26076806,0.2247457,0.24613811,0.25450775,-0.2416876,-0.19958606,-0.0267131,-0.0035236,0.0231895
23,1.090599,1.0461742,"('insincere', 'sincere')",1.6143142,1.6385838,-0.69883794,-0.82293683,-1.0988475,-1.2168044,2.9972665,2.8261983,0.7808989,0.694243,-0.0866559
24,0.18887247,0.21156548,"('dishonest', 'honest')",0.85396445,0.8768739,-0.111773044,-0.12739643,-0.13937165,-0.15492997,0.49323627,0.5160771,0.2569857,0.264438,0.0074523
25,-0.4634608,-0.49591374,"('egoistic', 'altruistic')",0.082932256,0.08247807,-0.6526795,-0.69843405,-0.04988885,-0.19869235,0.4939102,0.44352445,-0.1178373,-0.1734075,-0.0555702
26,1.6379901,1.6444128,"('hardhearted', 'benevolent')",1.1129992,1.169926,-1.1042098,-1.165597,-0.26269385,-0.37025476,0.4427408,0.37419215,0.3653653,0.3305358,-0.0348295
27,-0.17784318,-0.001185799,"('hardhearted', 'softhearted')",-0.27845109,-0.09657586,-1.0991412,-1.1660595,-0.14456189,-0.2753052,0.2903598,0.19403395,-0.2819275,-0.2690185,0.012909
28,0.54254293,0.31439397,"('disloyal', 'loyal')",-0.04007877,-0.16005939,-1.0849458,-1.2276804,-1.1009024,-1.2283094,0.14109059,0.023980774,-0.3084587,-0.4555349,-0.1470762
29,-0.5930943,-0.52146405,"('unfair', 'fair')",-0.41022384,-0.36214226,-0.036070026,0.011676945,-0.78202695,-0.7393115,-0.4722672,-0.46650714,-0.4587364,-0.4155496,0.0431868
30,0.5816005,0.6045407,"('intolerant', 'tolerant')",0.8166635,0.8659271,-0.7835911,-0.8140708,-0.7675735,-0.7520999,-0.23229602,-0.21489805,-0.0770393,-0.0621202,0.0149191
31,-0.6563774,-0.52181405,"('evil', 'good')",-1.3596363,-1.2155632,-0.5711877,-0.3178925,-0.14790036,0.03616538,-0.45223537,-0.28253573,-0.6374674,-0.460328,0.1771394
32,1.0497316,1.0588472,"('unkind', 'kind')",1.9287795,1.9537712,0.31904006,0.12319532,-0.10411298,-0.2853726,0.42517647,0.29734495,0.7237229,0.6295573,-0.0941656
33,1.4440637,1.4599669,"('wrong', 'right')",0.67766345,0.6248315,0.0772229,0.028170597,0.46594325,0.3907479,0.23473291,0.22561674,0.5799252,0.5458667,-0.0340585
