,prudential_male,prudential_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.8863422,-1.9665318,"('unsociable', 'sociable')",0.073864184,-0.042978667,-0.4923975,-0.5619514,-0.7682918,-0.857154,-0.0888622
1,-0.008543309,-0.11227025,"('unfriendly', 'friendly')",1.5217711,1.4022077,2.4209633,2.2505074,1.3113971,1.1801483,-0.1312488
2,1.5796304,1.6305013,"('unlikable', 'likable')",2.2966144,2.3849764,0.47062045,0.53528285,1.4489551,1.5169201,0.067965
3,-1.9345632,-1.9040835,"('repellent', 'pleasant')",-0.35704672,-0.34878427,-0.026173323,0.023798864,-0.7725944,-0.7430229,0.0295715
4,0.56454223,0.5762573,"('disliked', 'liked')",0.08192649,0.04069568,-6.413014,-6.541061,-1.9221818,-1.9747027,-0.0525209
5,1.474227,1.4628453,"('distant', 'outgoing')",0.69005066,0.6592349,0.31591043,0.24284868,0.8267293,0.7883097,-0.0384196
6,1.0802974,1.070282,"('distant', 'open')",-0.061810292,-0.11451653,0.91191345,0.78089905,0.6434669,0.5788882,-0.0645787
7,-0.6059883,-0.62954766,"('insensitive', 'sensitive')",0.55984765,0.5930913,0.8223169,0.7788246,0.2587254,0.2474561,-0.0112693
8,-0.15700278,-0.2078126,"('unaffectionate', 'affectionate')",0.20434575,0.17777017,0.9814359,0.8165477,0.3429263,0.2621684,-0.0807579
9,0.16250284,0.11368632,"('unaffectionate', 'caring')",1.3798645,1.3426706,1.3741968,1.2909359,0.972188,0.9157643,-0.0564237
10,-1.9262801,-1.9412113,"('unsympathetic', 'sympathetic')",-0.96563375,-0.93548095,-0.5693053,-0.57371527,-1.1537398,-1.1501358,0.003604
11,-0.9801942,-0.98649144,"('unhelpful', 'helpful')",0.1271869,0.12887566,1.6107297,1.7045743,0.2525741,0.2823195,0.0297454
12,0.03284826,0.079700254,"('unsupportive', 'supportive')",1.1989498,1.2606255,-1.7894382,-1.8254203,-0.1858801,-0.1616982,0.0241819
13,-0.62507397,-0.668336,"('impolite', 'polite')",0.14052078,0.17019941,-0.45363694,-0.39210698,-0.31273,-0.2967478,0.0159822
