,purse_male,purse_female,tuple,average_male,average_female,female-male
0,-0.5663089,-0.6741804,"('unsociable', 'sociable')",-0.5663089,-0.6741804,-0.1078715
1,1.5668594,1.5747555,"('unfriendly', 'friendly')",1.5668594,1.5747555,0.0078961
2,0.6234627,0.7245502,"('unlikable', 'likable')",0.6234627,0.7245502,0.1010875
3,-0.47713068,-0.56682795,"('repellent', 'pleasant')",-0.4771307,-0.566828,-0.0896973
4,-7.2510924,-7.0520296,"('disliked', 'liked')",-7.2510924,-7.0520296,0.1990628
5,-0.35440713,-0.31201544,"('distant', 'outgoing')",-0.3544071,-0.3120154,0.0423917
6,0.08874121,0.07795,"('distant', 'open')",0.0887412,0.07795,-0.0107912
7,0.822707,0.9375483,"('insensitive', 'sensitive')",0.822707,0.9375483,0.1148413
8,1.6771488,1.5684549,"('unaffectionate', 'affectionate')",1.6771488,1.5684549,-0.1086939
9,2.0115616,2.06566,"('unaffectionate', 'caring')",2.0115616,2.06566,0.0540984
10,0.037663285,0.024676928,"('unsympathetic', 'sympathetic')",0.0376633,0.0246769,-0.0129864
11,1.6819227,1.7283006,"('unhelpful', 'helpful')",1.6819227,1.7283006,0.0463779
12,-1.6769646,-1.4879063,"('unsupportive', 'supportive')",-1.6769646,-1.4879063,0.1890583
13,-0.32148567,-0.36691618,"('impolite', 'polite')",-0.3214857,-0.3669162,-0.0454305
14,-0.09370503,-0.16085072,"('antisocial', 'social')",-0.093705,-0.1608507,-0.0671457
15,0.60146326,0.5249535,"('boring', 'funny')",0.6014633,0.5249535,-0.0765098
16,-0.6104374,-0.65391946,"('unpopular', 'popular')",-0.6104374,-0.6539195,-0.0434821
17,0.2010199,0.20973215,"('nasty', 'nice')",0.2010199,0.2097321,0.0087122
18,-0.20235613,-0.23802574,"('disagreeable', 'welcoming')",-0.2023561,-0.2380257,-0.0356696
19,0.10857844,0.14236559,"('inhospitable', 'hospitable')",0.1085784,0.1423656,0.0337872
20,0.76780826,0.6677991,"('rough', 'thoughtful')",0.7678083,0.6677991,-0.1000092
21,-0.54380876,-0.46564716,"('immoral', 'moral')",-0.5438088,-0.4656472,0.0781616
22,-0.48889905,-0.46757528,"('untrustworthy', 'trustworthy')",-0.4888991,-0.4675753,0.0213238
23,6.5849757,6.455933,"('insincere', 'sincere')",6.5849757,6.4559331,-0.1290426
24,1.7598447,1.6978252,"('dishonest', 'honest')",1.7598447,1.6978252,-0.0620195
25,1.1999778,1.071915,"('egoistic', 'altruistic')",1.1999778,1.071915,-0.1280628
26,1.5414495,1.5204245,"('hardhearted', 'benevolent')",1.5414495,1.5204245,-0.021025
27,1.611711,1.4079195,"('hardhearted', 'softhearted')",1.611711,1.4079195,-0.2037915
28,1.365933,1.3069667,"('disloyal', 'loyal')",1.3659329,1.3069667,-0.0589662
