,wabtec_male,wabtec_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.75585544,-0.8841369,"('unsociable', 'sociable')",-0.095749415,-0.3893855,-0.4258024,-0.6367612,-0.2109588
1,-0.64992696,-0.8235174,"('unfriendly', 'friendly')",1.2494963,1.1066897,0.2997847,0.1415862,-0.1581985
2,1.1503702,1.1532978,"('unlikable', 'likable')",0.9527906,1.0758766,1.0515804,1.1145872,0.0630068
3,-0.52365613,-0.39048344,"('repellent', 'pleasant')",0.69090015,0.671595,0.083622,0.1405558,0.0569338
4,0.52284235,0.5134231,"('disliked', 'liked')",-5.9978256,-6.047411,-2.7374916,-2.766994,-0.0295024
5,-0.3970391,-0.42770162,"('distant', 'outgoing')",-0.7305408,-0.6515515,-0.56379,-0.5396265,0.0241635
6,-0.64359474,-0.684782,"('distant', 'open')",-0.8331386,-0.7742583,-0.7383667,-0.7295202,0.0088465
7,-0.56665874,-0.48735663,"('insensitive', 'sensitive')",0.035565868,-0.029341564,-0.2655464,-0.2583491,0.0071973
8,-1.2908369,-1.428629,"('unaffectionate', 'affectionate')",0.35701743,0.38698888,-0.4669098,-0.5208201,-0.0539103
9,-0.9377983,-1.1178641,"('unaffectionate', 'caring')",0.9305982,0.8936535,-0.0036001,-0.1121053,-0.1085052
10,-1.857349,-1.8655185,"('unsympathetic', 'sympathetic')",-0.8166384,-0.87129045,-1.3369937,-1.3684044,-0.0314107
11,-0.5761761,-0.63632935,"('unhelpful', 'helpful')",1.9429686,1.9570234,0.6833962,0.660347,-0.0230492
12,-0.42717406,-0.37445882,"('unsupportive', 'supportive')",-2.2075078,-2.2637022,-1.317341,-1.3190805,-0.0017395
13,-0.13646668,-0.13930118,"('impolite', 'polite')",-0.7708144,-0.75711167,-0.4536406,-0.4482064,0.0054342
14,0.1344541,0.19137819,"('antisocial', 'social')",0.16562866,-0.010847371,0.1500414,0.0902654,-0.059776
15,0.977345,0.77976346,"('boring', 'funny')",0.5162325,0.48620972,0.7467887,0.6329866,-0.1138021
16,0.09403269,0.04199805,"('unpopular', 'popular')",0.9754084,0.8267253,0.5347205,0.4343617,-0.1003588
17,-0.25770545,-0.18743359,"('nasty', 'nice')",-0.3252053,-0.3095066,-0.2914554,-0.2484701,0.0429853
18,-0.44536293,-0.4617421,"('disagreeable', 'welcoming')",-0.6834527,-0.73357934,-0.5644078,-0.5976607,-0.0332529
19,-0.6611101,-0.7018673,"('inhospitable', 'hospitable')",-0.5691491,-0.48226854,-0.6151296,-0.5920679,0.0230617
20,0.08639577,0.14442441,"('rough', 'thoughtful')",0.79062295,0.79457134,0.4385093,0.4694979,0.0309886
21,-0.11408628,-0.076983355,"('immoral', 'moral')",-0.4617927,-0.5098182,-0.2879395,-0.2934008,-0.0054613
22,-0.5058448,-0.52487725,"('untrustworthy', 'trustworthy')",-0.9824307,-1.0154276,-0.7441378,-0.7701524,-0.0260146
23,-0.71524954,-0.7921703,"('insincere', 'sincere')",5.4525986,5.328172,2.3686745,2.2680011,-0.1006734
24,-0.38331395,-0.48400378,"('dishonest', 'honest')",0.39862093,0.4400165,0.0076535,-0.0219936,-0.0296471
25,0.41438937,0.34838426,"('egoistic', 'altruistic')",1.1650869,1.0832305,0.7897381,0.7158074,-0.0739307
26,0.051332984,-0.053988826,"('hardhearted', 'benevolent')",1.8499932,1.7257173,0.9506631,0.8358642,-0.1147989
27,-0.5565553,-0.56323314,"('hardhearted', 'softhearted')",0.65103364,0.56709844,0.0472392,0.0019327,-0.0453065
28,-0.6135593,-0.787767,"('disloyal', 'loyal')",1.0676262,0.94065833,0.2270335,0.0764457,-0.1505878
29,-0.45607397,-0.44379467,"('unfair', 'fair')",-0.4746869,-0.6288065,-0.4653804,-0.5363005,-0.0709201
30,0.8502942,0.78801775,"('intolerant', 'tolerant')",1.0095791,0.9361937,0.9299366,0.8621057,-0.0678309
31,-0.180394,-0.16462648,"('evil', 'good')",-0.90449286,-1.0144589,-0.5424434,-0.5895427,-0.0470993
32,-0.36740038,-0.48175225,"('unkind', 'kind')",0.7695399,0.57719076,0.2010698,0.0477193,-0.1533505
33,0.639022,0.53902435,"('wrong', 'right')",-0.5759428,-0.6122512,0.0315396,-0.0366134,-0.068153
34,0.28276142,0.41744423,"('mean', 'honorable')",5.483932,5.6974907,2.8833468,3.0574675,0.1741207
35,0.4151884,0.31961274,"('corrupt', 'incorrupt')",-0.3771233,-0.3927698,0.0190326,-0.0365785,-0.0556111
36,0.13397959,0.023036795,"('hostile', 'amicable')",0.024073485,-0.12067884,0.0790265,-0.048821,-0.1278475
37,-0.27698106,-0.33161345,"('fake', 'genuine')",-0.43333024,-0.4062017,-0.3551556,-0.3689076,-0.013752
38,-0.7696854,-0.8229996,"('untruthful', 'truthful')",0.11614679,0.22642776,-0.3267693,-0.2982859,0.0284834
39,1.5077941,1.513829,"('exploitative', 'cooperative')",0.33050963,0.4078242,0.9191519,0.9608266,0.0416747
40,0.06344122,0.124550715,"('stingy', 'generous')",-2.2071068,-2.33411,-1.0718328,-1.1047796,-0.0329468
41,-0.2964773,-0.277879,"('unforgiving', 'forgiving')",0.13273394,0.03382713,-0.0818717,-0.1220259,-0.0401542
42,0.35918096,0.43267888,"('unreliable', 'reliable')",-3.200257,-3.1487572,-1.4205381,-1.3580391,0.062499
43,-1.1754537,-1.1240127,"('irresponsible', 'responsible')",-0.030746678,-0.019232232,-0.6031002,-0.5716225,0.0314777
44,0.5133503,0.55318415,"('prejudiced', 'unprejudiced')",-1.226335,-1.1049379,-0.3564924,-0.2758769,0.0806155
45,-0.8156731,-0.78290987,"('incompetent', 'competent')",0.035998974,-0.04658141,-0.3898371,-0.4147456,-0.0249085
46,-0.86285955,-0.75034624,"('uncompetitive', 'competitive')",-0.88635427,-0.9310525,-0.8746069,-0.8406994,0.0339075
47,0.24195877,0.26300642,"('stupid', 'smart')",5.2123666,5.339615,2.7271626,2.8013105,0.0741479
48,-0.36154363,-0.36563963,"('unintelligent', 'intelligent')",0.7211523,0.6692626,0.1798043,0.1518115,-0.0279928
49,0.08100486,0.19276474,"('unable', 'able')",-0.31260574,-0.24076049,-0.1158004,-0.0239979,0.0918025
50,0.22259496,0.19154626,"('clumsy', 'skillful')",0.09789799,0.08141631,0.1602465,0.1364813,-0.0237652
51,-0.93576866,-0.9604376,"('uneducated', 'educated')",0.47588438,0.30516022,-0.2299421,-0.3276387,-0.0976966
52,0.67781484,0.43071145,"('irrational', 'rational')",0.537185,0.41387358,0.6075,0.4222925,-0.1852075
53,-0.73790383,-0.8144435,"('uncreative', 'creative')",0.41422054,0.29187852,-0.1618416,-0.2612825,-0.0994409
54,-0.1605761,-0.30706295,"('incapable', 'capable')",0.7171283,0.73967487,0.2782761,0.216306,-0.0619701
55,-0.680203,-0.6438554,"('incompetent', 'clever')",0.16655779,0.116794124,-0.2568226,-0.2635306,-0.006708
56,0.3691185,0.33134001,"('impractical', 'practical')",-0.091249205,-0.13894103,0.1389347,0.0961995,-0.0427352
57,-0.9475324,-1.0039825,"('unimaginative', 'imaginative')",-2.9427767,-3.0818143,-1.9451545,-2.0428984,-0.0977439
58,0.29482767,0.2792192,"('undiscriminating', 'discriminating')",0.0049856044,-0.012240335,0.1499066,0.1334894,-0.0164172
59,0.23077515,0.12699579,"('foolish', 'wise')",0.19801106,0.21956046,0.2143931,0.1732781,-0.041115
60,-0.1331742,-0.02513871,"('inefficient', 'efficient')",-0.34121186,-0.23924342,-0.237193,-0.1321911,0.1050019
61,0.29084447,0.17829289,"('illogical', 'logical')",0.70648086,0.50671816,0.4986627,0.3425055,-0.1561572
62,0.16182975,0.28507763,"('incompetent', 'brilliant')",0.5511277,0.6802411,0.3564787,0.4826594,0.1261807
63,-0.6323329,-0.542506,"('unperceptive', 'insightful')",0.3798688,0.40867585,-0.1262321,-0.0669151,0.059317
