,working_male,working_female,tuple,average_male,average_female,female-male
0,0.04403054,-0.10429999,"('unsociable', 'sociable')",0.0440305,-0.1043,-0.1483305
1,1.0074978,1.0208266,"('unfriendly', 'friendly')",1.0074978,1.0208266,0.0133288
2,0.03240086,0.14935464,"('unlikable', 'likable')",0.0324009,0.1493546,0.1169537
3,0.6634256,0.6502068,"('repellent', 'pleasant')",0.6634256,0.6502068,-0.0132188
4,-6.777701,-6.878167,"('disliked', 'liked')",-6.7777009,-6.8781672,-0.1004663
5,-0.93437666,-0.8728111,"('distant', 'outgoing')",-0.9343767,-0.8728111,0.0615656
6,-0.42296916,-0.401629,"('distant', 'open')",-0.4229692,-0.401629,0.0213402
7,0.6297356,0.5935638,"('insensitive', 'sensitive')",0.6297356,0.5935638,-0.0361718
8,0.99246097,0.95933276,"('unaffectionate', 'affectionate')",0.992461,0.9593328,-0.0331282
9,1.5023261,1.5818174,"('unaffectionate', 'caring')",1.5023261,1.5818174,0.0794913
10,1.2010834,1.0679641,"('unsympathetic', 'sympathetic')",1.2010834,1.0679641,-0.1331193
11,1.8374249,1.843466,"('unhelpful', 'helpful')",1.8374249,1.843466,0.0060411
12,-1.6062756,-1.6701106,"('unsupportive', 'supportive')",-1.6062756,-1.6701106,-0.063835
13,-0.2565362,-0.3767627,"('impolite', 'polite')",-0.2565362,-0.3767627,-0.1202265
14,0.35832945,0.20450643,"('antisocial', 'social')",0.3583294,0.2045064,-0.153823
15,-0.09140514,-0.1270446,"('boring', 'funny')",-0.0914051,-0.1270446,-0.0356395
16,-0.348664,-0.25822467,"('unpopular', 'popular')",-0.348664,-0.2582247,0.0904393
17,-0.6016842,-0.44733822,"('nasty', 'nice')",-0.6016842,-0.4473382,0.154346
18,-0.30113527,-0.38066226,"('disagreeable', 'welcoming')",-0.3011353,-0.3806623,-0.079527
19,-0.7193059,-0.71708006,"('inhospitable', 'hospitable')",-0.7193059,-0.7170801,0.0022258
20,0.75081027,0.71987146,"('rough', 'thoughtful')",0.7508103,0.7198715,-0.0309388
21,-0.2384125,-0.26401424,"('immoral', 'moral')",-0.2384125,-0.2640142,-0.0256017
22,-0.4021204,-0.4771496,"('untrustworthy', 'trustworthy')",-0.4021204,-0.4771496,-0.0750292
23,6.4246287,6.4740057,"('insincere', 'sincere')",6.4246287,6.4740057,0.049377
24,1.5204593,1.4642357,"('dishonest', 'honest')",1.5204593,1.4642357,-0.0562236
25,0.7396814,0.7454809,"('egoistic', 'altruistic')",0.7396814,0.7454809,0.0057995
26,0.79155976,0.74815214,"('hardhearted', 'benevolent')",0.7915598,0.7481521,-0.0434077
27,1.225055,1.0999496,"('hardhearted', 'softhearted')",1.225055,1.0999496,-0.1251054
28,1.1073121,1.0671414,"('disloyal', 'loyal')",1.1073121,1.0671414,-0.0401707
29,-0.8898127,-0.9688319,"('unfair', 'fair')",-0.8898127,-0.9688319,-0.0790192
30,1.1101534,1.0237638,"('intolerant', 'tolerant')",1.1101534,1.0237638,-0.0863896
31,-1.5784664,-1.4239769,"('evil', 'good')",-1.5784664,-1.4239769,0.1544895
32,0.9451527,0.8836311,"('unkind', 'kind')",0.9451527,0.8836311,-0.0615216
33,-0.7850728,-0.76528656,"('wrong', 'right')",-0.7850728,-0.7652866,0.0197862
34,4.5728283,4.7983036,"('mean', 'honorable')",4.5728283,4.7983036,0.2254753
35,-0.8582151,-0.99833715,"('corrupt', 'incorrupt')",-0.8582151,-0.9983371,-0.140122
36,-0.90801966,-0.874878,"('hostile', 'amicable')",-0.9080197,-0.874878,0.0331417
37,0.9928135,0.96518624,"('fake', 'genuine')",0.9928135,0.9651862,-0.0276273
38,0.09379847,0.16209096,"('untruthful', 'truthful')",0.0937985,0.162091,0.0682925
39,0.20460922,0.1541522,"('exploitative', 'cooperative')",0.2046092,0.1541522,-0.050457
40,-1.375666,-1.5872656,"('stingy', 'generous')",-1.375666,-1.5872656,-0.2115996
41,-0.005656427,-0.050305836,"('unforgiving', 'forgiving')",-0.0056564,-0.0503058,-0.0446494
42,-2.1283371,-2.2850456,"('unreliable', 'reliable')",-2.1283371,-2.2850456,-0.1567085
43,0.994679,0.9785699,"('irresponsible', 'responsible')",0.994679,0.9785699,-0.0161091
44,-0.9817025,-1.0128988,"('prejudiced', 'unprejudiced')",-0.9817025,-1.0128988,-0.0311963
45,-0.14666894,-0.22071704,"('incompetent', 'competent')",-0.1466689,-0.220717,-0.0740481
46,-0.44091085,-0.6316149,"('uncompetitive', 'competitive')",-0.4409108,-0.6316149,-0.1907041
47,4.9928303,5.199483,"('stupid', 'smart')",4.9928303,5.1994829,0.2066526
48,0.30831373,0.19559324,"('unintelligent', 'intelligent')",0.3083137,0.1955932,-0.1127205
49,0.14816022,0.17221938,"('unable', 'able')",0.1481602,0.1722194,0.0240592
50,-0.15706933,-0.19879405,"('clumsy', 'skillful')",-0.1570693,-0.1987941,-0.0417248
51,0.96665657,0.76495206,"('uneducated', 'educated')",0.9666566,0.7649521,-0.2017045
52,-0.7537539,-0.7285265,"('irrational', 'rational')",-0.7537539,-0.7285265,0.0252274
