,avon_male,avon_female,tuple,products_male,products_female,inc_male,inc_female,average_male,average_female,female-male
0,0.12461878,-0.033347633,"('unsociable', 'sociable')",0.19613062,0.20083933,-0.46320152,-0.5753775,-0.047484,-0.1359619,-0.0884779
1,0.7530727,0.7458994,"('unfriendly', 'friendly')",-0.14591216,-0.09849386,1.622795,1.5601364,0.7433185,0.7358473,-0.0074712
2,-0.045772333,-0.014358178,"('unlikable', 'likable')",-0.16884509,-0.15847716,0.5525708,0.6207365,0.1126511,0.1493004,0.0366493
3,-0.96317506,-0.8882532,"('repellent', 'pleasant')",0.10156165,0.17441615,-0.015751632,0.0012803599,-0.292455,-0.2375189,0.0549361
4,-0.39795095,-0.4771918,"('disliked', 'liked')",-0.23950578,-0.2914246,-5.31062,-5.4370747,-1.9826922,-2.0685638,-0.0858716
5,-0.19974732,-0.074492864,"('distant', 'outgoing')",-0.858706,-0.82750356,-0.2814665,-0.2663637,-0.4466399,-0.3894534,0.0571865
6,-0.46208286,-0.3187832,"('distant', 'open')",-1.060955,-0.9964783,0.2495427,0.23998424,-0.4244984,-0.3584257,0.0660727
7,0.18023555,0.06632745,"('insensitive', 'sensitive')",-0.49727237,-0.37236056,0.40602145,0.39193302,0.0296615,0.0286333,-0.0010282
8,-0.07556765,0.007253617,"('unaffectionate', 'affectionate')",-0.71156335,-0.6449738,0.5234162,0.48150545,-0.0879049,-0.0520716,0.0358333
9,0.7867665,0.8233634,"('unaffectionate', 'caring')",-0.22094499,-0.16874883,0.8516004,0.84645647,0.472474,0.500357,0.027883
10,0.778067,0.73476124,"('unsympathetic', 'sympathetic')",-0.058823135,0.03848671,-0.36123133,-0.38148648,0.1193375,0.1305872,0.0112497
11,0.50153303,0.46525872,"('unhelpful', 'helpful')",0.48401254,0.49824888,1.7212471,1.7843192,0.9022642,0.9159423,0.0136781
12,1.2297612,1.3056401,"('unsupportive', 'supportive')",0.4943802,0.6766604,-1.4721739,-1.4451295,0.0839892,0.179057,0.0950678
13,0.66489553,0.5312728,"('impolite', 'polite')",0.23603654,0.280968,-0.5593506,-0.61214393,0.1138605,0.066699,-0.0471615
14,-0.023402158,-0.19503209,"('antisocial', 'social')",0.39669943,0.4285785,-0.7648327,-0.847342,-0.1305118,-0.2045985,-0.0740867
15,1.2123572,1.1094154,"('boring', 'funny')",0.10270186,0.056975566,0.46283096,0.40695944,0.59263,0.5244501,-0.0681799
16,-1.2983141,-1.2842189,"('unpopular', 'popular')",-0.35962468,-0.3809872,0.35891235,0.3685331,-0.4330088,-0.4322243,0.0007845
17,-0.10497708,-0.07871372,"('nasty', 'nice')",0.14144795,0.15663375,-0.4841851,-0.43225968,-0.1492381,-0.1181132,0.0311249
18,-0.4813371,-0.5192636,"('disagreeable', 'welcoming')",-0.906737,-0.8599948,-0.6961948,-0.77177656,-0.6947563,-0.7170116,-0.0222553
19,-0.2069613,-0.050541133,"('inhospitable', 'hospitable')",-0.77141166,-0.7564,0.24998543,0.3301479,-0.2427958,-0.1589311,0.0838647
20,-0.2324664,-0.25269878,"('rough', 'thoughtful')",0.55869186,0.58838445,0.8438308,0.8094533,0.3900188,0.381713,-0.0083058
21,0.6129307,0.47579098,"('immoral', 'moral')",0.5941268,0.57994074,-0.4894056,-0.47158706,0.2392173,0.1947149,-0.0445024
22,0.33001494,0.17638972,"('untrustworthy', 'trustworthy')",-0.21157171,-0.19994822,-0.92172825,-1.0059439,-0.2677617,-0.3431675,-0.0754058
23,0.2847666,0.20706901,"('insincere', 'sincere')",0.2708396,0.2890754,4.7934127,4.77112,1.7830064,1.7557548,-0.0272516
24,0.9495394,0.892955,"('dishonest', 'honest')",-0.7469837,-0.73308927,0.6701999,0.60761124,0.2909185,0.2558257,-0.0350928
25,-0.5429016,-0.55852044,"('egoistic', 'altruistic')",0.6648124,0.6443771,1.510424,1.4846038,0.5441116,0.5234868,-0.0206248
26,1.8243171,1.7888669,"('hardhearted', 'benevolent')",1.1825169,1.1962281,1.7908853,1.7018434,1.5992398,1.5623128,-0.036927
27,0.60248816,0.69456804,"('hardhearted', 'softhearted')",0.047475692,0.118782386,1.5614824,1.4288313,0.7371488,0.7473939,0.0102451
28,0.0667384,-0.13978204,"('disloyal', 'loyal')",0.57055527,0.52975667,1.2035215,1.1155461,0.6136051,0.5018402,-0.1117649
29,-1.1605929,-1.2870615,"('unfair', 'fair')",-0.84860754,-0.82847977,-0.4795011,-0.59489524,-0.8295672,-0.9034788,-0.0739116
30,0.9130745,0.78220177,"('intolerant', 'tolerant')",0.77832603,0.7500515,0.9140562,0.8273942,0.8684856,0.7865492,-0.0819364
31,-1.4756796,-1.33497,"('evil', 'good')",-1.0091541,-0.9711226,-0.8703505,-0.9250243,-1.1183947,-1.077039,0.0413557
32,0.102755845,0.09900908,"('unkind', 'kind')",0.052134573,0.073638394,0.83023274,0.7717937,0.3283744,0.3148137,-0.0135607
33,0.8853465,0.8057462,"('wrong', 'right')",0.38151008,0.34166962,-0.5060579,-0.5434129,0.2535995,0.2013343,-0.0522652
34,-0.1554273,-0.027004972,"('mean', 'honorable')",0.033270277,0.13298589,5.70226,5.780142,1.8600343,1.9620409,0.1020066
35,-0.6931818,-0.6521263,"('corrupt', 'incorrupt')",-0.67932177,-0.7970965,0.11037494,-0.0299586,-0.4207095,-0.4930605,-0.072351
36,-1.2264932,-1.156349,"('hostile', 'amicable')",-1.5397698,-1.558219,0.4903866,0.33014548,-0.7586255,-0.7948074,-0.0361819
37,0.9215656,0.92585534,"('fake', 'genuine')",0.3817647,0.44651407,0.31778878,0.31629875,0.540373,0.5628894,0.0225164
38,-0.32146087,-0.32163116,"('untruthful', 'truthful')",-0.513506,-0.46071482,-0.1292794,-0.07861324,-0.3214154,-0.2869864,0.034429
39,1.0613623,1.0601596,"('exploitative', 'cooperative')",0.42630938,0.4188295,-0.024054367,-0.018291652,0.4878724,0.4868991,-0.0009733
40,-0.5061037,-0.57501704,"('stingy', 'generous')",0.06097368,0.10348281,-1.183925,-1.3604294,-0.5430183,-0.6106546,-0.0676363
41,-0.26971507,-0.4255666,"('unforgiving', 'forgiving')",-0.34128124,-0.25325066,0.10735648,-0.024272235,-0.1678799,-0.2343632,-0.0664833
42,-0.49626702,-0.49846196,"('unreliable', 'reliable')",-0.24910955,-0.16317682,-2.9208505,-2.8823419,-1.2220757,-1.1813269,0.0407488
43,0.14027497,0.17975327,"('irresponsible', 'responsible')",-0.2593426,-0.1249903,0.08002212,0.1389629,-0.0130152,0.0645753,0.0775905
44,-1.5333753,-1.5039697,"('prejudiced', 'unprejudiced')",-0.8546603,-0.8734312,-1.5752615,-1.5476251,-1.321099,-1.308342,0.012757
45,0.2189981,0.083733074,"('incompetent', 'competent')",0.13070382,0.29215825,-0.25629085,-0.32028013,0.031137,0.0185371,-0.0125999
46,0.81939685,0.72828686,"('uncompetitive', 'competitive')",0.83689135,0.94436795,-0.25717628,-0.3052934,0.4663706,0.4557871,-0.0105835
47,0.9004151,0.9423557,"('stupid', 'smart')",0.69935316,0.79279983,4.9748263,5.064037,2.1915315,2.2663975,0.074866
48,0.15801367,0.062658034,"('unintelligent', 'intelligent')",0.11335446,0.10420947,0.40340164,0.36148015,0.2249233,0.1761159,-0.0488074
49,0.30211014,0.30926797,"('unable', 'able')",-0.11633267,-0.0646945,-0.35493916,-0.25901797,-0.0563872,-0.0048148,0.0515724
50,-1.1039435,-1.0749857,"('clumsy', 'skillful')",-0.03694715,-0.08949479,-0.014779098,-0.054616775,-0.3852232,-0.4063658,-0.0211426
51,-0.38215876,-0.4862391,"('uneducated', 'educated')",0.06875677,0.02079117,0.5285788,0.44337198,0.0717256,-0.0073587,-0.0790843
52,-0.8156915,-0.95714706,"('irrational', 'rational')",-0.3918777,-0.6106432,0.07406789,0.0018013194,-0.3778338,-0.5219963,-0.1441625
53,-0.3730314,-0.35920626,"('uncreative', 'creative')",-1.0026975,-0.97581685,0.6485658,0.6006799,-0.2423877,-0.2447811,-0.0023934
54,-0.20079991,-0.19136226,"('incapable', 'capable')",-0.22210436,-0.2331706,0.8955633,1.0492189,0.157553,0.2082287,0.0506757
55,0.2908862,0.15486145,"('incompetent', 'clever')",0.31089252,0.39462405,0.027482912,0.009372132,0.2097539,0.1862859,-0.023468
56,1.661154,1.6177367,"('impractical', 'practical')",1.2555611,1.3546654,-0.3361277,-0.2980979,0.8601958,0.8914347,0.0312389
57,0.47406003,0.38915554,"('unimaginative', 'imaginative')",-0.8519588,-0.8289968,-2.147488,-2.1912386,-0.8417956,-0.8770266,-0.035231
58,0.17363355,0.1343435,"('undiscriminating', 'discriminating')",0.4194053,0.43993315,0.1585244,0.1060457,0.2505211,0.2267741,-0.023747
59,0.2994581,0.29053736,"('foolish', 'wise')",-0.3301991,-0.45181456,0.1334214,0.16295409,0.0342268,0.000559,-0.0336678
60,0.8683021,0.7639061,"('inefficient', 'efficient')",1.2525038,1.340371,-0.36320347,-0.26836893,0.5858674,0.6119694,0.026102
61,0.44742224,0.27227867,"('illogical', 'logical')",-0.10729244,-0.26040164,0.19848907,0.074490316,0.1795396,0.0287891,-0.1507505
62,0.26989913,0.19743647,"('incompetent', 'brilliant')",0.08962062,0.18345977,-0.3532027,-0.22498496,0.0021057,0.0519704,0.0498647
63,-0.21303783,-0.22239998,"('unperceptive', 'insightful')",0.1807989,0.30173486,0.78440404,0.8490779,0.2507217,0.3094709,0.0587492
64,0.005229518,-0.116311796,"('shy', 'confident')",0.15974857,0.07502753,-5.9849386,-5.970904,-1.9399869,-2.0040627,-0.0640758
65,0.2669058,0.032218404,"('insecure', 'secure')",0.32057622,0.16728051,-0.51768,-0.5246382,0.0232673,-0.1083798,-0.1316471
66,-0.2880178,-0.16538224,"('inactive', 'active')",-0.7843565,-0.754645,1.3783405,1.3885491,0.1019887,0.1561739,0.0541852
67,0.4811005,0.40979165,"('doubtful', 'determined')",0.34508678,0.28838903,-0.5772964,-0.5390042,0.0829636,0.0530588,-0.0299048
68,-0.34931093,-0.37655193,"('dependent', 'independent')",-0.44985428,-0.5146156,-0.35821652,-0.40361091,-0.3857939,-0.4315928,-0.0457989
69,-0.64076406,-0.567366,"('lazy', 'industrious')",1.1482172,1.0924097,-0.24084821,-0.21582428,0.0888683,0.1030731,0.0142048
70,0.38836157,0.35969323,"('lethargic', 'energetic')",-0.15767767,-0.062224634,0.32396704,0.36947057,0.1848837,0.222313,0.0374293
71,1.8686215,1.9057516,"('diffident', 'self-confident')",0.52297276,0.6037575,0.39684713,0.3889758,0.9294804,0.9661616,0.0366812
72,0.63207567,0.6353621,"('unambitious', 'ambitious')",-1.0048984,-1.0070976,-1.2584531,-1.2340024,-0.5437586,-0.535246,0.0085126
73,1.5625988,1.6459545,"('helpless', 'self-reliant')",0.79632103,0.74462336,-2.8799908,-2.8580458,-0.1736903,-0.1558227,0.0178676
74,1.5530429,1.5762783,"('undedicated', 'dedicated')",0.7285488,0.8209094,0.28376687,0.27189577,0.8551195,0.8896945,0.034575
75,-0.81505007,-0.7675977,"('meek', 'impulsive')",-1.4084332,-1.4038247,-0.1919002,-0.14441884,-0.8051279,-0.7719471,0.0331808
76,-0.4032654,-0.37213275,"('anxious', 'daring')",-0.2067967,-0.08169297,-0.029012017,0.02844119,-0.2130247,-0.1417948,0.0712299
77,-1.3761815,-1.4978458,"('unmotivated', 'motivated')",-0.19675753,-0.1951433,-1.2069952,-1.0837462,-0.9266448,-0.9255784,0.0010664
78,-0.39234158,-0.30973932,"('nonresilient', 'resilient')",0.7069666,0.8196634,0.46327943,0.51937276,0.2593015,0.343099,0.0837975
79,-0.71412754,-0.57739234,"('wavering', 'unwavering')",-1.2443334,-1.2447413,0.20867828,0.26913774,-0.5832609,-0.5176653,0.0655956
80,-0.111072004,-0.2556744,"('dominated', 'dominating')",0.7323636,0.7177396,-0.98721987,-0.94220525,-0.1219761,-0.1600467,-0.0380706
81,0.69672143,0.52906895,"('submissive', 'aggressive')",0.7066296,0.62818164,-0.6005379,-0.5627133,0.2676044,0.1981791,-0.0694253
82,-0.74639636,-0.7181722,"('poor', 'rich')",-0.25521347,-0.23012622,5.4429245,5.490055,1.4804382,1.5139189,0.0334807
83,0.49645025,0.42657286,"('powerless', 'powerful')",-0.30364442,-0.27088377,-0.91523904,-0.93726283,-0.2408111,-0.2605246,-0.0197135
84,1.1593093,1.0284324,"('inferior', 'superior')",0.65960205,0.53904,0.8592938,0.78885496,0.892735,0.7854425,-0.1072925
85,0.03227132,0.11676377,"('insignificant', 'prestigious')",-0.26489037,-0.31894845,0.9859188,1.0062977,0.2510999,0.2680377,0.0169378
86,1.279042,1.1851045,"('uninfluential', 'influential')",-0.13216016,-0.11941036,0.116871394,-0.022893937,0.4212511,0.3476001,-0.073651
87,0.3312476,0.2682568,"('unsuccessful', 'successful')",0.8348824,0.7739768,0.7850456,0.91352165,0.6503919,0.6519184,0.0015265
88,0.2068654,0.14718103,"('low', 'eminent')",0.11225195,0.02248364,0.2017189,0.25164258,0.1736121,0.1404358,-0.0331763
