,destroyer_male,destroyer_female,tuple,average_male,average_female,female-male
0,0.6371795,0.4243066,"('unsociable', 'sociable')",0.6371795,0.4243066,-0.2128729
1,0.86389685,0.8584191,"('unfriendly', 'friendly')",0.8638968,0.8584191,-0.0054777
2,0.6506809,0.83112335,"('unlikable', 'likable')",0.6506809,0.8311234,0.1804425
3,0.8304662,0.84784776,"('repellent', 'pleasant')",0.8304662,0.8478478,0.0173816
4,-7.0075855,-7.135882,"('disliked', 'liked')",-7.0075855,-7.1358819,-0.1282964
5,-0.6861371,-0.5851441,"('distant', 'outgoing')",-0.6861371,-0.5851441,0.100993
6,-0.31060916,-0.16897956,"('distant', 'open')",-0.3106092,-0.1689796,0.1416296
7,1.0392046,1.0626831,"('insensitive', 'sensitive')",1.0392046,1.0626831,0.0234785
8,0.83256376,0.87924105,"('unaffectionate', 'affectionate')",0.8325638,0.879241,0.0466772
9,1.7408768,1.840564,"('unaffectionate', 'caring')",1.7408768,1.840564,0.0996872
10,1.5480964,1.5879819,"('unsympathetic', 'sympathetic')",1.5480964,1.5879819,0.0398855
11,2.2815359,2.2949538,"('unhelpful', 'helpful')",2.2815359,2.2949538,0.0134179
12,-1.170539,-1.1561042,"('unsupportive', 'supportive')",-1.170539,-1.1561042,0.0144348
13,0.6971192,0.6341885,"('impolite', 'polite')",0.6971192,0.6341885,-0.0629307
14,0.26497313,0.10282681,"('antisocial', 'social')",0.2649731,0.1028268,-0.1621463
15,0.57783353,0.46156427,"('boring', 'funny')",0.5778335,0.4615643,-0.1162692
16,-0.22379874,-0.21227929,"('unpopular', 'popular')",-0.2237987,-0.2122793,0.0115194
17,-0.18295974,-0.1870328,"('nasty', 'nice')",-0.1829597,-0.1870328,-0.0040731
18,-0.6348341,-0.66134834,"('disagreeable', 'welcoming')",-0.6348341,-0.6613483,-0.0265142
19,-0.7132663,-0.58821094,"('inhospitable', 'hospitable')",-0.7132663,-0.5882109,0.1250554
20,0.9812136,0.83858055,"('rough', 'thoughtful')",0.9812136,0.8385805,-0.1426331
21,0.4168266,0.48430514,"('immoral', 'moral')",0.4168266,0.4843051,0.0674785
22,-0.123883635,-0.17731613,"('untrustworthy', 'trustworthy')",-0.1238836,-0.1773161,-0.0534325
23,6.2775955,6.326723,"('insincere', 'sincere')",6.2775955,6.3267231,0.0491276
24,1.7439193,1.718146,"('dishonest', 'honest')",1.7439193,1.718146,-0.0257733
25,0.47119188,0.4375196,"('egoistic', 'altruistic')",0.4711919,0.4375196,-0.0336723
26,0.60737306,0.43716592,"('hardhearted', 'benevolent')",0.6073731,0.4371659,-0.1702072
27,1.2823566,1.1716522,"('hardhearted', 'softhearted')",1.2823566,1.1716522,-0.1107044
28,1.326705,1.3157294,"('disloyal', 'loyal')",1.326705,1.3157294,-0.0109756
29,-0.4862747,-0.5014815,"('unfair', 'fair')",-0.4862747,-0.5014815,-0.0152068
30,1.1042976,1.0414541,"('intolerant', 'tolerant')",1.1042976,1.0414541,-0.0628435
31,-1.971783,-1.9620682,"('evil', 'good')",-1.971783,-1.9620682,0.0097148
32,1.3022904,1.3091235,"('unkind', 'kind')",1.3022904,1.3091235,0.0068331
33,-0.23050919,-0.19376388,"('wrong', 'right')",-0.2305092,-0.1937639,0.0367453
34,4.3812814,4.54068,"('mean', 'honorable')",4.3812814,4.5406799,0.1593985
35,-1.0828466,-1.2303857,"('corrupt', 'incorrupt')",-1.0828466,-1.2303857,-0.1475391
36,-1.0412781,-1.0484203,"('hostile', 'amicable')",-1.0412781,-1.0484203,-0.0071422
37,0.8975856,0.9059642,"('fake', 'genuine')",0.8975856,0.9059642,0.0083786
38,-0.011871502,-0.01897744,"('untruthful', 'truthful')",-0.0118715,-0.0189774,-0.0071059
39,0.42505166,0.3622217,"('exploitative', 'cooperative')",0.4250517,0.3622217,-0.06283
40,-1.6550934,-1.7649724,"('stingy', 'generous')",-1.6550934,-1.7649724,-0.109879
41,0.1497817,0.10697158,"('unforgiving', 'forgiving')",0.1497817,0.1069716,-0.0428101
42,-1.9183711,-1.8287282,"('unreliable', 'reliable')",-1.9183711,-1.8287282,0.0896429
43,1.3728695,1.4315231,"('irresponsible', 'responsible')",1.3728695,1.4315231,0.0586536
44,-1.1276057,-1.1744913,"('prejudiced', 'unprejudiced')",-1.1276057,-1.1744913,-0.0468856
45,0.5752494,0.5849201,"('incompetent', 'competent')",0.5752494,0.5849201,0.0096707
46,-0.27172473,-0.20899987,"('uncompetitive', 'competitive')",-0.2717247,-0.2089999,0.0627248
47,5.01118,5.209689,"('stupid', 'smart')",5.0111799,5.2096891,0.1985092
48,1.3020382,1.2040544,"('unintelligent', 'intelligent')",1.3020382,1.2040544,-0.0979838
49,0.40877646,0.5052712,"('unable', 'able')",0.4087765,0.5052712,0.0964947
50,-0.15176424,-0.0678755,"('clumsy', 'skillful')",-0.1517642,-0.0678755,0.0838887
51,0.46886936,0.4683575,"('uneducated', 'educated')",0.4688694,0.4683575,-0.0005119
52,-0.6588523,-0.71635437,"('irrational', 'rational')",-0.6588523,-0.7163544,-0.0575021
53,0.083690025,0.18526776,"('uncreative', 'creative')",0.08369,0.1852678,0.1015778
54,1.0712368,1.2518147,"('incapable', 'capable')",1.0712368,1.2518147,0.1805779
55,1.2396454,1.2433197,"('incompetent', 'clever')",1.2396454,1.2433197,0.0036743
56,1.2028148,1.1810431,"('impractical', 'practical')",1.2028148,1.1810431,-0.0217717
57,-2.424612,-2.4054582,"('unimaginative', 'imaginative')",-2.424612,-2.4054582,0.0191538
58,-0.15704302,-0.11466777,"('undiscriminating', 'discriminating')",-0.157043,-0.1146678,0.0423752
59,-0.26777536,-0.19860117,"('foolish', 'wise')",-0.2677754,-0.1986012,0.0691742
60,1.4678984,1.518048,"('inefficient', 'efficient')",1.4678984,1.518048,0.0501496
61,0.2353618,0.067538336,"('illogical', 'logical')",0.2353618,0.0675383,-0.1678235
62,1.4826579,1.5545857,"('incompetent', 'brilliant')",1.4826579,1.5545857,0.0719278
63,0.5512175,0.6079883,"('unperceptive', 'insightful')",0.5512175,0.6079883,0.0567708
64,-5.565678,-5.5988955,"('shy', 'confident')",-5.5656781,-5.5988955,-0.0332174
65,0.6811704,0.79201066,"('insecure', 'secure')",0.6811704,0.7920107,0.1108403
66,-0.448333,-0.45942622,"('inactive', 'active')",-0.448333,-0.4594262,-0.0110932
67,-0.08505186,-0.09369732,"('doubtful', 'determined')",-0.0850519,-0.0936973,-0.0086454
68,-0.46424526,-0.3522475,"('dependent', 'independent')",-0.4642453,-0.3522475,0.1119978
69,-1.8278222,-1.8294348,"('lazy', 'industrious')",-1.8278222,-1.8294348,-0.0016126
70,1.5276707,1.5111306,"('lethargic', 'energetic')",1.5276707,1.5111306,-0.0165401
71,0.55307025,0.5618199,"('diffident', 'self-confident')",0.5530702,0.5618199,0.0087497
72,0.977152,1.115333,"('unambitious', 'ambitious')",0.977152,1.115333,0.138181
73,-2.7674174,-2.76039,"('helpless', 'self-reliant')",-2.7674174,-2.76039,0.0070274
74,0.22607906,0.18647823,"('undedicated', 'dedicated')",0.2260791,0.1864782,-0.0396009
