,spray_male,spray_female,tuple,average_male,average_female,female-male
0,0.44564253,0.41330504,"('unsociable', 'sociable')",0.4456425,0.413305,-0.0323375
1,1.9074308,1.8481928,"('unfriendly', 'friendly')",1.9074308,1.8481928,-0.059238
2,0.36265245,0.5057986,"('unlikable', 'likable')",0.3626525,0.5057986,0.1431461
3,0.99494493,1.158442,"('repellent', 'pleasant')",0.9949449,1.158442,0.1634971
4,-7.290964,-7.2421207,"('disliked', 'liked')",-7.2909641,-7.2421207,0.0488434
5,-0.25738007,-0.14162982,"('distant', 'outgoing')",-0.2573801,-0.1416298,0.1157503
6,0.07026996,0.16453883,"('distant', 'open')",0.07027,0.1645388,0.0942688
7,1.2555457,1.4218736,"('insensitive', 'sensitive')",1.2555457,1.4218736,0.1663279
8,1.3403543,1.2054216,"('unaffectionate', 'affectionate')",1.3403543,1.2054216,-0.1349327
9,2.0812314,2.0962777,"('unaffectionate', 'caring')",2.0812314,2.0962777,0.0150463
10,1.2565422,1.3156654,"('unsympathetic', 'sympathetic')",1.2565422,1.3156654,0.0591232
11,2.2915251,2.3459127,"('unhelpful', 'helpful')",2.2915251,2.3459127,0.0543876
12,-0.8950267,-0.77321225,"('unsupportive', 'supportive')",-0.8950267,-0.7732123,0.1218144
13,0.3549114,0.2493952,"('impolite', 'polite')",0.3549114,0.2493952,-0.1055162
14,0.056627475,0.0294919,"('antisocial', 'social')",0.0566275,0.0294919,-0.0271356
15,0.4595396,0.40085843,"('boring', 'funny')",0.4595396,0.4008584,-0.0586812
16,-0.59809005,-0.46539995,"('unpopular', 'popular')",-0.5980901,-0.4654,0.1326901
17,-0.19992965,-0.17669454,"('nasty', 'nice')",-0.1999297,-0.1766945,0.0232352
18,-0.3246029,-0.29680216,"('disagreeable', 'welcoming')",-0.3246029,-0.2968022,0.0278007
19,-0.62561923,-0.4575891,"('inhospitable', 'hospitable')",-0.6256192,-0.4575891,0.1680301
20,0.8811097,0.7509614,"('rough', 'thoughtful')",0.8811097,0.7509614,-0.1301483
21,0.043681987,0.2627239,"('immoral', 'moral')",0.043682,0.2627239,0.2190419
22,-0.44730556,-0.27271062,"('untrustworthy', 'trustworthy')",-0.4473056,-0.2727106,0.174595
23,7.062781,7.2029305,"('insincere', 'sincere')",7.0627809,7.2029305,0.1401496
24,1.9549162,2.0759487,"('dishonest', 'honest')",1.9549162,2.0759487,0.1210325
25,1.1622314,1.0210305,"('egoistic', 'altruistic')",1.1622314,1.0210305,-0.1412009
26,0.9745246,0.61846924,"('hardhearted', 'benevolent')",0.9745246,0.6184692,-0.3560554
27,2.0152967,1.7462041,"('hardhearted', 'softhearted')",2.0152967,1.7462041,-0.2690926
28,1.4434217,1.3789189,"('disloyal', 'loyal')",1.4434217,1.3789189,-0.0645028
29,-0.6665709,-0.704727,"('unfair', 'fair')",-0.6665709,-0.704727,-0.0381561
30,1.0822995,1.0962304,"('intolerant', 'tolerant')",1.0822995,1.0962304,0.0139309
31,-1.1203092,-1.1361853,"('evil', 'good')",-1.1203092,-1.1361853,-0.0158761
32,1.3999188,1.2763364,"('unkind', 'kind')",1.3999188,1.2763364,-0.1235824
33,-0.082637526,-0.0074896496,"('wrong', 'right')",-0.0826375,-0.0074896,0.0751479
34,4.640717,4.9010854,"('mean', 'honorable')",4.640717,4.9010854,0.2603684
35,-1.1483167,-1.2776672,"('corrupt', 'incorrupt')",-1.1483167,-1.2776672,-0.1293505
36,-1.0633467,-1.1802952,"('hostile', 'amicable')",-1.0633467,-1.1802952,-0.1169485
37,1.2490385,1.208725,"('fake', 'genuine')",1.2490385,1.208725,-0.0403135
38,0.20136702,0.27260613,"('untruthful', 'truthful')",0.201367,0.2726061,0.0712391
39,0.42819923,0.3870944,"('exploitative', 'cooperative')",0.4281992,0.3870944,-0.0411048
40,-0.8515384,-0.9003806,"('stingy', 'generous')",-0.8515384,-0.9003806,-0.0488422
41,0.44700748,0.20711346,"('unforgiving', 'forgiving')",0.4470075,0.2071135,-0.239894
42,-2.5170949,-2.2659578,"('unreliable', 'reliable')",-2.5170949,-2.2659578,0.2511371
43,1.1154029,1.1526054,"('irresponsible', 'responsible')",1.1154029,1.1526054,0.0372025
44,-1.6140145,-1.69815,"('prejudiced', 'unprejudiced')",-1.6140145,-1.69815,-0.0841355
45,0.48760173,0.5574853,"('incompetent', 'competent')",0.4876017,0.5574853,0.0698836
46,-0.7836868,-0.68062466,"('uncompetitive', 'competitive')",-0.7836868,-0.6806247,0.1030621
47,4.998808,5.1202855,"('stupid', 'smart')",4.9988079,5.1202855,0.1214776
48,1.0152345,0.9463408,"('unintelligent', 'intelligent')",1.0152345,0.9463408,-0.0688937
49,0.29984137,0.48797756,"('unable', 'able')",0.2998414,0.4879776,0.1881362
50,-0.45210585,-0.30830845,"('clumsy', 'skillful')",-0.4521058,-0.3083085,0.1437973
51,0.9649188,1.0276594,"('uneducated', 'educated')",0.9649188,1.0276594,0.0627406
52,-0.26726636,-0.21639381,"('irrational', 'rational')",-0.2672664,-0.2163938,0.0508726
53,0.15867485,0.047394406,"('uncreative', 'creative')",0.1586749,0.0473944,-0.1112805
54,1.2230239,1.5864207,"('incapable', 'capable')",1.2230239,1.5864207,0.3633968
55,1.3554168,1.429943,"('incompetent', 'clever')",1.3554168,1.429943,0.0745262
56,0.58327407,0.7365996,"('impractical', 'practical')",0.5832741,0.7365996,0.1533255
57,-2.2411888,-2.292792,"('unimaginative', 'imaginative')",-2.2411888,-2.2927921,-0.0516033
58,0.3188974,0.26789284,"('undiscriminating', 'discriminating')",0.3188974,0.2678928,-0.0510046
59,-0.33104652,-0.19494784,"('foolish', 'wise')",-0.3310465,-0.1949478,0.1360987
60,0.9423278,0.9500492,"('inefficient', 'efficient')",0.9423278,0.9500492,0.0077214
