,wink_male,wink_female,tuple,average_male,average_female,female-male
0,-0.114098564,-0.09311053,"('unsociable', 'sociable')",-0.1140986,-0.0931105,0.0209881
1,0.78050274,0.7385963,"('unfriendly', 'friendly')",0.7805027,0.7385963,-0.0419064
2,-0.085687205,0.01436381,"('unlikable', 'likable')",-0.0856872,0.0143638,0.100051
3,0.84372604,0.92904425,"('repellent', 'pleasant')",0.843726,0.9290442,0.0853182
4,-6.963824,-7.1292377,"('disliked', 'liked')",-6.9638238,-7.1292377,-0.1654139
5,-0.6420573,-0.6376537,"('distant', 'outgoing')",-0.6420573,-0.6376537,0.0044036
6,-0.13791402,-0.20185831,"('distant', 'open')",-0.137914,-0.2018583,-0.0639443
7,0.7152352,0.7998535,"('insensitive', 'sensitive')",0.7152352,0.7998535,0.0846183
8,0.7434076,0.66213053,"('unaffectionate', 'affectionate')",0.7434076,0.6621305,-0.0812771
9,0.9428796,0.96408474,"('unaffectionate', 'caring')",0.9428796,0.9640847,0.0212051
10,1.0860734,1.1577177,"('unsympathetic', 'sympathetic')",1.0860734,1.1577177,0.0716443
11,1.1665134,1.1986508,"('unhelpful', 'helpful')",1.1665134,1.1986508,0.0321374
12,-1.903413,-1.903399,"('unsupportive', 'supportive')",-1.9034131,-1.903399,1.41e-05
13,-0.19976142,-0.09929699,"('impolite', 'polite')",-0.1997614,-0.099297,0.1004644
14,0.38347554,0.37441105,"('antisocial', 'social')",0.3834755,0.374411,-0.0090645
15,0.008026117,-0.10166152,"('boring', 'funny')",0.0080261,-0.1016615,-0.1096876
16,-0.60171163,-0.5854404,"('unpopular', 'popular')",-0.6017116,-0.5854404,0.0162712
17,-0.08206236,-0.053116444,"('nasty', 'nice')",-0.0820624,-0.0531164,0.028946
18,-0.1421763,-0.17268029,"('disagreeable', 'welcoming')",-0.1421763,-0.1726803,-0.030504
19,-0.8596566,-0.9116851,"('inhospitable', 'hospitable')",-0.8596566,-0.9116851,-0.0520285
20,0.8611145,0.8278693,"('rough', 'thoughtful')",0.8611145,0.8278693,-0.0332452
21,-0.32960564,-0.19155167,"('immoral', 'moral')",-0.3296056,-0.1915517,0.1380539
22,-0.060120866,-0.09090808,"('untrustworthy', 'trustworthy')",-0.0601209,-0.0909081,-0.0307872
23,5.7865844,5.893182,"('insincere', 'sincere')",5.7865844,5.8931818,0.1065974
24,1.3113577,1.245747,"('dishonest', 'honest')",1.3113577,1.245747,-0.0656107
25,0.80518216,0.7100428,"('egoistic', 'altruistic')",0.8051822,0.7100428,-0.0951394
