,selling_male,selling_female,tuple,average_male,average_female,female-male
0,0.2433441,0.083086364,"('unsociable', 'sociable')",0.2433441,0.0830864,-0.1602577
1,1.7815684,1.8084661,"('unfriendly', 'friendly')",1.7815684,1.8084661,0.0268977
2,0.35647687,0.43175614,"('unlikable', 'likable')",0.3564769,0.4317561,0.0752792
3,0.99908966,1.0596359,"('repellent', 'pleasant')",0.9990897,1.0596359,0.0605462
4,-7.2362075,-7.2942853,"('disliked', 'liked')",-7.2362075,-7.2942853,-0.0580778
5,-0.4543798,-0.26700795,"('distant', 'outgoing')",-0.4543798,-0.2670079,0.1873719
6,-0.08011612,0.055241425,"('distant', 'open')",-0.0801161,0.0552414,0.1353575
7,1.3064358,1.3054744,"('insensitive', 'sensitive')",1.3064358,1.3054744,-0.0009614
8,1.0551789,1.0820912,"('unaffectionate', 'affectionate')",1.0551789,1.0820912,0.0269123
9,1.5654364,1.7297001,"('unaffectionate', 'caring')",1.5654364,1.7297001,0.1642637
10,1.0690027,0.988361,"('unsympathetic', 'sympathetic')",1.0690027,0.988361,-0.0806417
11,1.9997474,2.1270182,"('unhelpful', 'helpful')",1.9997474,2.1270182,0.1272708
12,-1.381656,-1.3176833,"('unsupportive', 'supportive')",-1.3816561,-1.3176833,0.0639728
13,0.27334708,0.17442161,"('impolite', 'polite')",0.2733471,0.1744216,-0.0989255
14,0.024559384,-0.09854696,"('antisocial', 'social')",0.0245594,-0.098547,-0.1231064
15,0.40899596,0.40217197,"('boring', 'funny')",0.408996,0.402172,-0.006824
16,-0.6046597,-0.46758026,"('unpopular', 'popular')",-0.6046597,-0.4675803,0.1370794
17,-0.051162608,0.07414921,"('nasty', 'nice')",-0.0511626,0.0741492,0.1253118
18,-0.15033248,-0.14137584,"('disagreeable', 'welcoming')",-0.1503325,-0.1413758,0.0089567
19,-0.44013092,-0.31004465,"('inhospitable', 'hospitable')",-0.4401309,-0.3100446,0.1300863
20,1.0417347,0.83604926,"('rough', 'thoughtful')",1.0417347,0.8360493,-0.2056854
21,0.061746184,0.10145975,"('immoral', 'moral')",0.0617462,0.1014597,0.0397135
22,-0.25030538,-0.24966307,"('untrustworthy', 'trustworthy')",-0.2503054,-0.2496631,0.0006423
23,7.239546,7.3597775,"('insincere', 'sincere')",7.2395458,7.3597775,0.1202317
