,donor_male,donor_female,tuple,average_male,average_female,female-male
0,0.7077624,0.5043363,"('unsociable', 'sociable')",0.7077624,0.5043363,-0.2034261
1,1.8586297,1.8765317,"('unfriendly', 'friendly')",1.8586297,1.8765317,0.017902
2,0.35126597,0.42749137,"('unlikable', 'likable')",0.351266,0.4274914,0.0762254
3,1.2981781,1.3861256,"('repellent', 'pleasant')",1.2981781,1.3861256,0.0879475
4,-7.395518,-7.42843,"('disliked', 'liked')",-7.3955178,-7.4284301,-0.0329123
5,-0.6909164,-0.5121801,"('distant', 'outgoing')",-0.6909164,-0.5121801,0.1787363
6,-0.42755425,-0.27964368,"('distant', 'open')",-0.4275542,-0.2796437,0.1479105
7,1.8608831,1.8023274,"('insensitive', 'sensitive')",1.8608831,1.8023274,-0.0585557
8,1.2741674,1.2680073,"('unaffectionate', 'affectionate')",1.2741674,1.2680073,-0.0061601
9,2.2029014,2.3408554,"('unaffectionate', 'caring')",2.2029014,2.3408554,0.137954
10,1.3591254,1.2812067,"('unsympathetic', 'sympathetic')",1.3591254,1.2812067,-0.0779187
11,2.475701,2.5141532,"('unhelpful', 'helpful')",2.4757011,2.5141532,0.0384521
12,-0.7492401,-0.64590406,"('unsupportive', 'supportive')",-0.7492401,-0.6459041,0.103336
13,0.31945133,0.120211475,"('impolite', 'polite')",0.3194513,0.1202115,-0.1992398
14,0.52393544,0.3808866,"('antisocial', 'social')",0.5239354,0.3808866,-0.1430488
15,0.15382001,0.08697629,"('boring', 'funny')",0.15382,0.0869763,-0.0668437
16,-0.8840275,-0.7448409,"('unpopular', 'popular')",-0.8840275,-0.7448409,0.1391866
17,-0.013025954,0.030698065,"('nasty', 'nice')",-0.013026,0.0306981,0.0437241
18,-0.09056363,-0.0403193,"('disagreeable', 'welcoming')",-0.0905636,-0.0403193,0.0502443
19,-0.34842545,-0.14130917,"('inhospitable', 'hospitable')",-0.3484254,-0.1413092,0.2071162
20,0.9294036,0.7869988,"('rough', 'thoughtful')",0.9294036,0.7869988,-0.1424048
21,0.41793835,0.46669808,"('immoral', 'moral')",0.4179384,0.4666981,0.0487597
22,-0.07220388,-0.012356721,"('untrustworthy', 'trustworthy')",-0.0722039,-0.0123567,0.0598472
23,7.6595736,7.7453666,"('insincere', 'sincere')",7.6595736,7.7453666,0.085793
24,1.9943327,2.0602338,"('dishonest', 'honest')",1.9943327,2.0602338,0.0659011
25,1.0669822,1.0209042,"('egoistic', 'altruistic')",1.0669822,1.0209042,-0.046078
26,0.8528831,0.5451907,"('hardhearted', 'benevolent')",0.8528831,0.5451907,-0.3076924
27,2.1691504,1.9314954,"('hardhearted', 'softhearted')",2.1691504,1.9314954,-0.237655
28,1.236417,1.2175019,"('disloyal', 'loyal')",1.2364171,1.2175019,-0.0189152
29,-0.64343315,-0.69370997,"('unfair', 'fair')",-0.6434332,-0.69371,-0.0502768
30,1.3453149,1.3419886,"('intolerant', 'tolerant')",1.3453149,1.3419886,-0.0033263
31,-1.7132689,-1.6311705,"('evil', 'good')",-1.7132689,-1.6311705,0.0820984
32,1.7572142,1.4623828,"('unkind', 'kind')",1.7572142,1.4623828,-0.2948314
33,-0.16320331,-0.08290654,"('wrong', 'right')",-0.1632033,-0.0829065,0.0802968
34,5.302156,5.6311674,"('mean', 'honorable')",5.302156,5.6311674,0.3290114
35,-1.5696031,-1.5432084,"('corrupt', 'incorrupt')",-1.5696031,-1.5432084,0.0263947
36,-1.2794669,-1.2014085,"('hostile', 'amicable')",-1.2794669,-1.2014085,0.0780584
37,1.1365058,1.0648754,"('fake', 'genuine')",1.1365058,1.0648754,-0.0716304
38,0.4813737,0.5835878,"('untruthful', 'truthful')",0.4813737,0.5835878,0.1022141
39,0.3572608,0.28129512,"('exploitative', 'cooperative')",0.3572608,0.2812951,-0.0759657
