,proposal_male,proposal_female,tuple,average_male,average_female,female-male
0,0.62705994,0.4904735,"('unsociable', 'sociable')",0.6270599,0.4904735,-0.1365864
1,0.8433482,0.907531,"('unfriendly', 'friendly')",0.8433482,0.907531,0.0641828
2,0.1890696,0.1933639,"('unlikable', 'likable')",0.1890696,0.1933639,0.0042943
3,1.0118498,1.1312549,"('repellent', 'pleasant')",1.0118498,1.1312549,0.1194051
4,-6.8370056,-6.9655957,"('disliked', 'liked')",-6.8370056,-6.9655957,-0.1285901
5,-1.343452,-1.0957781,"('distant', 'outgoing')",-1.343452,-1.0957781,0.2476739
6,-1.0662636,-0.819201,"('distant', 'open')",-1.0662636,-0.819201,0.2470626
7,1.7714236,1.701461,"('insensitive', 'sensitive')",1.7714236,1.701461,-0.0699626
8,0.563264,0.6707781,"('unaffectionate', 'affectionate')",0.563264,0.6707781,0.1075141
9,1.49796,1.6653455,"('unaffectionate', 'caring')",1.49796,1.6653455,0.1673855
10,1.71321,1.6637853,"('unsympathetic', 'sympathetic')",1.71321,1.6637853,-0.0494247
11,2.4790359,2.4758532,"('unhelpful', 'helpful')",2.4790359,2.4758532,-0.0031827
12,-0.6825173,-0.7011808,"('unsupportive', 'supportive')",-0.6825173,-0.7011808,-0.0186635
13,0.6453905,0.52042276,"('impolite', 'polite')",0.6453905,0.5204228,-0.1249677
14,1.0278931,0.7632784,"('antisocial', 'social')",1.0278931,0.7632784,-0.2646147
15,0.4247438,0.27329808,"('boring', 'funny')",0.4247438,0.2732981,-0.1514457
16,-0.95813614,-0.84158134,"('unpopular', 'popular')",-0.9581361,-0.8415813,0.1165548
17,-0.53107476,-0.38004506,"('nasty', 'nice')",-0.5310748,-0.3800451,0.1510297
18,-0.87154585,-0.7404591,"('disagreeable', 'welcoming')",-0.8715459,-0.7404591,0.1310868
19,-1.3113946,-1.1315645,"('inhospitable', 'hospitable')",-1.3113946,-1.1315645,0.1798301
20,1.0396852,0.8203261,"('rough', 'thoughtful')",1.0396852,0.8203261,-0.2193591
21,0.5034347,0.5226823,"('immoral', 'moral')",0.5034347,0.5226823,0.0192476
22,-0.1041137,-0.18306436,"('untrustworthy', 'trustworthy')",-0.1041137,-0.1830644,-0.0789507
23,6.763239,6.8294826,"('insincere', 'sincere')",6.7632389,6.8294826,0.0662437
