,shaker_male,shaker_female,tuple,average_male,average_female,female-male
0,0.42293364,0.05221865,"('unsociable', 'sociable')",0.4229336,0.0522186,-0.370715
1,-0.57405347,-0.39154375,"('unfriendly', 'friendly')",-0.5740535,-0.3915437,0.1825098
2,0.41773677,0.4414882,"('unlikable', 'likable')",0.4177368,0.4414882,0.0237514
3,-0.17075957,-0.07173648,"('repellent', 'pleasant')",-0.1707596,-0.0717365,0.0990231
4,-2.4854188,-2.550912,"('disliked', 'liked')",-2.4854188,-2.5509119,-0.0654931
5,-1.1565261,-0.91168666,"('distant', 'outgoing')",-1.1565261,-0.9116867,0.2448394
6,-1.517051,-1.199824,"('distant', 'open')",-1.517051,-1.199824,0.317227
7,1.0802871,1.0731903,"('insensitive', 'sensitive')",1.0802871,1.0731903,-0.0070968
8,-0.7790548,-0.55003685,"('unaffectionate', 'affectionate')",-0.7790548,-0.5500368,0.229018
9,0.022919293,0.16199803,"('unaffectionate', 'caring')",0.0229193,0.161998,0.1390787
10,0.42773244,0.45975667,"('unsympathetic', 'sympathetic')",0.4277324,0.4597567,0.0320243
11,1.8489306,1.7906184,"('unhelpful', 'helpful')",1.8489306,1.7906184,-0.0583122
12,-0.15056235,-0.09210876,"('unsupportive', 'supportive')",-0.1505623,-0.0921088,0.0584535
13,1.2791055,1.07673,"('impolite', 'polite')",1.2791055,1.07673,-0.2023755
14,0.7095224,0.46442735,"('antisocial', 'social')",0.7095224,0.4644274,-0.245095
15,0.36559117,0.1870225,"('boring', 'funny')",0.3655912,0.1870225,-0.1785687
16,-1.0477517,-1.1257759,"('unpopular', 'popular')",-1.0477517,-1.1257759,-0.0780242
17,-0.08162051,-0.103376344,"('nasty', 'nice')",-0.0816205,-0.1033763,-0.0217558
18,-0.55057317,-0.6150937,"('disagreeable', 'welcoming')",-0.5505732,-0.6150937,-0.0645205
19,-1.1307425,-0.9636821,"('inhospitable', 'hospitable')",-1.1307425,-0.9636821,0.1670604
20,-0.02518985,-0.09299674,"('rough', 'thoughtful')",-0.0251899,-0.0929967,-0.0678068
21,0.9036206,0.91861176,"('immoral', 'moral')",0.9036206,0.9186118,0.0149912
22,0.5234693,0.3540444,"('untrustworthy', 'trustworthy')",0.5234693,0.3540444,-0.1694249
23,3.3200068,3.2370317,"('insincere', 'sincere')",3.3200068,3.2370317,-0.0829751
24,0.6525759,0.6604382,"('dishonest', 'honest')",0.6525759,0.6604382,0.0078623
25,-0.21428593,-0.2505888,"('egoistic', 'altruistic')",-0.2142859,-0.2505888,-0.0363029
26,0.23723516,0.08506446,"('hardhearted', 'benevolent')",0.2372352,0.0850645,-0.1521707
27,0.3979721,0.4767712,"('hardhearted', 'softhearted')",0.3979721,0.4767712,0.0787991
28,-0.27163276,-0.17067155,"('disloyal', 'loyal')",-0.2716328,-0.1706716,0.1009612
29,-0.3019055,-0.40257424,"('unfair', 'fair')",-0.3019055,-0.4025742,-0.1006687
30,0.9154473,0.9073211,"('intolerant', 'tolerant')",0.9154473,0.9073211,-0.0081262
31,-2.004365,-1.950566,"('evil', 'good')",-2.004365,-1.9505661,0.0537989
32,1.3122619,1.1395136,"('unkind', 'kind')",1.3122619,1.1395136,-0.1727483
33,0.20149377,0.1871628,"('wrong', 'right')",0.2014938,0.1871628,-0.014331
34,1.4674882,1.7290791,"('mean', 'honorable')",1.4674882,1.7290791,0.2615909
35,-0.95905685,-0.94690895,"('corrupt', 'incorrupt')",-0.9590569,-0.946909,0.0121479
36,-1.7904665,-1.6667075,"('hostile', 'amicable')",-1.7904665,-1.6667075,0.123759
37,0.2473776,0.29209965,"('fake', 'genuine')",0.2473776,0.2920997,0.0447221
38,0.8909186,0.9762708,"('untruthful', 'truthful')",0.8909186,0.9762708,0.0853522
39,0.5740626,0.54977715,"('exploitative', 'cooperative')",0.5740626,0.5497772,-0.0242854
40,-1.9562801,-1.9663924,"('stingy', 'generous')",-1.9562801,-1.9663924,-0.0101123
41,0.59680074,0.59058154,"('unforgiving', 'forgiving')",0.5968007,0.5905815,-0.0062192
42,-0.5915205,-0.63301075,"('unreliable', 'reliable')",-0.5915205,-0.6330107,-0.0414902
43,0.94366664,0.8348414,"('irresponsible', 'responsible')",0.9436666,0.8348414,-0.1088252
44,-0.45823103,-0.53525805,"('prejudiced', 'unprejudiced')",-0.458231,-0.5352581,-0.0770271
45,0.40926552,0.33808023,"('incompetent', 'competent')",0.4092655,0.3380802,-0.0711853
46,0.160956,0.11416672,"('uncompetitive', 'competitive')",0.160956,0.1141667,-0.0467893
47,2.39283,2.364986,"('stupid', 'smart')",2.3928299,2.3649859,-0.027844
48,-0.20719136,-0.13765337,"('unintelligent', 'intelligent')",-0.2071914,-0.1376534,0.069538
49,-0.15565151,0.11051233,"('unable', 'able')",-0.1556515,0.1105123,0.2661638
50,-0.25579527,-0.23436433,"('clumsy', 'skillful')",-0.2557953,-0.2343643,0.021431
51,1.094816,0.8668115,"('uneducated', 'educated')",1.094816,0.8668115,-0.2280045
52,-1.0448909,-1.0062882,"('irrational', 'rational')",-1.0448909,-1.0062882,0.0386027
53,-1.1115144,-1.0628327,"('uncreative', 'creative')",-1.1115144,-1.0628327,0.0486817
54,0.4219636,0.48571074,"('incapable', 'capable')",0.4219636,0.4857107,0.0637471
55,0.6405692,0.51053303,"('incompetent', 'clever')",0.6405692,0.510533,-0.1300362
56,1.6232612,1.5056199,"('impractical', 'practical')",1.6232612,1.5056199,-0.1176413
57,-1.520351,-1.544155,"('unimaginative', 'imaginative')",-1.5203511,-1.544155,-0.0238039
58,0.22567618,0.16601482,"('undiscriminating', 'discriminating')",0.2256762,0.1660148,-0.0596614
59,0.13903122,0.20392197,"('foolish', 'wise')",0.1390312,0.203922,0.0648908
60,1.0619684,1.0363493,"('inefficient', 'efficient')",1.0619684,1.0363493,-0.0256191
61,0.13257074,0.04313104,"('illogical', 'logical')",0.1325707,0.043131,-0.0894397
62,1.2103151,1.2323478,"('incompetent', 'brilliant')",1.2103151,1.2323478,0.0220327
63,1.1332239,1.1162868,"('unperceptive', 'insightful')",1.1332239,1.1162868,-0.0169371
64,-2.0860968,-2.1783485,"('shy', 'confident')",-2.0860968,-2.1783485,-0.0922517
65,0.14694968,-0.009740798,"('insecure', 'secure')",0.1469497,-0.0097408,-0.1566905
66,-1.5758369,-1.6977042,"('inactive', 'active')",-1.5758369,-1.6977042,-0.1218673
67,0.8456946,0.78252894,"('doubtful', 'determined')",0.8456946,0.7825289,-0.0631657
68,-0.15500975,-0.1926719,"('dependent', 'independent')",-0.1550097,-0.1926719,-0.0376622
69,-1.6219413,-1.4897507,"('lazy', 'industrious')",-1.6219413,-1.4897507,0.1321906
70,0.5403103,0.36207527,"('lethargic', 'energetic')",0.5403103,0.3620753,-0.178235
71,0.82613367,0.8592463,"('diffident', 'self-confident')",0.8261337,0.8592463,0.0331126
72,0.16416433,0.1957477,"('unambitious', 'ambitious')",0.1641643,0.1957477,0.0315834
73,-1.2640547,-1.2246562,"('helpless', 'self-reliant')",-1.2640547,-1.2246562,0.0393985
74,0.17422526,0.12548849,"('undedicated', 'dedicated')",0.1742253,0.1254885,-0.0487368
75,-1.3175306,-1.2472913,"('meek', 'impulsive')",-1.3175306,-1.2472913,0.0702393
76,0.18112753,0.07841985,"('anxious', 'daring')",0.1811275,0.0784198,-0.1027077
77,-0.89206946,-0.8017871,"('unmotivated', 'motivated')",-0.8920695,-0.8017871,0.0902824
78,-0.4135897,-0.3228641,"('nonresilient', 'resilient')",-0.4135897,-0.3228641,0.0907256
79,-1.9366118,-1.881862,"('wavering', 'unwavering')",-1.9366118,-1.881862,0.0547498
80,0.53442216,0.3087917,"('dominated', 'dominating')",0.5344222,0.3087917,-0.2256305
81,0.629153,0.52130806,"('submissive', 'aggressive')",0.629153,0.5213081,-0.1078449
82,1.9811256,2.003945,"('poor', 'rich')",1.9811256,2.0039451,0.0228195
83,-0.40242302,-0.6171453,"('powerless', 'powerful')",-0.402423,-0.6171453,-0.2147223
84,-0.082455486,-0.048048966,"('inferior', 'superior')",-0.0824555,-0.048049,0.0344065
85,-1.4639746,-1.3325069,"('insignificant', 'prestigious')",-1.4639746,-1.3325069,0.1314677
86,-0.053198442,-0.2441684,"('uninfluential', 'influential')",-0.0531984,-0.2441684,-0.19097
87,0.18190089,0.020198341,"('unsuccessful', 'successful')",0.1819009,0.0201983,-0.1617026
88,-0.019883856,-0.14493074,"('low', 'eminent')",-0.0198839,-0.1449307,-0.1250468
