,consolidated_male,consolidated_female,tuple,edison_male,edison_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7292909,-0.7122048,"('unsociable', 'sociable')",-1.0906975,-1.1114058,-0.49611413,-0.61336464,-0.7720342,-0.8123251,-0.0402909
1,0.11163227,-0.054333586,"('unfriendly', 'friendly')",1.6164596,1.4188762,1.81742,1.6934204,1.1818372,1.019321,-0.1625162
2,0.50529414,0.54485446,"('unlikable', 'likable')",0.49996206,0.5240823,0.6418178,0.6835409,0.5490247,0.5841592,0.0351345
3,-0.95783806,-0.8147066,"('repellent', 'pleasant')",-1.6277889,-1.4544868,0.29616213,0.36635447,-0.763155,-0.6342796,0.1288754
4,0.50341505,0.36791974,"('disliked', 'liked')",0.7167008,0.56527203,-5.9516478,-6.0232053,-1.5771774,-1.6966712,-0.1194938
5,0.55617213,0.4009696,"('distant', 'outgoing')",1.0899205,1.028065,-0.11224623,-0.099867165,0.5112821,0.4430558,-0.0682263
6,-0.13986997,-0.24777836,"('distant', 'open')",0.96975935,0.9579534,0.27253142,0.29492205,0.3674736,0.3350324,-0.0324412
7,-0.007248476,0.13835767,"('insensitive', 'sensitive')",-0.1721063,-0.10315628,1.0505505,0.97317624,0.2903986,0.3361259,0.0457273
8,0.1142989,0.16983315,"('unaffectionate', 'affectionate')",1.1287493,1.0860107,0.76978934,0.6897261,0.6709458,0.6485233,-0.0224225
9,0.31963074,0.31977674,"('unaffectionate', 'caring')",0.8931516,0.84439296,1.1757182,1.0740885,0.7961669,0.746086,-0.0500809
10,-0.9281655,-0.59623504,"('unsympathetic', 'sympathetic')",-1.6087583,-1.4570515,0.14736503,0.13411854,-0.7965196,-0.6397227,0.1567969
11,-0.31970653,-0.18910488,"('unhelpful', 'helpful')",-0.7218773,-0.6718007,2.181707,2.261002,0.380041,0.4666988,0.0866578
12,0.9653559,1.1302263,"('unsupportive', 'supportive')",0.4283852,0.48804775,-1.1603745,-1.1905085,0.0777889,0.1425885,0.0647996
13,-1.1599108,-1.109068,"('impolite', 'polite')",-1.0023094,-0.98001945,-0.46149987,-0.45330966,-0.8745734,-0.8474657,0.0271077
14,0.048352398,0.17022303,"('antisocial', 'social')",-0.32965595,-0.2527426,-0.31127426,-0.35411355,-0.1975259,-0.1455444,0.0519815
15,0.6806742,0.5187594,"('boring', 'funny')",1.3936996,1.2299552,0.7125184,0.67206395,0.9289641,0.8069263,-0.1220378
16,-0.6325412,-0.81243247,"('unpopular', 'popular')",-0.5960062,-0.672268,-0.05485925,-0.022270396,-0.4278022,-0.5023236,-0.0745214
17,0.26913875,0.2270323,"('nasty', 'nice')",0.14209117,0.20979853,-0.23727512,-0.09320879,0.0579849,0.1145407,0.0565558
18,0.14503568,0.21402417,"('disagreeable', 'welcoming')",-0.020332962,0.023796432,-0.58392847,-0.6255107,-0.1530752,-0.12923,0.0238452
19,0.77973264,0.7363636,"('inhospitable', 'hospitable')",-0.121968485,-0.17680442,0.37317014,0.40705216,0.3436448,0.3222038,-0.021441
20,-0.8257049,-0.77134365,"('rough', 'thoughtful')",-1.0424824,-1.0142175,0.85905254,0.8461757,-0.3363782,-0.3131285,0.0232497
21,-0.49677283,-0.34382445,"('immoral', 'moral')",-0.6226059,-0.5924216,-0.52182925,-0.49004957,-0.5470694,-0.4754319,0.0716375
22,-0.31369027,-0.20807312,"('untrustworthy', 'trustworthy')",-0.936812,-0.9947046,-0.8441398,-0.8937777,-0.6982141,-0.6988518,-0.0006377
23,-0.23211832,-0.11383049,"('insincere', 'sincere')",-1.2477893,-1.1853076,5.885887,5.7950616,1.4686599,1.4986412,0.0299813
24,0.41472387,0.5963899,"('dishonest', 'honest')",-0.19586214,-0.10978681,0.9913461,0.87523973,0.4034026,0.4539476,0.050545
25,0.27096516,0.19241795,"('egoistic', 'altruistic')",1.1588829,1.1163415,1.201004,1.1594586,0.8769507,0.8227394,-0.0542113
26,2.3034666,2.1762314,"('hardhearted', 'benevolent')",4.338094,4.202321,1.7883805,1.616712,2.8099804,2.6650882,-0.1448922
