,cupboard_male,cupboard_female,tuple,average_male,average_female,female-male
40,-1.0941738,-1.2991498,"('stingy', 'generous')",-1.0941738,-1.2991498,-0.204976
41,-0.015584162,0.008643715,"('unforgiving', 'forgiving')",-0.0155842,0.0086437,0.0242279
42,-2.6105084,-2.7933238,"('unreliable', 'reliable')",-2.6105084,-2.7933238,-0.1828154
43,0.79646647,0.83120847,"('irresponsible', 'responsible')",0.7964665,0.8312085,0.034742
44,-1.3133804,-1.4304239,"('prejudiced', 'unprejudiced')",-1.3133804,-1.4304239,-0.1170435
45,0.06344485,0.06429608,"('incompetent', 'competent')",0.0634449,0.0642961,0.0008512
46,-0.9093325,-1.0931613,"('uncompetitive', 'competitive')",-0.9093325,-1.0931613,-0.1838288
47,4.9492006,5.135174,"('stupid', 'smart')",4.9492006,5.1351738,0.1859732
48,0.40066618,0.40495676,"('unintelligent', 'intelligent')",0.4006662,0.4049568,0.0042906
49,0.030404164,0.05467354,"('unable', 'able')",0.0304042,0.0546735,0.0242693
50,-0.22044072,-0.21112476,"('clumsy', 'skillful')",-0.2204407,-0.2111248,0.0093159
51,0.40493324,0.2381368,"('uneducated', 'educated')",0.4049332,0.2381368,-0.1667964
52,-0.4875765,-0.50480413,"('irrational', 'rational')",-0.4875765,-0.5048041,-0.0172276
53,0.4487129,0.50204813,"('uncreative', 'creative')",0.4487129,0.5020481,0.0533352
54,1.1851046,1.2772287,"('incapable', 'capable')",1.1851046,1.2772287,0.0921241
55,0.66985554,0.6063053,"('incompetent', 'clever')",0.6698555,0.6063053,-0.0635502
56,0.39058968,0.32488993,"('impractical', 'practical')",0.3905897,0.3248899,-0.0656998
57,-2.576904,-2.6324282,"('unimaginative', 'imaginative')",-2.5769041,-2.6324282,-0.0555241
58,0.49964392,0.5465257,"('undiscriminating', 'discriminating')",0.4996439,0.5465257,0.0468818
59,-0.20211273,-0.10657056,"('foolish', 'wise')",-0.2021127,-0.1065706,0.0955421
60,0.032841727,-0.010890834,"('inefficient', 'efficient')",0.0328417,-0.0108908,-0.0437325
61,0.5004972,0.43109837,"('illogical', 'logical')",0.5004972,0.4310984,-0.0693988
62,0.08273957,0.07331624,"('incompetent', 'brilliant')",0.0827396,0.0733162,-0.0094234
63,-0.00056645274,0.05660329,"('unperceptive', 'insightful')",-0.0005665,0.0566033,0.0571698
64,-6.8634276,-7.051445,"('shy', 'confident')",-6.8634276,-7.051445,-0.1880174
65,-0.3809232,-0.49115112,"('insecure', 'secure')",-0.3809232,-0.4911511,-0.1102279
66,0.22656924,0.17893204,"('inactive', 'active')",0.2265692,0.178932,-0.0476372
67,-0.539886,-0.46460322,"('doubtful', 'determined')",-0.539886,-0.4646032,0.0752828
68,-0.659358,-0.69942814,"('dependent', 'independent')",-0.659358,-0.6994281,-0.0400701
69,-1.9527707,-1.8622153,"('lazy', 'industrious')",-1.9527707,-1.8622153,0.0905554
70,1.0732731,0.91968673,"('lethargic', 'energetic')",1.0732731,0.9196867,-0.1535864
71,0.81567895,0.8467556,"('diffident', 'self-confident')",0.815679,0.8467556,0.0310766
72,0.6177941,0.6182151,"('unambitious', 'ambitious')",0.6177941,0.6182151,0.000421
73,-3.0055673,-3.0034065,"('helpless', 'self-reliant')",-3.0055673,-3.0034065,0.0021608
74,0.39483845,0.32714075,"('undedicated', 'dedicated')",0.3948385,0.3271407,-0.0676978
75,-0.8610079,-0.7993084,"('meek', 'impulsive')",-0.8610079,-0.7993084,0.0616995
76,0.7953479,0.6142318,"('anxious', 'daring')",0.7953479,0.6142318,-0.1811161
77,-1.537904,-1.4314604,"('unmotivated', 'motivated')",-1.537904,-1.4314604,0.1064436
78,-0.46811217,-0.44935334,"('nonresilient', 'resilient')",-0.4681122,-0.4493533,0.0187589
79,0.12861529,0.28740832,"('wavering', 'unwavering')",0.1286153,0.2874083,0.158793
80,-0.5116933,-0.7456827,"('dominated', 'dominating')",-0.5116933,-0.7456827,-0.2339894
81,-0.44666952,-0.5902603,"('submissive', 'aggressive')",-0.4466695,-0.5902603,-0.1435908
82,6.4736443,6.5810575,"('poor', 'rich')",6.4736443,6.5810575,0.1074132
83,-0.54283875,-0.6011861,"('powerless', 'powerful')",-0.5428388,-0.6011861,-0.0583473
84,0.7922272,0.85021716,"('inferior', 'superior')",0.7922272,0.8502172,0.05799
85,0.27916944,0.44553003,"('insignificant', 'prestigious')",0.2791694,0.44553,0.1663606
86,0.23777711,0.1740315,"('uninfluential', 'influential')",0.2377771,0.1740315,-0.0637456
87,-0.1946985,-0.11614825,"('unsuccessful', 'successful')",-0.1946985,-0.1161482,0.0785503
88,0.72156835,0.7323648,"('low', 'eminent')",0.7215683,0.7323648,0.0107965
