,kohlrabi_male,kohlrabi_female,tuple,average_male,average_female,female-male
0,0.011829001,-0.008943924,"('unsociable', 'sociable')",0.011829,-0.0089439,-0.0207729
1,-1.1279075,-1.3168753,"('unfriendly', 'friendly')",-1.1279075,-1.3168753,-0.1889678
2,0.900603,0.8696949,"('unlikable', 'likable')",0.900603,0.8696949,-0.0309081
3,0.08130364,0.27162665,"('repellent', 'pleasant')",0.0813036,0.2716267,0.1903231
4,-1.7671648,-1.8126088,"('disliked', 'liked')",-1.7671648,-1.8126088,-0.045444
5,-1.2130551,-1.3449001,"('distant', 'outgoing')",-1.2130551,-1.3449001,-0.131845
6,-1.5468653,-1.6913897,"('distant', 'open')",-1.5468653,-1.6913897,-0.1445244
7,-0.00623821,0.09210492,"('insensitive', 'sensitive')",-0.0062382,0.0921049,0.0983431
8,-1.1170355,-1.2588189,"('unaffectionate', 'affectionate')",-1.1170355,-1.2588189,-0.1417834
9,-0.86323726,-0.9910834,"('unaffectionate', 'caring')",-0.8632373,-0.9910834,-0.1278461
10,-0.1995553,-0.12764592,"('unsympathetic', 'sympathetic')",-0.1995553,-0.1276459,0.0719094
11,-0.24762717,-0.18880804,"('unhelpful', 'helpful')",-0.2476272,-0.188808,0.0588192
12,-0.7762853,-0.72320044,"('unsupportive', 'supportive')",-0.7762853,-0.7232004,0.0530849
13,0.13131143,0.11748244,"('impolite', 'polite')",0.1313114,0.1174824,-0.013829
14,0.18923448,0.35492936,"('antisocial', 'social')",0.1892345,0.3549294,0.1656949
15,0.07994742,-0.070188805,"('boring', 'funny')",0.0799474,-0.0701888,-0.1501362
16,0.28944954,0.1574963,"('unpopular', 'popular')",0.2894495,0.1574963,-0.1319532
17,-0.8044126,-0.797965,"('nasty', 'nice')",-0.8044126,-0.797965,0.0064476
18,0.011550164,0.0140520595,"('disagreeable', 'welcoming')",0.0115502,0.0140521,0.0025019
19,-1.1946352,-1.3188859,"('inhospitable', 'hospitable')",-1.1946352,-1.3188859,-0.1242507
20,-0.5853894,-0.4741589,"('rough', 'thoughtful')",-0.5853894,-0.4741589,0.1112305
21,0.15398315,0.27285618,"('immoral', 'moral')",0.1539831,0.2728562,0.1188731
22,0.42431572,0.5208546,"('untrustworthy', 'trustworthy')",0.4243157,0.5208546,0.0965389
23,1.0858585,1.1439518,"('insincere', 'sincere')",1.0858585,1.1439518,0.0580933
24,0.51777637,0.44987956,"('dishonest', 'honest')",0.5177764,0.4498796,-0.0678968
25,-0.19152924,-0.37282765,"('egoistic', 'altruistic')",-0.1915292,-0.3728276,-0.1812984
26,-0.02733269,-0.18512133,"('hardhearted', 'benevolent')",-0.0273327,-0.1851213,-0.1577886
27,-0.07123369,-0.17103215,"('hardhearted', 'softhearted')",-0.0712337,-0.1710321,-0.0997984
28,-0.55749744,-0.5573872,"('disloyal', 'loyal')",-0.5574974,-0.5573872,0.0001102
29,-0.42727906,-0.46640515,"('unfair', 'fair')",-0.4272791,-0.4664052,-0.0391261
30,0.88816744,0.91672426,"('intolerant', 'tolerant')",0.8881674,0.9167243,0.0285569
31,-1.5366656,-1.5728135,"('evil', 'good')",-1.5366656,-1.5728135,-0.0361479
32,0.59112567,0.5338565,"('unkind', 'kind')",0.5911257,0.5338565,-0.0572692
33,-0.15424694,-0.2912908,"('wrong', 'right')",-0.1542469,-0.2912908,-0.1370439
34,0.78139377,0.8168109,"('mean', 'honorable')",0.7813938,0.8168109,0.0354171
35,-0.066397764,-0.33899665,"('corrupt', 'incorrupt')",-0.0663978,-0.3389966,-0.2725988
36,-1.4470066,-1.6252605,"('hostile', 'amicable')",-1.4470066,-1.6252605,-0.1782539
37,-0.59584695,-0.588527,"('fake', 'genuine')",-0.595847,-0.588527,0.00732
38,-0.72989786,-0.81914335,"('untruthful', 'truthful')",-0.7298979,-0.8191434,-0.0892455
39,0.5212877,0.56137323,"('exploitative', 'cooperative')",0.5212877,0.5613732,0.0400855
40,-0.6668813,-0.64196086,"('stingy', 'generous')",-0.6668813,-0.6419609,0.0249204
41,0.14161503,0.1826081,"('unforgiving', 'forgiving')",0.141615,0.1826081,0.0409931
42,0.09721184,0.22883484,"('unreliable', 'reliable')",0.0972118,0.2288348,0.131623
43,0.59872264,0.6622913,"('irresponsible', 'responsible')",0.5987226,0.6622913,0.0635687
44,0.4166825,0.45768318,"('prejudiced', 'unprejudiced')",0.4166825,0.4576832,0.0410007
45,-0.060469843,0.047595676,"('incompetent', 'competent')",-0.0604698,0.0475957,0.1080655
46,0.004235102,0.1885305,"('uncompetitive', 'competitive')",0.0042351,0.1885305,0.1842954
47,1.5349977,1.5499265,"('stupid', 'smart')",1.5349977,1.5499265,0.0149288
48,-0.08094041,0.004794402,"('unintelligent', 'intelligent')",-0.0809404,0.0047944,0.0857348
49,-0.69557273,-0.5419295,"('unable', 'able')",-0.6955727,-0.5419295,0.1536432
50,0.49828923,0.5314703,"('clumsy', 'skillful')",0.4982892,0.5314703,0.0331811
51,-0.24567854,-0.22061135,"('uneducated', 'educated')",-0.2456785,-0.2206113,0.0250672
52,-0.34997207,-0.5167301,"('irrational', 'rational')",-0.3499721,-0.5167301,-0.166758
53,-0.70630723,-0.79656696,"('uncreative', 'creative')",-0.7063072,-0.796567,-0.0902598
54,0.24159712,0.12361647,"('incapable', 'capable')",0.2415971,0.1236165,-0.1179806
55,0.52442235,0.7285973,"('incompetent', 'clever')",0.5244223,0.7285973,0.204175
56,0.58938885,0.6975381,"('impractical', 'practical')",0.5893888,0.6975381,0.1081493
57,-1.0374365,-1.004563,"('unimaginative', 'imaginative')",-1.0374365,-1.004563,0.0328735
58,0.24691975,0.27023464,"('undiscriminating', 'discriminating')",0.2469198,0.2702346,0.0233148
59,0.5954659,0.5091657,"('foolish', 'wise')",0.5954659,0.5091657,-0.0863002
60,0.8417597,1.0584465,"('inefficient', 'efficient')",0.8417597,1.0584465,0.2166868
61,-0.06081933,-0.16897465,"('illogical', 'logical')",-0.0608193,-0.1689747,-0.1081554
62,0.8652721,1.0513175,"('incompetent', 'brilliant')",0.8652721,1.0513175,0.1860454
63,-0.23713747,-0.12027941,"('unperceptive', 'insightful')",-0.2371375,-0.1202794,0.1168581
64,-0.96402794,-0.91244155,"('shy', 'confident')",-0.9640279,-0.9124416,0.0515863
65,0.48923522,0.6780923,"('insecure', 'secure')",0.4892352,0.6780923,0.1888571
66,-1.1185728,-1.194144,"('inactive', 'active')",-1.1185728,-1.194144,-0.0755712
67,0.0031181239,0.0048817424,"('doubtful', 'determined')",0.0031181,0.0048817,0.0017636
68,-0.63192195,-0.628566,"('dependent', 'independent')",-0.6319219,-0.628566,0.0033559
69,-0.508203,-0.60364556,"('lazy', 'industrious')",-0.508203,-0.6036456,-0.0954426
70,0.35700536,0.4530809,"('lethargic', 'energetic')",0.3570054,0.4530809,0.0960755
71,-0.21074004,-0.3500981,"('diffident', 'self-confident')",-0.21074,-0.3500981,-0.1393581
72,-0.08569866,-0.0027525192,"('unambitious', 'ambitious')",-0.0856987,-0.0027525,0.0829462
73,-0.42893094,-0.47108364,"('helpless', 'self-reliant')",-0.4289309,-0.4710836,-0.0421527
74,-0.24388023,-0.19813879,"('undedicated', 'dedicated')",-0.2438802,-0.1981388,0.0457414
75,-0.40021402,-0.444442,"('meek', 'impulsive')",-0.400214,-0.444442,-0.044228
76,0.46039593,0.6173674,"('anxious', 'daring')",0.4603959,0.6173674,0.1569715
77,-0.008651918,0.08349937,"('unmotivated', 'motivated')",-0.0086519,0.0834994,0.0921513
78,-0.70206636,-0.6889133,"('nonresilient', 'resilient')",-0.7020664,-0.6889133,0.0131531
79,-0.97873646,-1.1196085,"('wavering', 'unwavering')",-0.9787365,-1.1196085,-0.140872
80,0.38665903,0.5037796,"('dominated', 'dominating')",0.386659,0.5037796,0.1171206
81,0.24827778,0.3653415,"('submissive', 'aggressive')",0.2482778,0.3653415,0.1170637
82,1.2820865,1.2059829,"('poor', 'rich')",1.2820865,1.2059829,-0.0761036
83,-0.7737164,-0.69629216,"('powerless', 'powerful')",-0.7737164,-0.6962922,0.0774242
84,-0.26505858,-0.24182697,"('inferior', 'superior')",-0.2650586,-0.241827,0.0232316
85,-0.47019264,-0.6607754,"('insignificant', 'prestigious')",-0.4701926,-0.6607754,-0.1905828
86,-1.0644224,-1.0993956,"('uninfluential', 'influential')",-1.0644224,-1.0993956,-0.0349732
87,0.527613,0.46887338,"('unsuccessful', 'successful')",0.527613,0.4688734,-0.0587396
88,-0.33125004,-0.4853482,"('low', 'eminent')",-0.33125,-0.4853482,-0.1540982
