,mcafee_male,mcafee_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.6723818,-1.9623618,"('unsociable', 'sociable')",0.06500576,-0.1703329,-0.803688,-1.0663474,-0.2626594
1,-1.2126601,-1.3741342,"('unfriendly', 'friendly')",1.5426382,1.3418623,0.1649891,-0.0161359,-0.181125
2,0.7103839,0.7586067,"('unlikable', 'likable')",0.63397926,0.727377,0.6721816,0.7429918,0.0708102
3,-0.7260045,-0.71570325,"('repellent', 'pleasant')",0.12928797,0.18337381,-0.2983583,-0.2661647,0.0321936
4,0.58835214,0.5658037,"('disliked', 'liked')",-5.6622286,-5.647598,-2.5369382,-2.5408971,-0.0039589
5,0.12972508,0.18282908,"('distant', 'outgoing')",-0.4888675,-0.45882767,-0.1795712,-0.1379993,0.0415719
6,0.43991053,0.5266211,"('distant', 'open')",-0.2284081,-0.27993736,0.1057512,0.1233419,0.0175907
7,-0.7652621,-0.81308705,"('insensitive', 'sensitive')",1.1579957,1.1265155,0.1963668,0.1567142,-0.0396526
8,-0.60221106,-0.67624485,"('unaffectionate', 'affectionate')",0.28598517,0.17093498,-0.1581129,-0.2526549,-0.094542
9,-0.94244343,-0.98823446,"('unaffectionate', 'caring')",1.0130718,0.9559034,0.0353142,-0.0161655,-0.0514797
10,-2.359441,-2.4780867,"('unsympathetic', 'sympathetic')",0.6499771,0.49437016,-0.854732,-0.9918582,-0.1371262
11,-1.6974878,-1.7744555,"('unhelpful', 'helpful')",2.080122,2.0834417,0.1913171,0.1544931,-0.036824
12,-0.8959225,-0.8931963,"('unsupportive', 'supportive')",-0.9369859,-0.9509514,-0.9164542,-0.9220738,-0.0056196
13,-0.62873566,-0.85674214,"('impolite', 'polite')",0.49221313,0.44212452,-0.0682613,-0.2073088,-0.1390475
14,-0.7620431,-0.84575534,"('antisocial', 'social')",-0.0925401,-0.10673509,-0.4272916,-0.4762452,-0.0489536
15,-0.12648407,-0.2018855,"('boring', 'funny')",0.36343333,0.33401814,0.1184746,0.0660663,-0.0524083
16,-0.16637889,-0.07201575,"('unpopular', 'popular')",0.37318915,0.38462228,0.1034051,0.1563033,0.0528982
17,-0.702168,-0.6928108,"('nasty', 'nice')",-0.3547942,-0.31083134,-0.5284811,-0.501821,0.0266601
18,-0.25937992,-0.28687185,"('disagreeable', 'welcoming')",-0.40040123,-0.48378772,-0.3298906,-0.3853298,-0.0554392
19,-0.15186818,-0.15854211,"('inhospitable', 'hospitable')",-0.12657669,-0.16671291,-0.1392224,-0.1626275,-0.0234051
20,-0.054868586,-0.035637386,"('rough', 'thoughtful')",1.1914251,1.1335974,0.5682783,0.54898,-0.0192983
21,-1.147704,-1.2554356,"('immoral', 'moral')",-0.109268695,-0.12862888,-0.6284863,-0.6920322,-0.0635459
22,-0.3617768,-0.46876574,"('untrustworthy', 'trustworthy')",-0.76029754,-0.7711855,-0.5610372,-0.6199756,-0.0589384
23,-1.5928411,-1.7479254,"('insincere', 'sincere')",5.615837,5.5436687,2.011498,1.8978717,-0.1136263
24,-0.9556765,-1.1017106,"('dishonest', 'honest')",0.91849834,0.85155874,-0.0185891,-0.1250759,-0.1064868
25,0.11075899,0.12773553,"('egoistic', 'altruistic')",0.932616,0.8881457,0.5216875,0.5079406,-0.0137469
26,-0.12000314,-0.22588468,"('hardhearted', 'benevolent')",1.5528599,1.3640141,0.7164284,0.5690647,-0.1473637
27,-0.56854665,-0.58740044,"('hardhearted', 'softhearted')",1.4336066,1.3481101,0.43253,0.3803548,-0.0521752
28,-1.4838847,-1.6611668,"('disloyal', 'loyal')",0.6172011,0.45527986,-0.4333418,-0.6029435,-0.1696017
29,-0.13651358,-0.17155682,"('unfair', 'fair')",-0.68385124,-0.8505808,-0.4101824,-0.5110688,-0.1008864
30,-0.74463344,-0.8966038,"('intolerant', 'tolerant')",1.7610906,1.6695918,0.5082286,0.386494,-0.1217346
31,0.7861191,0.836815,"('evil', 'good')",-1.4122924,-1.5321816,-0.3130866,-0.3476833,-0.0345967
32,-1.1325073,-1.2737541,"('unkind', 'kind')",1.1057785,0.91765916,-0.0133644,-0.1780475,-0.1646831
33,1.1930465,1.1636666,"('wrong', 'right')",-0.5740137,-0.5674809,0.3095164,0.2980928,-0.0114236
34,-0.6933615,-0.6606976,"('mean', 'honorable')",5.727583,5.78512,2.5171108,2.5622113,0.0451005
35,1.2852656,1.3432266,"('corrupt', 'incorrupt')",-0.89767236,-0.982872,0.1937966,0.1801773,-0.0136193
36,0.2964205,0.25815177,"('hostile', 'amicable')",-0.6948525,-0.8314841,-0.199216,-0.2866662,-0.0874502
37,-0.12054283,-0.17299299,"('fake', 'genuine')",0.52431595,0.54724324,0.2018866,0.1871251,-0.0147615
38,-0.6250562,-0.6337006,"('untruthful', 'truthful')",0.26132047,0.3258957,-0.1818679,-0.1539025,0.0279654
39,0.5125576,0.4889607,"('exploitative', 'cooperative')",0.08280211,0.065629624,0.2976799,0.2772952,-0.0203847
40,-0.24423316,-0.23406267,"('stingy', 'generous')",-0.9142387,-0.94781125,-0.5792359,-0.590937,-0.0117011
41,-0.38598344,-0.5603463,"('unforgiving', 'forgiving')",0.29506844,0.18717764,-0.0454575,-0.1865843,-0.1411268
42,-0.00364439,-0.006176859,"('unreliable', 'reliable')",-2.4078114,-2.3426425,-1.2057279,-1.1744097,0.0313182
43,-1.62384,-1.7269716,"('irresponsible', 'responsible')",1.0062668,0.94871914,-0.3087866,-0.3891262,-0.0803396
44,-0.017715622,0.0031008236,"('prejudiced', 'unprejudiced')",-1.9055045,-1.8709422,-0.96161,-0.9339207,0.0276893
45,-1.1520097,-1.3303807,"('incompetent', 'competent')",0.36101082,0.2745339,-0.3954995,-0.5279234,-0.1324239
46,-1.5749292,-1.6935769,"('uncompetitive', 'competitive')",0.26150826,0.19836485,-0.6567105,-0.747606,-0.0908955
47,-0.73960125,-0.70916384,"('stupid', 'smart')",4.591213,4.6388845,1.925806,1.9648603,0.0390543
48,-1.6271384,-1.7342014,"('unintelligent', 'intelligent')",1.2005808,1.0705624,-0.2132788,-0.3318195,-0.1185407
49,-1.0967461,-1.0700462,"('unable', 'able')",-0.104704306,-0.057981636,-0.6007252,-0.5640139,0.0367113
50,0.5057423,0.5749603,"('clumsy', 'skillful')",0.15884034,0.102078386,0.3322913,0.3385193,0.006228
51,-0.40772262,-0.5235211,"('uneducated', 'educated')",1.1576155,1.0100429,0.3749465,0.2432609,-0.1316856
52,-0.2168819,-0.25829515,"('irrational', 'rational')",-0.4773906,-0.5575519,-0.3471363,-0.4079235,-0.0607872
53,-1.1978037,-1.2663954,"('uncreative', 'creative')",0.7172281,0.6201387,-0.2402878,-0.3231284,-0.0828406
54,-0.30626664,-0.28503975,"('incapable', 'capable')",0.8352564,0.87441146,0.2644949,0.2946858,0.0301909
55,-1.5900127,-1.7290546,"('incompetent', 'clever')",0.7027925,0.6019507,-0.4436101,-0.5635519,-0.1199418
56,-0.42628515,-0.53717977,"('impractical', 'practical')",0.6808733,0.69949275,0.1272941,0.0811565,-0.0461376
57,-2.0272331,-2.1896708,"('unimaginative', 'imaginative')",-1.9177847,-2.0365233,-1.9725089,-2.1130972,-0.1405883
58,-0.49768323,-0.55807745,"('undiscriminating', 'discriminating')",0.38949248,0.29088265,-0.0540954,-0.1335974,-0.079502
59,0.78423804,0.85429305,"('foolish', 'wise')",-0.012706514,0.007079765,0.3857658,0.4306864,0.0449206
60,-1.2932918,-1.4131764,"('inefficient', 'efficient')",0.81247514,0.8611754,-0.2404083,-0.2760005,-0.0355922
61,-0.52865684,-0.67421496,"('illogical', 'logical')",0.5233869,0.3140774,-0.002635,-0.1800688,-0.1774338
