,sail_male,sail_female,tuple,average_male,average_female,female-male
0,0.28377637,0.18419655,"('unsociable', 'sociable')",0.2837764,0.1841965,-0.0995799
1,1.1464272,1.442031,"('unfriendly', 'friendly')",1.1464272,1.442031,0.2956038
2,0.11133111,0.2531265,"('unlikable', 'likable')",0.1113311,0.2531265,0.1417954
3,0.9327517,0.75886947,"('repellent', 'pleasant')",0.9327517,0.7588695,-0.1738822
4,-7.418176,-7.6473646,"('disliked', 'liked')",-7.4181762,-7.6473646,-0.2291884
5,-0.8810288,-0.739798,"('distant', 'outgoing')",-0.8810288,-0.739798,0.1412308
6,-0.24106503,-0.08869557,"('distant', 'open')",-0.241065,-0.0886956,0.1523694
7,1.2764305,1.1812379,"('insensitive', 'sensitive')",1.2764305,1.1812379,-0.0951926
8,0.99830335,1.1573224,"('unaffectionate', 'affectionate')",0.9983034,1.1573224,0.159019
9,1.7590486,1.9250276,"('unaffectionate', 'caring')",1.7590486,1.9250276,0.165979
10,1.2922953,1.1167251,"('unsympathetic', 'sympathetic')",1.2922953,1.1167251,-0.1755702
11,1.7970246,1.8993927,"('unhelpful', 'helpful')",1.7970246,1.8993927,0.1023681
12,-1.3353549,-1.3591642,"('unsupportive', 'supportive')",-1.3353549,-1.3591642,-0.0238093
13,0.09673054,-0.0031255186,"('impolite', 'polite')",0.0967305,-0.0031255,-0.099856
14,0.32680112,0.2607249,"('antisocial', 'social')",0.3268011,0.2607249,-0.0660762
15,0.3182761,0.21863385,"('boring', 'funny')",0.3182761,0.2186338,-0.0996423
16,-0.27957824,-0.22735648,"('unpopular', 'popular')",-0.2795782,-0.2273565,0.0522217
17,-0.30771306,-0.34446695,"('nasty', 'nice')",-0.3077131,-0.344467,-0.0367539
18,-0.6540052,-0.67453617,"('disagreeable', 'welcoming')",-0.6540052,-0.6745362,-0.020531
19,-0.9039767,-0.68474257,"('inhospitable', 'hospitable')",-0.9039767,-0.6847426,0.2192341
20,0.77699316,0.61899126,"('rough', 'thoughtful')",0.7769932,0.6189913,-0.1580019
21,0.10931152,0.06641609,"('immoral', 'moral')",0.1093115,0.0664161,-0.0428954
22,-0.662828,-0.76397836,"('untrustworthy', 'trustworthy')",-0.662828,-0.7639784,-0.1011504
23,6.226348,6.490848,"('insincere', 'sincere')",6.2263479,6.4908481,0.2645002
24,1.3595914,1.3127531,"('dishonest', 'honest')",1.3595914,1.3127531,-0.0468383
25,0.5154806,0.65425026,"('egoistic', 'altruistic')",0.5154806,0.6542503,0.1387697
26,1.0948086,1.3118101,"('hardhearted', 'benevolent')",1.0948086,1.3118101,0.2170015
27,1.3166772,1.0761456,"('hardhearted', 'softhearted')",1.3166772,1.0761456,-0.2405316
28,1.0250926,1.1452174,"('disloyal', 'loyal')",1.0250926,1.1452174,0.1201248
29,-0.60328716,-0.63993144,"('unfair', 'fair')",-0.6032872,-0.6399314,-0.0366442
30,1.0280795,1.0329157,"('intolerant', 'tolerant')",1.0280795,1.0329157,0.0048362
31,-1.5117987,-1.43691,"('evil', 'good')",-1.5117987,-1.43691,0.0748887
32,1.3509161,1.410847,"('unkind', 'kind')",1.3509161,1.4108469,0.0599308
33,-0.53763765,-0.488485,"('wrong', 'right')",-0.5376377,-0.488485,0.0491527
34,4.387331,4.706258,"('mean', 'honorable')",4.387331,4.7062578,0.3189268
35,-0.9815614,-1.0416015,"('corrupt', 'incorrupt')",-0.9815614,-1.0416015,-0.0600401
36,-1.0405526,-0.86072034,"('hostile', 'amicable')",-1.0405526,-0.8607203,0.1798323
37,0.98150194,0.90686196,"('fake', 'genuine')",0.9815019,0.906862,-0.0746399
38,-0.46406907,-0.2662316,"('untruthful', 'truthful')",-0.4640691,-0.2662316,0.1978375
39,0.36621723,0.46154377,"('exploitative', 'cooperative')",0.3662172,0.4615438,0.0953266
40,-1.5236758,-1.77592,"('stingy', 'generous')",-1.5236758,-1.77592,-0.2522442
41,-0.08504518,0.028390516,"('unforgiving', 'forgiving')",-0.0850452,0.0283905,0.1134357
42,-2.223264,-2.4030106,"('unreliable', 'reliable')",-2.223264,-2.4030106,-0.1797466
43,1.2703913,1.3307527,"('irresponsible', 'responsible')",1.2703913,1.3307527,0.0603614
44,-1.7367734,-1.9002688,"('prejudiced', 'unprejudiced')",-1.7367734,-1.9002688,-0.1634954
45,0.15797283,-0.042400014,"('incompetent', 'competent')",0.1579728,-0.0424,-0.2003728
46,-0.6798926,-0.79427046,"('uncompetitive', 'competitive')",-0.6798926,-0.7942705,-0.1143779
47,5.0091805,5.3776593,"('stupid', 'smart')",5.0091805,5.3776593,0.3684788
48,0.7451736,0.76560795,"('unintelligent', 'intelligent')",0.7451736,0.765608,0.0204344
49,-0.14494944,-0.046739846,"('unable', 'able')",-0.1449494,-0.0467398,0.0982096
50,-0.370403,-0.28007558,"('clumsy', 'skillful')",-0.370403,-0.2800756,0.0903274
51,0.26536226,0.14172143,"('uneducated', 'educated')",0.2653623,0.1417214,-0.1236409
52,-0.5639902,-0.6060896,"('irrational', 'rational')",-0.5639902,-0.6060896,-0.0420994
53,0.58031225,0.7674533,"('uncreative', 'creative')",0.5803123,0.7674533,0.187141
54,1.0037209,1.183163,"('incapable', 'capable')",1.0037209,1.183163,0.1794421
55,0.8691059,0.6988245,"('incompetent', 'clever')",0.8691059,0.6988245,-0.1702814
56,0.8701401,0.8412285,"('impractical', 'practical')",0.8701401,0.8412285,-0.0289116
57,-2.1154659,-2.3247216,"('unimaginative', 'imaginative')",-2.1154659,-2.3247216,-0.2092557
58,0.099869184,0.039561402,"('undiscriminating', 'discriminating')",0.0998692,0.0395614,-0.0603078
59,-0.45850432,-0.24543434,"('foolish', 'wise')",-0.4585043,-0.2454343,0.21307
60,0.7341764,0.68559974,"('inefficient', 'efficient')",0.7341764,0.6855997,-0.0485767
61,0.37799543,0.29866478,"('illogical', 'logical')",0.3779954,0.2986648,-0.0793306
