,suicide_male,suicide_female,tuple,average_male,average_female,female-male
0,-0.2113195,-0.18014224,"('unsociable', 'sociable')",-0.2113195,-0.1801422,0.0311773
1,1.1743376,0.9045148,"('unfriendly', 'friendly')",1.1743376,0.9045148,-0.2698228
2,0.27871436,0.3831679,"('unlikable', 'likable')",0.2787144,0.3831679,0.1044535
3,0.31943476,0.27508232,"('repellent', 'pleasant')",0.3194348,0.2750823,-0.0443525
4,-7.408715,-7.50298,"('disliked', 'liked')",-7.4087148,-7.5029802,-0.0942654
5,-1.1006591,-1.3370299,"('distant', 'outgoing')",-1.1006591,-1.3370299,-0.2363708
6,-0.5588027,-0.86101687,"('distant', 'open')",-0.5588027,-0.8610169,-0.3022142
7,0.5716244,0.63767123,"('insensitive', 'sensitive')",0.5716244,0.6376712,0.0660468
8,1.0064124,0.80103433,"('unaffectionate', 'affectionate')",1.0064124,0.8010343,-0.2053781
9,1.5716625,1.5754771,"('unaffectionate', 'caring')",1.5716625,1.5754771,0.0038146
10,0.7337172,0.8615823,"('unsympathetic', 'sympathetic')",0.7337172,0.8615823,0.1278651
11,1.5390643,1.7692102,"('unhelpful', 'helpful')",1.5390643,1.7692102,0.2301459
12,-1.8856726,-1.743698,"('unsupportive', 'supportive')",-1.8856726,-1.743698,0.1419746
13,-0.4806034,-0.37143487,"('impolite', 'polite')",-0.4806034,-0.3714349,0.1091685
14,0.013803215,0.121445015,"('antisocial', 'social')",0.0138032,0.121445,0.1076418
15,0.024035133,-0.1013537,"('boring', 'funny')",0.0240351,-0.1013537,-0.1253888
16,-0.9299561,-0.9875461,"('unpopular', 'popular')",-0.9299561,-0.9875461,-0.05759
17,-0.59833544,-0.58707,"('nasty', 'nice')",-0.5983354,-0.58707,0.0112654
18,-0.6674432,-0.83543086,"('disagreeable', 'welcoming')",-0.6674432,-0.8354309,-0.1679877
19,-0.7551259,-0.859162,"('inhospitable', 'hospitable')",-0.7551259,-0.859162,-0.1040361
20,0.9925818,0.9504711,"('rough', 'thoughtful')",0.9925818,0.9504711,-0.0421107
21,-0.20878258,0.022437647,"('immoral', 'moral')",-0.2087826,0.0224376,0.2312202
22,-0.45141956,-0.40994987,"('untrustworthy', 'trustworthy')",-0.4514196,-0.4099499,0.0414697
23,6.3846483,6.4161024,"('insincere', 'sincere')",6.3846483,6.4161024,0.0314541
24,1.443243,1.3573928,"('dishonest', 'honest')",1.443243,1.3573928,-0.0858502
25,0.40801755,0.14582789,"('egoistic', 'altruistic')",0.4080175,0.1458279,-0.2621896
26,0.88838977,0.89012957,"('hardhearted', 'benevolent')",0.8883898,0.8901296,0.0017398
27,1.4876102,1.1940072,"('hardhearted', 'softhearted')",1.4876102,1.1940072,-0.293603
28,1.1270015,1.0921212,"('disloyal', 'loyal')",1.1270015,1.0921212,-0.0348803
29,-0.94170177,-1.1503639,"('unfair', 'fair')",-0.9417018,-1.1503639,-0.2086621
30,0.9905969,1.0763214,"('intolerant', 'tolerant')",0.9905969,1.0763214,0.0857245
31,-2.0830038,-2.379921,"('evil', 'good')",-2.0830038,-2.379921,-0.2969172
32,0.9408803,0.96475494,"('unkind', 'kind')",0.9408803,0.9647549,0.0238746
33,-0.5776834,-0.68982005,"('wrong', 'right')",-0.5776834,-0.6898201,-0.1121367
34,4.5522103,4.6342616,"('mean', 'honorable')",4.5522103,4.6342616,0.0820513
35,-1.0569075,-1.4087583,"('corrupt', 'incorrupt')",-1.0569075,-1.4087583,-0.3518508
36,-0.8929076,-1.1566037,"('hostile', 'amicable')",-0.8929076,-1.1566037,-0.2636961
37,0.72779983,0.56989396,"('fake', 'genuine')",0.7277998,0.569894,-0.1579058
38,-0.08134203,-0.039857298,"('untruthful', 'truthful')",-0.081342,-0.0398573,0.0414847
39,0.37217772,0.47538823,"('exploitative', 'cooperative')",0.3721777,0.4753882,0.1032105
40,-1.853845,-2.1578002,"('stingy', 'generous')",-1.853845,-2.1578002,-0.3039552
41,-0.11511628,0.0015085395,"('unforgiving', 'forgiving')",-0.1151163,0.0015085,0.1166248
42,-2.968269,-2.9686222,"('unreliable', 'reliable')",-2.9682691,-2.9686222,-0.0003531
43,1.171541,1.3372891,"('irresponsible', 'responsible')",1.171541,1.3372891,0.1657481
44,-1.432449,-1.4332489,"('prejudiced', 'unprejudiced')",-1.432449,-1.4332489,-0.0007999
45,-0.40923798,-0.3016689,"('incompetent', 'competent')",-0.409238,-0.3016689,0.1075691
46,-0.72295654,-0.62179977,"('uncompetitive', 'competitive')",-0.7229565,-0.6217998,0.1011567
47,4.959538,5.1259017,"('stupid', 'smart')",4.959538,5.1259017,0.1663637
48,0.5802316,0.64506847,"('unintelligent', 'intelligent')",0.5802316,0.6450685,0.0648369
49,0.065178394,0.044810444,"('unable', 'able')",0.0651784,0.0448104,-0.020368
50,-0.54946345,-0.62264013,"('clumsy', 'skillful')",-0.5494635,-0.6226401,-0.0731766
51,0.4253125,0.34584045,"('uneducated', 'educated')",0.4253125,0.3458405,-0.079472
52,-0.92157423,-1.1661701,"('irrational', 'rational')",-0.9215742,-1.1661701,-0.2445959
53,-0.2746392,-0.41888288,"('uncreative', 'creative')",-0.2746392,-0.4188829,-0.1442437
54,0.7170774,0.59646314,"('incapable', 'capable')",0.7170774,0.5964631,-0.1206143
55,0.7283662,0.8362227,"('incompetent', 'clever')",0.7283662,0.8362227,0.1078565
56,0.8924178,1.0835136,"('impractical', 'practical')",0.8924178,1.0835136,0.1910958
57,-3.0258455,-2.9513452,"('unimaginative', 'imaginative')",-3.0258455,-2.9513452,0.0745003
58,-0.2866043,-0.34762043,"('undiscriminating', 'discriminating')",-0.2866043,-0.3476204,-0.0610161
59,-0.27020383,-0.38891542,"('foolish', 'wise')",-0.2702038,-0.3889154,-0.1187116
60,0.76603216,1.0980798,"('inefficient', 'efficient')",0.7660322,1.0980798,0.3320476
61,0.179628,0.08606194,"('illogical', 'logical')",0.179628,0.0860619,-0.0935661
62,0.429455,0.6714847,"('incompetent', 'brilliant')",0.429455,0.6714847,0.2420297
63,-0.00465931,0.20294003,"('unperceptive', 'insightful')",-0.0046593,0.20294,0.2075993
64,-6.1418796,-5.9552374,"('shy', 'confident')",-6.1418796,-5.9552374,0.1866422
65,0.33288425,0.5237511,"('insecure', 'secure')",0.3328843,0.5237511,0.1908668
66,-1.0933839,-1.3120744,"('inactive', 'active')",-1.0933839,-1.3120744,-0.2186905
67,-0.26977548,-0.17329414,"('doubtful', 'determined')",-0.2697755,-0.1732941,0.0964814
68,-0.73515207,-0.8728432,"('dependent', 'independent')",-0.7351521,-0.8728432,-0.1376911
69,-2.528082,-2.6490624,"('lazy', 'industrious')",-2.5280819,-2.6490624,-0.1209805
70,0.8078704,0.83361006,"('lethargic', 'energetic')",0.8078704,0.8336101,0.0257397
71,0.34459078,0.3150493,"('diffident', 'self-confident')",0.3445908,0.3150493,-0.0295415
72,0.7686936,0.8049106,"('unambitious', 'ambitious')",0.7686936,0.8049106,0.036217
73,-3.0808501,-3.1357942,"('helpless', 'self-reliant')",-3.0808501,-3.1357942,-0.0549441
74,0.33283556,0.3517059,"('undedicated', 'dedicated')",0.3328356,0.3517059,0.0188703
75,-1.1082975,-1.1101205,"('meek', 'impulsive')",-1.1082975,-1.1101205,-0.001823
76,0.5945637,0.63181674,"('anxious', 'daring')",0.5945637,0.6318167,0.037253
77,-1.2601279,-0.9573862,"('unmotivated', 'motivated')",-1.2601279,-0.9573862,0.3027417
78,-0.3763021,-0.24664699,"('nonresilient', 'resilient')",-0.3763021,-0.246647,0.1296551
79,-0.48077035,-0.55065066,"('wavering', 'unwavering')",-0.4807703,-0.5506507,-0.0698804
80,-0.19967674,-0.062218487,"('dominated', 'dominating')",-0.1996767,-0.0622185,0.1374582
81,0.056103185,0.25109345,"('submissive', 'aggressive')",0.0561032,0.2510934,0.1949902
82,5.7961636,5.584267,"('poor', 'rich')",5.7961636,5.5842671,-0.2118965
83,-0.11662463,-0.10517682,"('powerless', 'powerful')",-0.1166246,-0.1051768,0.0114478
84,0.3681765,0.19162484,"('inferior', 'superior')",0.3681765,0.1916248,-0.1765517
85,-0.314026,-0.5298748,"('insignificant', 'prestigious')",-0.314026,-0.5298748,-0.2158488
86,0.40799606,0.36524644,"('uninfluential', 'influential')",0.4079961,0.3652464,-0.0427497
87,-0.5705777,-0.44079518,"('unsuccessful', 'successful')",-0.5705777,-0.4407952,0.1297825
88,0.017837211,-0.043818343,"('low', 'eminent')",0.0178372,-0.0438183,-0.0616555
