,shaker_male,shaker_female,tuple,average_male,average_female,female-male
72,0.072182365,0.003528297,"('unambitious', 'ambitious')",0.0721824,0.0035283,-0.0686541
73,-0.9831614,-1.0211482,"('helpless', 'self-reliant')",-0.9831614,-1.0211482,-0.0379868
74,0.16975144,0.074231744,"('undedicated', 'dedicated')",0.1697514,0.0742317,-0.0955197
75,-1.5369554,-1.4617711,"('meek', 'impulsive')",-1.5369554,-1.4617711,0.0751843
76,0.47221673,0.45960063,"('anxious', 'daring')",0.4722167,0.4596006,-0.0126161
77,-0.7031041,-0.6328511,"('unmotivated', 'motivated')",-0.7031041,-0.6328511,0.070253
78,-0.14746898,-0.10656255,"('nonresilient', 'resilient')",-0.147469,-0.1065625,0.0409065
79,-1.7868155,-1.6862307,"('wavering', 'unwavering')",-1.7868155,-1.6862307,0.1005848
80,0.73742974,0.6659508,"('dominated', 'dominating')",0.7374297,0.6659508,-0.0714789
81,0.70961136,0.67017937,"('submissive', 'aggressive')",0.7096114,0.6701794,-0.039432
82,1.314247,1.3841975,"('poor', 'rich')",1.314247,1.3841975,0.0699505
83,-0.54043436,-0.6574943,"('powerless', 'powerful')",-0.5404344,-0.6574943,-0.1170599
84,0.09716615,0.07767324,"('inferior', 'superior')",0.0971662,0.0776732,-0.019493
85,-1.023904,-0.87618446,"('insignificant', 'prestigious')",-1.023904,-0.8761845,0.1477195
86,-0.23440778,-0.40175334,"('uninfluential', 'influential')",-0.2344078,-0.4017533,-0.1673455
87,0.5028877,0.51416683,"('unsuccessful', 'successful')",0.5028877,0.5141668,0.0112791
88,-0.07474913,-0.21450281,"('low', 'eminent')",-0.0747491,-0.2145028,-0.1397537
