,hf_male,hf_female,tuple,sinclair_male,sinclair_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.6103771,-0.9042112,"('unsociable', 'sociable')",-0.40513885,-0.33677554,-0.054066647,-0.30580902,-0.3565275,-0.5155986,-0.1590711
1,-1.9905325,-1.9430906,"('unfriendly', 'friendly')",0.28618717,0.1543356,0.5625905,0.42112878,-0.380585,-0.4558754,-0.0752904
2,0.75255346,0.8446399,"('unlikable', 'likable')",0.7431103,0.85857517,0.9733866,1.0534457,0.8230168,0.918887,0.0958702
3,0.14954755,0.10260047,"('repellent', 'pleasant')",-0.99368197,-0.63854176,1.1008812,1.0975778,0.0855823,0.1872122,0.1016299
4,-0.5528907,-0.5522066,"('disliked', 'liked')",0.17638582,-0.029724393,-5.5305877,-5.7399144,-1.9690309,-2.1072818,-0.1382509
5,-1.1236353,-0.90179646,"('distant', 'outgoing')",-0.31284362,-0.4646188,-1.035682,-0.80657655,-0.8240536,-0.7243306,0.099723
6,-1.504973,-1.1846669,"('distant', 'open')",-0.38886794,-0.41909552,-1.2694287,-1.0570123,-1.0544233,-0.8869249,0.1674984
7,-0.2752686,-0.31688297,"('insensitive', 'sensitive')",-0.35012004,-0.10974693,0.14918253,0.10352306,-0.1587354,-0.1077023,0.0510331
8,-1.0228742,-0.8822812,"('unaffectionate', 'affectionate')",1.0315086,0.91423124,0.04700441,0.093978144,0.0185462,0.0419761,0.0234299
9,-1.071431,-1.0427895,"('unaffectionate', 'caring')",1.155678,1.1074916,0.719539,0.7502917,0.2679287,0.2716646,0.0037359
10,-0.43900192,-0.61586505,"('unsympathetic', 'sympathetic')",-1.4344509,-1.1542768,-0.18266854,-0.3322125,-0.6853738,-0.7007848,-0.015411
11,0.17623064,0.076113366,"('unhelpful', 'helpful')",-0.96076435,-0.819833,2.0815988,2.1107037,0.432355,0.4556614,0.0233064
12,-0.55903167,-0.4093237,"('unsupportive', 'supportive')",0.29773086,0.52163935,-1.9268883,-1.892311,-0.7293963,-0.5933318,0.1360645
13,0.0109341815,-0.10094853,"('impolite', 'polite')",-0.46688062,-0.33634484,-0.61562544,-0.60009927,-0.3571906,-0.3457975,0.0113931
14,1.1523453,0.9471143,"('antisocial', 'social')",1.0103334,1.0296178,0.56958383,0.3629736,0.9107542,0.7799019,-0.1308523
15,0.02183054,-0.057616808,"('boring', 'funny')",0.45193368,0.24950254,-0.042931028,-0.040686116,0.1436111,0.0503999,-0.0932112
16,-0.28738233,-0.27612063,"('unpopular', 'popular')",-1.9745978,-1.9619733,0.51287806,0.41003472,-0.583034,-0.6093531,-0.0263191
17,-0.026982266,0.008000774,"('nasty', 'nice')",-0.43745917,-0.33767408,-0.60022855,-0.53113735,-0.35489,-0.2869369,0.0679531
18,-0.7198202,-0.55366623,"('disagreeable', 'welcoming')",-0.6101157,-0.6012321,-0.8929385,-0.89674366,-0.7409581,-0.6838806,0.0570775
19,-0.95046115,-0.8233319,"('inhospitable', 'hospitable')",0.0212997,-0.010318257,-1.0221928,-0.88866746,-0.6504514,-0.5741059,0.0763455
20,-0.48441222,-0.48612186,"('rough', 'thoughtful')",-0.009777911,0.09306595,0.9053558,0.9370341,0.1370552,0.1813261,0.0442709
21,0.48304534,0.3682068,"('immoral', 'moral')",-1.0075514,-0.80374336,-0.2945134,-0.37906155,-0.2730065,-0.2715327,0.0014738
22,0.094201475,0.09435423,"('untrustworthy', 'trustworthy')",0.10909051,0.36417043,-0.48641014,-0.60841095,-0.0943727,-0.0499621,0.0444106
23,-0.058534246,-0.21769175,"('insincere', 'sincere')",0.4166978,0.58706766,4.9099483,4.876202,1.7560372,1.7485259,-0.0075113
24,0.15076159,0.20392588,"('dishonest', 'honest')",0.34743035,0.50915444,0.47514212,0.51687956,0.3244447,0.4099866,0.0855419
25,-1.4315405,-1.3228667,"('egoistic', 'altruistic')",-0.08358328,-0.17563488,0.66169614,0.62993354,-0.2844759,-0.2895227,-0.0050468
26,-0.731248,-0.7083062,"('hardhearted', 'benevolent')",1.2802049,0.9681925,1.5760688,1.3927284,0.7083419,0.5508716,-0.1574703
27,-0.69224125,-0.5169954,"('hardhearted', 'softhearted')",-0.44812134,-0.3891352,0.16954254,0.24424803,-0.3236067,-0.2206275,0.1029792
28,-0.6500195,-0.8211762,"('disloyal', 'loyal')",0.53443974,0.41081524,1.0032996,0.77201915,0.2959066,0.1205527,-0.1753539
29,-0.3565129,-0.3550793,"('unfair', 'fair')",0.7491924,0.80953985,-0.6629272,-0.742713,-0.0900826,-0.0960841,-0.0060015
30,0.1888262,0.10138032,"('intolerant', 'tolerant')",-0.07627398,0.14499547,1.1345551,1.0458447,0.4157024,0.4307402,0.0150378
31,-1.316708,-1.0690671,"('evil', 'good')",0.29939312,0.32201254,-1.6093171,-1.6013061,-0.875544,-0.7827868,0.0927572
32,-0.0075913295,-0.16321617,"('unkind', 'kind')",0.31082425,0.2355973,0.8485948,0.60303926,0.3839426,0.2251401,-0.1588025
33,-0.44811478,-0.3649693,"('wrong', 'right')",0.27895942,0.17121434,-0.93853664,-0.92024857,-0.3692307,-0.3713345,-0.0021038
34,-0.7527784,-0.4918689,"('mean', 'honorable')",-0.7550204,-0.4147788,4.70276,5.0384164,1.0649872,1.3772562,0.312269
35,-0.69831586,-0.65944266,"('corrupt', 'incorrupt')",0.32004416,-0.023000007,-1.0434636,-0.9785346,-0.4739118,-0.5536591,-0.0797473
36,-1.592096,-1.4748862,"('hostile', 'amicable')",-0.29322582,-0.4192395,-0.6692619,-0.72421724,-0.8515279,-0.872781,-0.0212531
37,-0.3651925,-0.38079494,"('fake', 'genuine')",0.096685015,0.198171,-0.29551786,-0.20608076,-0.1880084,-0.1295682,0.0584402
38,-1.0451028,-0.9896477,"('untruthful', 'truthful')",0.06803454,0.16537239,-0.08553097,0.011899037,-0.3541998,-0.2707921,0.0834077
39,0.9860036,1.0674481,"('exploitative', 'cooperative')",2.445114,2.5055733,0.32941052,0.3893142,1.2535094,1.3207785,0.0672691
40,-0.3511621,-0.32347617,"('stingy', 'generous')",-0.42945603,-0.30758882,-2.1832533,-2.2443588,-0.9879572,-0.9584746,0.0294826
41,-0.49395216,-0.44520497,"('unforgiving', 'forgiving')",0.16613191,0.39159366,-0.104345456,-0.14970788,-0.1440552,-0.0677731,0.0762821
42,0.2992574,0.47045714,"('unreliable', 'reliable')",0.062184427,0.3277215,-2.455493,-2.416006,-0.698017,-0.5392758,0.1587412
43,-0.021914043,0.102714136,"('irresponsible', 'responsible')",0.24716651,0.5530458,0.5932588,0.6580973,0.2728371,0.4379524,0.1651153
44,0.15391704,0.16730247,"('prejudiced', 'unprejudiced')",-1.1862419,-1.2106586,-1.2595246,-1.1912899,-0.7639498,-0.7448819,0.0190679
45,0.22350135,0.20153533,"('incompetent', 'competent')",-0.65630853,-0.35499585,0.07522161,-0.018718237,-0.1191952,-0.0573929,0.0618023
46,0.039396122,-0.11678977,"('uncompetitive', 'competitive')",-1.4802426,-1.1370867,-0.13025048,-0.24460937,-0.523699,-0.4994953,0.0242037
47,0.5244876,0.69544846,"('stupid', 'smart')",-0.36394835,-0.1953047,4.7162976,4.909118,1.6256123,1.8030872,0.1774749
48,-0.9041925,-0.9585302,"('unintelligent', 'intelligent')",-0.67016315,-0.57384515,0.44285926,0.3954013,-0.3771654,-0.3789914,-0.001826
