,cruise_male,cruise_female,tuple,average_male,average_female,female-male
0,-0.08445065,-0.1400164,"('unsociable', 'sociable')",-0.0844506,-0.1400164,-0.0555658
1,2.2913718,2.2790947,"('unfriendly', 'friendly')",2.2913718,2.2790947,-0.0122771
2,1.0509607,1.2187752,"('unlikable', 'likable')",1.0509607,1.2187752,0.1678145
3,0.29485625,0.26768517,"('repellent', 'pleasant')",0.2948563,0.2676852,-0.0271711
4,-6.7190332,-6.6514797,"('disliked', 'liked')",-6.7190332,-6.6514797,0.0675535
5,0.35127142,0.33717397,"('distant', 'outgoing')",0.3512714,0.337174,-0.0140974
6,0.5731185,0.5791514,"('distant', 'open')",0.5731185,0.5791514,0.0060329
7,0.98003966,1.0381535,"('insensitive', 'sensitive')",0.9800397,1.0381535,0.0581138
8,1.9599782,1.8847768,"('unaffectionate', 'affectionate')",1.9599782,1.8847768,-0.0752014
9,2.1142411,2.161012,"('unaffectionate', 'caring')",2.1142411,2.1610119,0.0467708
10,0.662976,0.62343657,"('unsympathetic', 'sympathetic')",0.662976,0.6234366,-0.0395394
11,1.6140444,1.5852755,"('unhelpful', 'helpful')",1.6140444,1.5852755,-0.0287689
12,-1.0565028,-1.0708399,"('unsupportive', 'supportive')",-1.0565028,-1.0708399,-0.0143371
13,-0.13202974,-0.19213605,"('impolite', 'polite')",-0.1320297,-0.192136,-0.0601063
14,-0.35408917,-0.35397992,"('antisocial', 'social')",-0.3540892,-0.3539799,0.0001093
15,0.6898307,0.7669554,"('boring', 'funny')",0.6898307,0.7669554,0.0771247
16,-0.07063416,0.1037897,"('unpopular', 'popular')",-0.0706342,0.1037897,0.1744239
17,-0.09974859,-0.124228686,"('nasty', 'nice')",-0.0997486,-0.1242287,-0.0244801
18,-0.0011831,-0.09203928,"('disagreeable', 'welcoming')",-0.0011831,-0.0920393,-0.0908562
19,0.1533122,0.1712385,"('inhospitable', 'hospitable')",0.1533122,0.1712385,0.0179263
20,0.6489973,0.55033875,"('rough', 'thoughtful')",0.6489973,0.5503387,-0.0986586
21,-0.45800498,-0.47931165,"('immoral', 'moral')",-0.458005,-0.4793116,-0.0213066
22,-0.46387082,-0.61075175,"('untrustworthy', 'trustworthy')",-0.4638708,-0.6107517,-0.1468809
23,6.3427167,6.3818917,"('insincere', 'sincere')",6.3427167,6.3818917,0.039175
24,1.7491393,1.6609685,"('dishonest', 'honest')",1.7491393,1.6609685,-0.0881708
25,0.8399539,0.8116312,"('egoistic', 'altruistic')",0.8399539,0.8116312,-0.0283227
26,0.7937622,0.94615567,"('hardhearted', 'benevolent')",0.7937622,0.9461557,0.1523935
27,1.6233535,1.5514041,"('hardhearted', 'softhearted')",1.6233535,1.5514041,-0.0719494
28,0.8624846,0.82949483,"('disloyal', 'loyal')",0.8624846,0.8294948,-0.0329898
29,-0.056411132,-0.24181613,"('unfair', 'fair')",-0.0564111,-0.2418161,-0.185405
30,0.95998037,0.8225181,"('intolerant', 'tolerant')",0.9599804,0.8225181,-0.1374623
31,-0.7210021,-0.6996252,"('evil', 'good')",-0.7210021,-0.6996252,0.0213769
32,0.9163223,0.8680964,"('unkind', 'kind')",0.9163223,0.8680964,-0.0482259
33,-0.020405464,0.0340423,"('wrong', 'right')",-0.0204055,0.0340423,0.0544478
34,4.3069744,4.403298,"('mean', 'honorable')",4.3069744,4.4032979,0.0963235
35,-0.60279834,-0.7069034,"('corrupt', 'incorrupt')",-0.6027983,-0.7069034,-0.1041051
36,-0.1227832,-0.02131724,"('hostile', 'amicable')",-0.1227832,-0.0213172,0.101466
37,1.0719186,0.91652143,"('fake', 'genuine')",1.0719186,0.9165214,-0.1553972
38,0.194782,0.19838041,"('untruthful', 'truthful')",0.194782,0.1983804,0.0035984
39,-0.2837649,-0.38078782,"('exploitative', 'cooperative')",-0.2837649,-0.3807878,-0.0970229
40,-1.2101822,-1.2976522,"('stingy', 'generous')",-1.2101822,-1.2976522,-0.08747
41,0.1389725,0.3127464,"('unforgiving', 'forgiving')",0.1389725,0.3127464,0.1737739
42,-2.1009727,-2.1682901,"('unreliable', 'reliable')",-2.1009727,-2.1682901,-0.0673174
43,1.2167933,1.1064411,"('irresponsible', 'responsible')",1.2167933,1.1064411,-0.1103522
44,-1.0918505,-1.3530931,"('prejudiced', 'unprejudiced')",-1.0918505,-1.3530931,-0.2612426
45,0.02179873,0.10081358,"('incompetent', 'competent')",0.0217987,0.1008136,0.0790149
46,-1.1538012,-1.2080195,"('uncompetitive', 'competitive')",-1.1538012,-1.2080195,-0.0542183
47,5.2554307,5.3971524,"('stupid', 'smart')",5.2554307,5.3971524,0.1417217
48,1.0886382,1.0805855,"('unintelligent', 'intelligent')",1.0886382,1.0805855,-0.0080527
49,0.41398144,0.36839396,"('unable', 'able')",0.4139814,0.368394,-0.0455874
50,0.21535861,0.30788717,"('clumsy', 'skillful')",0.2153586,0.3078872,0.0925286
51,0.29623252,0.30732283,"('uneducated', 'educated')",0.2962325,0.3073228,0.0110903
52,0.42639944,0.46587875,"('irrational', 'rational')",0.4263994,0.4658788,0.0394794
53,1.075423,0.92913187,"('uncreative', 'creative')",1.075423,0.9291319,-0.1462911
54,1.8616722,1.8979901,"('incapable', 'capable')",1.8616722,1.8979901,0.0363179
55,0.3586683,0.32180932,"('incompetent', 'clever')",0.3586683,0.3218093,-0.036859
56,0.1629893,0.21414587,"('impractical', 'practical')",0.1629893,0.2141459,0.0511566
57,-2.827607,-2.853751,"('unimaginative', 'imaginative')",-2.8276069,-2.8537509,-0.026144
58,-0.02972889,0.0069502145,"('undiscriminating', 'discriminating')",-0.0297289,0.0069502,0.0366791
59,0.37630615,0.44418177,"('foolish', 'wise')",0.3763061,0.4441818,0.0678757
60,-0.0662916,-0.17664404,"('inefficient', 'efficient')",-0.0662916,-0.176644,-0.1103524
61,0.31387192,0.1051903,"('illogical', 'logical')",0.3138719,0.1051903,-0.2086816
62,1.0053724,0.97334856,"('incompetent', 'brilliant')",1.0053724,0.9733486,-0.0320238
63,0.63076687,0.5956028,"('unperceptive', 'insightful')",0.6307669,0.5956028,-0.0351641
64,-6.143379,-6.239014,"('shy', 'confident')",-6.1433792,-6.2390141,-0.0956349
65,0.14123794,0.04407748,"('insecure', 'secure')",0.1412379,0.0440775,-0.0971604
66,0.025983334,-0.06598815,"('inactive', 'active')",0.0259833,-0.0659882,-0.0919715
67,-0.5511085,-0.52217865,"('doubtful', 'determined')",-0.5511085,-0.5221786,0.0289299
68,-0.40216023,-0.5691668,"('dependent', 'independent')",-0.4021602,-0.5691668,-0.1670066
69,-1.2341907,-1.1743727,"('lazy', 'industrious')",-1.2341907,-1.1743727,0.059818
70,0.8218684,0.7606773,"('lethargic', 'energetic')",0.8218684,0.7606773,-0.0611911
71,0.9803254,1.0573062,"('diffident', 'self-confident')",0.9803254,1.0573062,0.0769808
72,0.57689077,0.47647038,"('unambitious', 'ambitious')",0.5768908,0.4764704,-0.1004204
73,-2.7094643,-2.7266462,"('helpless', 'self-reliant')",-2.7094643,-2.7266462,-0.0171819
74,-0.058467925,-0.07212188,"('undedicated', 'dedicated')",-0.0584679,-0.0721219,-0.013654
75,-0.723987,-0.61639297,"('meek', 'impulsive')",-0.723987,-0.616393,0.107594
76,0.6079611,0.38995788,"('anxious', 'daring')",0.6079611,0.3899579,-0.2180032
77,-1.2456297,-1.1128387,"('unmotivated', 'motivated')",-1.2456297,-1.1128387,0.132791
78,-0.29811263,-0.33224708,"('nonresilient', 'resilient')",-0.2981126,-0.3322471,-0.0341345
79,0.36001956,0.4073649,"('wavering', 'unwavering')",0.3600196,0.4073649,0.0473453
80,-0.44518548,-0.528377,"('dominated', 'dominating')",-0.4451855,-0.528377,-0.0831915
81,-0.5267874,-0.5229718,"('submissive', 'aggressive')",-0.5267874,-0.5229718,0.0038156
82,6.05718,6.229081,"('poor', 'rich')",6.0571799,6.2290812,0.1719013
83,-0.452559,-0.52519125,"('powerless', 'powerful')",-0.452559,-0.5251912,-0.0726322
84,0.4943688,0.46954075,"('inferior', 'superior')",0.4943688,0.4695407,-0.0248281
85,-0.18256766,-0.105369925,"('insignificant', 'prestigious')",-0.1825677,-0.1053699,0.0771978
86,-0.11325174,-0.09098931,"('uninfluential', 'influential')",-0.1132517,-0.0909893,0.0222624
87,0.2549311,0.39391953,"('unsuccessful', 'successful')",0.2549311,0.3939195,0.1389884
88,-0.23504843,-0.13738436,"('low', 'eminent')",-0.2350484,-0.1373844,0.097664
