,xylem_male,xylem_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.7081654,-1.1250987,"('unsociable', 'sociable')",-0.2578146,-0.5333319,-0.48299,-0.8292153,-0.3462253
1,-1.2131273,-1.3218008,"('unfriendly', 'friendly')",1.5645194,1.4868727,0.1756961,0.0825359,-0.0931602
2,-0.2339363,-0.1759614,"('unlikable', 'likable')",0.6892434,0.7667915,0.2276535,0.295415,0.0677615
3,-0.51629686,-0.4286646,"('repellent', 'pleasant')",0.046432108,0.041957494,-0.2349324,-0.1933535,0.0415789
4,-0.1459237,-0.098148,"('disliked', 'liked')",-5.98705,-6.0237427,-3.0664868,-3.0609453,0.0055415
5,-1.7549001,-1.5964541,"('distant', 'outgoing')",-0.23306824,-0.10174861,-0.9939842,-0.8491014,0.1448828
6,-2.0344296,-1.8740101,"('distant', 'open')",0.053908978,0.15139498,-0.9902603,-0.8613076,0.1289527
7,-0.54364276,-0.5457159,"('insensitive', 'sensitive')",0.06471417,0.16521965,-0.2394643,-0.1902481,0.0492162
8,-0.9436939,-0.80220133,"('unaffectionate', 'affectionate')",0.7618592,0.80584335,-0.0909173,0.001821,0.0927383
9,-1.34695,-1.3129785,"('unaffectionate', 'caring')",1.0524316,1.113388,-0.1472592,-0.0997953,0.0474639
10,-1.5190302,-1.5701478,"('unsympathetic', 'sympathetic')",-0.75154924,-0.8048738,-1.1352897,-1.1875107,-0.052221
11,-0.39791247,-0.5189542,"('unhelpful', 'helpful')",1.7307769,1.8310155,0.6664322,0.6560307,-0.0104015
12,-0.86209285,-0.7672219,"('unsupportive', 'supportive')",-1.8886788,-1.8244206,-1.3753858,-1.2958212,0.0795646
13,-1.013785,-1.2695272,"('impolite', 'polite')",-0.55586374,-0.58398837,-0.7848244,-0.9267578,-0.1419334
14,0.0968579,-0.119733244,"('antisocial', 'social')",-0.52065235,-0.70197225,-0.2118972,-0.4108527,-0.1989555
15,-0.13261701,-0.27049237,"('boring', 'funny')",0.5234506,0.49934816,0.1954168,0.1144279,-0.0809889
16,-0.250287,-0.17009202,"('unpopular', 'popular')",0.86730677,0.8000016,0.3085099,0.3149548,0.0064449
17,-0.16721776,-0.16097218,"('nasty', 'nice')",-0.37726477,-0.30986172,-0.2722413,-0.2354169,0.0368244
18,-0.21047303,-0.15876408,"('disagreeable', 'welcoming')",-0.5313108,-0.5856078,-0.3708919,-0.3721859,-0.001294
19,-1.8776245,-1.7581949,"('inhospitable', 'hospitable')",-0.29451862,-0.1301671,-1.0860716,-0.944181,0.1418906
20,0.26476026,0.24021326,"('rough', 'thoughtful')",1.1535369,1.0908161,0.7091486,0.6655147,-0.0436339
21,0.11472874,-0.17594372,"('immoral', 'moral')",-0.42697307,-0.55268466,-0.1561222,-0.3643142,-0.208192
22,-0.32445005,-0.49979085,"('untrustworthy', 'trustworthy')",-0.976397,-1.0638001,-0.6504235,-0.7817955,-0.131372
23,-0.9024382,-1.0925971,"('insincere', 'sincere')",5.335911,5.3239555,2.2167363,2.1156793,-0.101057
24,-1.2420814,-1.3078215,"('dishonest', 'honest')",0.43467632,0.45565665,-0.4037026,-0.4260824,-0.0223798
25,-0.561035,-0.53413695,"('egoistic', 'altruistic')",1.351377,1.2429159,0.395171,0.3543895,-0.0407815
26,0.08005907,-0.09092329,"('hardhearted', 'benevolent')",1.7367333,1.5351995,0.9083962,0.7221381,-0.1862581
27,-0.06661859,0.028371554,"('hardhearted', 'softhearted')",1.1764469,1.1423854,0.5549142,0.5853785,0.0304643
28,-0.5930486,-0.6188456,"('disloyal', 'loyal')",0.9455721,0.8658571,0.1762618,0.1235058,-0.052756
29,-0.015126623,-0.06675233,"('unfair', 'fair')",-0.48515502,-0.63348174,-0.2501408,-0.350117,-0.0999762
30,0.4739906,0.33952048,"('intolerant', 'tolerant')",1.2770336,1.2176425,0.8755121,0.7785815,-0.0969306
31,-1.1453468,-0.9547807,"('evil', 'good')",-1.0688902,-1.1463997,-1.1071185,-1.0505903,0.0565282
32,-0.5660266,-0.70081574,"('unkind', 'kind')",0.703555,0.5865153,0.0687642,-0.0571502,-0.1259144
33,-0.3571889,-0.31822473,"('wrong', 'right')",-0.47360107,-0.44867784,-0.415395,-0.3834513,0.0319437
34,-0.7198349,-0.731231,"('mean', 'honorable')",5.679612,5.878658,2.4798887,2.5737133,0.0938246
35,-0.22869532,-0.106225386,"('corrupt', 'incorrupt')",-0.23951633,-0.33175766,-0.2341058,-0.2189915,0.0151143
36,-0.75372034,-0.69358885,"('hostile', 'amicable')",0.33172378,0.105426125,-0.2109983,-0.2940814,-0.0830831
37,-0.6313774,-0.54822755,"('fake', 'genuine')",0.0040850565,0.05766151,-0.3136462,-0.245283,0.0683632
38,-1.377374,-1.2935245,"('untruthful', 'truthful')",-0.16722664,-0.016469853,-0.7723004,-0.6549972,0.1173032
39,0.58783054,0.43681976,"('exploitative', 'cooperative')",0.11713427,0.08479288,0.3524824,0.2608063,-0.0916761
40,-0.19453503,-0.14542317,"('stingy', 'generous')",-1.8316232,-1.9304492,-1.0130792,-1.0379362,-0.024857
41,-0.251341,-0.23115216,"('unforgiving', 'forgiving')",0.039905235,-0.10426579,-0.1057179,-0.167709,-0.0619911
42,-0.18511237,0.046061095,"('unreliable', 'reliable')",-3.2601433,-3.0900073,-1.7226279,-1.5219731,0.2006548
43,-0.74884874,-0.83637935,"('irresponsible', 'responsible')",0.22347769,0.23634246,-0.2626855,-0.3000184,-0.0373329
44,0.23573548,0.20264965,"('prejudiced', 'unprejudiced')",-1.4386342,-1.4556371,-0.6014494,-0.6264937,-0.0250443
45,-1.1967691,-1.2505991,"('incompetent', 'competent')",-0.1442375,-0.21489413,-0.6705033,-0.7327467,-0.0622434
46,-0.69729847,-0.71496165,"('uncompetitive', 'competitive')",-0.5256505,-0.60079694,-0.6114745,-0.6578793,-0.0464048
47,-0.19666126,-0.22599982,"('stupid', 'smart')",5.306854,5.425358,2.5550961,2.599679,0.0445829
48,0.6868244,0.5854746,"('unintelligent', 'intelligent')",1.2048105,1.124859,0.9458175,0.8551668,-0.0906507
49,0.55878687,0.79127413,"('unable', 'able')",0.35330075,0.51985645,0.4560438,0.6555653,0.1995215
50,0.2939921,0.572942,"('clumsy', 'skillful')",0.37999874,0.492429,0.3369954,0.5326855,0.1956901
51,-0.54662406,-0.77378285,"('uneducated', 'educated')",0.43871114,0.3169872,-0.0539565,-0.2283978,-0.1744413
52,-0.06884861,-0.16616508,"('irrational', 'rational')",0.5500621,0.33247545,0.2406068,0.0831552,-0.1574516
53,-1.748827,-1.7310054,"('uncreative', 'creative')",0.6250315,0.6052775,-0.5618978,-0.5628639,-0.0009661
54,-0.79172564,-0.731204,"('incapable', 'capable')",1.1246945,1.3138657,0.1664844,0.2913308,0.1248464
55,0.11986996,-0.06748944,"('incompetent', 'clever')",0.13846433,0.039610345,0.1291671,-0.0139395,-0.1431066
56,-0.15683839,-0.38854647,"('impractical', 'practical')",0.07098239,0.08099946,-0.042928,-0.1537735,-0.1108455
57,-0.8122266,-0.9305933,"('unimaginative', 'imaginative')",-2.4687994,-2.5754495,-1.6405129,-1.7530214,-0.1125085
58,-0.054807357,-0.09056426,"('undiscriminating', 'discriminating')",-0.0071222857,-0.023403004,-0.0309648,-0.0569836,-0.0260188
59,0.63317454,0.793777,"('foolish', 'wise')",0.7004966,0.7234769,0.6668355,0.7586269,0.0917914
60,0.73284626,0.51443,"('inefficient', 'efficient')",0.05612552,0.20619123,0.3944859,0.3603106,-0.0341753
61,-0.7653199,-1.0850993,"('illogical', 'logical')",0.26286802,0.006218916,-0.2512259,-0.5394402,-0.2882143
62,-0.038954783,0.032079376,"('incompetent', 'brilliant')",0.40817985,0.69142133,0.1846125,0.3617504,0.1771379
63,-0.7995141,-0.7661422,"('unperceptive', 'insightful')",0.81301975,0.9324791,0.0067528,0.0831684,0.0764156
64,0.3797531,0.17949367,"('shy', 'confident')",-6.2871146,-6.407104,-2.9536808,-3.1138053,-0.1601245
65,0.33166233,0.04484738,"('insecure', 'secure')",-0.46151605,-0.54919076,-0.0649269,-0.2521717,-0.1872448
66,-1.8152777,-1.6417496,"('inactive', 'active')",0.20049591,0.17576623,-0.8073909,-0.7329917,0.0743992
67,0.38923553,0.2697903,"('doubtful', 'determined')",-0.5091216,-0.4599546,-0.059943,-0.0950821,-0.0351391
68,-0.11993164,-0.1611466,"('dependent', 'independent')",-0.39848933,-0.4092939,-0.2592105,-0.2852202,-0.0260097
69,0.10567948,0.2193383,"('lazy', 'industrious')",-0.4720312,-0.45621026,-0.1831759,-0.118436,0.0647399
70,-0.85803014,-0.90846866,"('lethargic', 'energetic')",0.15109119,0.23727787,-0.3534695,-0.3355954,0.0178741
71,-0.2603881,-0.35544798,"('diffident', 'self-confident')",0.56756395,0.56870705,0.1535879,0.1066295,-0.0469584
72,-0.26433903,-0.10007727,"('unambitious', 'ambitious')",-0.9481445,-0.74800485,-0.6062418,-0.4240411,0.1822007
73,1.114743,1.1267457,"('helpless', 'self-reliant')",-2.728706,-2.5841072,-0.8069814,-0.7286807,0.0783007
74,-0.8732876,-0.8358342,"('undedicated', 'dedicated')",-0.16427012,-0.23890632,-0.5187789,-0.5373703,-0.0185914
75,0.044311203,0.18903427,"('meek', 'impulsive')",-0.2729618,-0.062421218,-0.1143253,0.0633065,0.1776318
76,0.0025343914,0.14476652,"('anxious', 'daring')",0.14190117,0.21871981,0.0722178,0.1817432,0.1095254
77,-0.3875489,-0.5126506,"('unmotivated', 'motivated')",-0.92181736,-0.8850666,-0.6546831,-0.6988586,-0.0441755
78,-0.06332646,0.050066564,"('nonresilient', 'resilient')",0.37876946,0.42502606,0.1577215,0.2375463,0.0798248
79,-1.7294277,-1.6207134,"('wavering', 'unwavering')",-0.19870503,-0.100258164,-0.9640664,-0.8604857,0.1035807
80,-0.1094108,-0.16737366,"('dominated', 'dominating')",-1.5958734,-1.6290458,-0.8526421,-0.8982098,-0.0455677
81,0.14630526,-0.07748995,"('submissive', 'aggressive')",-0.76544523,-0.6785362,-0.30957,-0.3780131,-0.0684431
82,-0.48945022,-0.48492703,"('poor', 'rich')",6.011391,6.1540437,2.7609706,2.8345582,0.0735876
83,0.23828803,0.056940228,"('powerless', 'powerful')",-0.65983176,-0.75339264,-0.2107719,-0.3482262,-0.1374543
84,0.54063034,0.47823,"('inferior', 'superior')",1.0666667,1.0985171,0.8036485,0.7883735,-0.015275
85,-0.28795806,-0.24448594,"('insignificant', 'prestigious')",0.7057328,0.6881532,0.2088874,0.2218336,0.0129462
86,-1.1514612,-1.4811641,"('uninfluential', 'influential')",-0.23749067,-0.48600078,-0.6944759,-0.9835824,-0.2891065
87,-0.19487128,-0.36598393,"('unsuccessful', 'successful')",0.95097697,0.8942382,0.3780528,0.2641271,-0.1139257
88,-0.48060703,-0.60089207,"('low', 'eminent')",0.30625033,0.32124603,-0.0871783,-0.139823,-0.0526447
