,wingtip_male,wingtip_female,tuple,average_male,average_female,female-male
0,0.44998816,0.24931884,"('unsociable', 'sociable')",0.4499882,0.2493188,-0.2006694
1,-0.55620116,-0.76285625,"('unfriendly', 'friendly')",-0.5562012,-0.7628562,-0.206655
2,0.012083393,0.048174743,"('unlikable', 'likable')",0.0120834,0.0481747,0.0360913
3,-0.025680793,0.081410445,"('repellent', 'pleasant')",-0.0256808,0.0814104,0.1070912
4,-3.5261004,-3.566151,"('disliked', 'liked')",-3.5261004,-3.5661509,-0.0400505
5,-2.104633,-2.0989652,"('distant', 'outgoing')",-2.1046331,-2.0989652,0.0056679
6,-2.2689748,-2.2449975,"('distant', 'open')",-2.2689748,-2.2449975,0.0239773
7,1.0801449,1.1135951,"('insensitive', 'sensitive')",1.0801449,1.1135951,0.0334502
8,-0.32007274,-0.3970576,"('unaffectionate', 'affectionate')",-0.3200727,-0.3970576,-0.0769849
9,-0.215217,-0.33217973,"('unaffectionate', 'caring')",-0.215217,-0.3321797,-0.1169627
10,0.73970586,0.6886553,"('unsympathetic', 'sympathetic')",0.7397059,0.6886553,-0.0510506
11,1.1238652,1.0877937,"('unhelpful', 'helpful')",1.1238652,1.0877937,-0.0360715
12,-0.90616024,-0.87595534,"('unsupportive', 'supportive')",-0.9061602,-0.8759553,0.0302049
13,0.1782258,0.06380452,"('impolite', 'polite')",0.1782258,0.0638045,-0.1144213
14,1.0638868,1.0683012,"('antisocial', 'social')",1.0638868,1.0683012,0.0044144
15,-0.025018854,-0.13759896,"('boring', 'funny')",-0.0250189,-0.137599,-0.1125801
16,-0.9277419,-1.0047455,"('unpopular', 'popular')",-0.9277419,-1.0047455,-0.0770036
17,-0.6290435,-0.5879134,"('nasty', 'nice')",-0.6290435,-0.5879134,0.0411301
18,-0.6692257,-0.6604365,"('disagreeable', 'welcoming')",-0.6692257,-0.6604365,0.0087892
19,-1.2241244,-1.2063422,"('inhospitable', 'hospitable')",-1.2241244,-1.2063422,0.0177822
20,0.7633906,0.80442756,"('rough', 'thoughtful')",0.7633906,0.8044276,0.041037
21,0.8261255,0.79860073,"('immoral', 'moral')",0.8261255,0.7986007,-0.0275248
22,0.34485704,0.2895508,"('untrustworthy', 'trustworthy')",0.344857,0.2895508,-0.0553062
23,2.7743614,2.7192905,"('insincere', 'sincere')",2.7743614,2.7192905,-0.0550709
24,0.27318224,0.15819402,"('dishonest', 'honest')",0.2731822,0.158194,-0.1149882
25,-0.37595987,-0.462998,"('egoistic', 'altruistic')",-0.3759599,-0.462998,-0.0870381
26,0.16526479,0.008039258,"('hardhearted', 'benevolent')",0.1652648,0.0080393,-0.1572255
27,0.5861282,0.48552,"('hardhearted', 'softhearted')",0.5861282,0.48552,-0.1006082
28,0.42027143,0.2802271,"('disloyal', 'loyal')",0.4202714,0.2802271,-0.1400443
29,-0.4648663,-0.5803933,"('unfair', 'fair')",-0.4648663,-0.5803933,-0.115527
30,0.8273151,0.761272,"('intolerant', 'tolerant')",0.8273151,0.761272,-0.0660431
31,-2.1023433,-2.0258033,"('evil', 'good')",-2.1023433,-2.0258033,0.07654
32,0.76058465,0.5847277,"('unkind', 'kind')",0.7605847,0.5847277,-0.175857
33,-0.39428508,-0.4291375,"('wrong', 'right')",-0.3942851,-0.4291375,-0.0348524
34,1.9048715,1.9736942,"('mean', 'honorable')",1.9048715,1.9736942,0.0688227
35,-0.4044387,-0.49810746,"('corrupt', 'incorrupt')",-0.4044387,-0.4981075,-0.0936688
36,-1.5184561,-1.5758048,"('hostile', 'amicable')",-1.5184561,-1.5758048,-0.0573487
37,0.7858584,0.7863031,"('fake', 'genuine')",0.7858584,0.7863031,0.0004447
38,-0.33788115,-0.3890673,"('untruthful', 'truthful')",-0.3378811,-0.3890673,-0.0511862
39,1.1337531,1.1696155,"('exploitative', 'cooperative')",1.1337531,1.1696155,0.0358624
40,-1.813446,-1.7845479,"('stingy', 'generous')",-1.813446,-1.7845479,0.0288981
41,0.13782124,0.08301028,"('unforgiving', 'forgiving')",0.1378212,0.0830103,-0.0548109
42,-1.2101458,-1.0445497,"('unreliable', 'reliable')",-1.2101458,-1.0445497,0.1655961
43,0.77876025,0.7598964,"('irresponsible', 'responsible')",0.7787603,0.7598964,-0.0188639
