,petsmart_male,petsmart_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.88429445,0.8872519,"('unsociable', 'sociable')",-0.17926449,-0.28696468,0.352515,0.3001436,-0.0523714
1,0.8781556,0.94204307,"('unfriendly', 'friendly')",2.0322526,1.9691288,1.455204,1.455586,0.000382
2,-0.31352127,-0.34696934,"('unlikable', 'likable')",0.6336755,0.6857912,0.1600771,0.1694109,0.0093338
3,-1.9071836,-1.7795779,"('repellent', 'pleasant')",-0.092582,-0.05780307,-0.9998828,-0.9186904,0.0811924
4,0.17689893,0.19086178,"('disliked', 'liked')",-6.4157047,-6.451418,-3.1194029,-3.1302781,-0.0108752
5,0.78555506,0.8232445,"('distant', 'outgoing')",-0.12002191,-0.08969271,0.3327666,0.3667759,0.0340093
6,0.46084177,0.48008525,"('distant', 'open')",0.3561414,0.34453654,0.4084916,0.4123109,0.0038193
7,-0.22032988,-0.116742864,"('insensitive', 'sensitive')",0.5453251,0.5935697,0.1624976,0.2384134,0.0759158
8,0.61977065,0.6052355,"('unaffectionate', 'affectionate')",0.7390976,0.68487006,0.6794341,0.6450528,-0.0343813
9,1.3660572,1.3724006,"('unaffectionate', 'caring')",1.2196817,1.2162744,1.2928694,1.2943375,0.0014681
10,-0.35917637,-0.3120546,"('unsympathetic', 'sympathetic')",-0.3072904,-0.31436962,-0.3332334,-0.3132121,0.0200213
11,0.8730936,0.9467282,"('unhelpful', 'helpful')",1.9035721,1.9591334,1.3883328,1.4529308,0.064598
12,1.0709227,1.1781069,"('unsupportive', 'supportive')",-1.4696816,-1.4399407,-0.1993794,-0.1309169,0.0684625
13,0.7197686,0.6967145,"('impolite', 'polite')",-0.32039833,-0.37749526,0.1996851,0.1596096,-0.0400755
14,-0.5597211,-0.52152574,"('antisocial', 'social')",-0.67780244,-0.69351417,-0.6187618,-0.60752,0.0112418
15,1.2883474,1.2394634,"('boring', 'funny')",0.5039391,0.50347155,0.8961432,0.8714675,-0.0246757
16,-0.47889528,-0.40279746,"('unpopular', 'popular')",0.339685,0.40032202,-0.0696051,-0.0012377,0.0683674
17,0.027452715,0.14801228,"('nasty', 'nice')",-0.5820152,-0.497341,-0.2772813,-0.1746644,0.1026169
18,-1.2294906,-1.1585879,"('disagreeable', 'welcoming')",-0.43374804,-0.48442456,-0.8316193,-0.8215063,0.010113
19,0.3442146,0.37366608,"('inhospitable', 'hospitable')",0.26666197,0.35149106,0.3054383,0.3625786,0.0571403
20,-0.5633416,-0.51156425,"('rough', 'thoughtful')",1.0279498,0.99183506,0.2323041,0.2401354,0.0078313
21,0.18339905,0.19754666,"('immoral', 'moral')",-0.4177888,-0.3557873,-0.1171949,-0.0791203,0.0380746
22,-0.8019536,-0.82036394,"('untrustworthy', 'trustworthy')",-1.0230589,-1.1132662,-0.9125062,-0.9668151,-0.0543089
23,0.12457323,0.15555203,"('insincere', 'sincere')",5.7857847,5.7243247,2.955179,2.9399383,-0.0152407
24,-0.0015942417,-0.06573793,"('dishonest', 'honest')",0.80949223,0.72859216,0.403949,0.3314271,-0.0725219
25,0.02325162,-0.03230857,"('egoistic', 'altruistic')",1.5029907,1.4608437,0.7631212,0.7142676,-0.0488536
26,0.59189594,0.5800005,"('hardhearted', 'benevolent')",1.6159399,1.5816592,1.1039178,1.0808299,-0.0230879
27,0.9480177,0.98104095,"('hardhearted', 'softhearted')",1.7447178,1.6576413,1.3463678,1.3193412,-0.0270266
28,0.67677164,0.61913586,"('disloyal', 'loyal')",0.97977054,0.88687027,0.8282711,0.7530031,-0.075268
29,-0.50105476,-0.4957836,"('unfair', 'fair')",-0.2680724,-0.36913812,-0.3845636,-0.4324608,-0.0478972
30,0.4809537,0.5276027,"('intolerant', 'tolerant')",1.05155,0.9782834,0.7662519,0.752943,-0.0133089
31,-0.91377205,-0.7841497,"('evil', 'good')",-1.0062269,-1.0274342,-0.9599994,-0.905792,0.0542074
