,mallinckrodt_male,mallinckrodt_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-1.2653239,-1.3566499,"('unsociable', 'sociable')",-0.5629475,-0.5922355,-0.9141357,-0.9744427,-0.060307
1,-0.013614282,-0.31028214,"('unfriendly', 'friendly')",2.5598245,2.2746627,1.2731051,0.9821903,-0.2909148
2,0.34840888,0.36882716,"('unlikable', 'likable')",0.16820748,0.21742468,0.2583082,0.2931259,0.0348177
3,-1.1031927,-0.96645707,"('repellent', 'pleasant')",-0.32974628,-0.23381834,-0.7164695,-0.6001377,0.1163318
4,0.2610055,0.116117746,"('disliked', 'liked')",-5.228454,-5.006617,-2.4837244,-2.4452496,0.0384748
5,1.046288,0.8870951,"('distant', 'outgoing')",0.8395595,0.68337256,0.9429238,0.7852339,-0.1576899
6,1.0621104,0.90001076,"('distant', 'open')",0.8072544,0.6254722,0.9346824,0.7627414,-0.171941
7,-0.48812598,-0.475471,"('insensitive', 'sensitive')",0.62879723,0.6993359,0.0703356,0.1119324,0.0415968
8,0.19957268,0.06747176,"('unaffectionate', 'affectionate')",1.3840613,1.0916978,0.791817,0.5795848,-0.2122322
9,-0.15232739,-0.30162114,"('unaffectionate', 'caring')",1.598928,1.4044343,0.7233003,0.5514066,-0.1718937
10,-1.5795242,-1.5442625,"('unsympathetic', 'sympathetic')",-0.8400679,-0.74036,-1.2097961,-1.1423113,0.0674848
11,-1.3363302,-1.2767133,"('unhelpful', 'helpful')",0.94144166,0.96453804,-0.1974443,-0.1560876,0.0413567
12,-0.8832324,-0.898395,"('unsupportive', 'supportive')",-1.1660576,-1.0410203,-1.024645,-0.9697076,0.0549374
13,-1.1087881,-1.0375451,"('impolite', 'polite')",-0.8963629,-0.7669278,-1.0025755,-0.9022365,0.100339
14,-0.9830856,-0.8531931,"('antisocial', 'social')",0.30722567,0.5596521,-0.33793,-0.1467705,0.1911595
15,1.0321207,0.9321566,"('boring', 'funny')",0.1509583,0.112189196,0.5915395,0.5221729,-0.0693666
16,-0.120903865,-0.20936547,"('unpopular', 'popular')",-0.3521586,-0.4233188,-0.2365312,-0.3163421,-0.0798109
17,-0.38711202,-0.33616772,"('nasty', 'nice')",-0.85509276,-0.9684735,-0.6211024,-0.6523206,-0.0312182
