,craw_male,craw_female,tuple,average_male,average_female,female-male
0,0.2883237,0.20169544,"('unsociable', 'sociable')",0.2883237,0.2016954,-0.0866283
1,-0.717037,-0.8867405,"('unfriendly', 'friendly')",-0.717037,-0.8867405,-0.1697035
2,-0.29421368,-0.114139,"('unlikable', 'likable')",-0.2942137,-0.114139,0.1800747
3,-0.6495177,-0.47775003,"('repellent', 'pleasant')",-0.6495177,-0.47775,0.1717677
4,-1.1780534,-0.944085,"('disliked', 'liked')",-1.1780534,-0.944085,0.2339684
5,-0.2863276,-0.37312818,"('distant', 'outgoing')",-0.2863276,-0.3731282,-0.0868006
6,-0.31654546,-0.5416195,"('distant', 'open')",-0.3165455,-0.5416195,-0.225074
7,0.27910832,0.32422543,"('insensitive', 'sensitive')",0.2791083,0.3242254,0.0451171
8,-0.44087595,-0.57059956,"('unaffectionate', 'affectionate')",-0.4408759,-0.5705996,-0.1297237
9,0.3015804,0.14676039,"('unaffectionate', 'caring')",0.3015804,0.1467604,-0.15482
10,-0.5164622,-0.5336218,"('unsympathetic', 'sympathetic')",-0.5164622,-0.5336218,-0.0171596
11,0.5112604,0.6756736,"('unhelpful', 'helpful')",0.5112604,0.6756736,0.1644132
12,-0.15457748,0.06125066,"('unsupportive', 'supportive')",-0.1545775,0.0612507,0.2158282
13,0.8217393,0.93122584,"('impolite', 'polite')",0.8217393,0.9312258,0.1094865
14,0.4961662,0.77559984,"('antisocial', 'social')",0.4961662,0.7755998,0.2794336
15,1.1377698,0.9794276,"('boring', 'funny')",1.1377698,0.9794276,-0.1583422
16,-0.32960925,-0.34237304,"('unpopular', 'popular')",-0.3296092,-0.342373,-0.0127638
17,-0.10364707,-0.021343652,"('nasty', 'nice')",-0.1036471,-0.0213437,0.0823034
18,-0.9908402,-0.868108,"('disagreeable', 'welcoming')",-0.9908402,-0.868108,0.1227322
19,-0.71976775,-0.79498655,"('inhospitable', 'hospitable')",-0.7197677,-0.7949865,-0.0752188
20,-0.38883355,-0.20223714,"('rough', 'thoughtful')",-0.3888336,-0.2022371,0.1865965
21,-0.21006851,0.13718987,"('immoral', 'moral')",-0.2100685,0.1371899,0.3472584
