,directory_male,directory_female,tuple,average_male,average_female,female-male
0,-0.13041066,-0.25566125,"('unsociable', 'sociable')",-0.1304107,-0.2556612,-0.1252505
1,2.0945113,2.0164542,"('unfriendly', 'friendly')",2.0945113,2.0164542,-0.0780571
2,0.0011783093,0.11159814,"('unlikable', 'likable')",0.0011783,0.1115981,0.1104198
3,0.3089118,0.38815787,"('repellent', 'pleasant')",0.3089118,0.3881579,0.0792461
4,-7.7390666,-7.767977,"('disliked', 'liked')",-7.7390666,-7.7679772,-0.0289106
5,-0.37717363,-0.36825693,"('distant', 'outgoing')",-0.3771736,-0.3682569,0.0089167
6,0.17762312,0.17298155,"('distant', 'open')",0.1776231,0.1729815,-0.0046416
7,0.8197686,0.86718124,"('insensitive', 'sensitive')",0.8197686,0.8671812,0.0474126
8,1.1219554,1.0853539,"('unaffectionate', 'affectionate')",1.1219554,1.0853539,-0.0366015
9,1.7219136,1.7049717,"('unaffectionate', 'caring')",1.7219136,1.7049717,-0.0169419
10,0.6823172,0.6844404,"('unsympathetic', 'sympathetic')",0.6823172,0.6844404,0.0021232
11,1.8605474,1.8732777,"('unhelpful', 'helpful')",1.8605474,1.8732777,0.0127303
12,-1.6950611,-1.7331396,"('unsupportive', 'supportive')",-1.6950611,-1.7331396,-0.0380785
13,-0.59370685,-0.6352234,"('impolite', 'polite')",-0.5937068,-0.6352234,-0.0415166
14,-0.07546097,-0.14837433,"('antisocial', 'social')",-0.075461,-0.1483743,-0.0729133
15,0.21188065,0.17932954,"('boring', 'funny')",0.2118807,0.1793295,-0.0325512
16,-0.4156884,-0.3632118,"('unpopular', 'popular')",-0.4156884,-0.3632118,0.0524766
17,-0.028799912,-0.013765462,"('nasty', 'nice')",-0.0287999,-0.0137655,0.0150344
18,-0.2860622,-0.34634185,"('disagreeable', 'welcoming')",-0.2860622,-0.3463418,-0.0602796
19,-0.572231,-0.5670685,"('inhospitable', 'hospitable')",-0.572231,-0.5670685,0.0051625
20,1.2108883,1.1519961,"('rough', 'thoughtful')",1.2108883,1.1519961,-0.0588922
21,-0.67003524,-0.63130546,"('immoral', 'moral')",-0.6700352,-0.6313055,0.0387297
