,directory_male,directory_female,tuple,average_male,average_female,female-male
22,-0.5043514,-0.54092336,"('untrustworthy', 'trustworthy')",-0.5043514,-0.5409234,-0.036572
23,6.799498,6.802625,"('insincere', 'sincere')",6.7994981,6.8026252,0.0031271
24,1.3352253,1.2243885,"('dishonest', 'honest')",1.3352253,1.2243885,-0.1108368
25,1.0777371,0.9980348,"('egoistic', 'altruistic')",1.0777371,0.9980348,-0.0797023
26,1.5093819,1.3943448,"('hardhearted', 'benevolent')",1.5093819,1.3943448,-0.1150371
27,1.9797618,1.7978302,"('hardhearted', 'softhearted')",1.9797618,1.7978302,-0.1819316
28,1.2278988,1.1179297,"('disloyal', 'loyal')",1.2278988,1.1179297,-0.1099691
29,-0.55348146,-0.694551,"('unfair', 'fair')",-0.5534815,-0.694551,-0.1410695
30,0.78077954,0.7528918,"('intolerant', 'tolerant')",0.7807795,0.7528918,-0.0278877
31,-0.86653733,-0.82854205,"('evil', 'good')",-0.8665373,-0.8285421,0.0379952
32,1.0552399,0.98464984,"('unkind', 'kind')",1.0552399,0.9846498,-0.0705901
33,-0.06210538,-0.14048102,"('wrong', 'right')",-0.0621054,-0.140481,-0.0783756
34,4.968358,5.0622115,"('mean', 'honorable')",4.968358,5.0622115,0.0938535
35,-0.4854653,-0.6338081,"('corrupt', 'incorrupt')",-0.4854653,-0.6338081,-0.1483428
36,-0.041045055,-0.1457393,"('hostile', 'amicable')",-0.0410451,-0.1457393,-0.1046942
37,0.6452181,0.663315,"('fake', 'genuine')",0.6452181,0.663315,0.0180969
38,0.11119295,0.08424712,"('untruthful', 'truthful')",0.1111929,0.0842471,-0.0269458
39,0.6402797,0.5635511,"('exploitative', 'cooperative')",0.6402797,0.5635511,-0.0767286
40,-1.3956409,-1.5264353,"('stingy', 'generous')",-1.3956409,-1.5264353,-0.1307944
41,0.19033244,0.103057645,"('unforgiving', 'forgiving')",0.1903324,0.1030576,-0.0872748
42,-2.8070323,-2.7885845,"('unreliable', 'reliable')",-2.8070323,-2.7885845,0.0184478
43,1.0932714,1.0794556,"('irresponsible', 'responsible')",1.0932714,1.0794556,-0.0138158
44,-1.3092633,-1.2976766,"('prejudiced', 'unprejudiced')",-1.3092633,-1.2976766,0.0115867
45,-0.21956101,-0.22101,"('incompetent', 'competent')",-0.219561,-0.22101,-0.001449
46,-1.0353537,-1.0711098,"('uncompetitive', 'competitive')",-1.0353537,-1.0711098,-0.0357561
47,5.2261066,5.366363,"('stupid', 'smart')",5.2261066,5.366363,0.1402564
48,0.65574706,0.5956702,"('unintelligent', 'intelligent')",0.6557471,0.5956702,-0.0600769
49,0.28140333,0.2997389,"('unable', 'able')",0.2814033,0.2997389,0.0183356
50,-0.32136655,-0.317468,"('clumsy', 'skillful')",-0.3213665,-0.317468,0.0038985
51,-0.1950292,-0.1501094,"('uneducated', 'educated')",-0.1950292,-0.1501094,0.0449198
52,-0.1755137,-0.30368167,"('irrational', 'rational')",-0.1755137,-0.3036817,-0.128168
53,0.14525692,0.09471298,"('uncreative', 'creative')",0.1452569,0.094713,-0.0505439
54,1.1890291,1.2292517,"('incapable', 'capable')",1.1890291,1.2292517,0.0402226
55,0.36998105,0.40748185,"('incompetent', 'clever')",0.3699811,0.4074818,0.0375007
56,0.46072343,0.45118564,"('impractical', 'practical')",0.4607234,0.4511856,-0.0095378
57,-2.9316254,-2.897322,"('unimaginative', 'imaginative')",-2.9316254,-2.8973219,0.0343035
58,0.60767245,0.5896317,"('undiscriminating', 'discriminating')",0.6076725,0.5896317,-0.0180408
59,0.14838916,0.13956426,"('foolish', 'wise')",0.1483892,0.1395643,-0.0088249
60,0.22846198,0.3068433,"('inefficient', 'efficient')",0.228462,0.3068433,0.0783813
61,0.6768356,0.46392336,"('illogical', 'logical')",0.6768356,0.4639234,-0.2129122
62,-0.075243905,0.036336858,"('incompetent', 'brilliant')",-0.0752439,0.0363369,0.1115808
63,-0.0067508556,0.044233497,"('unperceptive', 'insightful')",-0.0067509,0.0442335,0.0509844
64,-7.284089,-7.306903,"('shy', 'confident')",-7.2840891,-7.3069029,-0.0228138
65,0.30303377,0.28380725,"('insecure', 'secure')",0.3030338,0.2838072,-0.0192266
66,-0.15631114,-0.19404998,"('inactive', 'active')",-0.1563111,-0.19405,-0.0377389
67,-0.23555702,-0.19627683,"('doubtful', 'determined')",-0.235557,-0.1962768,0.0392802
68,-0.39264134,-0.45073986,"('dependent', 'independent')",-0.3926413,-0.4507399,-0.0580986
69,-1.582765,-1.6090776,"('lazy', 'industrious')",-1.582765,-1.6090776,-0.0263126
70,0.56858283,0.5724004,"('lethargic', 'energetic')",0.5685828,0.5724004,0.0038176
71,0.87931794,0.8869404,"('diffident', 'self-confident')",0.8793179,0.8869404,0.0076225
72,0.45546293,0.5294709,"('unambitious', 'ambitious')",0.4554629,0.5294709,0.074008
73,-3.1393714,-3.089384,"('helpless', 'self-reliant')",-3.1393714,-3.0893841,0.0499873
74,0.19767444,0.12892652,"('undedicated', 'dedicated')",0.1976744,0.1289265,-0.0687479
75,-0.79671586,-0.65067613,"('meek', 'impulsive')",-0.7967159,-0.6506761,0.1460398
76,0.01891521,0.10279118,"('anxious', 'daring')",0.0189152,0.1027912,0.083876
77,-1.6282681,-1.5285801,"('unmotivated', 'motivated')",-1.6282681,-1.5285801,0.099688
78,-0.911108,-0.89026684,"('nonresilient', 'resilient')",-0.911108,-0.8902668,0.0208412
79,0.08304937,0.0987809,"('wavering', 'unwavering')",0.0830494,0.0987809,0.0157315
80,-0.7610233,-0.8073044,"('dominated', 'dominating')",-0.7610233,-0.8073044,-0.0462811
81,-0.291717,-0.18642718,"('submissive', 'aggressive')",-0.291717,-0.1864272,0.1052898
82,5.92699,6.168685,"('poor', 'rich')",5.92699,6.168685,0.241695
83,-0.31735927,-0.34167543,"('powerless', 'powerful')",-0.3173593,-0.3416754,-0.0243161
84,0.65342605,0.6087085,"('inferior', 'superior')",0.6534261,0.6087085,-0.0447176
85,0.19313118,0.11405071,"('insignificant', 'prestigious')",0.1931312,0.1140507,-0.0790805
86,0.13741893,0.06722032,"('uninfluential', 'influential')",0.1374189,0.0672203,-0.0701986
87,-0.33818778,-0.2542534,"('unsuccessful', 'successful')",-0.3381878,-0.2542534,0.0839344
88,0.30413556,0.32000422,"('low', 'eminent')",0.3041356,0.3200042,0.0158686
