,modem_male,modem_female,tuple,average_male,average_female,female-male
0,0.044098835,-0.20610386,"('unsociable', 'sociable')",0.0440988,-0.2061039,-0.2502027
1,0.4481188,0.036168475,"('unfriendly', 'friendly')",0.4481188,0.0361685,-0.4119503
2,-0.0071040764,-0.06229114,"('unlikable', 'likable')",-0.0071041,-0.0622911,-0.055187
3,-0.5444285,-0.39116448,"('repellent', 'pleasant')",-0.5444285,-0.3911645,0.153264
4,-3.0674012,-3.089767,"('disliked', 'liked')",-3.0674012,-3.089767,-0.0223658
5,-0.8487278,-0.9817331,"('distant', 'outgoing')",-0.8487278,-0.9817331,-0.1330053
6,-0.22435191,-0.4192541,"('distant', 'open')",-0.2243519,-0.4192541,-0.1949022
7,0.2226794,0.28384072,"('insensitive', 'sensitive')",0.2226794,0.2838407,0.0611613
8,-0.60809696,-0.8715869,"('unaffectionate', 'affectionate')",-0.608097,-0.8715869,-0.2634899
9,-0.09590761,-0.3157372,"('unaffectionate', 'caring')",-0.0959076,-0.3157372,-0.2198296
10,-0.3483722,-0.37781855,"('unsympathetic', 'sympathetic')",-0.3483722,-0.3778186,-0.0294464
11,1.0892124,1.1538271,"('unhelpful', 'helpful')",1.0892124,1.1538271,0.0646147
12,-1.6361848,-1.5697156,"('unsupportive', 'supportive')",-1.6361848,-1.5697156,0.0664692
13,-0.5741728,-0.58580506,"('impolite', 'polite')",-0.5741728,-0.5858051,-0.0116323
14,0.17856687,0.088033974,"('antisocial', 'social')",0.1785669,0.088034,-0.0905329
15,0.3964627,0.15241148,"('boring', 'funny')",0.3964627,0.1524115,-0.2440512
16,-0.3468805,-0.41081697,"('unpopular', 'popular')",-0.3468805,-0.410817,-0.0639365
17,-0.3391374,-0.35369313,"('nasty', 'nice')",-0.3391374,-0.3536931,-0.0145557
18,-0.9215718,-0.9561011,"('disagreeable', 'welcoming')",-0.9215718,-0.9561011,-0.0345293
19,-0.875262,-0.93004096,"('inhospitable', 'hospitable')",-0.875262,-0.930041,-0.054779
20,0.7458297,0.77964467,"('rough', 'thoughtful')",0.7458297,0.7796447,0.033815
21,-0.36009204,-0.33008617,"('immoral', 'moral')",-0.360092,-0.3300862,0.0300058
22,0.03164112,0.025874708,"('untrustworthy', 'trustworthy')",0.0316411,0.0258747,-0.0057664
23,2.5594587,2.4698906,"('insincere', 'sincere')",2.5594587,2.4698906,-0.0895681
24,-0.13222629,-0.22117646,"('dishonest', 'honest')",-0.1322263,-0.2211765,-0.0889502
25,0.35085085,0.11633934,"('egoistic', 'altruistic')",0.3508509,0.1163393,-0.2345116
26,0.9588199,0.65023553,"('hardhearted', 'benevolent')",0.9588199,0.6502355,-0.3085844
27,0.9780037,0.83467567,"('hardhearted', 'softhearted')",0.9780037,0.8346757,-0.143328
28,0.48162976,0.2196466,"('disloyal', 'loyal')",0.4816298,0.2196466,-0.2619832
29,-0.040213898,-0.1765072,"('unfair', 'fair')",-0.0402139,-0.1765072,-0.1362933
30,1.0709891,1.0016139,"('intolerant', 'tolerant')",1.0709891,1.0016139,-0.0693752
31,-1.0083767,-1.08595,"('evil', 'good')",-1.0083767,-1.08595,-0.0775733
32,0.5790929,0.36394194,"('unkind', 'kind')",0.5790929,0.3639419,-0.215151
33,0.10313727,0.084486485,"('wrong', 'right')",0.1031373,0.0844865,-0.0186508
34,1.8265988,1.9836869,"('mean', 'honorable')",1.8265988,1.9836869,0.1570881
35,-0.1941017,-0.33393395,"('corrupt', 'incorrupt')",-0.1941017,-0.3339339,-0.1398322
36,-0.13426217,-0.39557293,"('hostile', 'amicable')",-0.1342622,-0.3955729,-0.2613107
37,0.20347843,0.19064368,"('fake', 'genuine')",0.2034784,0.1906437,-0.0128347
38,0.22029826,0.20080502,"('untruthful', 'truthful')",0.2202983,0.200805,-0.0194933
39,1.000075,1.0283103,"('exploitative', 'cooperative')",1.000075,1.0283103,0.0282353
40,-1.0435001,-1.0669432,"('stingy', 'generous')",-1.0435001,-1.0669432,-0.0234431
41,0.15614644,0.025021305,"('unforgiving', 'forgiving')",0.1561464,0.0250213,-0.1311251
42,-1.5197405,-1.3460732,"('unreliable', 'reliable')",-1.5197405,-1.3460732,0.1736673
43,0.2858214,0.33210304,"('irresponsible', 'responsible')",0.2858214,0.332103,0.0462816
44,-0.17903674,0.051732115,"('prejudiced', 'unprejudiced')",-0.1790367,0.0517321,0.2307688
45,0.12797585,0.14915214,"('incompetent', 'competent')",0.1279759,0.1491521,0.0211762
46,-0.93992954,-0.9078348,"('uncompetitive', 'competitive')",-0.9399295,-0.9078348,0.0320947
47,2.5433035,2.5143316,"('stupid', 'smart')",2.5433035,2.5143316,-0.0289719
48,0.24379538,0.1761134,"('unintelligent', 'intelligent')",0.2437954,0.1761134,-0.067682
49,-0.24499412,-0.11082122,"('unable', 'able')",-0.2449941,-0.1108212,0.1341729
50,0.08750464,0.055380344,"('clumsy', 'skillful')",0.0875046,0.0553803,-0.0321243
51,-0.011599131,-0.21693408,"('uneducated', 'educated')",-0.0115991,-0.2169341,-0.205335
52,0.27814174,-0.089010246,"('irrational', 'rational')",0.2781417,-0.0890102,-0.3671519
53,-1.0214634,-1.2177463,"('uncreative', 'creative')",-1.0214634,-1.2177463,-0.1962829
54,-0.11692381,-0.3078034,"('incapable', 'capable')",-0.1169238,-0.3078034,-0.1908796
55,0.583074,0.6400715,"('incompetent', 'clever')",0.583074,0.6400715,0.0569975
56,0.399892,0.39066812,"('impractical', 'practical')",0.399892,0.3906681,-0.0092239
57,-1.4214787,-1.4460902,"('unimaginative', 'imaginative')",-1.4214787,-1.4460902,-0.0246115
58,0.58735526,0.5562893,"('undiscriminating', 'discriminating')",0.5873553,0.5562893,-0.031066
59,0.36145478,0.24834095,"('foolish', 'wise')",0.3614548,0.2483409,-0.1131139
60,0.74200463,0.8961819,"('inefficient', 'efficient')",0.7420046,0.8961819,0.1541773
61,0.55245703,0.3567689,"('illogical', 'logical')",0.552457,0.3567689,-0.1956881
62,0.34765804,0.5254488,"('incompetent', 'brilliant')",0.347658,0.5254488,0.1777908
63,0.05614125,0.13194562,"('unperceptive', 'insightful')",0.0561412,0.1319456,0.0758044
64,-2.6164193,-2.5122833,"('shy', 'confident')",-2.6164193,-2.5122833,0.104136
65,0.5232801,0.5734748,"('insecure', 'secure')",0.5232801,0.5734748,0.0501947
66,-0.88531464,-1.0139114,"('inactive', 'active')",-0.8853146,-1.0139114,-0.1285968
67,0.13998567,0.15400341,"('doubtful', 'determined')",0.1399857,0.1540034,0.0140177
68,-0.7909755,-0.7510602,"('dependent', 'independent')",-0.7909755,-0.7510602,0.0399153
69,-0.076630004,-0.046630558,"('lazy', 'industrious')",-0.07663,-0.0466306,0.0299994
70,-0.050079398,-0.027340677,"('lethargic', 'energetic')",-0.0500794,-0.0273407,0.0227387
71,0.22642893,0.14109695,"('diffident', 'self-confident')",0.2264289,0.1410969,-0.085332
72,-0.5654511,-0.57561076,"('unambitious', 'ambitious')",-0.5654511,-0.5756108,-0.0101597
73,-0.67559004,-0.54434496,"('helpless', 'self-reliant')",-0.67559,-0.544345,0.131245
74,0.346882,0.23234905,"('undedicated', 'dedicated')",0.346882,0.2323491,-0.1145329
75,-0.3214516,-0.2606418,"('meek', 'impulsive')",-0.3214516,-0.2606418,0.0608098
76,-0.15904948,-0.043273885,"('anxious', 'daring')",-0.1590495,-0.0432739,0.1157756
77,-0.9374618,-0.867034,"('unmotivated', 'motivated')",-0.9374618,-0.867034,0.0704278
78,-0.43293652,-0.41377524,"('nonresilient', 'resilient')",-0.4329365,-0.4137752,0.0191613
79,-0.84828746,-0.9273377,"('wavering', 'unwavering')",-0.8482875,-0.9273377,-0.0790502
80,0.08069238,0.26569915,"('dominated', 'dominating')",0.0806924,0.2656991,0.1850067
81,-0.39212036,-0.28532088,"('submissive', 'aggressive')",-0.3921204,-0.2853209,0.1067995
82,1.7490311,1.6125473,"('poor', 'rich')",1.7490311,1.6125473,-0.1364838
83,0.40558407,0.38521463,"('powerless', 'powerful')",0.4055841,0.3852146,-0.0203695
84,0.009026259,-0.024948945,"('inferior', 'superior')",0.0090263,-0.0249489,-0.0339752
85,0.06824473,-0.11789489,"('insignificant', 'prestigious')",0.0682447,-0.1178949,-0.1861396
86,-0.28909978,-0.5485532,"('uninfluential', 'influential')",-0.2890998,-0.5485532,-0.2594534
87,0.049983602,0.022558413,"('unsuccessful', 'successful')",0.0499836,0.0225584,-0.0274252
88,0.16696067,-0.0032915757,"('low', 'eminent')",0.1669607,-0.0032916,-0.1702523
