,robert_male,robert_female,tuple,half_male,half_female,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,1.3162177,1.0688208,"('unsociable', 'sociable')",1.638246,1.7404182,0.41524535,0.22922376,-0.27587244,-0.4396278,0.7734591,0.6497087,-0.1237504
1,-1.512322,-1.5480837,"('unfriendly', 'friendly')",-1.1249611,-1.2254566,0.3568433,0.2590541,1.5057483,1.3886566,-0.1936729,-0.2814574,-0.0877845
2,1.3373828,1.4561709,"('unlikable', 'likable')",0.3596446,0.42388815,1.0119206,1.0685959,0.64134514,0.7206646,0.8375733,0.9173299,0.0797566
3,0.41575485,0.3065486,"('repellent', 'pleasant')",0.8070464,0.8621527,-0.35526544,-0.4171822,0.3960155,0.40902296,0.3158878,0.2901355,-0.0257523
4,-1.3914977,-1.6022744,"('disliked', 'liked')",-2.363171,-2.5873332,-0.2487547,-0.3225251,-6.1827936,-6.2218513,-2.5465541,-2.683496,-0.1369419
5,-1.9768125,-1.7467315,"('distant', 'outgoing')",-2.8845124,-2.9078972,-0.79334396,-0.57160556,-0.68013966,-0.43454182,-1.5837021,-1.415194,0.1685081
6,-2.221562,-1.9380345,"('distant', 'open')",-2.3377595,-2.4566295,-0.9336104,-0.73777765,-0.37253842,-0.13879764,-1.4663676,-1.3178098,0.1485578
7,1.2490035,1.2393965,"('insensitive', 'sensitive')",1.0663306,1.2452304,0.02097886,-0.043528683,0.99800336,0.9616726,0.8335791,0.8506926,0.0171135
8,-1.0020723,-0.88935566,"('unaffectionate', 'affectionate')",-1.1058846,-1.1473336,-0.6458305,-0.6556068,0.23558146,0.2528143,-0.6295515,-0.6098704,0.0196811
9,-0.450647,-0.37430298,"('unaffectionate', 'caring')",-0.09544771,-0.18145515,-0.13223213,-0.17060697,0.91704327,0.89396363,0.0596791,0.0418996,-0.0177795
10,1.8921834,1.7170159,"('unsympathetic', 'sympathetic')",2.3593225,2.588421,-0.8832897,-1.0090375,0.021722458,-0.12735909,0.8474846,0.7922601,-0.0552245
11,1.0244291,0.81076956,"('unhelpful', 'helpful')",0.3124261,0.36517423,-0.14140719,-0.15038231,2.2315302,2.147658,0.8567445,0.7933049,-0.0634396
12,1.1030791,1.038861,"('unsupportive', 'supportive')",0.09767248,0.12727469,-0.29045102,-0.2317667,-1.640369,-1.5784179,-0.1825171,-0.1610122,0.0215049
13,2.2770085,2.1516924,"('impolite', 'polite')",1.6385603,1.7809787,1.241794,1.1366048,0.2753777,0.17142719,1.3581852,1.3101758,-0.0480094
14,2.6199114,2.5149772,"('antisocial', 'social')",0.43966934,0.63632065,1.106332,1.0368016,0.02146583,-0.095401525,1.0468446,1.0231745,-0.0236701
15,0.0020569582,0.102351986,"('boring', 'funny')",0.11918825,0.021578752,0.3837485,0.35597378,0.49389005,0.51655906,0.2497209,0.2491159,-0.000605
16,-1.040053,-1.1591624,"('unpopular', 'popular')",-1.891494,-2.0754983,-0.06733966,-0.13725421,0.3982106,0.43407342,-0.6501691,-0.7344604,-0.0842913
17,-0.94534564,-0.97761995,"('nasty', 'nice')",0.18744637,0.06501197,-1.1902077,-1.1566603,-0.5382884,-0.4255542,-0.6215988,-0.6237056,-0.0021068
18,-0.37254116,-0.511038,"('disagreeable', 'welcoming')",-0.53227407,-0.5595977,0.98165303,1.063083,-0.30044943,-0.31071144,-0.0559029,-0.079566,-0.0236631
19,-0.73737925,-0.6522244,"('inhospitable', 'hospitable')",-0.21424378,-0.44343027,-1.2002435,-1.2005527,-0.38754454,-0.28513482,-0.6348528,-0.6453356,-0.0104828
20,0.5379837,0.48930317,"('rough', 'thoughtful')",0.9552577,0.99607015,0.24047747,0.22305548,1.202637,1.1580864,0.734089,0.7166288,-0.0174602
21,3.209946,3.2259548,"('immoral', 'moral')",0.82513934,1.0200115,0.50859714,0.38847628,-0.38440916,-0.4978449,1.0398183,1.0341495,-0.0056688
22,1.2029477,1.1031173,"('untrustworthy', 'trustworthy')",1.2829624,1.3371419,0.50820106,0.43487394,-0.62699676,-0.68547744,0.5917786,0.5474139,-0.0443647
23,1.7897278,1.4799513,"('insincere', 'sincere')",2.6206121,2.5868652,0.43942672,0.32642347,5.8776374,5.748296,2.6818509,2.5353839,-0.146467
24,2.1198895,2.2131317,"('dishonest', 'honest')",1.220675,1.3038981,0.198637,0.20271851,0.71946245,0.6397712,1.064666,1.0898799,0.0252139
25,-0.51696324,-0.40502077,"('egoistic', 'altruistic')",-0.3679867,-0.40930295,0.15806174,0.2669428,1.3559093,1.3807741,0.1572553,0.2083483,0.051093
26,-1.6289027,-1.6380026,"('hardhearted', 'benevolent')",-0.22542062,-0.20963803,2.00979,1.9279871,1.74599,1.5436529,0.4753642,0.4059998,-0.0693644
27,-1.1092203,-1.0700822,"('hardhearted', 'softhearted')",-0.23350933,-0.18237752,-0.83984905,-0.7850421,0.9193366,0.934812,-0.3158105,-0.2756724,0.0401381
28,0.9454339,0.7357504,"('disloyal', 'loyal')",0.5087829,0.5304244,-0.037461698,-0.21335235,0.9327095,0.69055647,0.5873662,0.4358447,-0.1515215
29,-0.6397937,-0.45725432,"('unfair', 'fair')",-0.33071756,-0.26840043,-0.91214067,-0.88244843,-0.5233197,-0.5723601,-0.6014929,-0.5451158,0.0563771
30,1.3508738,1.3172426,"('intolerant', 'tolerant')",2.406535,2.3599188,0.856991,0.74792534,1.5880398,1.4418733,1.5506098,1.4667401,-0.0838697
31,-2.4936008,-2.222915,"('evil', 'good')",-2.7711818,-2.8687754,-0.6333517,-0.53742754,-1.3725345,-1.208622,-1.8176672,-1.7094349,0.1082323
32,1.0233042,0.98770815,"('unkind', 'kind')",0.8585263,0.856809,0.0013365028,-0.160397,1.3637062,1.1103504,0.8117183,0.6986176,-0.1131007
33,0.017262096,-0.00556584,"('wrong', 'right')",-0.63381034,-0.6867019,0.64003545,0.6765041,-0.6247768,-0.61281294,-0.1503224,-0.1571441,-0.0068217
34,-0.06542224,0.016440492,"('mean', 'honorable')",-0.5228391,-0.48866886,0.4501425,0.50857884,5.964182,6.037188,1.4565158,1.5183846,0.0618688
35,-2.3165534,-2.117872,"('corrupt', 'incorrupt')",-2.207095,-2.372878,-0.7381281,-0.76179767,-0.6138481,-0.6346419,-1.4689062,-1.4717975,-0.0028913
36,-2.6058786,-2.6855602,"('hostile', 'amicable')",-3.144138,-3.3699872,0.37602115,0.23835275,-0.17180511,-0.30855015,-1.3864502,-1.5314363,-0.1449861
37,1.5227484,1.5517434,"('fake', 'genuine')",0.5719748,0.6791571,-0.3833173,-0.39988172,0.4123346,0.4312836,0.5309352,0.5655756,0.0346404
