,sidestream_male,sidestream_female,tuple,average_male,average_female,female-male
0,0.68115234,0.6048927,"('unsociable', 'sociable')",0.6811523,0.6048927,-0.0762596
1,0.088582344,0.08919092,"('unfriendly', 'friendly')",0.0885823,0.0891909,0.0006086
2,-0.115761384,0.057771463,"('unlikable', 'likable')",-0.1157614,0.0577715,0.1735329
3,0.24984549,0.39773366,"('repellent', 'pleasant')",0.2498455,0.3977337,0.1478882
4,-4.1689143,-4.353869,"('disliked', 'liked')",-4.1689143,-4.353869,-0.1849547
5,-1.2484467,-1.2280465,"('distant', 'outgoing')",-1.2484467,-1.2280465,0.0204002
6,-0.78132176,-0.76599014,"('distant', 'open')",-0.7813218,-0.7659901,0.0153317
7,1.2510952,1.3146582,"('insensitive', 'sensitive')",1.2510952,1.3146582,0.063563
8,0.24292266,0.26225606,"('unaffectionate', 'affectionate')",0.2429227,0.2622561,0.0193334
9,0.50687593,0.6058783,"('unaffectionate', 'caring')",0.5068759,0.6058783,0.0990024
10,0.8003913,0.89729303,"('unsympathetic', 'sympathetic')",0.8003913,0.897293,0.0969017
11,1.1109893,1.3448269,"('unhelpful', 'helpful')",1.1109893,1.3448269,0.2338376
12,-0.68036354,-0.5010467,"('unsupportive', 'supportive')",-0.6803635,-0.5010467,0.1793168
13,-0.021088554,0.12341637,"('impolite', 'polite')",-0.0210886,0.1234164,0.144505
14,1.009177,1.0714996,"('antisocial', 'social')",1.009177,1.0714996,0.0623226
15,0.7320779,0.6530435,"('boring', 'funny')",0.7320779,0.6530435,-0.0790344
16,-1.1295148,-1.2700531,"('unpopular', 'popular')",-1.1295148,-1.2700531,-0.1405383
17,0.063118085,0.11034995,"('nasty', 'nice')",0.0631181,0.11035,0.0472319
18,-1.03685,-0.9522824,"('disagreeable', 'welcoming')",-1.03685,-0.9522824,0.0845676
19,-0.8371966,-0.74353045,"('inhospitable', 'hospitable')",-0.8371966,-0.7435305,0.0936661
20,0.3027431,0.30546963,"('rough', 'thoughtful')",0.3027431,0.3054696,0.0027265
21,-0.073565096,0.12009936,"('immoral', 'moral')",-0.0735651,0.1200994,0.1936645
22,0.95194817,0.98775154,"('untrustworthy', 'trustworthy')",0.9519482,0.9877515,0.0358033
23,3.4851575,3.7669992,"('insincere', 'sincere')",3.4851575,3.7669992,0.2818417
24,1.1190015,1.1996145,"('dishonest', 'honest')",1.1190015,1.1996145,0.080613
25,0.204712,0.23470859,"('egoistic', 'altruistic')",0.204712,0.2347086,0.0299966
26,0.74243605,0.5415697,"('hardhearted', 'benevolent')",0.7424361,0.5415697,-0.2008664
27,0.9711298,0.8707656,"('hardhearted', 'softhearted')",0.9711298,0.8707656,-0.1003642
28,0.76535,0.66391414,"('disloyal', 'loyal')",0.76535,0.6639141,-0.1014359
29,0.124016166,-0.02040372,"('unfair', 'fair')",0.1240162,-0.0204037,-0.1444199
30,1.0019919,1.1831704,"('intolerant', 'tolerant')",1.0019919,1.1831704,0.1811785
31,-1.1398568,-1.2304767,"('evil', 'good')",-1.1398568,-1.2304767,-0.0906199
32,0.87276316,0.81755316,"('unkind', 'kind')",0.8727632,0.8175532,-0.05521
33,-0.3037222,-0.34804198,"('wrong', 'right')",-0.3037222,-0.348042,-0.0443198
34,2.5648658,2.8254313,"('mean', 'honorable')",2.5648658,2.8254313,0.2605655
35,-0.69533116,-1.0625237,"('corrupt', 'incorrupt')",-0.6953312,-1.0625237,-0.3671925
36,-0.71473145,-0.885542,"('hostile', 'amicable')",-0.7147315,-0.885542,-0.1708105
37,1.0047351,1.0616403,"('fake', 'genuine')",1.0047351,1.0616403,0.0569052
38,-0.07240985,-0.0050356947,"('untruthful', 'truthful')",-0.0724099,-0.0050357,0.0673742
39,0.44924656,0.60730845,"('exploitative', 'cooperative')",0.4492466,0.6073084,0.1580618
40,-0.9290651,-1.0210526,"('stingy', 'generous')",-0.9290651,-1.0210526,-0.0919875
41,0.86487406,0.76844966,"('unforgiving', 'forgiving')",0.8648741,0.7684497,-0.0964244
42,-0.9819466,-0.83139706,"('unreliable', 'reliable')",-0.9819466,-0.8313971,0.1505495
43,0.4021285,0.6935562,"('irresponsible', 'responsible')",0.4021285,0.6935562,0.2914277
44,-0.9718935,-0.94797164,"('prejudiced', 'unprejudiced')",-0.9718935,-0.9479716,0.0239219
45,1.0878272,1.0592289,"('incompetent', 'competent')",1.0878272,1.0592289,-0.0285983
46,0.16052662,0.18425952,"('uncompetitive', 'competitive')",0.1605266,0.1842595,0.0237329
47,3.2495406,3.399117,"('stupid', 'smart')",3.2495406,3.399117,0.1495764
48,-0.16449015,-0.08344925,"('unintelligent', 'intelligent')",-0.1644901,-0.0834493,0.0810408
49,-0.6224629,-0.50036937,"('unable', 'able')",-0.6224629,-0.5003694,0.1220935
50,0.060948122,-0.077433586,"('clumsy', 'skillful')",0.0609481,-0.0774336,-0.1383817
51,0.10051667,0.10990421,"('uneducated', 'educated')",0.1005167,0.1099042,0.0093875
52,-1.1225905,-1.2702457,"('irrational', 'rational')",-1.1225905,-1.2702457,-0.1476552
53,-0.70621693,-0.81538856,"('uncreative', 'creative')",-0.7062169,-0.8153886,-0.1091717
54,0.24026126,0.18727055,"('incapable', 'capable')",0.2402613,0.1872706,-0.0529907
55,1.3562899,1.5434432,"('incompetent', 'clever')",1.3562899,1.5434432,0.1871533
56,0.68356895,0.8660267,"('impractical', 'practical')",0.683569,0.8660267,0.1824577
57,-1.0467812,-1.1735883,"('unimaginative', 'imaginative')",-1.0467812,-1.1735883,-0.1268071
58,0.40828687,0.39306912,"('undiscriminating', 'discriminating')",0.4082869,0.3930691,-0.0152178
59,-0.54515564,-0.513931,"('foolish', 'wise')",-0.5451556,-0.513931,0.0312246
60,0.6582786,0.9955337,"('inefficient', 'efficient')",0.6582786,0.9955337,0.3372551
61,0.76992476,0.69472414,"('illogical', 'logical')",0.7699248,0.6947241,-0.0752007
62,0.4091088,0.7259985,"('incompetent', 'brilliant')",0.4091088,0.7259985,0.3168897
63,0.2883523,0.4607434,"('unperceptive', 'insightful')",0.2883523,0.4607434,0.1723911
64,-3.941601,-3.8655493,"('shy', 'confident')",-3.941601,-3.8655493,0.0760517
65,0.7527822,0.93210036,"('insecure', 'secure')",0.7527822,0.9321004,0.1793182
66,-0.56522864,-0.58366597,"('inactive', 'active')",-0.5652286,-0.583666,-0.0184374
67,-0.27033427,-0.24918754,"('doubtful', 'determined')",-0.2703343,-0.2491875,0.0211468
68,-0.4862515,-0.4574602,"('dependent', 'independent')",-0.4862515,-0.4574602,0.0287913
69,-1.4116714,-1.4110658,"('lazy', 'industrious')",-1.4116714,-1.4110658,0.0006056
70,1.7769829,1.7256739,"('lethargic', 'energetic')",1.7769829,1.7256739,-0.051309
71,0.37379816,0.33948475,"('diffident', 'self-confident')",0.3737982,0.3394848,-0.0343134
72,-0.17115402,-0.10763346,"('unambitious', 'ambitious')",-0.171154,-0.1076335,0.0635205
73,-1.8315774,-1.7283403,"('helpless', 'self-reliant')",-1.8315774,-1.7283403,0.1032371
74,0.35749528,0.41009364,"('undedicated', 'dedicated')",0.3574953,0.4100936,0.0525983
75,-0.60269517,-0.8097522,"('meek', 'impulsive')",-0.6026952,-0.8097522,-0.207057
76,0.65347433,0.8402846,"('anxious', 'daring')",0.6534743,0.8402846,0.1868103
77,-1.5240473,-1.3456967,"('unmotivated', 'motivated')",-1.5240473,-1.3456967,0.1783506
78,-0.6033196,-0.66309613,"('nonresilient', 'resilient')",-0.6033196,-0.6630961,-0.0597765
79,-0.6240281,-0.75878847,"('wavering', 'unwavering')",-0.6240281,-0.7587885,-0.1347604
80,0.6659424,0.55594534,"('dominated', 'dominating')",0.6659424,0.5559453,-0.1099971
81,0.34701186,0.46679896,"('submissive', 'aggressive')",0.3470119,0.466799,0.1197871
82,3.4264705,3.4135695,"('poor', 'rich')",3.4264705,3.4135695,-0.012901
83,-0.40890974,-0.41040397,"('powerless', 'powerful')",-0.4089097,-0.410404,-0.0014943
84,-0.39126402,-0.37514457,"('inferior', 'superior')",-0.391264,-0.3751446,0.0161194
