,payee_male,payee_female,tuple,average_male,average_female,female-male
0,1.1404654,1.1328361,"('unsociable', 'sociable')",1.1404654,1.1328361,-0.0076293
1,-1.0182455,-1.0775695,"('unfriendly', 'friendly')",-1.0182455,-1.0775695,-0.059324
2,-0.16456869,0.078100875,"('unlikable', 'likable')",-0.1645687,0.0781009,0.2426696
3,-0.6188294,-0.40630466,"('repellent', 'pleasant')",-0.6188294,-0.4063047,0.2125247
4,-2.44645,-2.689608,"('disliked', 'liked')",-2.44645,-2.6896081,-0.2431581
5,-1.4712118,-1.6374418,"('distant', 'outgoing')",-1.4712118,-1.6374418,-0.16623
6,-1.5667917,-1.8436816,"('distant', 'open')",-1.5667917,-1.8436816,-0.2768899
7,0.7726853,1.0117553,"('insensitive', 'sensitive')",0.7726853,1.0117553,0.23907
8,-1.1529536,-1.1042163,"('unaffectionate', 'affectionate')",-1.1529536,-1.1042163,0.0487373
9,-0.4916798,-0.42437917,"('unaffectionate', 'caring')",-0.4916798,-0.4243792,0.0673006
10,0.86105883,0.9993147,"('unsympathetic', 'sympathetic')",0.8610588,0.9993147,0.1382559
11,0.65081733,0.99353594,"('unhelpful', 'helpful')",0.6508173,0.9935359,0.3427186
12,-0.79190874,-0.5953533,"('unsupportive', 'supportive')",-0.7919087,-0.5953533,0.1965554
13,0.5594041,0.8656417,"('impolite', 'polite')",0.5594041,0.8656417,0.3062376
14,1.1025584,1.4534668,"('antisocial', 'social')",1.1025584,1.4534668,0.3509084
15,0.040601708,-0.08699733,"('boring', 'funny')",0.0406017,-0.0869973,-0.127599
16,-1.3058331,-1.2926645,"('unpopular', 'popular')",-1.3058331,-1.2926645,0.0131686
17,0.50181067,0.6060792,"('nasty', 'nice')",0.5018107,0.6060792,0.1042685
18,-1.8664927,-1.4672112,"('disagreeable', 'welcoming')",-1.8664927,-1.4672112,0.3992815
19,-1.0413119,-1.1414982,"('inhospitable', 'hospitable')",-1.0413119,-1.1414982,-0.1001863
20,0.20374133,0.2209189,"('rough', 'thoughtful')",0.2037413,0.2209189,0.0171776
21,-0.13602902,0.34746405,"('immoral', 'moral')",-0.136029,0.3474641,0.4834931
22,-0.38714516,-0.2693046,"('untrustworthy', 'trustworthy')",-0.3871452,-0.2693046,0.1178406
23,2.474236,2.814976,"('insincere', 'sincere')",2.474236,2.814976,0.34074
24,-0.12010332,0.060362566,"('dishonest', 'honest')",-0.1201033,0.0603626,0.1804659
25,0.07877234,0.013509322,"('egoistic', 'altruistic')",0.0787723,0.0135093,-0.065263
26,2.1827073,1.9495547,"('hardhearted', 'benevolent')",2.1827073,1.9495547,-0.2331526
27,0.36164114,0.3930561,"('hardhearted', 'softhearted')",0.3616411,0.3930561,0.031415
28,0.93997073,0.8888205,"('disloyal', 'loyal')",0.9399707,0.8888205,-0.0511502
29,-1.5203621,-1.5400465,"('unfair', 'fair')",-1.5203621,-1.5400465,-0.0196844
30,0.3168619,0.4726634,"('intolerant', 'tolerant')",0.3168619,0.4726634,0.1558015
31,-1.831232,-2.085538,"('evil', 'good')",-1.831232,-2.0855379,-0.2543059
32,0.9196376,1.1633456,"('unkind', 'kind')",0.9196376,1.1633456,0.243708
33,-0.44622302,-0.46878174,"('wrong', 'right')",-0.446223,-0.4687817,-0.0225587
34,1.6410495,2.096551,"('mean', 'honorable')",1.6410495,2.0965509,0.4555014
35,-0.76223195,-1.2391992,"('corrupt', 'incorrupt')",-0.7622319,-1.2391992,-0.4769673
36,-0.026403125,-0.5250496,"('hostile', 'amicable')",-0.0264031,-0.5250496,-0.4986465
37,-0.055833183,0.08773331,"('fake', 'genuine')",-0.0558332,0.0877333,0.1435665
