,estuary_male,estuary_female,tuple,average_male,average_female,female-male
0,0.25371623,0.22243068,"('unsociable', 'sociable')",0.2537162,0.2224307,-0.0312855
1,1.0258651,0.93237734,"('unfriendly', 'friendly')",1.0258651,0.9323773,-0.0934878
2,0.36905712,0.465194,"('unlikable', 'likable')",0.3690571,0.465194,0.0961369
3,0.8904214,0.862647,"('repellent', 'pleasant')",0.8904214,0.862647,-0.0277744
4,-7.1900253,-7.257747,"('disliked', 'liked')",-7.1900253,-7.2577472,-0.0677219
5,-0.8061236,-0.88000524,"('distant', 'outgoing')",-0.8061236,-0.8800052,-0.0738816
6,-0.39266658,-0.53515595,"('distant', 'open')",-0.3926666,-0.535156,-0.1424894
7,1.4352404,1.3831102,"('insensitive', 'sensitive')",1.4352404,1.3831102,-0.0521302
8,1.068065,0.9297436,"('unaffectionate', 'affectionate')",1.068065,0.9297436,-0.1383214
9,1.2930183,1.2381793,"('unaffectionate', 'caring')",1.2930183,1.2381793,-0.054839
10,1.8080409,1.6705784,"('unsympathetic', 'sympathetic')",1.8080409,1.6705784,-0.1374625
11,2.0605896,2.031484,"('unhelpful', 'helpful')",2.0605896,2.0314839,-0.0291057
12,-1.025995,-1.0540819,"('unsupportive', 'supportive')",-1.025995,-1.0540819,-0.0280869
13,0.19291618,0.17948723,"('impolite', 'polite')",0.1929162,0.1794872,-0.013429
14,0.26669514,0.3763127,"('antisocial', 'social')",0.2666951,0.3763127,0.1096176
15,0.21849787,0.2463734,"('boring', 'funny')",0.2184979,0.2463734,0.0278755
16,-0.92268366,-0.9053342,"('unpopular', 'popular')",-0.9226837,-0.9053342,0.0173495
17,0.09602171,0.07501195,"('nasty', 'nice')",0.0960217,0.075012,-0.0210097
18,-0.7554038,-0.740994,"('disagreeable', 'welcoming')",-0.7554038,-0.740994,0.0144098
19,-0.636394,-0.7603205,"('inhospitable', 'hospitable')",-0.636394,-0.7603205,-0.1239265
20,0.63939476,0.5560692,"('rough', 'thoughtful')",0.6393948,0.5560692,-0.0833256
21,0.3140872,0.40159708,"('immoral', 'moral')",0.3140872,0.4015971,0.0875099
22,0.38111362,0.32920885,"('untrustworthy', 'trustworthy')",0.3811136,0.3292089,-0.0519047
23,6.195185,6.158895,"('insincere', 'sincere')",6.1951852,6.158895,-0.0362902
24,1.706876,1.6120695,"('dishonest', 'honest')",1.706876,1.6120695,-0.0948065
25,0.16510797,0.20279317,"('egoistic', 'altruistic')",0.165108,0.2027932,0.0376852
26,0.45780393,0.45503733,"('hardhearted', 'benevolent')",0.4578039,0.4550373,-0.0027666
27,1.6959237,1.4840628,"('hardhearted', 'softhearted')",1.6959237,1.4840628,-0.2118609
28,0.9486568,0.7998433,"('disloyal', 'loyal')",0.9486568,0.7998433,-0.1488135
29,-0.20699129,-0.40254426,"('unfair', 'fair')",-0.2069913,-0.4025443,-0.195553
30,1.4043871,1.4444926,"('intolerant', 'tolerant')",1.4043871,1.4444926,0.0401055
31,-1.269297,-1.3258874,"('evil', 'good')",-1.269297,-1.3258874,-0.0565904
32,1.1759619,1.0629463,"('unkind', 'kind')",1.1759619,1.0629463,-0.1130156
33,-0.94345456,-0.8683484,"('wrong', 'right')",-0.9434546,-0.8683484,0.0751062
34,4.1469235,4.2599564,"('mean', 'honorable')",4.1469235,4.2599564,0.1130329
35,-1.5146695,-1.7971396,"('corrupt', 'incorrupt')",-1.5146695,-1.7971396,-0.2824701
36,-0.90942544,-1.109901,"('hostile', 'amicable')",-0.9094254,-1.109901,-0.2004756
37,0.94018906,0.8978082,"('fake', 'genuine')",0.9401891,0.8978082,-0.0423809
38,-0.23270714,-0.17197585,"('untruthful', 'truthful')",-0.2327071,-0.1719759,0.0607312
39,0.11292064,0.1675078,"('exploitative', 'cooperative')",0.1129206,0.1675078,0.0545872
40,-1.0888878,-1.3024801,"('stingy', 'generous')",-1.0888878,-1.3024801,-0.2135923
41,0.46842122,0.45042035,"('unforgiving', 'forgiving')",0.4684212,0.4504203,-0.0180009
42,-1.2831458,-1.3280756,"('unreliable', 'reliable')",-1.2831458,-1.3280756,-0.0449298
43,1.6325756,1.6563325,"('irresponsible', 'responsible')",1.6325756,1.6563325,0.0237569
44,-1.1054595,-1.135952,"('prejudiced', 'unprejudiced')",-1.1054595,-1.135952,-0.0304925
45,0.5507586,0.36429152,"('incompetent', 'competent')",0.5507586,0.3642915,-0.1864671
46,0.011231884,-0.004465934,"('uncompetitive', 'competitive')",0.0112319,-0.0044659,-0.0156978
47,5.329681,5.3287654,"('stupid', 'smart')",5.3296809,5.3287654,-0.0009155
48,1.0065297,0.9250681,"('unintelligent', 'intelligent')",1.0065297,0.9250681,-0.0814616
49,-0.45615998,-0.40563473,"('unable', 'able')",-0.45616,-0.4056347,0.0505253
50,-0.27845562,-0.39450535,"('clumsy', 'skillful')",-0.2784556,-0.3945054,-0.1160498
51,0.4129119,0.2794819,"('uneducated', 'educated')",0.4129119,0.2794819,-0.13343
52,-0.6269796,-0.7289308,"('irrational', 'rational')",-0.6269796,-0.7289308,-0.1019512
53,0.28058395,0.11345391,"('uncreative', 'creative')",0.2805839,0.1134539,-0.16713
54,0.8018127,0.7712225,"('incapable', 'capable')",0.8018127,0.7712225,-0.0305902
55,0.99474937,1.0262891,"('incompetent', 'clever')",0.9947494,1.0262891,0.0315397
56,0.69858664,0.7053138,"('impractical', 'practical')",0.6985866,0.7053138,0.0067272
57,-1.7478174,-1.8164696,"('unimaginative', 'imaginative')",-1.7478174,-1.8164696,-0.0686522
58,0.03585977,0.01601804,"('undiscriminating', 'discriminating')",0.0358598,0.016018,-0.0198418
59,-0.20877042,-0.2502807,"('foolish', 'wise')",-0.2087704,-0.2502807,-0.0415103
60,0.56338406,0.7637427,"('inefficient', 'efficient')",0.5633841,0.7637427,0.2003586
61,0.47163245,0.24871367,"('illogical', 'logical')",0.4716325,0.2487137,-0.2229188
62,1.2618989,1.2541106,"('incompetent', 'brilliant')",1.2618989,1.2541106,-0.0077883
63,0.8877618,0.7977268,"('unperceptive', 'insightful')",0.8877618,0.7977268,-0.090035
64,-5.3474364,-5.2988534,"('shy', 'confident')",-5.3474364,-5.2988534,0.048583
65,1.3659406,1.2955918,"('insecure', 'secure')",1.3659406,1.2955918,-0.0703488
66,-0.014843464,-0.094384216,"('inactive', 'active')",-0.0148435,-0.0943842,-0.0795407
67,-0.92880034,-0.8000481,"('doubtful', 'determined')",-0.9288003,-0.8000481,0.1287522
68,-0.6193203,-0.70277333,"('dependent', 'independent')",-0.6193203,-0.7027733,-0.083453
69,-2.1354773,-2.1011174,"('lazy', 'industrious')",-2.1354773,-2.1011174,0.0343599
70,2.0937638,1.9934058,"('lethargic', 'energetic')",2.0937638,1.9934058,-0.100358
71,0.13639295,0.14342901,"('diffident', 'self-confident')",0.136393,0.143429,0.007036
72,0.99043864,1.1045017,"('unambitious', 'ambitious')",0.9904386,1.1045017,0.1140631
73,-2.9815183,-2.9037747,"('helpless', 'self-reliant')",-2.9815183,-2.9037747,0.0777436
74,0.11175845,0.055719033,"('undedicated', 'dedicated')",0.1117584,0.055719,-0.0560394
75,-0.6624596,-0.56024945,"('meek', 'impulsive')",-0.6624596,-0.5602494,0.1022102
76,1.1664052,1.1465304,"('anxious', 'daring')",1.1664052,1.1465304,-0.0198748
77,-1.1090297,-1.0509688,"('unmotivated', 'motivated')",-1.1090297,-1.0509688,0.0580609
78,-0.40585285,-0.5431131,"('nonresilient', 'resilient')",-0.4058529,-0.5431131,-0.1372602
79,-0.2665485,-0.4343023,"('wavering', 'unwavering')",-0.2665485,-0.4343023,-0.1677538
80,0.33851165,0.23339997,"('dominated', 'dominating')",0.3385116,0.2334,-0.1051116
81,0.58419967,0.6721073,"('submissive', 'aggressive')",0.5841997,0.6721073,0.0879076
82,5.8183455,5.8432913,"('poor', 'rich')",5.8183455,5.8432913,0.0249458
83,-0.47018528,-0.35343456,"('powerless', 'powerful')",-0.4701853,-0.3534346,0.1167507
84,0.093076,0.10440737,"('inferior', 'superior')",0.093076,0.1044074,0.0113314
85,-1.4691125,-1.4943146,"('insignificant', 'prestigious')",-1.4691125,-1.4943146,-0.0252021
86,0.6680063,0.5570041,"('uninfluential', 'influential')",0.6680063,0.5570041,-0.1110022
87,-0.23001741,-0.21972579,"('unsuccessful', 'successful')",-0.2300174,-0.2197258,0.0102916
88,-0.14648251,-0.12630585,"('low', 'eminent')",-0.1464825,-0.1263058,0.0201767
