,bandana_male,bandana_female,tuple,average_male,average_female,female-male
0,0.52704054,0.11784555,"('unsociable', 'sociable')",0.5270405,0.1178456,-0.4091949
1,0.28802237,-0.10077597,"('unfriendly', 'friendly')",0.2880224,-0.100776,-0.3887984
2,0.7329867,0.67009395,"('unlikable', 'likable')",0.7329867,0.670094,-0.0628927
3,-0.777622,-0.63242024,"('repellent', 'pleasant')",-0.777622,-0.6324202,0.1452018
4,-1.6010122,-1.7470413,"('disliked', 'liked')",-1.6010122,-1.7470413,-0.1460291
5,-0.05780011,-0.09052616,"('distant', 'outgoing')",-0.0578001,-0.0905262,-0.0327261
6,-0.55618006,-0.6344253,"('distant', 'open')",-0.5561801,-0.6344253,-0.0782452
7,0.11591459,0.025079163,"('insensitive', 'sensitive')",0.1159146,0.0250792,-0.0908354
8,0.51733476,0.4289787,"('unaffectionate', 'affectionate')",0.5173348,0.4289787,-0.0883561
9,0.5512768,0.40530536,"('unaffectionate', 'caring')",0.5512768,0.4053054,-0.1459714
10,-0.5406579,-0.76453245,"('unsympathetic', 'sympathetic')",-0.5406579,-0.7645324,-0.2238745
11,0.2036248,0.25283223,"('unhelpful', 'helpful')",0.2036248,0.2528322,0.0492074
12,-0.3351285,-0.39038834,"('unsupportive', 'supportive')",-0.3351285,-0.3903883,-0.0552598
13,-0.11778484,-0.089306526,"('impolite', 'polite')",-0.1177848,-0.0893065,0.0284783
14,0.93272823,0.7649179,"('antisocial', 'social')",0.9327282,0.7649179,-0.1678103
15,1.2039647,0.88402665,"('boring', 'funny')",1.2039647,0.8840266,-0.3199381
16,-0.93460596,-0.87053275,"('unpopular', 'popular')",-0.934606,-0.8705328,0.0640732
17,-0.7221968,-0.53994083,"('nasty', 'nice')",-0.7221968,-0.5399408,0.182256
18,0.15007445,0.16320148,"('disagreeable', 'welcoming')",0.1500745,0.1632015,0.013127
19,0.084491946,-0.033839773,"('inhospitable', 'hospitable')",0.0844919,-0.0338398,-0.1183317
20,-0.80675936,-0.76197934,"('rough', 'thoughtful')",-0.8067594,-0.7619793,0.0447801
21,-0.4618327,-0.40369225,"('immoral', 'moral')",-0.4618327,-0.4036922,0.0581405
22,0.2271636,0.11371341,"('untrustworthy', 'trustworthy')",0.2271636,0.1137134,-0.1134502
23,1.453597,1.3753586,"('insincere', 'sincere')",1.4535969,1.3753586,-0.0782383
24,-0.180453,-0.3659821,"('dishonest', 'honest')",-0.180453,-0.3659821,-0.1855291
25,0.15242422,-0.05582924,"('egoistic', 'altruistic')",0.1524242,-0.0558292,-0.2082534
26,1.3583499,0.98664683,"('hardhearted', 'benevolent')",1.3583499,0.9866468,-0.3717031
27,0.46769983,0.32625705,"('hardhearted', 'softhearted')",0.4676998,0.3262571,-0.1414427
