,headrest_male,headrest_female,tuple,average_male,average_female,female-male
0,0.12544325,0.06604886,"('unsociable', 'sociable')",0.1254432,0.0660489,-0.0593943
1,0.20340505,-0.10907571,"('unfriendly', 'friendly')",0.2034051,-0.1090757,-0.3124808
2,-0.17753214,-0.19441397,"('unlikable', 'likable')",-0.1775321,-0.194414,-0.0168819
3,-0.061831318,0.09973416,"('repellent', 'pleasant')",-0.0618313,0.0997342,0.1615655
4,-3.3695986,-3.4319727,"('disliked', 'liked')",-3.3695986,-3.4319727,-0.0623741
5,-0.9175717,-1.0579395,"('distant', 'outgoing')",-0.9175717,-1.0579395,-0.1403678
6,-1.1417547,-1.3460103,"('distant', 'open')",-1.1417547,-1.3460103,-0.2042556
7,0.36838013,0.7023007,"('insensitive', 'sensitive')",0.3683801,0.7023007,0.3339206
8,-0.07140149,-0.37734777,"('unaffectionate', 'affectionate')",-0.0714015,-0.3773478,-0.3059463
9,0.29654536,0.20821913,"('unaffectionate', 'caring')",0.2965454,0.2082191,-0.0883263
10,0.027125608,0.099642076,"('unsympathetic', 'sympathetic')",0.0271256,0.0996421,0.0725165
11,1.2052225,1.3880432,"('unhelpful', 'helpful')",1.2052225,1.3880432,0.1828207
12,-0.710608,-0.5448066,"('unsupportive', 'supportive')",-0.710608,-0.5448066,0.1658014
13,-0.093277276,-0.107276194,"('impolite', 'polite')",-0.0932773,-0.1072762,-0.0139989
14,0.13778052,0.23128791,"('antisocial', 'social')",0.1377805,0.2312879,0.0935074
15,0.13246715,-0.020191595,"('boring', 'funny')",0.1324672,-0.0201916,-0.1526588
16,-0.4055353,-0.422203,"('unpopular', 'popular')",-0.4055353,-0.422203,-0.0166677
17,-0.33330566,-0.31273547,"('nasty', 'nice')",-0.3333057,-0.3127355,0.0205702
18,-0.5603285,-0.49933976,"('disagreeable', 'welcoming')",-0.5603285,-0.4993398,0.0609887
19,-0.88781387,-0.9558961,"('inhospitable', 'hospitable')",-0.8878139,-0.9558961,-0.0680822
20,0.49027413,0.4781615,"('rough', 'thoughtful')",0.4902741,0.4781615,-0.0121126
21,0.26385438,0.43587282,"('immoral', 'moral')",0.2638544,0.4358728,0.1720184
22,-0.2285062,-0.1888939,"('untrustworthy', 'trustworthy')",-0.2285062,-0.1888939,0.0396123
23,3.1317194,3.2303815,"('insincere', 'sincere')",3.1317194,3.2303815,0.0986621
24,0.32536465,0.3451866,"('dishonest', 'honest')",0.3253646,0.3451866,0.019822
25,0.16000804,0.022931293,"('egoistic', 'altruistic')",0.160008,0.0229313,-0.1370767
26,0.3867339,0.052622445,"('hardhearted', 'benevolent')",0.3867339,0.0526224,-0.3341115
27,0.23161875,0.14479038,"('hardhearted', 'softhearted')",0.2316187,0.1447904,-0.0868283
28,0.25896522,0.16118003,"('disloyal', 'loyal')",0.2589652,0.16118,-0.0977852
29,-0.86686516,-0.8246113,"('unfair', 'fair')",-0.8668652,-0.8246113,0.0422539
30,0.866698,0.9166513,"('intolerant', 'tolerant')",0.866698,0.9166513,0.0499533
31,-1.7186886,-1.8627322,"('evil', 'good')",-1.7186886,-1.8627322,-0.1440436
32,0.64759934,0.48465443,"('unkind', 'kind')",0.6475993,0.4846544,-0.1629449
33,-0.02802208,-0.039672215,"('wrong', 'right')",-0.0280221,-0.0396722,-0.0116501
34,2.43367,2.5621922,"('mean', 'honorable')",2.43367,2.5621922,0.1285222
35,-0.6349706,-0.7832662,"('corrupt', 'incorrupt')",-0.6349706,-0.7832662,-0.1482956
36,-1.1644851,-1.3975935,"('hostile', 'amicable')",-1.1644851,-1.3975935,-0.2331084
37,0.33270591,0.34506002,"('fake', 'genuine')",0.3327059,0.34506,0.0123541
38,-0.013593558,-0.015352156,"('untruthful', 'truthful')",-0.0135936,-0.0153522,-0.0017586
39,0.6283888,0.66867405,"('exploitative', 'cooperative')",0.6283888,0.6686741,0.0402853
40,-1.2818142,-1.2407633,"('stingy', 'generous')",-1.2818142,-1.2407633,0.0410509
41,0.29873434,0.14246085,"('unforgiving', 'forgiving')",0.2987343,0.1424609,-0.1562734
42,-2.1730454,-1.9858471,"('unreliable', 'reliable')",-2.1730454,-1.9858471,0.1871983
43,0.43362463,0.35920906,"('irresponsible', 'responsible')",0.4336246,0.3592091,-0.0744155
44,-0.9686159,-1.045952,"('prejudiced', 'unprejudiced')",-0.9686159,-1.045952,-0.0773361
45,0.10625203,0.07677352,"('incompetent', 'competent')",0.106252,0.0767735,-0.0294785
46,-0.3745455,-0.24980088,"('uncompetitive', 'competitive')",-0.3745455,-0.2498009,0.1247446
47,2.6524029,2.716888,"('stupid', 'smart')",2.6524029,2.716888,0.0644851
48,0.7722683,0.76983756,"('unintelligent', 'intelligent')",0.7722683,0.7698376,-0.0024307
49,-0.023823181,0.10168281,"('unable', 'able')",-0.0238232,0.1016828,0.125506
50,-0.06635489,0.074435204,"('clumsy', 'skillful')",-0.0663549,0.0744352,0.1407901
51,0.32823032,0.40188813,"('uneducated', 'educated')",0.3282303,0.4018881,0.0736578
52,-0.85154307,-1.0793136,"('irrational', 'rational')",-0.8515431,-1.0793136,-0.2277705
53,-1.0420505,-1.1113207,"('uncreative', 'creative')",-1.0420505,-1.1113207,-0.0692702
54,-0.533429,-0.57343554,"('incapable', 'capable')",-0.533429,-0.5734355,-0.0400065
