,macys_male,macys_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.35494137,0.39832067,"('unsociable', 'sociable')",-0.5310484,-0.66199434,-0.0880535,-0.1318368,-0.0437833
1,0.8912047,1.1458254,"('unfriendly', 'friendly')",2.0670257,2.0597808,1.4791152,1.6028031,0.1236879
2,0.6601444,0.69402087,"('unlikable', 'likable')",0.8007028,0.83896476,0.7304236,0.7664928,0.0360692
3,-0.7684722,-0.70206726,"('repellent', 'pleasant')",0.21890515,0.2972963,-0.2747835,-0.2023855,0.072398
4,-0.3454917,-0.39060068,"('disliked', 'liked')",-6.4705744,-6.520837,-3.4080331,-3.4557188,-0.0476857
5,0.21760672,0.3075732,"('distant', 'outgoing')",-0.1450555,-0.10855069,0.0362756,0.0995113,0.0632357
6,0.045949653,0.18683168,"('distant', 'open')",0.38527045,0.44332996,0.2156101,0.3150808,0.0994707
7,0.044039853,0.19186814,"('insensitive', 'sensitive')",0.7291192,0.7484746,0.3865795,0.4701714,0.0835919
8,0.10404149,0.1998207,"('unaffectionate', 'affectionate')",1.0382608,1.0002286,0.5711511,0.6000247,0.0288736
9,0.46423805,0.57059115,"('unaffectionate', 'caring')",1.148452,1.1972344,0.806345,0.8839128,0.0775678
10,-0.15265463,-0.0049913963,"('unsympathetic', 'sympathetic')",-0.18399422,-0.18978252,-0.1683244,-0.097387,0.0709374
11,-0.46128362,-0.40891397,"('unhelpful', 'helpful')",1.8402859,1.9318501,0.6895012,0.7614681,0.0719669
12,0.8717792,1.0895348,"('unsupportive', 'supportive')",-1.5914153,-1.5526956,-0.359818,-0.2315804,0.1282376
13,0.620528,0.6709098,"('impolite', 'polite')",-0.28715208,-0.31977552,0.166688,0.1755672,0.0088792
14,-0.10095471,-0.120037206,"('antisocial', 'social')",-0.762005,-0.8094736,-0.4314798,-0.4647554,-0.0332756
15,0.3766592,0.41988796,"('boring', 'funny')",0.55039454,0.6049684,0.4635269,0.5124282,0.0489013
16,-0.6168926,-0.5372266,"('unpopular', 'popular')",0.46919703,0.5105471,-0.0738478,-0.0133398,0.060508
17,-0.4140877,-0.28504702,"('nasty', 'nice')",-0.37901726,-0.2659567,-0.3965525,-0.2755018,0.1210507
18,-0.6591935,-0.586579,"('disagreeable', 'welcoming')",-0.4921712,-0.49718615,-0.5756823,-0.5418826,0.0337997
19,0.65611506,0.72466624,"('inhospitable', 'hospitable')",0.6387277,0.6806004,0.6474214,0.7026333,0.0552119
20,0.1030173,0.17072383,"('rough', 'thoughtful')",1.0351151,1.0348009,0.5690662,0.6027623,0.0336961
21,0.7556012,0.7726892,"('immoral', 'moral')",-0.5002955,-0.45731163,0.1276529,0.1576888,0.0300359
22,-0.45425013,-0.45639932,"('untrustworthy', 'trustworthy')",-0.9528348,-0.9777303,-0.7035425,-0.7170648,-0.0135223
23,0.47499335,0.58112913,"('insincere', 'sincere')",6.112648,6.1163898,3.2938206,3.3487594,0.0549388
24,0.2963986,0.27052101,"('dishonest', 'honest')",1.1916275,1.1664405,0.7440131,0.7184808,-0.0255323
25,0.42261246,0.46989357,"('egoistic', 'altruistic')",1.1974164,1.2083341,0.8100144,0.8391138,0.0290994
26,1.390258,1.508655,"('hardhearted', 'benevolent')",1.6482853,1.5378461,1.5192716,1.5232506,0.003979
27,0.52231866,0.6075251,"('hardhearted', 'softhearted')",1.8098786,1.7645595,1.1660986,1.1860423,0.0199437
28,0.08263455,0.09478566,"('disloyal', 'loyal')",1.0777107,1.0538105,0.5801727,0.5742981,-0.0058746
29,-0.59726447,-0.60279936,"('unfair', 'fair')",-0.20893812,-0.293344,-0.4031013,-0.4480717,-0.0449704
30,0.48006228,0.50270855,"('intolerant', 'tolerant')",0.95945746,0.8758008,0.7197599,0.6892546,-0.0305053
31,-0.6880449,-0.59138244,"('evil', 'good')",-0.7606711,-0.7667798,-0.724358,-0.6790811,0.0452769
32,0.6300341,0.67071295,"('unkind', 'kind')",1.1959095,1.0326483,0.9129718,0.8516806,-0.0612912
33,1.0066626,0.9351786,"('wrong', 'right')",-0.32494155,-0.41257444,0.3408605,0.2613021,-0.0795584
34,0.68270165,0.90778565,"('mean', 'honorable')",6.315748,6.516794,3.4992249,3.7122898,0.2130649
35,0.4348479,0.31147248,"('corrupt', 'incorrupt')",0.051111206,-0.10052187,0.2429796,0.1054753,-0.1375043
36,-0.16415899,-0.058537,"('hostile', 'amicable')",0.30441344,0.17951174,0.0701272,0.0604874,-0.0096398
37,0.8629916,0.89665043,"('fake', 'genuine')",0.6507135,0.7091258,0.7568525,0.8028882,0.0460357
38,0.21916947,0.3777802,"('untruthful', 'truthful')",0.5791908,0.69289494,0.3991801,0.5353376,0.1361575
39,0.9614972,0.8847694,"('exploitative', 'cooperative')",0.13661905,0.07982759,0.5490581,0.4822985,-0.0667596
40,-0.07713447,0.03193391,"('stingy', 'generous')",-1.3238891,-1.3944715,-0.7005118,-0.6812688,0.019243
41,0.5036619,0.7082401,"('unforgiving', 'forgiving')",0.19231555,0.18389042,0.3479887,0.4460652,0.0980765
42,0.13288015,0.2567588,"('unreliable', 'reliable')",-3.4176967,-3.3333354,-1.6424083,-1.5382884,0.1041199
43,0.1915214,0.310835,"('irresponsible', 'responsible')",0.68401945,0.7089043,0.4377704,0.5098697,0.0720993
44,-1.7525938,-1.9057742,"('prejudiced', 'unprejudiced')",-1.8885611,-1.9026352,-1.8205774,-1.9042047,-0.0836273
45,-0.5545476,-0.403125,"('incompetent', 'competent')",-0.2084206,-0.20495781,-0.3814841,-0.3040414,0.0774427
46,-0.3065573,-0.32904404,"('uncompetitive', 'competitive')",-0.61344385,-0.6556033,-0.4600006,-0.4923237,-0.0323231
47,0.65518457,0.80351967,"('stupid', 'smart')",5.405934,5.513558,3.0305593,3.1585388,0.1279795
48,0.1524812,0.37578872,"('unintelligent', 'intelligent')",0.5920194,0.6352759,0.3722503,0.5055323,0.133282
49,-0.42404276,-0.3979297,"('unable', 'able')",-0.11877811,-0.04099536,-0.2714104,-0.2194625,0.0519479
50,0.05222197,0.004699204,"('clumsy', 'skillful')",0.35081637,0.25451297,0.2015192,0.1296061,-0.0719131
51,0.03314656,-0.028637305,"('uneducated', 'educated')",1.1418424,1.0656977,0.5874945,0.5185302,-0.0689643
52,-0.05217708,-0.19704533,"('irrational', 'rational')",0.33765656,0.24798428,0.1427397,0.0254695,-0.1172702
53,-0.5666423,-0.30266574,"('uncreative', 'creative')",0.7953872,0.78608835,0.1143725,0.2417113,0.1273388
54,0.38353246,0.37474144,"('incapable', 'capable')",1.3851167,1.3733363,0.8843246,0.8740389,-0.0102857
55,-0.6925098,-0.5543204,"('incompetent', 'clever')",-0.13024694,-0.111696675,-0.4113784,-0.3330085,0.0783699
56,0.9815911,1.1372352,"('impractical', 'practical')",-0.44147372,-0.37477195,0.2700587,0.3812316,0.1111729
57,-1.4661946,-1.267247,"('unimaginative', 'imaginative')",-2.8067696,-2.8493214,-2.1364822,-2.0582843,0.0781979
58,-0.0151131805,0.012570325,"('undiscriminating', 'discriminating')",0.28341195,0.21038471,0.1341494,0.1114775,-0.0226719
59,-0.059068132,-0.15553382,"('foolish', 'wise')",0.42882594,0.40488744,0.1848789,0.1246768,-0.0602021
60,0.29125974,0.4224706,"('inefficient', 'efficient')",-0.2465728,-0.086083226,0.0223435,0.1681937,0.1458502
61,0.7213666,0.6629805,"('illogical', 'logical')",0.5219614,0.42684993,0.621664,0.5449152,-0.0767488
62,-0.22917874,-0.13281776,"('incompetent', 'brilliant')",0.14692983,0.32511356,-0.0411245,0.0961479,0.1372724
63,0.7079461,0.87163115,"('unperceptive', 'insightful')",1.3098896,1.4028133,1.0089178,1.1372223,0.1283045
64,-0.83636254,-0.982615,"('shy', 'confident')",-7.1222887,-7.139857,-3.9793255,-4.0612359,-0.0819104
65,-0.59787726,-0.70212597,"('insecure', 'secure')",-0.63132346,-0.63206613,-0.6146004,-0.667096,-0.0524956
66,-0.23635387,-0.2394293,"('inactive', 'active')",0.8996855,0.84429556,0.3316658,0.3024331,-0.0292327
67,0.4178369,0.3758776,"('doubtful', 'determined')",-0.3485716,-0.3587172,0.0346327,0.0085802,-0.0260525
68,-0.5236529,-0.6386098,"('dependent', 'independent')",-0.16101716,-0.1817893,-0.342335,-0.4101996,-0.0678646
69,0.5905994,0.48102653,"('lazy', 'industrious')",-0.87086904,-0.84844905,-0.1401348,-0.1837113,-0.0435765
70,-0.15605763,-0.061959088,"('lethargic', 'energetic')",0.5033191,0.5664433,0.1736307,0.2522421,0.0786114
71,0.50296175,0.6541983,"('diffident', 'self-confident')",0.40140414,0.37937388,0.4521829,0.5167861,0.0646032
72,-0.5279928,-0.47544155,"('unambitious', 'ambitious')",-0.33253208,-0.32527778,-0.4302624,-0.4003597,0.0299027
73,0.97194695,1.0016816,"('helpless', 'self-reliant')",-3.2653904,-3.2510626,-1.1467217,-1.1246905,0.0220312
74,0.8492372,0.8880051,"('undedicated', 'dedicated')",0.435754,0.37605986,0.6424956,0.6320325,-0.0104631
75,-1.575777,-1.5330149,"('meek', 'impulsive')",-0.23557812,-0.1893664,-0.9056776,-0.8611907,0.0444869
76,0.1075781,0.17370173,"('anxious', 'daring')",-0.0048659015,0.03343691,0.0513561,0.1035693,0.0522132
77,-1.0343796,-0.9732309,"('unmotivated', 'motivated')",-1.3245307,-1.1633457,-1.1794552,-1.0682883,0.1111669
78,0.2755516,0.4141078,"('nonresilient', 'resilient')",0.2116134,0.3224696,0.2435825,0.3682887,0.1247062
79,-0.3306282,-0.28898776,"('wavering', 'unwavering')",0.1926533,0.20903532,-0.0689874,-0.0399762,0.0290112
80,0.5661154,0.4108186,"('dominated', 'dominating')",-0.77639955,-0.7201713,-0.1051421,-0.1546763,-0.0495342
81,-0.078933395,-0.17395586,"('submissive', 'aggressive')",-0.91741306,-0.9415308,-0.4981732,-0.5577433,-0.0595701
82,-0.42092326,-0.29051113,"('poor', 'rich')",6.312602,6.32956,2.9458394,3.0195243,0.0736849
83,-0.24295035,-0.30262116,"('powerless', 'powerful')",-0.90147275,-0.95360535,-0.5722116,-0.6281133,-0.0559017
84,-0.22701828,-0.31203437,"('inferior', 'superior')",0.6202285,0.59340924,0.1966051,0.1406874,-0.0559177
85,0.5781143,0.5820445,"('insignificant', 'prestigious')",0.7872651,0.76294607,0.6826897,0.6724952,-0.0101945
86,0.58027524,0.5893421,"('uninfluential', 'influential')",0.61843985,0.49416476,0.5993575,0.5417534,-0.0576041
87,1.2983899,1.0872264,"('unsuccessful', 'successful')",1.0932004,1.099465,1.1957952,1.0933456,-0.1024496
88,0.09875412,-0.007951379,"('low', 'eminent')",0.21060126,0.15161446,0.1546777,0.0718315,-0.0828462
