,molex_male,molex_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.38203415,-0.68380845,"('unsociable', 'sociable')",-0.27505276,-0.5594585,-0.3285435,-0.6216335,-0.29309
1,-1.0960339,-1.0597557,"('unfriendly', 'friendly')",1.4056575,1.3592244,0.1548118,0.1497344,-0.0050774
2,-0.6466587,-0.7012817,"('unlikable', 'likable')",0.65039015,0.72419137,0.0018657,0.0114548,0.0095891
3,-0.08081047,-0.09680191,"('repellent', 'pleasant')",-0.09678243,-0.14450787,-0.0887965,-0.1206549,-0.0318584
4,-0.72559315,-0.755853,"('disliked', 'liked')",-5.9882374,-5.9686823,-3.3569152,-3.3622677,-0.0053525
5,-1.6323457,-1.4194566,"('distant', 'outgoing')",-0.14168836,0.044157777,-0.887017,-0.6876494,0.1993676
6,-1.8224778,-1.5972786,"('distant', 'open')",0.074575014,0.24364147,-0.8739514,-0.6768185,0.1971329
7,-0.2751033,-0.3456545,"('insensitive', 'sensitive')",-0.1472853,-0.14535421,-0.2111943,-0.2455043,-0.03431
8,-1.4581486,-1.3980286,"('unaffectionate', 'affectionate')",0.50763136,0.573371,-0.4752586,-0.4123288,0.0629298
9,-1.340882,-1.3298514,"('unaffectionate', 'caring')",0.92718625,1.0053992,-0.2068478,-0.1622261,0.0446217
10,-0.08277993,-0.27263686,"('unsympathetic', 'sympathetic')",-0.7543797,-0.8414913,-0.4185798,-0.5570641,-0.1384843
11,0.5689752,0.50421846,"('unhelpful', 'helpful')",1.8111706,1.8698053,1.1900729,1.187012,-0.0030609
12,-0.20973223,-0.19237673,"('unsupportive', 'supportive')",-2.0474799,-1.9807296,-1.1286061,-1.0865531,0.042053
13,0.039309427,-0.18312855,"('impolite', 'polite')",-0.3822657,-0.44989455,-0.1714781,-0.3165115,-0.1450334
14,0.25346088,0.0024693199,"('antisocial', 'social')",-0.5234462,-0.7972872,-0.1349927,-0.397409,-0.2624163
15,-0.23966616,-0.28697154,"('boring', 'funny')",0.58282983,0.57326376,0.1715818,0.1431461,-0.0284357
16,-0.85419714,-0.817864,"('unpopular', 'popular')",0.6931328,0.64752555,-0.0805322,-0.0851692,-0.004637
17,-0.22702621,-0.17953672,"('nasty', 'nice')",-0.4015164,-0.34486088,-0.3142713,-0.2621988,0.0520725
18,-0.77479696,-0.7798726,"('disagreeable', 'welcoming')",-0.4618929,-0.52673745,-0.6183449,-0.6533051,-0.0349602
19,-1.486786,-1.3554189,"('inhospitable', 'hospitable')",-0.37116826,-0.18535973,-0.9289771,-0.7703893,0.1585878
20,0.47734213,0.42808867,"('rough', 'thoughtful')",1.0697451,0.9734506,0.7735436,0.7007697,-0.0727739
21,0.26994598,0.01930768,"('immoral', 'moral')",-0.56524605,-0.73160326,-0.14765,-0.3561478,-0.2084978
22,0.2568742,0.09903839,"('untrustworthy', 'trustworthy')",-0.70725244,-0.81447536,-0.2251891,-0.3577185,-0.1325294
23,-0.18723062,-0.31374884,"('insincere', 'sincere')",5.3306003,5.265611,2.5716848,2.4759312,-0.0957536
24,-0.95761865,-1.050347,"('dishonest', 'honest')",0.48068547,0.45007586,-0.2384666,-0.3001356,-0.061669
25,-1.1323564,-1.1301408,"('egoistic', 'altruistic')",1.2264197,1.132489,0.0470316,0.0011741,-0.0458575
26,-0.36116105,-0.42301267,"('hardhearted', 'benevolent')",1.507067,1.3636947,0.572953,0.470341,-0.102612
